loan_id,partner_code,guarantee_amount,guarantee_fee_rate,claim_status,claim_amount,is_test_data
LN20250406000024,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250221000043,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250203000021,GTE_A,13253.06,0.03,NORMAL,0,1
LN20250302000032,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250405000024,GTE_A,20428.35,0.03,NORMAL,0,1
LN20250308000050,GTE_A,28371.86,0.03,NORMAL,0,1
LN20250616000022,GTE_A,50166.05,0.03,NORMAL,0,1
LN20250525000022,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250204000025,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250515000033,GTE_A,27742.32,0.03,NORMAL,0,1
LN20250409000026,GTE_A,5136.99,0.03,NORMAL,0,1
LN20250602000024,GTE_A,45024.94,0.03,NORMAL,0,1
LN20250411000022,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250306000050,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250604000032,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250626000023,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250219000035,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250323000024,GTE_A,29832.22,0.03,NORMAL,0,1
LN20250202000023,GTE_A,7022.59,0.03,NORMAL,0,1
LN20250425000018,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250215000049,GTE_A,25100.80,0.03,NORMAL,0,1
LN20250213000049,GTE_A,7436.80,0.03,NORMAL,0,1
LN20250212000042,GTE_A,26625.48,0.03,NORMAL,0,1
LN20250212000043,GTE_A,6983.35,0.03,NORMAL,0,1
LN20250204000027,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250305000033,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250516000031,GTE_A,28084.23,0.03,NORMAL,0,1
LN20250526000034,GTE_A,16101.19,0.03,NORMAL,0,1
LN20250507000037,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250405000028,GTE_A,10422.08,0.03,NORMAL,0,1
LN20250601000031,GTE_A,7019.51,0.03,NORMAL,0,1
LN20250225000034,GTE_A,15524.67,0.03,NORMAL,0,1
LN20250619000028,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250515000036,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250512000026,GTE_A,89811.64,0.03,NORMAL,0,1
LN20250225000035,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250201000026,GTE_A,53415.32,0.03,NORMAL,0,1
LN20250421000023,GTE_A,22850.48,0.03,NORMAL,0,1
LN20250404000037,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250326000031,GTE_A,24233.59,0.03,NORMAL,0,1
LN20250511000033,GTE_A,52654.25,0.03,NORMAL,0,1
LN20250623000014,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250216000033,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250227000042,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250627000027,GTE_A,29930.27,0.03,NORMAL,0,1
LN20250603000025,GTE_A,3270.58,0.03,NORMAL,0,1
LN20250427000024,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250302000036,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250329000027,GTE_A,53852.03,0.03,NORMAL,0,1
LN20250225000036,GTE_A,5943.81,0.03,NORMAL,0,1
LN20250526000035,GTE_A,30718.78,0.03,NORMAL,0,1
LN20250601000032,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250422000022,GTE_A,17396.91,0.03,NORMAL,0,1
LN20250415000024,GTE_A,57689.97,0.03,NORMAL,0,1
LN20250211000033,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250226000045,GTE_A,50000.00,0.03,NORMAL,0,1
LN20250318000033,GTE_A,13198.70,0.03,NORMAL,0,1
LN20250219000038,GTE_A,59178.66,0.03,NORMAL,0,1
LN20250621000026,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250226000046,GTE_A,39731.98,0.03,NORMAL,0,1
LN20250602000029,GTE_A,70630.52,0.03,NORMAL,0,1
LN20250301000049,GTE_A,19860.73,0.03,NORMAL,0,1
LN20250504000025,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250224000060,GTE_A,2723.66,0.03,NORMAL,0,1
LN20250206000038,GTE_A,27446.48,0.03,NORMAL,0,1
LN20250626000025,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250215000051,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250508000035,GTE_A,1220.11,0.03,NORMAL,0,1
LN20250225000038,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250521000029,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250206000041,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250324000033,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250402000033,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250625000024,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250203000029,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250201000030,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250523000033,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250219000039,GTE_A,50000.00,0.03,NORMAL,0,1
LN20250310000047,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250312000050,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250507000041,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250129000020,GTE_A,4733.22,0.03,NORMAL,0,1
LN20250523000034,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250520000021,GTE_A,14021.09,0.03,NORMAL,0,1
LN20250521000030,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250303000043,GTE_A,25034.37,0.03,NORMAL,0,1
LN20250211000039,GTE_A,8139.53,0.03,NORMAL,0,1
LN20250527000034,GTE_A,15001.33,0.03,NORMAL,0,1
LN20250527000035,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250616000027,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250405000032,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250217000040,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250518000028,GTE_A,16718.36,0.03,NORMAL,0,1
LN20250204000031,GTE_A,17471.66,0.03,NORMAL,0,1
LN20250330000024,GTE_A,47250.10,0.03,NORMAL,0,1
LN20250604000038,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250206000043,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250226000053,GTE_A,72468.57,0.03,NORMAL,0,1
LN20250210000032,GTE_A,53184.66,0.03,NORMAL,0,1
LN20250205000033,GTE_A,50000.00,0.03,NORMAL,0,1
LN20250424000028,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250305000046,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250303000045,GTE_A,17702.36,0.03,NORMAL,0,1
LN20250329000029,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250617000025,GTE_A,80000.00,0.03,NORMAL,0,1
LN20250403000025,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250525000028,GTE_A,26879.83,0.03,NORMAL,0,1
LN20250428000029,GTE_A,20532.07,0.03,NORMAL,0,1
LN20250329000030,GTE_A,4573.48,0.03,NORMAL,0,1
LN20250420000024,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250221000054,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250207000040,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250222000055,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250330000025,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250222000057,GTE_A,6980.61,0.03,NORMAL,0,1
LN20250224000063,GTE_A,13076.71,0.03,NORMAL,0,1
LN20250321000042,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250321000043,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250419000032,GTE_A,48179.52,0.03,NORMAL,0,1
LN20250216000037,GTE_A,50000.00,0.03,NORMAL,0,1
LN20250419000034,GTE_A,4629.20,0.03,NORMAL,0,1
LN20250306000057,GTE_A,8850.98,0.03,NORMAL,0,1
LN20250429000028,GTE_A,14864.66,0.03,NORMAL,0,1
LN20250429000030,GTE_A,42172.56,0.03,NORMAL,0,1
LN20250420000025,GTE_A,1019.40,0.03,NORMAL,0,1
LN20250425000022,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250509000023,GTE_A,7550.33,0.03,NORMAL,0,1
LN20250623000020,GTE_A,30000.00,0.03,NORMAL,0,1
LN20250210000036,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250226000057,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250310000051,GTE_A,9285.07,0.03,NORMAL,0,1
LN20250314000054,GTE_A,23314.52,0.03,NORMAL,0,1
LN20250430000027,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250228000060,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250306000060,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250507000044,GTE_A,20099.76,0.03,NORMAL,0,1
LN20250408000026,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250218000041,GTE_A,70177.96,0.03,NORMAL,0,1
LN20250522000036,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250609000031,GTE_A,45534.98,0.03,NORMAL,0,1
LN20250208000030,GTE_A,30000.00,0.03,NORMAL,0,1
LN20250604000045,GTE_A,930.54,0.03,NORMAL,0,1
LN20250606000028,GTE_A,8265.98,0.03,NORMAL,0,1
LN20250402000041,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250221000059,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250629000027,GTE_A,7465.85,0.03,NORMAL,0,1
LN20250403000027,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250329000033,GTE_A,22282.16,0.03,NORMAL,0,1
LN20250519000034,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250415000029,GTE_A,28346.74,0.03,NORMAL,0,1
LN20250202000031,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250319000040,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250418000027,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250331000047,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250404000040,GTE_A,22544.69,0.03,NORMAL,0,1
LN20250629000029,GTE_A,6818.95,0.03,NORMAL,0,1
LN20250607000040,GTE_A,43582.05,0.03,NORMAL,0,1
LN20250518000032,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250215000060,GTE_A,7564.98,0.03,NORMAL,0,1
LN20250514000032,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250429000031,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250222000060,GTE_A,22227.61,0.03,NORMAL,0,1
LN20250521000036,GTE_A,27142.16,0.03,NORMAL,0,1
LN20250601000040,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250622000040,GTE_A,7105.97,0.03,NORMAL,0,1
LN20250205000036,GTE_A,9066.60,0.03,NORMAL,0,1
LN20250617000027,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250202000032,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250526000044,GTE_A,19952.42,0.03,NORMAL,0,1
LN20250515000046,GTE_A,11964.36,0.03,NORMAL,0,1
LN20250407000034,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250606000033,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250512000039,GTE_A,50000.00,0.03,NORMAL,0,1
LN20250629000031,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250616000033,GTE_A,83010.24,0.03,NORMAL,0,1
LN20250213000059,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250530000040,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250511000043,GTE_A,50000.00,0.03,NORMAL,0,1
LN20250303000055,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250523000041,GTE_A,9831.42,0.03,NORMAL,0,1
LN20250303000056,GTE_A,43387.51,0.03,NORMAL,0,1
LN20250310000055,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250615000042,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250216000044,GTE_A,28682.29,0.03,NORMAL,0,1
LN20250202000035,GTE_A,573.28,0.03,NORMAL,0,1
LN20250215000065,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250517000040,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250429000032,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250412000029,GTE_A,21190.79,0.03,NORMAL,0,1
LN20250416000030,GTE_A,3623.25,0.03,NORMAL,0,1
LN20250213000063,GTE_A,4700.14,0.03,NORMAL,0,1
LN20250223000061,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250214000054,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250225000051,GTE_A,56296.22,0.03,NORMAL,0,1
LN20250612000043,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250525000035,GTE_A,50000.00,0.03,NORMAL,0,1
LN20250322000046,GTE_A,5115.11,0.03,NORMAL,0,1
LN20250215000068,GTE_A,45498.26,0.03,NORMAL,0,1
LN20250327000050,GTE_A,4198.49,0.03,NORMAL,0,1
LN20250522000040,GTE_A,47668.21,0.03,NORMAL,0,1
LN20250409000038,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250201000036,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250629000032,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250522000041,GTE_A,30000.00,0.03,NORMAL,0,1
LN20250225000052,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250418000029,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250409000039,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250206000052,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250516000040,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250107000001,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250319000046,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250608000037,GTE_A,3282.06,0.03,NORMAL,0,1
LN20250215000069,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250206000053,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250129000025,GTE_A,30000.00,0.03,NORMAL,0,1
LN20250326000045,GTE_A,50000.00,0.03,NORMAL,0,1
LN20250624000032,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250420000028,GTE_A,11790.85,0.03,NORMAL,0,1
LN20250426000026,GTE_A,30000.00,0.03,NORMAL,0,1
LN20250224000071,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250623000026,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250119000008,GTE_A,49398.25,0.03,NORMAL,0,1
LN20250412000032,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250207000051,GTE_A,26133.59,0.03,NORMAL,0,1
LN20250119000009,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250321000053,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250404000048,GTE_A,8131.88,0.03,NORMAL,0,1
LN20250302000056,GTE_A,50000.00,0.03,NORMAL,0,1
LN20250307000077,GTE_A,8583.91,0.03,NORMAL,0,1
LN20250314000062,GTE_A,46837.30,0.03,NORMAL,0,1
LN20250402000047,GTE_A,8875.34,0.03,NORMAL,0,1
LN20250428000037,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250609000036,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250219000060,GTE_A,24665.42,0.03,NORMAL,0,1
LN20250301000063,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250518000036,GTE_A,495.42,0.03,NORMAL,0,1
LN20250318000051,GTE_A,14860.54,0.03,NORMAL,0,1
LN20250323000045,GTE_A,11828.02,0.03,NORMAL,0,1
LN20250622000047,GTE_A,16788.63,0.03,NORMAL,0,1
LN20250226000073,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250210000042,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250407000041,GTE_A,12082.60,0.03,NORMAL,0,1
LN20250321000055,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250510000036,GTE_A,7850.43,0.03,NORMAL,0,1
LN20250622000048,GTE_A,50000.00,0.03,NORMAL,0,1
LN20250302000057,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250630000029,GTE_A,22804.84,0.03,NORMAL,0,1
LN20250219000062,GTE_A,3376.09,0.03,NORMAL,0,1
LN20250305000063,GTE_A,30000.00,0.03,NORMAL,0,1
LN20250217000052,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250508000046,GTE_A,25543.91,0.03,NORMAL,0,1
LN20250506000033,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250620000027,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250509000036,GTE_A,33296.13,0.03,NORMAL,0,1
LN20250203000036,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250418000033,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250430000041,GTE_A,53826.71,0.03,NORMAL,0,1
LN20250624000035,GTE_A,30000.00,0.03,NORMAL,0,1
LN20250204000042,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250316000046,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250202000042,GTE_A,50502.21,0.03,NORMAL,0,1
LN20250311000059,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250528000036,GTE_A,48959.44,0.03,NORMAL,0,1
LN20250627000039,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250310000065,GTE_A,23839.04,0.03,NORMAL,0,1
LN20250503000029,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250409000044,GTE_A,7277.40,0.03,NORMAL,0,1
LN20250515000049,GTE_A,18620.64,0.03,NORMAL,0,1
LN20250501000028,GTE_A,7183.76,0.03,NORMAL,0,1
LN20250406000036,GTE_A,46117.43,0.03,NORMAL,0,1
LN20250219000065,GTE_A,43839.92,0.03,NORMAL,0,1
LN20250321000057,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250327000056,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250310000066,GTE_A,12823.51,0.03,NORMAL,0,1
LN20250403000035,GTE_A,32831.26,0.03,NORMAL,0,1
LN20250424000035,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250521000042,GTE_A,30000.00,0.03,NORMAL,0,1
LN20250522000046,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250222000075,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250226000078,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250612000049,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250321000059,GTE_A,3632.04,0.03,NORMAL,0,1
LN20250418000035,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250621000038,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250501000031,GTE_A,80000.00,0.03,NORMAL,0,1
LN20250219000070,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250615000051,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250320000052,GTE_A,28498.21,0.03,NORMAL,0,1
LN20250223000072,GTE_A,7516.60,0.03,NORMAL,0,1
LN20250610000040,GTE_A,4858.44,0.03,NORMAL,0,1
LN20250627000041,GTE_A,21701.06,0.03,NORMAL,0,1
LN20250411000035,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250402000048,GTE_A,30000.00,0.03,NORMAL,0,1
LN20250220000069,GTE_A,68547.22,0.03,NORMAL,0,1
LN20250223000073,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250226000080,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250201000040,GTE_A,30000.00,0.03,NORMAL,0,1
LN20250314000069,GTE_A,22873.35,0.03,NORMAL,0,1
LN20250518000041,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250526000051,GTE_A,8734.63,0.03,NORMAL,0,1
LN20250226000081,GTE_A,24984.26,0.03,NORMAL,0,1
LN20250325000037,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250524000043,GTE_A,50000.00,0.03,NORMAL,0,1
LN20250318000055,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250309000072,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250409000045,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250311000062,GTE_A,56443.41,0.03,NORMAL,0,1
LN20250413000036,GTE_A,21076.05,0.03,NORMAL,0,1
LN20250610000041,GTE_A,20000.00,0.03,NORMAL,0,1
LN20250213000076,GTE_A,15000.00,0.03,NORMAL,0,1
LN20250325000038,GTE_A,8151.09,0.03,NORMAL,0,1
LN20250620000032,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250416000039,GTE_A,1000.00,0.03,NORMAL,0,1
LN20250205000047,GTE_A,8000.00,0.03,NORMAL,0,1
LN20250426000030,GTE_A,15280.25,0.03,NORMAL,0,1
LN20250606000045,GTE_A,5952.44,0.03,NORMAL,0,1
LN20250215000076,GTE_A,518.48,0.03,NORMAL,0,1
LN20250313000084,GTE_A,5000.00,0.03,NORMAL,0,1
LN20250628000027,GTE_A,2000.00,0.03,NORMAL,0,1
LN20250225000062,GTE_A,10226.19,0.03,NORMAL,0,1
LN20250622000055,GTE_A,10000.00,0.03,NORMAL,0,1
LN20250326000055,GTE_A,25069.56,0.03,NORMAL,0,1
LN20250209000047,GTE_A,21234.01,0.03,NORMAL,0,1
LN20250309000073,GTE_A,80000.00,0.03,NORMAL,0,1
