loan_id,partner_code,agreement_id,funding_amount,funding_ratio,created_at,is_test_data
LN20250212000019,BANK_C,FABANK_C_JOINT_LOAN,50990.30,0.6,2025-02-12 21:14:23,1
LN20250509000005,BANK_C,FABANK_C_JOINT_LOAN,5188.90,0.6,2025-05-09 21:32:53,1
LN20250320000007,BANK_C,FABANK_C_JOINT_LOAN,28667.57,0.6,2025-03-20 08:21:28,1
LN20250307000020,BANK_C,FABANK_C_JOINT_LOAN,551.93,0.6,2025-03-07 15:25:39,1
LN20250622000010,BANK_C,FABANK_C_JOINT_LOAN,12000.00,0.6,2025-06-22 00:27:01,1
LN20250314000013,BANK_B,FABANK_B_PLATFORM_LOAN,53483.78,0.7,2025-03-14 21:36:00,1
LN20250407000009,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-04-07 22:13:17,1
LN20250405000012,BANK_B,FABANK_B_PLATFORM_LOAN,43852.63,0.7,2025-04-05 21:58:20,1
LN20250629000005,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-06-29 18:12:23,1
LN20250407000010,BANK_B,FABANK_B_PLATFORM_LOAN,45315.19,0.7,2025-04-07 13:06:02,1
LN20250329000007,BANK_B,FABANK_B_PLATFORM_LOAN,30188.49,0.7,2025-03-29 22:48:07,1
LN20250327000017,BANK_C,FABANK_C_JOINT_LOAN,27705.75,0.6,2025-03-27 13:26:25,1
LN20250507000014,BANK_C,FABANK_C_JOINT_LOAN,4210.00,0.6,2025-05-07 12:25:18,1
LN20250616000013,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-06-16 12:16:46,1
LN20250225000014,BANK_B,FABANK_B_PLATFORM_LOAN,19531.87,0.7,2025-02-25 12:28:22,1
LN20250212000020,BANK_B,FABANK_B_PLATFORM_LOAN,6456.53,0.7,2025-02-12 20:59:16,1
LN20250504000009,BANK_B,FABANK_B_PLATFORM_LOAN,41868.41,0.7,2025-05-04 13:08:24,1
LN20250512000011,BANK_B,FABANK_B_PLATFORM_LOAN,19061.99,0.7,2025-05-12 20:50:20,1
LN20250607000010,BANK_C,FABANK_C_JOINT_LOAN,29700.31,0.6,2025-06-07 17:13:43,1
LN20250307000021,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-03-07 14:51:31,1
LN20250211000012,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-02-11 01:20:15,1
LN20250210000011,BANK_B,FABANK_B_PLATFORM_LOAN,35000.00,0.7,2025-02-10 21:09:16,1
LN20250220000017,BANK_B,FABANK_B_PLATFORM_LOAN,20705.94,0.7,2025-02-20 11:34:29,1
LN20250213000018,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-02-13 14:29:29,1
LN20250213000019,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-02-13 13:18:05,1
LN20250220000018,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-02-20 09:53:21,1
LN20250517000019,BANK_C,FABANK_C_JOINT_LOAN,5039.94,0.6,2025-05-17 20:56:40,1
LN20250529000012,BANK_C,FABANK_C_JOINT_LOAN,17818.40,0.6,2025-05-29 14:37:29,1
LN20250308000017,BANK_C,FABANK_C_JOINT_LOAN,15163.88,0.6,2025-03-08 07:27:45,1
LN20250309000016,BANK_C,FABANK_C_JOINT_LOAN,9000.00,0.6,2025-03-09 23:34:59,1
LN20250313000017,BANK_C,FABANK_C_JOINT_LOAN,6371.30,0.6,2025-03-13 13:48:57,1
LN20250303000016,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-03-03 20:37:50,1
LN20250118000005,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-01-18 21:29:06,1
LN20250604000013,BANK_C,FABANK_C_JOINT_LOAN,3139.42,0.6,2025-06-04 21:00:10,1
LN20250615000016,BANK_C,FABANK_C_JOINT_LOAN,4800.00,0.6,2025-06-15 13:48:36,1
LN20250628000007,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-06-28 20:54:16,1
LN20250524000010,BANK_C,FABANK_C_JOINT_LOAN,4441.66,0.6,2025-05-24 23:13:52,1
LN20250628000008,BANK_C,FABANK_C_JOINT_LOAN,5683.65,0.6,2025-06-28 21:56:56,1
LN20250316000011,BANK_C,FABANK_C_JOINT_LOAN,1559.18,0.6,2025-03-16 11:45:22,1
LN20250324000014,BANK_C,FABANK_C_JOINT_LOAN,4800.00,0.6,2025-03-24 12:45:47,1
LN20250320000008,BANK_C,FABANK_C_JOINT_LOAN,4800.00,0.6,2025-03-20 09:14:25,1
LN20250414000005,BANK_C,FABANK_C_JOINT_LOAN,14749.03,0.6,2025-04-14 16:33:54,1
LN20250228000019,BANK_C,FABANK_C_JOINT_LOAN,12000.00,0.6,2025-02-28 12:50:09,1
LN20250630000007,BANK_C,FABANK_C_JOINT_LOAN,4800.00,0.6,2025-06-30 13:18:26,1
LN20250321000017,BANK_C,FABANK_C_JOINT_LOAN,12665.41,0.6,2025-03-21 18:28:32,1
LN20250305000010,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-03-05 12:54:25,1
LN20250225000015,BANK_B,FABANK_B_PLATFORM_LOAN,5600.00,0.7,2025-02-25 11:43:29,1
LN20250326000010,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-03-26 23:45:04,1
LN20250308000018,BANK_C,FABANK_C_JOINT_LOAN,600.00,0.6,2025-03-08 10:23:54,1
LN20250219000015,BANK_B,FABANK_B_PLATFORM_LOAN,3574.99,0.7,2025-02-19 23:09:04,1
LN20250501000007,BANK_B,FABANK_B_PLATFORM_LOAN,6699.60,0.7,2025-05-01 22:35:41,1
LN20250517000020,BANK_C,FABANK_C_JOINT_LOAN,4570.34,0.6,2025-05-17 16:26:56,1
LN20250524000012,BANK_B,FABANK_B_PLATFORM_LOAN,20961.65,0.7,2025-05-24 13:38:43,1
LN20250606000007,BANK_B,FABANK_B_PLATFORM_LOAN,29800.29,0.7,2025-06-06 13:33:12,1
LN20250218000015,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-02-18 09:56:06,1
LN20250308000019,BANK_C,FABANK_C_JOINT_LOAN,12000.00,0.6,2025-03-08 22:28:37,1
LN20250224000020,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-02-24 21:40:09,1
LN20250417000011,BANK_C,FABANK_C_JOINT_LOAN,13294.06,0.6,2025-04-17 13:24:49,1
LN20250403000006,BANK_B,FABANK_B_PLATFORM_LOAN,8458.89,0.7,2025-04-03 20:52:04,1
LN20250204000011,BANK_C,FABANK_C_JOINT_LOAN,6000.00,0.6,2025-02-04 21:59:56,1
LN20250304000021,BANK_C,FABANK_C_JOINT_LOAN,25497.13,0.6,2025-03-04 22:52:20,1
LN20250226000016,BANK_B,FABANK_B_PLATFORM_LOAN,17704.46,0.7,2025-02-26 21:34:37,1
LN20250323000010,BANK_C,FABANK_C_JOINT_LOAN,6000.00,0.6,2025-03-23 16:46:11,1
LN20250430000009,BANK_C,FABANK_C_JOINT_LOAN,14968.22,0.6,2025-04-30 07:27:05,1
LN20250219000017,BANK_B,FABANK_B_PLATFORM_LOAN,3317.45,0.7,2025-02-19 21:42:25,1
LN20250116000002,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-01-16 10:35:22,1
LN20250310000021,BANK_B,FABANK_B_PLATFORM_LOAN,1975.81,0.7,2025-03-10 20:20:03,1
LN20250318000014,BANK_C,FABANK_C_JOINT_LOAN,4800.00,0.6,2025-03-18 08:27:23,1
LN20250228000021,BANK_C,FABANK_C_JOINT_LOAN,3856.69,0.6,2025-02-28 15:17:37,1
LN20250530000010,BANK_B,FABANK_B_PLATFORM_LOAN,21709.02,0.7,2025-05-30 21:10:44,1
LN20250306000018,BANK_B,FABANK_B_PLATFORM_LOAN,40190.15,0.7,2025-03-06 06:49:20,1
LN20250205000012,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-02-05 21:04:45,1
LN20250130000009,BANK_C,FABANK_C_JOINT_LOAN,7370.26,0.6,2025-01-30 22:22:36,1
LN20250625000009,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-06-25 08:25:44,1
LN20250630000008,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-06-30 22:30:21,1
LN20250522000014,BANK_B,FABANK_B_PLATFORM_LOAN,14730.02,0.7,2025-05-22 14:55:52,1
LN20250515000014,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-05-15 14:58:50,1
LN20250620000010,BANK_C,FABANK_C_JOINT_LOAN,9000.00,0.6,2025-06-20 12:11:15,1
LN20250619000011,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-06-19 20:22:34,1
LN20250612000016,BANK_B,FABANK_B_PLATFORM_LOAN,19928.97,0.7,2025-06-12 18:40:13,1
LN20250602000005,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-06-02 12:20:16,1
LN20250511000016,BANK_C,FABANK_C_JOINT_LOAN,600.00,0.6,2025-05-11 19:00:39,1
LN20250305000011,BANK_C,FABANK_C_JOINT_LOAN,15625.46,0.6,2025-03-05 20:41:19,1
LN20250321000018,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-03-21 14:08:16,1
LN20250620000011,BANK_C,FABANK_C_JOINT_LOAN,12000.00,0.6,2025-06-20 13:15:12,1
LN20250608000011,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-06-08 21:22:24,1
LN20250512000012,BANK_B,FABANK_B_PLATFORM_LOAN,5683.97,0.7,2025-05-12 20:39:04,1
LN20250308000020,BANK_B,FABANK_B_PLATFORM_LOAN,7581.27,0.7,2025-03-08 12:12:13,1
LN20250309000018,BANK_B,FABANK_B_PLATFORM_LOAN,36326.14,0.7,2025-03-09 21:18:20,1
LN20250508000011,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-05-08 12:09:56,1
LN20250527000012,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-05-27 10:22:13,1
LN20250612000017,BANK_B,FABANK_B_PLATFORM_LOAN,8809.54,0.7,2025-06-12 01:17:41,1
LN20250413000008,BANK_B,FABANK_B_PLATFORM_LOAN,43095.44,0.7,2025-04-13 19:26:22,1
LN20250409000012,BANK_B,FABANK_B_PLATFORM_LOAN,8381.49,0.7,2025-04-09 11:06:44,1
LN20250418000009,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-04-18 20:42:57,1
LN20250408000006,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-04-08 12:19:47,1
LN20250421000010,BANK_C,FABANK_C_JOINT_LOAN,6000.00,0.6,2025-04-21 22:11:08,1
LN20250409000014,BANK_C,FABANK_C_JOINT_LOAN,1200.00,0.6,2025-04-09 15:54:20,1
LN20250609000004,BANK_C,FABANK_C_JOINT_LOAN,27275.49,0.6,2025-06-09 10:44:16,1
LN20250202000005,BANK_C,FABANK_C_JOINT_LOAN,600.00,0.6,2025-02-02 11:06:33,1
LN20250207000013,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-02-07 13:17:10,1
LN20250220000019,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-02-20 12:20:24,1
LN20250407000011,BANK_C,FABANK_C_JOINT_LOAN,6000.00,0.6,2025-04-07 16:13:30,1
LN20250313000020,BANK_B,FABANK_B_PLATFORM_LOAN,5600.00,0.7,2025-03-13 21:16:44,1
LN20250316000012,BANK_C,FABANK_C_JOINT_LOAN,4800.00,0.6,2025-03-16 20:00:29,1
LN20250429000008,BANK_C,FABANK_C_JOINT_LOAN,17706.26,0.6,2025-04-29 20:55:23,1
LN20250329000009,BANK_C,FABANK_C_JOINT_LOAN,17661.41,0.6,2025-03-29 00:15:22,1
LN20250212000022,BANK_C,FABANK_C_JOINT_LOAN,1200.00,0.6,2025-02-12 22:28:10,1
LN20250227000013,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-02-27 16:41:01,1
LN20250213000020,BANK_B,FABANK_B_PLATFORM_LOAN,17344.33,0.7,2025-02-13 20:27:41,1
LN20250409000015,BANK_B,FABANK_B_PLATFORM_LOAN,18942.56,0.7,2025-04-09 08:27:23,1
LN20250426000005,BANK_B,FABANK_B_PLATFORM_LOAN,16921.72,0.7,2025-04-26 12:20:17,1
LN20250612000018,BANK_C,FABANK_C_JOINT_LOAN,25776.41,0.6,2025-06-12 12:41:50,1
LN20250627000007,BANK_B,FABANK_B_PLATFORM_LOAN,5160.84,0.7,2025-06-27 11:24:33,1
LN20250623000007,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-06-23 22:23:48,1
LN20250521000009,BANK_B,FABANK_B_PLATFORM_LOAN,3480.66,0.7,2025-05-21 02:47:16,1
LN20250509000006,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-05-09 21:02:16,1
LN20250408000007,BANK_C,FABANK_C_JOINT_LOAN,13619.18,0.6,2025-04-08 22:36:54,1
LN20250614000011,BANK_B,FABANK_B_PLATFORM_LOAN,459.66,0.7,2025-06-14 13:14:14,1
LN20250510000011,BANK_B,FABANK_B_PLATFORM_LOAN,17366.03,0.7,2025-05-10 13:43:05,1
LN20250408000008,BANK_B,FABANK_B_PLATFORM_LOAN,3122.45,0.7,2025-04-08 22:31:48,1
LN20250420000011,BANK_C,FABANK_C_JOINT_LOAN,4283.29,0.6,2025-04-20 13:19:26,1
LN20250406000011,BANK_B,FABANK_B_PLATFORM_LOAN,3383.46,0.7,2025-04-06 10:32:08,1
LN20250427000009,BANK_C,FABANK_C_JOINT_LOAN,17458.59,0.6,2025-04-27 02:49:30,1
LN20250213000021,BANK_C,FABANK_C_JOINT_LOAN,9000.00,0.6,2025-02-13 02:13:09,1
LN20250227000014,BANK_B,FABANK_B_PLATFORM_LOAN,5174.48,0.7,2025-02-27 22:42:00,1
LN20250612000019,BANK_B,FABANK_B_PLATFORM_LOAN,17803.18,0.7,2025-06-12 13:33:50,1
LN20250328000013,BANK_B,FABANK_B_PLATFORM_LOAN,29978.46,0.7,2025-03-28 12:09:50,1
LN20250322000014,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-03-22 07:23:09,1
LN20250130000011,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-01-30 22:53:47,1
LN20250201000008,BANK_C,FABANK_C_JOINT_LOAN,13622.72,0.6,2025-02-01 22:03:05,1
LN20250216000015,BANK_C,FABANK_C_JOINT_LOAN,600.00,0.6,2025-02-16 13:35:58,1
LN20250213000022,BANK_C,FABANK_C_JOINT_LOAN,12806.38,0.6,2025-02-13 20:08:23,1
LN20250226000017,BANK_B,FABANK_B_PLATFORM_LOAN,6043.18,0.7,2025-02-26 22:10:45,1
LN20250301000018,BANK_B,FABANK_B_PLATFORM_LOAN,35245.47,0.7,2025-03-01 06:48:07,1
LN20250216000016,BANK_C,FABANK_C_JOINT_LOAN,30000.00,0.6,2025-02-16 14:13:53,1
LN20250327000018,BANK_B,FABANK_B_PLATFORM_LOAN,16957.42,0.7,2025-03-27 17:12:37,1
LN20250207000014,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-02-07 21:45:06,1
LN20250314000015,BANK_B,FABANK_B_PLATFORM_LOAN,7191.70,0.7,2025-03-14 14:59:47,1
LN20250301000019,BANK_C,FABANK_C_JOINT_LOAN,600.00,0.6,2025-03-01 16:02:42,1
LN20250315000009,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-03-15 21:30:24,1
LN20250307000023,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-03-07 10:01:02,1
LN20250305000012,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-03-05 20:58:27,1
LN20250206000012,BANK_B,FABANK_B_PLATFORM_LOAN,15592.63,0.7,2025-02-06 20:46:31,1
LN20250125000007,BANK_B,FABANK_B_PLATFORM_LOAN,16705.75,0.7,2025-01-25 13:17:28,1
LN20250329000010,BANK_C,FABANK_C_JOINT_LOAN,18000.00,0.6,2025-03-29 20:37:25,1
LN20250313000021,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-03-13 21:37:04,1
LN20250214000025,BANK_B,FABANK_B_PLATFORM_LOAN,5600.00,0.7,2025-02-14 16:19:05,1
LN20250311000014,BANK_C,FABANK_C_JOINT_LOAN,14688.58,0.6,2025-03-11 12:06:55,1
LN20250220000020,BANK_C,FABANK_C_JOINT_LOAN,6000.00,0.6,2025-02-20 20:15:22,1
LN20250211000013,BANK_C,FABANK_C_JOINT_LOAN,2510.22,0.6,2025-02-11 13:21:26,1
LN20250221000018,BANK_C,FABANK_C_JOINT_LOAN,600.00,0.6,2025-02-21 15:53:28,1
LN20250228000022,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-02-28 20:38:31,1
LN20250521000010,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-05-21 21:29:07,1
LN20250324000015,BANK_B,FABANK_B_PLATFORM_LOAN,2161.69,0.7,2025-03-24 21:29:26,1
LN20250307000024,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-03-07 20:37:08,1
LN20250425000009,BANK_B,FABANK_B_PLATFORM_LOAN,5200.06,0.7,2025-04-25 20:07:58,1
LN20250503000011,BANK_C,FABANK_C_JOINT_LOAN,4635.16,0.6,2025-05-03 19:24:22,1
LN20250330000007,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-03-30 12:18:07,1
LN20250212000023,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-02-12 02:50:53,1
LN20250306000020,BANK_C,FABANK_C_JOINT_LOAN,5236.43,0.6,2025-03-06 22:14:28,1
LN20250313000022,BANK_B,FABANK_B_PLATFORM_LOAN,48034.17,0.7,2025-03-13 19:32:14,1
LN20250219000020,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-02-19 06:14:19,1
LN20250314000017,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-03-14 20:08:46,1
LN20250313000023,BANK_C,FABANK_C_JOINT_LOAN,18000.00,0.6,2025-03-13 20:30:11,1
LN20250620000012,BANK_C,FABANK_C_JOINT_LOAN,600.00,0.6,2025-06-20 14:04:39,1
LN20250314000018,BANK_C,FABANK_C_JOINT_LOAN,48000.00,0.6,2025-03-14 22:55:22,1
LN20250221000019,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-02-21 10:34:35,1
LN20250223000021,BANK_C,FABANK_C_JOINT_LOAN,4800.00,0.6,2025-02-23 06:03:01,1
LN20250213000024,BANK_C,FABANK_C_JOINT_LOAN,2264.38,0.6,2025-02-13 16:18:57,1
LN20250523000015,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-05-23 13:24:06,1
LN20250307000025,BANK_B,FABANK_B_PLATFORM_LOAN,44635.60,0.7,2025-03-07 11:15:52,1
LN20250217000015,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-02-17 20:47:36,1
LN20250613000009,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-06-13 20:07:29,1
LN20250504000010,BANK_C,FABANK_C_JOINT_LOAN,9795.62,0.6,2025-05-04 12:54:54,1
LN20250215000022,BANK_C,FABANK_C_JOINT_LOAN,14605.69,0.6,2025-02-15 09:18:01,1
LN20250131000009,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-01-31 21:12:38,1
LN20250311000016,BANK_C,FABANK_C_JOINT_LOAN,6000.00,0.6,2025-03-11 13:48:42,1
LN20250412000008,BANK_B,FABANK_B_PLATFORM_LOAN,17035.68,0.7,2025-04-12 18:11:57,1
LN20250415000006,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-04-15 19:57:35,1
LN20250613000010,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-06-13 12:53:33,1
LN20250207000017,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-02-07 12:06:12,1
LN20250215000023,BANK_C,FABANK_C_JOINT_LOAN,22329.01,0.6,2025-02-15 13:48:54,1
LN20250317000024,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-03-17 14:12:56,1
LN20250513000011,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-05-13 00:22:41,1
LN20250413000009,BANK_C,FABANK_C_JOINT_LOAN,14891.20,0.6,2025-04-13 19:23:16,1
LN20250511000018,BANK_C,FABANK_C_JOINT_LOAN,9000.00,0.6,2025-05-11 12:53:55,1
LN20250416000007,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-04-16 12:52:06,1
LN20250301000021,BANK_C,FABANK_C_JOINT_LOAN,45396.67,0.6,2025-03-01 10:15:27,1
LN20250129000010,BANK_B,FABANK_B_PLATFORM_LOAN,34179.15,0.7,2025-01-29 21:56:45,1
LN20250303000018,BANK_C,FABANK_C_JOINT_LOAN,1018.70,0.6,2025-03-03 01:07:51,1
LN20250211000014,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-02-11 20:59:56,1
LN20250322000016,BANK_B,FABANK_B_PLATFORM_LOAN,37086.39,0.7,2025-03-22 20:46:23,1
LN20250311000017,BANK_C,FABANK_C_JOINT_LOAN,16992.72,0.6,2025-03-11 13:38:02,1
LN20250405000013,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-04-05 19:30:08,1
LN20250414000006,BANK_C,FABANK_C_JOINT_LOAN,1509.81,0.6,2025-04-14 06:55:17,1
LN20250301000022,BANK_B,FABANK_B_PLATFORM_LOAN,17748.32,0.7,2025-03-01 23:51:03,1
LN20250430000011,BANK_C,FABANK_C_JOINT_LOAN,5667.02,0.6,2025-04-30 13:10:47,1
LN20250512000014,BANK_B,FABANK_B_PLATFORM_LOAN,12066.85,0.7,2025-05-12 22:28:38,1
LN20250206000014,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-02-06 22:51:16,1
LN20250220000023,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-02-20 21:48:07,1
LN20250209000014,BANK_C,FABANK_C_JOINT_LOAN,30000.00,0.6,2025-02-09 21:52:26,1
LN20250307000027,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-03-07 20:37:19,1
LN20250313000024,BANK_B,FABANK_B_PLATFORM_LOAN,6145.91,0.7,2025-03-13 22:20:58,1
LN20250316000013,BANK_B,FABANK_B_PLATFORM_LOAN,34500.66,0.7,2025-03-16 09:51:01,1
LN20250322000018,BANK_B,FABANK_B_PLATFORM_LOAN,16673.10,0.7,2025-03-22 13:52:36,1
LN20250416000009,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-04-16 21:25:26,1
LN20250412000009,BANK_C,FABANK_C_JOINT_LOAN,30305.07,0.6,2025-04-12 20:17:39,1
LN20250317000025,BANK_C,FABANK_C_JOINT_LOAN,600.00,0.6,2025-03-17 13:14:45,1
LN20250508000013,BANK_C,FABANK_C_JOINT_LOAN,600.00,0.6,2025-05-08 22:30:11,1
LN20250609000005,BANK_B,FABANK_B_PLATFORM_LOAN,1400.00,0.7,2025-06-09 12:36:10,1
LN20250604000015,BANK_B,FABANK_B_PLATFORM_LOAN,5246.02,0.7,2025-06-04 15:45:07,1
LN20250213000025,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-02-13 13:39:14,1
LN20250223000023,BANK_B,FABANK_B_PLATFORM_LOAN,3079.73,0.7,2025-02-23 00:58:07,1
LN20250325000010,BANK_C,FABANK_C_JOINT_LOAN,6064.81,0.6,2025-03-25 20:45:47,1
LN20250513000013,BANK_C,FABANK_C_JOINT_LOAN,54606.98,0.6,2025-05-13 11:37:59,1
LN20250327000020,BANK_C,FABANK_C_JOINT_LOAN,1200.00,0.6,2025-03-27 21:34:19,1
LN20250623000008,BANK_C,FABANK_C_JOINT_LOAN,12000.00,0.6,2025-06-23 22:32:22,1
LN20250629000007,BANK_C,FABANK_C_JOINT_LOAN,1200.00,0.6,2025-06-29 22:08:53,1
LN20250216000017,BANK_B,FABANK_B_PLATFORM_LOAN,3389.71,0.7,2025-02-16 19:29:32,1
LN20250208000011,BANK_B,FABANK_B_PLATFORM_LOAN,3500.00,0.7,2025-02-08 12:41:13,1
LN20250321000021,BANK_B,FABANK_B_PLATFORM_LOAN,7000.00,0.7,2025-03-21 22:58:50,1
LN20250303000019,BANK_C,FABANK_C_JOINT_LOAN,30000.00,0.6,2025-03-03 16:42:32,1
LN20250526000017,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-05-26 12:18:12,1
LN20250306000022,BANK_B,FABANK_B_PLATFORM_LOAN,5600.00,0.7,2025-03-06 13:46:33,1
LN20250622000012,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-06-22 20:29:44,1
LN20250502000008,BANK_C,FABANK_C_JOINT_LOAN,1200.00,0.6,2025-05-02 19:53:09,1
LN20250218000016,BANK_B,FABANK_B_PLATFORM_LOAN,2339.23,0.7,2025-02-18 10:43:02,1
LN20250127000004,BANK_B,FABANK_B_PLATFORM_LOAN,29977.95,0.7,2025-01-27 12:12:54,1
LN20250306000023,BANK_C,FABANK_C_JOINT_LOAN,4229.84,0.6,2025-03-06 13:25:49,1
LN20250302000016,BANK_B,FABANK_B_PLATFORM_LOAN,6714.68,0.7,2025-03-02 00:11:07,1
LN20250227000017,BANK_B,FABANK_B_PLATFORM_LOAN,46412.36,0.7,2025-02-27 13:58:34,1
LN20250411000010,BANK_B,FABANK_B_PLATFORM_LOAN,21000.00,0.7,2025-04-11 16:24:18,1
LN20250507000018,BANK_C,FABANK_C_JOINT_LOAN,30655.21,0.6,2025-05-07 22:55:31,1
LN20250519000008,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-05-19 20:35:12,1
LN20250112000003,BANK_B,FABANK_B_PLATFORM_LOAN,662.43,0.7,2025-01-12 01:27:52,1
LN20250125000008,BANK_C,FABANK_C_JOINT_LOAN,2675.73,0.6,2025-01-25 12:51:24,1
LN20250327000022,BANK_C,FABANK_C_JOINT_LOAN,16718.71,0.6,2025-03-27 14:56:30,1
LN20250224000024,BANK_C,FABANK_C_JOINT_LOAN,4590.40,0.6,2025-02-24 17:52:30,1
LN20250305000016,BANK_B,FABANK_B_PLATFORM_LOAN,14000.00,0.7,2025-03-05 22:12:14,1
LN20250320000011,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-03-20 11:55:10,1
LN20250204000014,BANK_C,FABANK_C_JOINT_LOAN,3000.00,0.6,2025-02-04 20:13:26,1
LN20250213000026,BANK_C,FABANK_C_JOINT_LOAN,9000.00,0.6,2025-02-13 13:52:25,1
LN20250527000013,BANK_C,FABANK_C_JOINT_LOAN,14937.40,0.6,2025-05-27 11:44:23,1
LN20250322000019,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-03-22 21:40:19,1
LN20250629000008,BANK_C,FABANK_C_JOINT_LOAN,9000.00,0.6,2025-06-29 11:12:15,1
LN20250227000018,BANK_B,FABANK_B_PLATFORM_LOAN,10500.00,0.7,2025-02-27 19:02:09,1
LN20250327000023,BANK_C,FABANK_C_JOINT_LOAN,9044.35,0.6,2025-03-27 13:58:08,1
LN20250329000011,BANK_B,FABANK_B_PLATFORM_LOAN,700.00,0.7,2025-03-29 13:32:01,1
