loan_id,partner_code,period_no,settle_date,partner_income,self_income,is_test_data
LN20250320000011,BANK_B,1,2025-04-19,9.58,9.58,1
LN20250320000011,BANK_B,2,2025-05-19,9.27,9.27,1
LN20250320000011,BANK_B,3,2025-06-18,8.94,8.94,1
LN20250404000015,GTE_A,1,2025-05-04,38.33,57.50,1
LN20250404000015,GTE_A,2,2025-06-03,35.46,53.19,1
LN20250204000014,BANK_C,1,2025-03-06,50.42,41.25,1
LN20250204000014,BANK_C,2,2025-04-05,48.73,39.87,1
LN20250204000014,BANK_C,3,2025-05-05,47.00,38.46,1
LN20250204000014,BANK_C,4,2025-06-04,45.25,37.02,1
LN20250213000026,BANK_C,1,2025-03-15,116.88,95.62,1
LN20250213000026,BANK_C,2,2025-04-14,78.46,64.20,1
LN20250213000026,BANK_C,3,2025-05-14,39.51,32.32,1
LN20250527000013,BANK_C,1,2025-06-26,216.80,177.38,1
LN20250322000019,BANK_B,1,2025-04-21,68.75,68.75,1
LN20250322000019,BANK_B,2,2025-05-21,63.30,63.30,1
LN20250322000019,BANK_B,3,2025-06-20,57.81,57.81,1
LN20250227000018,BANK_B,1,2025-03-29,118.75,118.75,1
LN20250227000018,BANK_B,2,2025-04-28,79.79,79.79,1
LN20250227000018,BANK_B,3,2025-05-28,40.21,40.21,1
LN20250327000023,BANK_C,1,2025-04-26,96.72,79.14,1
LN20250327000023,BANK_C,2,2025-05-26,89.17,72.96,1
LN20250327000023,BANK_C,3,2025-06-25,81.52,66.70,1
LN20250329000011,BANK_B,1,2025-04-28,7.92,7.92,1
LN20250329000011,BANK_B,2,2025-05-28,7.31,7.31,1
LN20250329000011,BANK_B,3,2025-06-27,6.70,6.70,1
LN20250214000026,BANK_C,1,2025-03-16,99.62,81.51,1
LN20250214000026,BANK_C,2,2025-04-15,83.53,68.34,1
LN20250214000026,BANK_C,3,2025-05-15,67.23,55.01,1
LN20250214000026,BANK_C,4,2025-06-14,50.74,41.51,1
LN20250413000010,BANK_B,1,2025-05-13,407.66,407.66,1
LN20250413000010,BANK_B,2,2025-06-12,273.68,273.68,1
LN20250413000011,BANK_C,1,2025-05-13,38.96,31.88,1
LN20250413000011,BANK_C,2,2025-06-12,37.04,30.31,1
LN20250521000012,BANK_B,1,2025-06-20,13.33,13.33,1
LN20250519000010,BANK_B,1,2025-06-18,47.92,47.92,1
LN20250529000014,BANK_B,1,2025-06-28,39.58,39.58,1
LN20250511000019,BANK_B,1,2025-06-10,50.85,50.85,1
LN20250306000025,GTE_A,1,2025-04-05,159.74,239.62,1
LN20250306000025,GTE_A,2,2025-05-05,156.52,234.78,1
LN20250306000025,GTE_A,3,2025-06-04,153.24,229.86,1
LN20250311000018,BANK_B,1,2025-04-10,125.00,125.00,1
LN20250311000018,BANK_B,2,2025-05-10,122.23,122.23,1
LN20250311000018,BANK_B,3,2025-06-09,119.42,119.42,1
LN20250318000015,GTE_A,1,2025-04-17,133.40,200.10,1
LN20250318000015,GTE_A,2,2025-05-17,123.08,184.62,1
LN20250318000015,GTE_A,3,2025-06-16,112.61,168.92,1
LN20250315000010,BANK_B,1,2025-04-14,14.17,14.17,1
LN20250315000010,BANK_B,2,2025-05-14,13.08,13.08,1
LN20250315000010,BANK_B,3,2025-06-13,11.97,11.97,1
LN20250316000014,GTE_A,1,2025-04-15,9.77,14.66,1
LN20250316000014,GTE_A,2,2025-05-15,9.56,14.34,1
LN20250316000014,GTE_A,3,2025-06-14,9.34,14.01,1
LN20250213000027,GTE_A,1,2025-03-15,280.32,420.48,1
LN20250213000027,GTE_A,2,2025-04-14,188.12,282.17,1
LN20250213000027,GTE_A,3,2025-05-14,94.68,142.02,1
LN20250301000024,BANK_B,1,2025-03-31,353.07,353.07,1
LN20250301000024,BANK_B,2,2025-04-30,236.46,236.46,1
LN20250301000024,BANK_B,3,2025-05-30,118.77,118.77,1
LN20250125000009,BANK_B,1,2025-02-24,100.00,100.00,1
LN20250125000009,BANK_B,2,2025-03-26,95.05,95.05,1
LN20250125000009,BANK_B,3,2025-04-25,90.03,90.03,1
LN20250125000009,BANK_B,4,2025-05-25,84.94,84.94,1
LN20250125000009,BANK_B,5,2025-06-24,79.79,79.79,1
LN20250420000012,BANK_B,1,2025-05-20,17.50,17.50,1
LN20250420000012,BANK_B,2,2025-06-19,14.71,14.71,1
LN20250521000013,GTE_A,1,2025-06-20,69.90,104.85,1
LN20250306000026,BANK_B,1,2025-04-05,291.67,291.67,1
LN20250306000026,BANK_B,2,2025-05-05,195.57,195.57,1
LN20250306000026,BANK_B,3,2025-06-04,98.35,98.35,1
LN20250219000022,BANK_C,1,2025-03-21,453.43,370.99,1
LN20250219000022,BANK_C,2,2025-04-20,443.68,363.01,1
LN20250219000022,BANK_C,3,2025-05-20,433.80,354.93,1
LN20250219000022,BANK_C,4,2025-06-19,423.78,346.73,1
LN20250213000028,GTE_A,1,2025-03-15,48.00,72.00,1
LN20250213000028,GTE_A,2,2025-04-14,44.32,66.48,1
LN20250213000028,GTE_A,3,2025-05-14,40.58,60.88,1
LN20250213000028,GTE_A,4,2025-06-13,36.79,55.19,1
LN20250524000014,BANK_B,1,2025-06-23,219.97,219.97,1
LN20250506000005,BANK_B,1,2025-06-05,2.70,2.70,1
LN20250501000010,GTE_A,1,2025-05-31,185.49,278.24,1
LN20250501000010,GTE_A,2,2025-06-30,124.73,187.10,1
LN20250317000026,BANK_C,1,2025-04-16,13.75,11.25,1
LN20250317000026,BANK_C,2,2025-05-16,13.06,10.69,1
LN20250317000026,BANK_C,3,2025-06-15,12.37,10.12,1
LN20250405000014,GTE_A,1,2025-05-05,66.64,99.96,1
LN20250405000014,GTE_A,2,2025-06-04,61.65,92.48,1
LN20250311000019,BANK_C,1,2025-04-10,41.25,33.75,1
LN20250311000019,BANK_C,2,2025-05-10,39.81,32.57,1
LN20250311000019,BANK_C,3,2025-06-09,38.35,31.37,1
LN20250419000010,BANK_B,1,2025-05-19,278.59,278.59,1
LN20250419000010,BANK_B,2,2025-06-18,264.69,264.69,1
LN20250302000017,BANK_B,1,2025-04-01,8.52,8.52,1
LN20250302000017,BANK_B,2,2025-05-01,7.88,7.88,1
LN20250302000017,BANK_B,3,2025-05-31,7.23,7.23,1
LN20250302000017,BANK_B,4,2025-06-30,6.57,6.57,1
LN20250415000008,BANK_C,1,2025-05-15,100.83,82.50,1
LN20250415000008,BANK_C,2,2025-06-14,84.41,69.06,1
LN20250415000009,GTE_A,1,2025-05-15,46.92,70.38,1
LN20250415000009,GTE_A,2,2025-06-14,44.61,66.92,1
LN20250509000007,BANK_B,1,2025-06-08,346.62,346.62,1
LN20250313000028,GTE_A,1,2025-04-12,48.00,72.00,1
LN20250313000028,GTE_A,2,2025-05-12,32.24,48.36,1
LN20250313000028,GTE_A,3,2025-06-11,16.24,24.36,1
LN20250430000012,BANK_B,1,2025-05-30,66.67,66.67,1
LN20250430000012,BANK_B,2,2025-06-29,63.46,63.46,1
LN20250419000011,BANK_B,1,2025-05-19,50.00,50.00,1
LN20250419000011,BANK_B,2,2025-06-18,41.87,41.87,1
LN20250406000012,BANK_B,1,2025-05-06,71.37,71.37,1
LN20250406000012,BANK_B,2,2025-06-05,60.06,60.06,1
LN20250308000024,BANK_B,1,2025-04-07,75.13,75.13,1
LN20250308000024,BANK_B,2,2025-05-07,71.62,71.62,1
LN20250308000024,BANK_B,3,2025-06-06,68.04,68.04,1
LN20250331000011,GTE_A,1,2025-04-30,100.00,150.00,1
LN20250331000011,GTE_A,2,2025-05-30,66.94,100.41,1
LN20250331000011,GTE_A,3,2025-06-29,33.61,50.42,1
LN20250501000012,BANK_B,1,2025-05-31,183.89,183.89,1
LN20250501000012,BANK_B,2,2025-06-30,169.79,169.79,1
LN20250519000012,BANK_B,1,2025-06-18,9.58,9.58,1
LN20250208000012,BANK_B,1,2025-03-10,25.87,25.87,1
LN20250208000012,BANK_B,2,2025-04-09,24.95,24.95,1
LN20250208000012,BANK_B,3,2025-05-09,24.02,24.02,1
LN20250208000012,BANK_B,4,2025-06-08,23.07,23.07,1
LN20250128000010,BANK_C,1,2025-02-27,51.33,42.00,1
LN20250128000010,BANK_C,2,2025-03-29,34.42,28.16,1
LN20250128000010,BANK_C,3,2025-04-28,17.31,14.16,1
LN20250523000017,BANK_B,1,2025-06-22,175.00,175.00,1
LN20250302000018,BANK_B,1,2025-04-01,56.67,56.67,1
LN20250302000018,BANK_B,2,2025-05-01,47.55,47.55,1
LN20250302000018,BANK_B,3,2025-05-31,38.31,38.31,1
LN20250302000018,BANK_B,4,2025-06-30,28.93,28.93,1
LN20250330000008,BANK_C,1,2025-04-29,9.17,7.50,1
LN20250330000008,BANK_C,2,2025-05-29,8.69,7.11,1
LN20250330000008,BANK_C,3,2025-06-28,8.21,6.72,1
LN20250215000025,GTE_A,1,2025-03-17,11.33,17.00,1
LN20250215000025,GTE_A,2,2025-04-16,10.93,16.40,1
LN20250215000025,GTE_A,3,2025-05-16,10.53,15.79,1
LN20250215000025,GTE_A,4,2025-06-15,10.12,15.18,1
LN20250316000015,BANK_C,1,2025-04-15,268.53,219.70,1
LN20250316000015,BANK_C,2,2025-05-15,180.20,147.44,1
LN20250316000015,BANK_C,3,2025-06-14,90.70,74.21,1
LN20250522000015,GTE_A,1,2025-06-21,307.74,461.61,1
LN20250209000015,BANK_C,1,2025-03-11,110.00,90.00,1
LN20250209000015,BANK_C,2,2025-04-10,105.92,86.66,1
LN20250209000015,BANK_C,3,2025-05-10,101.80,83.29,1
LN20250209000015,BANK_C,4,2025-06-09,97.64,79.89,1
LN20250217000017,BANK_C,1,2025-03-19,91.67,75.00,1
LN20250217000017,BANK_C,2,2025-04-18,86.93,71.12,1
LN20250217000017,BANK_C,3,2025-05-18,82.14,67.21,1
LN20250217000017,BANK_C,4,2025-06-17,77.32,63.26,1
LN20250526000018,BANK_B,1,2025-06-25,378.57,378.57,1
LN20250312000024,BANK_B,1,2025-04-11,66.67,66.67,1
LN20250312000024,BANK_B,2,2025-05-11,55.92,55.92,1
LN20250312000024,BANK_B,3,2025-06-10,45.03,45.03,1
LN20250326000011,BANK_C,1,2025-04-25,97.18,79.51,1
LN20250326000011,BANK_C,2,2025-05-25,92.37,75.58,1
LN20250326000011,BANK_C,3,2025-06-24,87.49,71.59,1
LN20250208000013,BANK_C,1,2025-03-10,44.59,36.48,1
LN20250208000013,BANK_C,2,2025-04-09,43.73,35.78,1
LN20250208000013,BANK_C,3,2025-05-09,42.86,35.07,1
LN20250208000013,BANK_C,4,2025-06-08,41.97,34.34,1
LN20250227000019,GTE_A,1,2025-03-29,249.20,373.81,1
LN20250227000019,GTE_A,2,2025-04-28,236.86,355.29,1
LN20250227000019,GTE_A,3,2025-05-28,224.36,336.53,1
LN20250227000019,GTE_A,4,2025-06-27,211.68,317.53,1
LN20250221000021,BANK_B,1,2025-03-23,89.72,89.72,1
LN20250221000021,BANK_B,2,2025-04-22,87.99,87.99,1
LN20250221000021,BANK_B,3,2025-05-22,86.23,86.23,1
LN20250221000021,BANK_B,4,2025-06-21,84.43,84.43,1
LN20250422000011,BANK_B,1,2025-05-22,274.11,274.11,1
LN20250422000011,BANK_B,2,2025-06-21,229.83,229.83,1
LN20250217000018,BANK_B,1,2025-03-19,14.17,14.17,1
LN20250217000018,BANK_B,2,2025-04-18,13.86,13.86,1
LN20250217000018,BANK_B,3,2025-05-18,13.55,13.55,1
LN20250217000018,BANK_B,4,2025-06-17,13.24,13.24,1
LN20250227000020,BANK_B,1,2025-03-29,138.67,138.67,1
LN20250227000020,BANK_B,2,2025-04-28,133.87,133.87,1
LN20250227000020,BANK_B,3,2025-05-28,129.00,129.00,1
LN20250227000020,BANK_B,4,2025-06-27,124.06,124.06,1
LN20250424000009,BANK_C,1,2025-05-24,68.75,56.25,1
LN20250424000009,BANK_C,2,2025-06-23,63.40,51.88,1
LN20250221000022,GTE_A,1,2025-03-23,71.61,107.42,1
LN20250221000022,GTE_A,2,2025-04-22,69.26,103.89,1
LN20250221000022,GTE_A,3,2025-05-22,66.86,100.29,1
LN20250221000022,GTE_A,4,2025-06-21,64.41,96.61,1
LN20250304000025,BANK_C,1,2025-04-03,22.92,18.75,1
LN20250304000025,BANK_C,2,2025-05-03,22.05,18.04,1
LN20250304000025,BANK_C,3,2025-06-02,21.18,17.33,1
LN20250124000007,BANK_C,1,2025-02-23,161.51,132.14,1
LN20250124000007,BANK_C,2,2025-03-25,155.52,127.24,1
LN20250124000007,BANK_C,3,2025-04-24,149.47,122.29,1
LN20250124000007,BANK_C,4,2025-05-24,143.36,117.30,1
LN20250124000007,BANK_C,5,2025-06-23,137.19,112.25,1
LN20250201000010,BANK_C,1,2025-03-03,62.10,50.81,1
LN20250201000010,BANK_C,2,2025-04-02,59.11,48.37,1
LN20250201000010,BANK_C,3,2025-05-02,56.08,45.88,1
LN20250201000010,BANK_C,4,2025-06-01,52.99,43.35,1
LN20250424000010,BANK_C,1,2025-05-24,361.52,295.79,1
LN20250424000010,BANK_C,2,2025-06-23,348.64,285.25,1
LN20250215000026,BANK_C,1,2025-03-17,255.07,208.70,1
LN20250215000026,BANK_C,2,2025-04-16,214.30,175.33,1
LN20250215000026,BANK_C,3,2025-05-16,172.84,141.42,1
LN20250215000026,BANK_C,4,2025-06-15,130.70,106.93,1
LN20250214000027,BANK_B,1,2025-03-16,91.67,91.67,1
LN20250214000027,BANK_B,2,2025-04-15,77.07,77.07,1
LN20250214000027,BANK_B,3,2025-05-15,62.21,62.21,1
LN20250214000027,BANK_B,4,2025-06-14,47.08,47.08,1
LN20250201000011,BANK_C,1,2025-03-03,44.00,36.00,1
LN20250201000011,BANK_C,2,2025-04-02,41.76,34.16,1
LN20250201000011,BANK_C,3,2025-05-02,39.49,32.31,1
LN20250201000011,BANK_C,4,2025-06-01,37.20,30.44,1
LN20250322000021,GTE_A,1,2025-04-21,50.00,75.00,1
LN20250322000021,GTE_A,2,2025-05-21,47.51,71.26,1
LN20250322000021,GTE_A,3,2025-06-20,44.98,67.47,1
LN20250227000021,BANK_B,1,2025-03-29,190.12,190.12,1
LN20250227000021,BANK_B,2,2025-04-28,175.68,175.68,1
LN20250227000021,BANK_B,3,2025-05-28,160.99,160.99,1
LN20250227000021,BANK_B,4,2025-06-27,146.07,146.07,1
LN20250202000006,BANK_B,1,2025-03-04,95.33,95.33,1
LN20250202000006,BANK_B,2,2025-04-03,93.46,93.46,1
LN20250202000006,BANK_B,3,2025-05-03,91.56,91.56,1
LN20250202000006,BANK_B,4,2025-06-02,89.63,89.63,1
LN20250225000016,GTE_A,1,2025-03-27,33.33,50.00,1
LN20250225000016,GTE_A,2,2025-04-26,31.73,47.60,1
LN20250225000016,GTE_A,3,2025-05-26,30.10,45.15,1
LN20250225000016,GTE_A,4,2025-06-25,28.44,42.66,1
LN20250216000018,BANK_B,1,2025-03-18,9.17,9.17,1
LN20250216000018,BANK_B,2,2025-04-17,8.98,8.98,1
LN20250216000018,BANK_B,3,2025-05-17,8.80,8.80,1
LN20250216000018,BANK_B,4,2025-06-16,8.61,8.61,1
LN20250317000027,BANK_B,1,2025-04-16,112.50,112.50,1
LN20250317000027,BANK_B,2,2025-05-16,103.87,103.87,1
LN20250317000027,BANK_B,3,2025-06-15,95.12,95.12,1
LN20250127000006,BANK_C,1,2025-02-26,55.00,45.00,1
LN20250127000006,BANK_C,2,2025-03-28,53.78,44.00,1
LN20250127000006,BANK_C,3,2025-04-27,52.55,42.99,1
LN20250127000006,BANK_C,4,2025-05-27,51.30,41.97,1
LN20250127000006,BANK_C,5,2025-06-26,50.03,40.93,1
LN20250201000012,GTE_A,1,2025-03-03,6.00,9.00,1
LN20250201000012,GTE_A,2,2025-04-02,4.03,6.04,1
LN20250201000012,GTE_A,3,2025-05-02,2.03,3.04,1
LN20250319000017,BANK_B,1,2025-04-18,4.15,4.15,1
LN20250319000017,BANK_B,2,2025-05-18,4.05,4.05,1
LN20250319000017,BANK_B,3,2025-06-17,3.95,3.95,1
LN20250331000013,BANK_C,1,2025-04-30,66.00,54.00,1
LN20250331000013,BANK_C,2,2025-05-30,64.60,52.86,1
LN20250331000013,BANK_C,3,2025-06-29,63.19,51.70,1
LN20250118000006,BANK_B,1,2025-02-17,36.67,36.67,1
LN20250118000006,BANK_B,2,2025-03-19,34.78,34.78,1
LN20250118000006,BANK_B,3,2025-04-18,32.88,32.88,1
LN20250118000006,BANK_B,4,2025-05-18,30.97,30.97,1
LN20250118000006,BANK_B,5,2025-06-17,29.03,29.03,1
LN20250131000014,BANK_C,1,2025-03-02,110.00,90.00,1
LN20250131000014,BANK_C,2,2025-04-01,105.92,86.66,1
LN20250131000014,BANK_C,3,2025-05-01,101.80,83.29,1
LN20250131000014,BANK_C,4,2025-05-31,97.64,79.89,1
LN20250131000014,BANK_C,5,2025-06-30,93.44,76.45,1
LN20250512000016,BANK_C,1,2025-06-11,442.48,362.03,1
LN20250206000016,BANK_C,1,2025-03-08,91.67,75.00,1
LN20250206000016,BANK_C,2,2025-04-07,88.53,72.43,1
LN20250206000016,BANK_C,3,2025-05-07,85.34,69.82,1
LN20250206000016,BANK_C,4,2025-06-06,82.10,67.17,1
LN20250510000012,BANK_C,1,2025-06-09,88.00,72.00,1
LN20250417000013,BANK_C,1,2025-05-17,123.75,101.25,1
LN20250417000013,BANK_C,2,2025-06-16,83.11,68.00,1
LN20250527000014,BANK_B,1,2025-06-26,409.43,409.43,1
LN20250304000026,BANK_B,1,2025-04-03,14.17,14.17,1
LN20250304000026,BANK_B,2,2025-05-03,13.67,13.67,1
LN20250304000026,BANK_B,3,2025-06-02,13.16,13.16,1
LN20250403000007,BANK_B,1,2025-05-03,83.33,83.33,1
LN20250403000007,BANK_B,2,2025-06-02,56.01,56.01,1
LN20250421000012,BANK_B,1,2025-05-21,286.25,286.25,1
LN20250421000012,BANK_B,2,2025-06-20,276.05,276.05,1
LN20250302000019,BANK_B,1,2025-04-01,78.04,78.04,1
LN20250302000019,BANK_B,2,2025-05-01,52.50,52.50,1
LN20250302000019,BANK_B,3,2025-05-31,26.49,26.49,1
LN20250224000026,BANK_B,1,2025-03-26,106.25,106.25,1
LN20250224000026,BANK_B,2,2025-04-25,102.50,102.50,1
LN20250224000026,BANK_B,3,2025-05-25,98.70,98.70,1
LN20250224000026,BANK_B,4,2025-06-24,94.85,94.85,1
LN20250224000027,BANK_B,1,2025-03-26,36.67,36.67,1
LN20250224000027,BANK_B,2,2025-04-25,30.69,30.69,1
LN20250224000027,BANK_B,3,2025-05-25,24.67,24.67,1
LN20250224000027,BANK_B,4,2025-06-24,18.58,18.58,1
LN20250316000017,BANK_B,1,2025-04-15,293.61,293.61,1
LN20250316000017,BANK_B,2,2025-05-15,245.69,245.69,1
LN20250316000017,BANK_B,3,2025-06-14,197.36,197.36,1
LN20250404000017,BANK_B,1,2025-05-04,64.84,64.84,1
LN20250404000017,BANK_B,2,2025-06-03,62.69,62.69,1
LN20250314000019,BANK_B,1,2025-04-13,49.19,49.19,1
LN20250314000019,BANK_B,2,2025-05-13,47.58,47.58,1
LN20250314000019,BANK_B,3,2025-06-12,45.93,45.93,1
LN20250306000027,GTE_A,1,2025-04-05,216.67,325.00,1
LN20250306000027,GTE_A,2,2025-05-05,199.66,299.49,1
LN20250306000027,GTE_A,3,2025-06-04,182.47,273.71,1
LN20250207000019,BANK_C,1,2025-03-09,28.59,23.39,1
LN20250207000019,BANK_C,2,2025-04-08,27.18,22.24,1
LN20250207000019,BANK_C,3,2025-05-08,25.76,21.07,1
LN20250207000019,BANK_C,4,2025-06-07,24.31,19.89,1
LN20250221000024,BANK_C,1,2025-03-23,56.40,46.14,1
LN20250221000024,BANK_C,2,2025-04-22,53.50,43.77,1
LN20250221000024,BANK_C,3,2025-05-22,50.58,41.38,1
LN20250221000024,BANK_C,4,2025-06-21,47.63,38.97,1
LN20250525000011,BANK_B,1,2025-06-24,78.64,78.64,1
LN20250530000013,BANK_B,1,2025-06-29,158.33,158.33,1
LN20250507000020,BANK_B,1,2025-06-06,271.26,271.26,1
LN20250222000020,BANK_B,1,2025-03-24,18.00,18.00,1
LN20250222000020,BANK_B,2,2025-04-23,17.61,17.61,1
LN20250222000020,BANK_B,3,2025-05-23,17.21,17.21,1
LN20250222000020,BANK_B,4,2025-06-22,16.81,16.81,1
LN20250222000021,BANK_C,1,2025-03-24,465.84,381.14,1
LN20250222000021,BANK_C,2,2025-04-23,441.92,361.57,1
LN20250222000021,BANK_C,3,2025-05-23,417.78,341.82,1
LN20250222000021,BANK_C,4,2025-06-22,393.42,321.89,1
LN20250329000012,BANK_B,1,2025-04-28,15.00,15.00,1
LN20250329000012,BANK_B,2,2025-05-28,14.68,14.68,1
LN20250329000012,BANK_B,3,2025-06-27,14.36,14.36,1
LN20250212000026,BANK_C,1,2025-03-14,18.33,15.00,1
LN20250212000026,BANK_C,2,2025-04-13,15.40,12.60,1
LN20250212000026,BANK_C,3,2025-05-13,12.42,10.16,1
LN20250212000026,BANK_C,4,2025-06-12,9.39,7.69,1
LN20250526000019,GTE_A,1,2025-06-25,110.00,165.00,1
LN20250518000008,BANK_B,1,2025-06-17,116.67,116.67,1
LN20250301000027,BANK_C,1,2025-03-31,285.92,233.93,1
LN20250301000027,BANK_C,2,2025-04-30,276.33,226.09,1
LN20250301000027,BANK_C,3,2025-05-30,266.56,218.09,1
LN20250301000027,BANK_C,4,2025-06-29,256.61,209.96,1
LN20250304000027,BANK_C,1,2025-04-03,64.17,52.50,1
LN20250304000027,BANK_C,2,2025-05-03,53.78,44.00,1
LN20250304000027,BANK_C,3,2025-06-02,43.27,35.40,1
LN20250408000012,BANK_B,1,2025-05-08,385.77,385.77,1
LN20250408000012,BANK_B,2,2025-06-07,355.49,355.49,1
LN20250507000021,BANK_B,1,2025-06-06,207.87,207.87,1
LN20250312000025,BANK_B,1,2025-04-11,100.00,100.00,1
LN20250312000025,BANK_B,2,2025-05-11,97.82,97.82,1
LN20250312000025,BANK_B,3,2025-06-10,95.61,95.61,1
LN20250330000009,GTE_A,1,2025-04-29,85.31,127.97,1
LN20250330000009,GTE_A,2,2025-05-29,81.18,121.77,1
LN20250330000009,GTE_A,3,2025-06-28,76.98,115.47,1
LN20250515000018,BANK_C,1,2025-06-14,137.50,112.50,1
LN20250530000014,GTE_A,1,2025-06-29,37.24,55.87,1
LN20250308000025,BANK_B,1,2025-04-07,8.33,8.33,1
LN20250308000025,BANK_B,2,2025-05-07,7.93,7.93,1
LN20250308000025,BANK_B,3,2025-06-06,7.53,7.53,1
LN20250310000025,BANK_B,1,2025-04-09,5.00,5.00,1
LN20250310000025,BANK_B,2,2025-05-09,3.35,3.35,1
LN20250310000025,BANK_B,3,2025-06-08,1.68,1.68,1
LN20250305000017,GTE_A,1,2025-04-04,61.48,92.22,1
LN20250305000017,GTE_A,2,2025-05-04,58.39,87.59,1
LN20250305000017,GTE_A,3,2025-06-03,55.27,82.90,1
LN20250506000006,BANK_C,1,2025-06-05,332.37,271.94,1
LN20250404000019,BANK_C,1,2025-05-04,213.54,174.72,1
LN20250404000019,BANK_C,2,2025-06-03,179.41,146.79,1
LN20250312000026,BANK_B,1,2025-04-11,75.00,75.00,1
LN20250312000026,BANK_B,2,2025-05-11,69.25,69.25,1
LN20250312000026,BANK_B,3,2025-06-10,63.41,63.41,1
LN20250312000027,BANK_B,1,2025-04-11,86.53,86.53,1
LN20250312000027,BANK_B,2,2025-05-11,83.68,83.68,1
LN20250312000027,BANK_B,3,2025-06-10,80.78,80.78,1
LN20250322000023,BANK_B,1,2025-04-21,273.95,273.95,1
LN20250322000023,BANK_B,2,2025-05-21,183.77,183.77,1
LN20250322000023,BANK_B,3,2025-06-20,92.46,92.46,1
LN20250430000014,BANK_B,1,2025-05-30,79.60,79.60,1
LN20250430000014,BANK_B,2,2025-06-29,76.96,76.96,1
LN20250529000016,BANK_B,1,2025-06-28,86.84,86.84,1
LN20250215000027,GTE_A,1,2025-03-17,167.13,250.70,1
LN20250215000027,GTE_A,2,2025-04-16,154.44,231.65,1
LN20250215000027,GTE_A,3,2025-05-16,141.53,212.29,1
LN20250215000027,GTE_A,4,2025-06-15,128.40,192.61,1
LN20250413000012,BANK_C,1,2025-05-13,230.11,188.27,1
LN20250413000012,BANK_C,2,2025-06-12,193.17,158.05,1
LN20250319000018,BANK_B,1,2025-04-18,87.50,87.50,1
LN20250319000018,BANK_B,2,2025-05-18,84.54,84.54,1
LN20250319000018,BANK_B,3,2025-06-17,81.52,81.52,1
LN20250324000018,GTE_A,1,2025-04-23,7.33,11.00,1
LN20250324000018,GTE_A,2,2025-05-23,4.93,7.40,1
LN20250324000018,GTE_A,3,2025-06-22,2.49,3.73,1
LN20250316000018,BANK_B,1,2025-04-15,41.18,41.18,1
LN20250316000018,BANK_B,2,2025-05-15,40.33,40.33,1
LN20250316000018,BANK_B,3,2025-06-14,39.47,39.47,1
LN20250327000025,BANK_C,1,2025-04-26,297.92,243.75,1
LN20250327000025,BANK_C,2,2025-05-26,274.53,224.62,1
LN20250327000025,BANK_C,3,2025-06-25,250.90,205.28,1
LN20250418000010,BANK_C,1,2025-05-18,40.33,33.00,1
LN20250418000010,BANK_C,2,2025-06-17,37.14,30.39,1
LN20250329000013,BANK_C,1,2025-04-28,137.50,112.50,1
LN20250329000013,BANK_C,2,2025-05-28,132.79,108.65,1
LN20250329000013,BANK_C,3,2025-06-27,128.01,104.73,1
LN20250122000005,BANK_B,1,2025-02-21,85.93,85.93,1
LN20250122000005,BANK_B,2,2025-03-23,81.71,81.71,1
LN20250122000005,BANK_B,3,2025-04-22,77.42,77.42,1
LN20250122000005,BANK_B,4,2025-05-22,73.08,73.08,1
LN20250122000005,BANK_B,5,2025-06-21,68.67,68.67,1
LN20250307000030,BANK_B,1,2025-04-06,9.46,9.46,1
LN20250307000030,BANK_B,2,2025-05-06,7.96,7.96,1
LN20250307000030,BANK_B,3,2025-06-05,6.43,6.43,1
LN20250126000006,BANK_B,1,2025-02-25,71.08,71.08,1
LN20250126000006,BANK_B,2,2025-03-27,47.82,47.82,1
LN20250126000006,BANK_B,3,2025-04-26,24.13,24.13,1
LN20250318000017,BANK_B,1,2025-04-17,175.00,175.00,1
LN20250318000017,BANK_B,2,2025-05-17,166.21,166.21,1
LN20250318000017,BANK_B,3,2025-06-16,157.31,157.31,1
LN20250305000018,BANK_C,1,2025-04-04,5.96,4.88,1
LN20250305000018,BANK_C,2,2025-05-04,5.82,4.76,1
LN20250305000018,BANK_C,3,2025-06-03,5.68,4.65,1
LN20250317000028,BANK_B,1,2025-04-16,235.29,235.29,1
LN20250317000028,BANK_B,2,2025-05-16,197.68,197.68,1
LN20250317000028,BANK_B,3,2025-06-15,159.44,159.44,1
LN20250321000022,BANK_C,1,2025-04-20,91.77,75.09,1
LN20250321000022,BANK_C,2,2025-05-20,87.48,71.58,1
LN20250321000022,BANK_C,3,2025-06-19,83.11,68.00,1
LN20250210000016,GTE_A,1,2025-03-12,6.33,9.50,1
LN20250210000016,GTE_A,2,2025-04-11,6.11,9.17,1
LN20250210000016,GTE_A,3,2025-05-11,5.89,8.84,1
LN20250210000016,GTE_A,4,2025-06-10,5.67,8.50,1
LN20250528000012,GTE_A,1,2025-06-27,53.33,80.00,1
LN20250118000007,BANK_C,1,2025-02-17,110.00,90.00,1
LN20250118000007,BANK_C,2,2025-03-19,92.12,75.37,1
LN20250118000007,BANK_C,3,2025-04-18,74.06,60.60,1
LN20250118000007,BANK_C,4,2025-05-18,55.82,45.67,1
LN20250118000007,BANK_C,5,2025-06-17,37.40,30.60,1
LN20250401000010,BANK_B,1,2025-05-01,25.00,25.00,1
LN20250401000010,BANK_B,2,2025-05-31,24.42,24.42,1
LN20250401000010,BANK_B,3,2025-06-30,23.83,23.83,1
