application_id,from_status,to_status,remark,changed_at,changed_by,is_test_data
AP20250407000032,\N,INIT,创建申请,2025-04-07 14:10:11,SYSTEM,1
AP20250407000032,INIT,PENDING,进入审核,2025-04-07 14:11:11,SYSTEM,1
AP20250407000032,PENDING,APPROVED,APPROVE,2025-04-07 14:19:15,SYSTEM,1
AP20250306000042,\N,INIT,创建申请,2025-03-06 06:17:44,SYSTEM,1
AP20250306000042,INIT,PENDING,进入审核,2025-03-06 06:18:44,SYSTEM,1
AP20250306000042,PENDING,APPROVED,APPROVE,2025-03-06 06:29:29,SYSTEM,1
AP20250205000035,\N,INIT,创建申请,2025-02-05 19:58:28,SYSTEM,1
AP20250205000035,INIT,PENDING,进入审核,2025-02-05 19:59:28,SYSTEM,1
AP20250205000035,PENDING,REJECTED,REJECT,2025-02-05 20:03:01,SYSTEM,1
AP20250520000040,\N,INIT,创建申请,2025-05-20 12:07:06,SYSTEM,1
AP20250520000040,INIT,PENDING,进入审核,2025-05-20 12:08:06,SYSTEM,1
AP20250520000040,PENDING,REJECTED,REJECT,2025-05-20 12:19:22,SYSTEM,1
AP20250312000039,\N,INIT,创建申请,2025-03-12 09:00:10,SYSTEM,1
AP20250312000039,INIT,PENDING,进入审核,2025-03-12 09:01:10,SYSTEM,1
AP20250312000039,PENDING,APPROVED,APPROVE,2025-03-12 09:03:55,SYSTEM,1
AP20250407000033,\N,INIT,创建申请,2025-04-07 17:47:00,SYSTEM,1
AP20250407000033,INIT,PENDING,进入审核,2025-04-07 17:48:00,SYSTEM,1
AP20250407000033,PENDING,REJECTED,REJECT,2025-04-07 17:57:45,SYSTEM,1
AP20250227000049,\N,INIT,创建申请,2025-02-27 10:36:13,SYSTEM,1
AP20250227000049,INIT,PENDING,进入审核,2025-02-27 10:37:13,SYSTEM,1
AP20250227000049,PENDING,REJECTED,REJECT,2025-02-27 10:46:49,SYSTEM,1
AP20250417000027,\N,INIT,创建申请,2025-04-17 18:44:21,SYSTEM,1
AP20250417000027,INIT,PENDING,进入审核,2025-04-17 18:45:21,SYSTEM,1
AP20250417000027,PENDING,APPROVED,APPROVE,2025-04-17 18:49:01,SYSTEM,1
AP20250218000060,\N,INIT,创建申请,2025-02-18 16:28:14,SYSTEM,1
AP20250218000060,INIT,PENDING,进入审核,2025-02-18 16:29:14,SYSTEM,1
AP20250218000060,PENDING,APPROVED,APPROVE,2025-02-18 16:36:47,SYSTEM,1
AP20250208000051,\N,INIT,创建申请,2025-02-08 20:17:45,SYSTEM,1
AP20250208000051,INIT,PENDING,进入审核,2025-02-08 20:18:45,SYSTEM,1
AP20250208000051,PENDING,REJECTED,REJECT,2025-02-08 20:30:02,SYSTEM,1
AP20250115000023,\N,INIT,创建申请,2025-01-15 22:48:36,SYSTEM,1
AP20250115000023,INIT,PENDING,进入审核,2025-01-15 22:49:36,SYSTEM,1
AP20250115000023,PENDING,APPROVED,APPROVE,2025-01-15 22:57:39,SYSTEM,1
AP20250128000027,\N,INIT,创建申请,2025-01-28 12:38:09,SYSTEM,1
AP20250128000027,INIT,PENDING,进入审核,2025-01-28 12:39:09,SYSTEM,1
AP20250128000027,PENDING,APPROVED,APPROVE,2025-01-28 12:53:06,SYSTEM,1
AP20250221000052,\N,INIT,创建申请,2025-02-21 06:46:00,SYSTEM,1
AP20250221000052,INIT,PENDING,进入审核,2025-02-21 06:47:00,SYSTEM,1
AP20250221000052,PENDING,REJECTED,REJECT,2025-02-21 06:52:28,SYSTEM,1
AP20250426000022,\N,INIT,创建申请,2025-04-26 20:10:32,SYSTEM,1
AP20250426000022,INIT,PENDING,进入审核,2025-04-26 20:11:32,SYSTEM,1
AP20250426000022,PENDING,REJECTED,REJECT,2025-04-26 20:15:39,SYSTEM,1
AP20250304000036,\N,INIT,创建申请,2025-03-04 19:20:58,SYSTEM,1
AP20250304000036,INIT,PENDING,进入审核,2025-03-04 19:21:58,SYSTEM,1
AP20250304000036,PENDING,REJECTED,REJECT,2025-03-04 19:32:17,SYSTEM,1
AP20250202000046,\N,INIT,创建申请,2025-02-02 11:07:48,SYSTEM,1
AP20250202000046,INIT,PENDING,进入审核,2025-02-02 11:08:48,SYSTEM,1
AP20250202000046,PENDING,APPROVED,APPROVE,2025-02-02 11:14:07,SYSTEM,1
AP20250529000029,\N,INIT,创建申请,2025-05-29 21:40:29,SYSTEM,1
AP20250529000029,INIT,PENDING,进入审核,2025-05-29 21:41:29,SYSTEM,1
AP20250529000029,PENDING,APPROVED,APPROVE,2025-05-29 21:53:51,SYSTEM,1
AP20250403000015,\N,INIT,创建申请,2025-04-03 11:42:13,SYSTEM,1
AP20250403000015,INIT,PENDING,进入审核,2025-04-03 11:43:13,SYSTEM,1
AP20250403000015,PENDING,REJECTED,REJECT,2025-04-03 11:46:38,SYSTEM,1
AP20250623000025,\N,INIT,创建申请,2025-06-23 22:46:05,SYSTEM,1
AP20250623000025,INIT,PENDING,进入审核,2025-06-23 22:47:05,SYSTEM,1
AP20250623000025,PENDING,REJECTED,REJECT,2025-06-23 22:51:32,SYSTEM,1
AP20250610000021,\N,INIT,创建申请,2025-06-10 12:17:28,SYSTEM,1
AP20250610000021,INIT,PENDING,进入审核,2025-06-10 12:18:28,SYSTEM,1
AP20250610000021,PENDING,APPROVED,APPROVE,2025-06-10 12:28:41,SYSTEM,1
AP20250212000051,\N,INIT,创建申请,2025-02-12 20:10:22,SYSTEM,1
AP20250212000051,INIT,PENDING,进入审核,2025-02-12 20:11:22,SYSTEM,1
AP20250212000051,PENDING,APPROVED,APPROVE,2025-02-12 20:17:21,SYSTEM,1
AP20250111000012,\N,INIT,创建申请,2025-01-11 13:40:34,SYSTEM,1
AP20250111000012,INIT,PENDING,进入审核,2025-01-11 13:41:34,SYSTEM,1
AP20250111000012,PENDING,REJECTED,REJECT,2025-01-11 13:53:42,SYSTEM,1
AP20250202000047,\N,INIT,创建申请,2025-02-02 18:00:14,SYSTEM,1
AP20250202000047,INIT,PENDING,进入审核,2025-02-02 18:01:14,SYSTEM,1
AP20250202000047,PENDING,REJECTED,REJECT,2025-02-02 18:05:13,SYSTEM,1
AP20250417000028,\N,INIT,创建申请,2025-04-17 22:38:42,SYSTEM,1
AP20250417000028,INIT,PENDING,进入审核,2025-04-17 22:39:42,SYSTEM,1
AP20250417000028,PENDING,APPROVED,APPROVE,2025-04-17 22:47:16,SYSTEM,1
AP20250222000051,\N,INIT,创建申请,2025-02-22 12:55:32,SYSTEM,1
AP20250222000051,INIT,PENDING,进入审核,2025-02-22 12:56:32,SYSTEM,1
AP20250222000051,PENDING,APPROVED,APPROVE,2025-02-22 13:08:46,SYSTEM,1
AP20250205000036,\N,INIT,创建申请,2025-02-05 20:48:57,SYSTEM,1
AP20250205000036,INIT,PENDING,进入审核,2025-02-05 20:49:57,SYSTEM,1
AP20250205000036,PENDING,APPROVED,APPROVE,2025-02-05 20:53:34,SYSTEM,1
AP20250620000030,\N,INIT,创建申请,2025-06-20 19:38:39,SYSTEM,1
AP20250620000030,INIT,PENDING,进入审核,2025-06-20 19:39:39,SYSTEM,1
AP20250620000030,PENDING,APPROVED,APPROVE,2025-06-20 19:46:30,SYSTEM,1
AP20250319000027,\N,INIT,创建申请,2025-03-19 09:39:05,SYSTEM,1
AP20250319000027,INIT,PENDING,进入审核,2025-03-19 09:40:05,SYSTEM,1
AP20250319000027,PENDING,APPROVED,APPROVE,2025-03-19 09:46:48,SYSTEM,1
AP20250226000042,\N,INIT,创建申请,2025-02-26 09:27:58,SYSTEM,1
AP20250226000042,INIT,PENDING,进入审核,2025-02-26 09:28:58,SYSTEM,1
AP20250226000042,PENDING,REJECTED,REJECT,2025-02-26 09:35:06,SYSTEM,1
AP20250621000028,\N,INIT,创建申请,2025-06-22 02:41:22,SYSTEM,1
AP20250621000028,INIT,PENDING,进入审核,2025-06-22 02:42:22,SYSTEM,1
AP20250621000028,PENDING,APPROVED,APPROVE,2025-06-22 02:47:08,SYSTEM,1
AP20250608000029,\N,INIT,创建申请,2025-06-08 13:45:05,SYSTEM,1
AP20250608000029,INIT,PENDING,进入审核,2025-06-08 13:46:05,SYSTEM,1
AP20250608000029,PENDING,APPROVED,APPROVE,2025-06-08 13:49:00,SYSTEM,1
AP20250627000015,\N,INIT,创建申请,2025-06-27 21:58:16,SYSTEM,1
AP20250627000015,INIT,PENDING,进入审核,2025-06-27 21:59:16,SYSTEM,1
AP20250627000015,PENDING,APPROVED,APPROVE,2025-06-27 22:06:41,SYSTEM,1
AP20250223000048,\N,INIT,创建申请,2025-02-23 09:10:14,SYSTEM,1
AP20250223000048,INIT,PENDING,进入审核,2025-02-23 09:11:14,SYSTEM,1
AP20250223000048,PENDING,REJECTED,REJECT,2025-02-23 09:14:34,SYSTEM,1
AP20250602000035,\N,INIT,创建申请,2025-06-02 11:56:21,SYSTEM,1
AP20250602000035,INIT,PENDING,进入审核,2025-06-02 11:57:21,SYSTEM,1
AP20250602000035,PENDING,APPROVED,APPROVE,2025-06-02 12:11:14,SYSTEM,1
AP20250408000031,\N,INIT,创建申请,2025-04-08 21:21:01,SYSTEM,1
AP20250408000031,INIT,PENDING,进入审核,2025-04-08 21:22:01,SYSTEM,1
AP20250408000031,PENDING,REJECTED,REJECT,2025-04-08 21:28:24,SYSTEM,1
AP20250210000045,\N,INIT,创建申请,2025-02-10 20:35:41,SYSTEM,1
AP20250210000045,INIT,PENDING,进入审核,2025-02-10 20:36:41,SYSTEM,1
AP20250210000045,PENDING,APPROVED,APPROVE,2025-02-10 20:41:36,SYSTEM,1
AP20250227000050,\N,INIT,创建申请,2025-02-27 13:16:42,SYSTEM,1
AP20250227000050,INIT,PENDING,进入审核,2025-02-27 13:17:42,SYSTEM,1
AP20250227000050,PENDING,APPROVED,APPROVE,2025-02-27 13:28:44,SYSTEM,1
AP20250401000022,\N,INIT,创建申请,2025-04-01 10:55:55,SYSTEM,1
AP20250401000022,INIT,PENDING,进入审核,2025-04-01 10:56:55,SYSTEM,1
AP20250401000022,PENDING,APPROVED,APPROVE,2025-04-01 11:09:37,SYSTEM,1
AP20250619000023,\N,INIT,创建申请,2025-06-20 04:45:39,SYSTEM,1
AP20250619000023,INIT,PENDING,进入审核,2025-06-20 04:46:39,SYSTEM,1
AP20250619000023,PENDING,REJECTED,REJECT,2025-06-20 04:52:59,SYSTEM,1
AP20250307000035,\N,INIT,创建申请,2025-03-07 15:20:35,SYSTEM,1
AP20250307000035,INIT,PENDING,进入审核,2025-03-07 15:21:35,SYSTEM,1
AP20250307000035,PENDING,REJECTED,REJECT,2025-03-07 15:31:27,SYSTEM,1
AP20250515000033,\N,INIT,创建申请,2025-05-15 21:56:37,SYSTEM,1
AP20250515000033,INIT,PENDING,进入审核,2025-05-15 21:57:37,SYSTEM,1
AP20250515000033,PENDING,REJECTED,REJECT,2025-05-15 22:03:28,SYSTEM,1
AP20250214000041,\N,INIT,创建申请,2025-02-14 22:31:33,SYSTEM,1
AP20250214000041,INIT,PENDING,进入审核,2025-02-14 22:32:33,SYSTEM,1
AP20250214000041,PENDING,REJECTED,REJECT,2025-02-14 22:38:54,SYSTEM,1
AP20250225000049,\N,INIT,创建申请,2025-02-25 12:30:33,SYSTEM,1
AP20250225000049,INIT,PENDING,进入审核,2025-02-25 12:31:33,SYSTEM,1
AP20250225000049,PENDING,APPROVED,APPROVE,2025-02-25 12:38:48,SYSTEM,1
AP20250622000014,\N,INIT,创建申请,2025-06-22 19:53:23,SYSTEM,1
AP20250622000014,INIT,PENDING,进入审核,2025-06-22 19:54:23,SYSTEM,1
AP20250622000014,PENDING,REJECTED,REJECT,2025-06-22 20:02:47,SYSTEM,1
AP20250426000023,\N,INIT,创建申请,2025-04-26 22:00:47,SYSTEM,1
AP20250426000023,INIT,PENDING,进入审核,2025-04-26 22:01:47,SYSTEM,1
AP20250426000023,PENDING,APPROVED,APPROVE,2025-04-26 22:04:46,SYSTEM,1
AP20250321000031,\N,INIT,创建申请,2025-03-21 09:19:17,SYSTEM,1
AP20250321000031,INIT,PENDING,进入审核,2025-03-21 09:20:17,SYSTEM,1
AP20250321000031,PENDING,APPROVED,APPROVE,2025-03-21 09:26:05,SYSTEM,1
AP20250506000036,\N,INIT,创建申请,2025-05-06 20:58:26,SYSTEM,1
AP20250506000036,INIT,PENDING,进入审核,2025-05-06 20:59:26,SYSTEM,1
AP20250506000036,PENDING,APPROVED,APPROVE,2025-05-06 21:08:10,SYSTEM,1
AP20250327000023,\N,INIT,创建申请,2025-03-27 22:48:30,SYSTEM,1
AP20250327000023,INIT,PENDING,进入审核,2025-03-27 22:49:30,SYSTEM,1
AP20250327000023,PENDING,REJECTED,REJECT,2025-03-27 22:59:00,SYSTEM,1
AP20250222000052,\N,INIT,创建申请,2025-02-22 01:18:49,SYSTEM,1
AP20250222000052,INIT,PENDING,进入审核,2025-02-22 01:19:49,SYSTEM,1
AP20250222000052,PENDING,REJECTED,REJECT,2025-02-22 01:28:03,SYSTEM,1
AP20250607000033,\N,INIT,创建申请,2025-06-07 12:28:34,SYSTEM,1
AP20250607000033,INIT,PENDING,进入审核,2025-06-07 12:29:34,SYSTEM,1
AP20250607000033,PENDING,REJECTED,REJECT,2025-06-07 12:39:59,SYSTEM,1
AP20250521000029,\N,INIT,创建申请,2025-05-21 12:11:06,SYSTEM,1
AP20250521000029,INIT,PENDING,进入审核,2025-05-21 12:12:06,SYSTEM,1
AP20250521000029,PENDING,REJECTED,REJECT,2025-05-21 12:14:14,SYSTEM,1
AP20250629000016,\N,INIT,创建申请,2025-06-29 21:28:02,SYSTEM,1
AP20250629000016,INIT,PENDING,进入审核,2025-06-29 21:29:02,SYSTEM,1
AP20250629000016,PENDING,APPROVED,APPROVE,2025-06-29 21:32:47,SYSTEM,1
AP20250122000024,\N,INIT,创建申请,2025-01-22 22:21:10,SYSTEM,1
AP20250122000024,INIT,PENDING,进入审核,2025-01-22 22:22:10,SYSTEM,1
AP20250122000024,PENDING,APPROVED,APPROVE,2025-01-22 22:26:54,SYSTEM,1
AP20250504000028,\N,INIT,创建申请,2025-05-04 11:50:52,SYSTEM,1
AP20250504000028,INIT,PENDING,进入审核,2025-05-04 11:51:52,SYSTEM,1
AP20250504000028,PENDING,APPROVED,APPROVE,2025-05-04 11:58:55,SYSTEM,1
AP20250405000022,\N,INIT,创建申请,2025-04-05 13:07:19,SYSTEM,1
AP20250405000022,INIT,PENDING,进入审核,2025-04-05 13:08:19,SYSTEM,1
AP20250405000022,PENDING,APPROVED,APPROVE,2025-04-05 13:09:52,SYSTEM,1
AP20250213000055,\N,INIT,创建申请,2025-02-13 12:10:08,SYSTEM,1
AP20250213000055,INIT,PENDING,进入审核,2025-02-13 12:11:08,SYSTEM,1
AP20250213000055,PENDING,REJECTED,REJECT,2025-02-13 12:21:10,SYSTEM,1
AP20250608000030,\N,INIT,创建申请,2025-06-08 15:52:25,SYSTEM,1
AP20250608000030,INIT,PENDING,进入审核,2025-06-08 15:53:25,SYSTEM,1
AP20250608000030,PENDING,APPROVED,APPROVE,2025-06-08 16:00:47,SYSTEM,1
AP20250219000042,\N,INIT,创建申请,2025-02-19 21:09:15,SYSTEM,1
AP20250219000042,INIT,PENDING,进入审核,2025-02-19 21:10:15,SYSTEM,1
AP20250219000042,PENDING,REJECTED,REJECT,2025-02-19 21:13:00,SYSTEM,1
AP20250421000016,\N,INIT,创建申请,2025-04-21 22:11:56,SYSTEM,1
AP20250421000016,INIT,PENDING,进入审核,2025-04-21 22:12:56,SYSTEM,1
AP20250421000016,PENDING,REJECTED,REJECT,2025-04-21 22:21:14,SYSTEM,1
AP20250528000021,\N,INIT,创建申请,2025-05-28 11:02:54,SYSTEM,1
AP20250528000021,INIT,PENDING,进入审核,2025-05-28 11:03:54,SYSTEM,1
AP20250528000021,PENDING,REJECTED,REJECT,2025-05-28 11:15:20,SYSTEM,1
AP20250210000046,\N,INIT,创建申请,2025-02-10 22:48:21,SYSTEM,1
AP20250210000046,INIT,PENDING,进入审核,2025-02-10 22:49:21,SYSTEM,1
AP20250210000046,PENDING,APPROVED,APPROVE,2025-02-10 22:54:02,SYSTEM,1
AP20250322000028,\N,INIT,创建申请,2025-03-22 12:55:52,SYSTEM,1
AP20250322000028,INIT,PENDING,进入审核,2025-03-22 12:56:52,SYSTEM,1
AP20250322000028,PENDING,APPROVED,APPROVE,2025-03-22 13:01:26,SYSTEM,1
AP20250202000048,\N,INIT,创建申请,2025-02-02 21:36:27,SYSTEM,1
AP20250202000048,INIT,PENDING,进入审核,2025-02-02 21:37:27,SYSTEM,1
AP20250202000048,PENDING,APPROVED,APPROVE,2025-02-02 21:43:20,SYSTEM,1
AP20250425000032,\N,INIT,创建申请,2025-04-25 12:54:19,SYSTEM,1
AP20250425000032,INIT,PENDING,进入审核,2025-04-25 12:55:19,SYSTEM,1
AP20250425000032,PENDING,REJECTED,REJECT,2025-04-25 13:09:35,SYSTEM,1
AP20250207000045,\N,INIT,创建申请,2025-02-07 22:39:32,SYSTEM,1
AP20250207000045,INIT,PENDING,进入审核,2025-02-07 22:40:32,SYSTEM,1
AP20250207000045,PENDING,REJECTED,REJECT,2025-02-07 22:51:19,SYSTEM,1
AP20250528000022,\N,INIT,创建申请,2025-05-28 20:28:50,SYSTEM,1
AP20250528000022,INIT,PENDING,进入审核,2025-05-28 20:29:50,SYSTEM,1
AP20250528000022,PENDING,APPROVED,APPROVE,2025-05-28 20:38:43,SYSTEM,1
AP20250113000015,\N,INIT,创建申请,2025-01-13 20:56:59,SYSTEM,1
AP20250113000015,INIT,PENDING,进入审核,2025-01-13 20:57:59,SYSTEM,1
AP20250113000015,PENDING,REJECTED,REJECT,2025-01-13 21:12:05,SYSTEM,1
AP20250228000050,\N,INIT,创建申请,2025-02-28 21:46:32,SYSTEM,1
AP20250228000050,INIT,PENDING,进入审核,2025-02-28 21:47:32,SYSTEM,1
AP20250228000050,PENDING,APPROVED,APPROVE,2025-02-28 21:56:23,SYSTEM,1
AP20250113000016,\N,INIT,创建申请,2025-01-13 15:40:43,SYSTEM,1
AP20250113000016,INIT,PENDING,进入审核,2025-01-13 15:41:43,SYSTEM,1
AP20250113000016,PENDING,REJECTED,REJECT,2025-01-13 15:48:28,SYSTEM,1
AP20250124000033,\N,INIT,创建申请,2025-01-24 21:11:40,SYSTEM,1
AP20250124000033,INIT,PENDING,进入审核,2025-01-24 21:12:40,SYSTEM,1
AP20250124000033,PENDING,APPROVED,APPROVE,2025-01-24 21:18:30,SYSTEM,1
AP20250220000051,\N,INIT,创建申请,2025-02-20 17:49:20,SYSTEM,1
AP20250220000051,INIT,PENDING,进入审核,2025-02-20 17:50:20,SYSTEM,1
AP20250220000051,PENDING,APPROVED,APPROVE,2025-02-20 17:59:37,SYSTEM,1
AP20250514000033,\N,INIT,创建申请,2025-05-14 22:33:01,SYSTEM,1
AP20250514000033,INIT,PENDING,进入审核,2025-05-14 22:34:01,SYSTEM,1
AP20250514000033,PENDING,REJECTED,REJECT,2025-05-14 22:40:49,SYSTEM,1
AP20250302000051,\N,INIT,创建申请,2025-03-02 12:25:38,SYSTEM,1
AP20250302000051,INIT,PENDING,进入审核,2025-03-02 12:26:38,SYSTEM,1
AP20250302000051,PENDING,REJECTED,REJECT,2025-03-02 12:30:36,SYSTEM,1
AP20250213000056,\N,INIT,创建申请,2025-02-13 21:02:40,SYSTEM,1
AP20250213000056,INIT,PENDING,进入审核,2025-02-13 21:03:40,SYSTEM,1
AP20250213000056,PENDING,REJECTED,REJECT,2025-02-13 21:13:09,SYSTEM,1
AP20250131000040,\N,INIT,创建申请,2025-01-31 12:12:00,SYSTEM,1
AP20250131000040,INIT,PENDING,进入审核,2025-01-31 12:13:00,SYSTEM,1
AP20250131000040,PENDING,REJECTED,REJECT,2025-01-31 12:20:00,SYSTEM,1
AP20250419000024,\N,INIT,创建申请,2025-04-19 22:26:23,SYSTEM,1
AP20250419000024,INIT,PENDING,进入审核,2025-04-19 22:27:23,SYSTEM,1
AP20250419000024,PENDING,REJECTED,REJECT,2025-04-19 22:34:24,SYSTEM,1
AP20250428000022,\N,INIT,创建申请,2025-04-28 02:05:27,SYSTEM,1
AP20250428000022,INIT,PENDING,进入审核,2025-04-28 02:06:27,SYSTEM,1
AP20250428000022,PENDING,REJECTED,REJECT,2025-04-28 02:15:15,SYSTEM,1
AP20250619000024,\N,INIT,创建申请,2025-06-19 22:23:27,SYSTEM,1
AP20250619000024,INIT,PENDING,进入审核,2025-06-19 22:24:27,SYSTEM,1
AP20250619000024,PENDING,REJECTED,REJECT,2025-06-19 22:32:21,SYSTEM,1
AP20250324000022,\N,INIT,创建申请,2025-03-24 10:13:17,SYSTEM,1
AP20250324000022,INIT,PENDING,进入审核,2025-03-24 10:14:17,SYSTEM,1
AP20250324000022,PENDING,APPROVED,APPROVE,2025-03-24 10:17:18,SYSTEM,1
AP20250302000052,\N,INIT,创建申请,2025-03-02 13:23:25,SYSTEM,1
AP20250302000052,INIT,PENDING,进入审核,2025-03-02 13:24:25,SYSTEM,1
AP20250302000052,PENDING,APPROVED,APPROVE,2025-03-02 13:34:48,SYSTEM,1
AP20250127000037,\N,INIT,创建申请,2025-01-27 19:41:06,SYSTEM,1
AP20250127000037,INIT,PENDING,进入审核,2025-01-27 19:42:06,SYSTEM,1
AP20250127000037,PENDING,REJECTED,REJECT,2025-01-27 19:49:10,SYSTEM,1
AP20250120000025,\N,INIT,创建申请,2025-01-20 22:50:31,SYSTEM,1
AP20250120000025,INIT,PENDING,进入审核,2025-01-20 22:51:31,SYSTEM,1
AP20250120000025,PENDING,APPROVED,APPROVE,2025-01-20 22:55:24,SYSTEM,1
AP20250530000023,\N,INIT,创建申请,2025-05-30 14:48:24,SYSTEM,1
AP20250530000023,INIT,PENDING,进入审核,2025-05-30 14:49:24,SYSTEM,1
AP20250530000023,PENDING,REJECTED,REJECT,2025-05-30 14:58:33,SYSTEM,1
AP20250326000027,\N,INIT,创建申请,2025-03-26 12:19:12,SYSTEM,1
AP20250326000027,INIT,PENDING,进入审核,2025-03-26 12:20:12,SYSTEM,1
AP20250326000027,PENDING,REJECTED,REJECT,2025-03-26 12:24:19,SYSTEM,1
AP20250425000033,\N,INIT,创建申请,2025-04-25 06:12:10,SYSTEM,1
AP20250425000033,INIT,PENDING,进入审核,2025-04-25 06:13:10,SYSTEM,1
AP20250425000033,PENDING,APPROVED,APPROVE,2025-04-25 06:20:20,SYSTEM,1
AP20250130000034,\N,INIT,创建申请,2025-01-30 21:55:20,SYSTEM,1
AP20250130000034,INIT,PENDING,进入审核,2025-01-30 21:56:20,SYSTEM,1
AP20250130000034,PENDING,APPROVED,APPROVE,2025-01-30 22:03:52,SYSTEM,1
AP20250414000019,\N,INIT,创建申请,2025-04-14 00:06:25,SYSTEM,1
AP20250414000019,INIT,PENDING,进入审核,2025-04-14 00:07:25,SYSTEM,1
AP20250414000019,PENDING,REJECTED,REJECT,2025-04-14 00:14:15,SYSTEM,1
AP20250307000036,\N,INIT,创建申请,2025-03-07 22:48:12,SYSTEM,1
AP20250307000036,INIT,PENDING,进入审核,2025-03-07 22:49:12,SYSTEM,1
AP20250307000036,PENDING,REJECTED,REJECT,2025-03-07 22:57:49,SYSTEM,1
AP20250107000009,\N,INIT,创建申请,2025-01-07 13:26:24,SYSTEM,1
AP20250107000009,INIT,PENDING,进入审核,2025-01-07 13:27:24,SYSTEM,1
AP20250107000009,PENDING,APPROVED,APPROVE,2025-01-07 13:39:26,SYSTEM,1
AP20250422000024,\N,INIT,创建申请,2025-04-22 17:56:13,SYSTEM,1
AP20250422000024,INIT,PENDING,进入审核,2025-04-22 17:57:13,SYSTEM,1
AP20250422000024,PENDING,APPROVED,APPROVE,2025-04-22 18:02:20,SYSTEM,1
AP20250214000042,\N,INIT,创建申请,2025-02-14 21:10:37,SYSTEM,1
AP20250214000042,INIT,PENDING,进入审核,2025-02-14 21:11:37,SYSTEM,1
AP20250214000042,PENDING,REJECTED,REJECT,2025-02-14 21:16:36,SYSTEM,1
AP20250112000015,\N,INIT,创建申请,2025-01-12 09:10:41,SYSTEM,1
AP20250112000015,INIT,PENDING,进入审核,2025-01-12 09:11:41,SYSTEM,1
AP20250112000015,PENDING,APPROVED,APPROVE,2025-01-12 09:22:00,SYSTEM,1
AP20250526000024,\N,INIT,创建申请,2025-05-26 09:58:41,SYSTEM,1
AP20250526000024,INIT,PENDING,进入审核,2025-05-26 09:59:41,SYSTEM,1
AP20250526000024,PENDING,REJECTED,REJECT,2025-05-26 10:06:22,SYSTEM,1
AP20250626000025,\N,INIT,创建申请,2025-06-26 09:51:48,SYSTEM,1
AP20250626000025,INIT,PENDING,进入审核,2025-06-26 09:52:48,SYSTEM,1
AP20250626000025,PENDING,REJECTED,REJECT,2025-06-26 09:54:56,SYSTEM,1
AP20250630000021,\N,INIT,创建申请,2025-06-30 13:28:00,SYSTEM,1
AP20250630000021,INIT,PENDING,进入审核,2025-06-30 13:29:00,SYSTEM,1
AP20250630000021,PENDING,REJECTED,REJECT,2025-06-30 13:40:08,SYSTEM,1
AP20250106000006,\N,INIT,创建申请,2025-01-06 17:32:01,SYSTEM,1
AP20250106000006,INIT,PENDING,进入审核,2025-01-06 17:33:01,SYSTEM,1
AP20250106000006,PENDING,REJECTED,REJECT,2025-01-06 17:39:52,SYSTEM,1
AP20250120000026,\N,INIT,创建申请,2025-01-20 12:00:48,SYSTEM,1
AP20250120000026,INIT,PENDING,进入审核,2025-01-20 12:01:48,SYSTEM,1
AP20250120000026,PENDING,REJECTED,REJECT,2025-01-20 12:07:00,SYSTEM,1
AP20250302000053,\N,INIT,创建申请,2025-03-02 22:40:18,SYSTEM,1
AP20250302000053,INIT,PENDING,进入审核,2025-03-02 22:41:18,SYSTEM,1
AP20250302000053,PENDING,APPROVED,APPROVE,2025-03-02 22:46:24,SYSTEM,1
AP20250310000038,\N,INIT,创建申请,2025-03-10 16:44:51,SYSTEM,1
AP20250310000038,INIT,PENDING,进入审核,2025-03-10 16:45:51,SYSTEM,1
AP20250310000038,PENDING,REJECTED,REJECT,2025-03-10 16:48:42,SYSTEM,1
AP20250605000016,\N,INIT,创建申请,2025-06-05 07:02:35,SYSTEM,1
AP20250605000016,INIT,PENDING,进入审核,2025-06-05 07:03:35,SYSTEM,1
AP20250605000016,PENDING,APPROVED,APPROVE,2025-06-05 07:13:21,SYSTEM,1
AP20250406000027,\N,INIT,创建申请,2025-04-06 09:38:57,SYSTEM,1
AP20250406000027,INIT,PENDING,进入审核,2025-04-06 09:39:57,SYSTEM,1
AP20250406000027,PENDING,REJECTED,REJECT,2025-04-06 09:47:58,SYSTEM,1
AP20250218000061,\N,INIT,创建申请,2025-02-18 18:34:43,SYSTEM,1
AP20250218000061,INIT,PENDING,进入审核,2025-02-18 18:35:43,SYSTEM,1
AP20250218000061,PENDING,APPROVED,APPROVE,2025-02-18 18:41:04,SYSTEM,1
AP20250605000017,\N,INIT,创建申请,2025-06-05 11:30:25,SYSTEM,1
AP20250605000017,INIT,PENDING,进入审核,2025-06-05 11:31:25,SYSTEM,1
AP20250605000017,PENDING,APPROVED,APPROVE,2025-06-05 11:34:05,SYSTEM,1
AP20250525000031,\N,INIT,创建申请,2025-05-25 21:48:32,SYSTEM,1
AP20250525000031,INIT,PENDING,进入审核,2025-05-25 21:49:32,SYSTEM,1
AP20250525000031,PENDING,REJECTED,REJECT,2025-05-25 21:52:07,SYSTEM,1
AP20250520000041,\N,INIT,创建申请,2025-05-20 13:24:23,SYSTEM,1
AP20250520000041,INIT,PENDING,进入审核,2025-05-20 13:25:23,SYSTEM,1
AP20250520000041,PENDING,REJECTED,REJECT,2025-05-20 13:35:18,SYSTEM,1
AP20250216000045,\N,INIT,创建申请,2025-02-16 20:58:31,SYSTEM,1
