application_id,customer_id,bureau,pull_time,score,overdue_count,query_count_1m,is_test_data
AP20250630000023,C00004913,BAIRONG,2025-06-30 13:01:59,537,1,7,1
AP20250130000036,C00009606,BAIRONG,2025-01-30 12:38:24,532,3,5,1
AP20250213000060,C00005111,PBOC,2025-02-13 10:09:33,730,3,8,1
AP20250424000030,C00000316,BAIRONG,2025-04-24 18:53:39,690,1,4,1
AP20250221000057,C00001449,BAIRONG,2025-02-21 17:38:46,629,2,0,1
AP20250610000024,C00008695,TONGDUN,2025-06-10 23:51:04,664,2,2,1
AP20250310000041,C00006868,TONGDUN,2025-03-10 00:45:50,607,0,5,1
AP20250306000044,C00007374,PBOC,2025-03-06 12:27:02,600,3,5,1
AP20250520000043,C00005431,PBOC,2025-05-20 21:58:36,673,3,4,1
AP20250122000025,C00005676,BAIRONG,2025-01-22 20:50:49,683,3,2,1
AP20250429000031,C00008872,TONGDUN,2025-04-29 22:03:00,648,1,3,1
AP20250502000028,C00002812,PBOC,2025-05-02 20:21:42,466,1,7,1
AP20250412000028,C00008019,BAIRONG,2025-04-12 21:27:18,595,1,1,1
AP20250204000047,C00007975,TONGDUN,2025-02-04 21:02:49,754,0,7,1
AP20250306000045,C00000055,BAIRONG,2025-03-06 19:23:15,808,1,2,1
AP20250531000029,C00008445,BAIRONG,2025-06-01 00:03:42,550,3,0,1
AP20250622000015,C00003145,PBOC,2025-06-22 13:56:09,704,2,7,1
AP20250405000023,C00004905,TONGDUN,2025-04-05 10:42:54,660,3,8,1
AP20250529000031,C00009071,TONGDUN,2025-05-29 13:29:43,783,3,5,1
AP20250313000029,C00000563,PBOC,2025-03-13 20:37:07,637,2,5,1
AP20250311000031,C00003119,BAIRONG,2025-03-11 13:27:15,731,0,3,1
AP20250201000036,C00002369,PBOC,2025-02-01 11:24:36,816,3,5,1
AP20250412000029,C00006231,BAIRONG,2025-04-12 12:19:46,703,3,6,1
AP20250417000030,C00001383,PBOC,2025-04-17 18:26:56,742,0,1,1
AP20250627000017,C00005897,BAIRONG,2025-06-27 22:17:31,637,2,5,1
AP20250217000048,C00002204,TONGDUN,2025-02-17 15:28:34,593,2,8,1
AP20250318000035,C00000804,BAIRONG,2025-03-18 21:42:05,678,2,6,1
AP20250513000024,C00007678,PBOC,2025-05-13 10:49:18,756,3,6,1
AP20250607000035,C00003849,TONGDUN,2025-06-07 20:03:54,615,2,3,1
AP20250325000024,C00007894,PBOC,2025-03-25 12:15:22,780,3,5,1
AP20250416000024,C00002218,PBOC,2025-04-16 07:03:05,552,3,1,1
AP20250227000053,C00001042,PBOC,2025-02-27 10:08:44,675,0,7,1
AP20250125000028,C00008309,PBOC,2025-01-25 20:40:28,576,3,8,1
AP20250620000033,C00005112,BAIRONG,2025-06-20 12:51:20,557,0,6,1
AP20250220000053,C00007569,TONGDUN,2025-02-20 12:15:33,676,3,2,1
AP20250522000031,C00000303,PBOC,2025-05-22 13:27:50,819,1,2,1
AP20250219000045,C00007093,PBOC,2025-02-19 18:47:24,762,1,0,1
AP20250228000055,C00003619,PBOC,2025-02-28 20:47:15,642,2,2,1
AP20250124000037,C00003523,PBOC,2025-01-24 13:47:00,658,2,7,1
AP20250225000053,C00000038,PBOC,2025-02-25 20:37:32,777,1,8,1
AP20250210000050,C00001385,PBOC,2025-02-10 21:37:28,691,0,1,1
AP20250211000066,C00000606,TONGDUN,2025-02-11 20:08:35,591,2,7,1
AP20250424000031,C00009817,TONGDUN,2025-04-24 20:37:20,690,0,6,1
AP20250301000042,C00003975,TONGDUN,2025-03-01 22:00:27,787,1,6,1
AP20250416000025,C00009942,BAIRONG,2025-04-16 12:57:20,534,0,1,1
AP20250323000026,C00001663,TONGDUN,2025-03-23 20:18:56,667,0,6,1
AP20250220000054,C00005676,BAIRONG,2025-02-20 22:59:47,680,2,3,1
AP20250519000040,C00000581,TONGDUN,2025-05-19 23:07:08,690,2,5,1
AP20250505000028,C00001733,TONGDUN,2025-05-05 12:13:17,571,0,6,1
AP20250209000044,C00001667,PBOC,2025-02-09 22:39:53,740,2,0,1
AP20250213000061,C00002220,PBOC,2025-02-13 14:01:35,696,1,3,1
AP20250307000038,C00008229,TONGDUN,2025-03-07 21:34:20,672,2,4,1
AP20250118000022,C00003980,BAIRONG,2025-01-18 01:53:58,703,2,7,1
AP20250424000032,C00009843,BAIRONG,2025-04-24 20:10:15,640,0,3,1
AP20250215000051,C00008276,TONGDUN,2025-02-15 22:56:55,650,3,8,1
AP20250221000058,C00002931,BAIRONG,2025-02-21 02:11:09,716,1,7,1
AP20250624000021,C00003739,TONGDUN,2025-06-26 19:11:38,518,0,4,1
AP20250211000067,C00006532,TONGDUN,2025-02-11 00:25:57,676,3,4,1
AP20250115000025,C00004672,BAIRONG,2025-01-15 23:00:21,673,0,3,1
AP20250323000027,C00004297,PBOC,2025-03-23 13:43:47,536,2,1,1
AP20250509000030,C00006536,TONGDUN,2025-05-09 21:32:51,557,2,1,1
AP20250128000031,C00002124,TONGDUN,2025-01-28 21:59:18,672,2,5,1
AP20250416000026,C00007679,TONGDUN,2025-04-16 09:43:50,594,0,5,1
AP20250224000046,C00008130,PBOC,2025-02-24 12:10:00,675,3,0,1
AP20250621000029,C00002251,TONGDUN,2025-06-21 22:07:21,622,3,0,1
AP20250412000030,C00003806,BAIRONG,2025-04-12 22:14:27,656,3,2,1
AP20250216000050,C00008099,PBOC,2025-02-16 12:00:37,617,3,8,1
AP20250201000037,C00002100,BAIRONG,2025-02-01 13:48:32,659,3,0,1
AP20250223000051,C00002519,BAIRONG,2025-02-23 21:31:33,751,3,4,1
AP20250121000025,C00004750,PBOC,2025-01-21 12:17:01,677,0,6,1
AP20250228000056,C00004085,BAIRONG,2025-02-28 19:02:57,632,2,0,1
AP20250223000052,C00006323,BAIRONG,2025-02-23 16:12:52,622,3,6,1
AP20250416000027,C00008839,PBOC,2025-04-16 10:03:00,573,3,8,1
AP20250110000008,C00001802,PBOC,2025-01-10 14:30:06,626,0,0,1
AP20250529000032,C00005075,TONGDUN,2025-05-29 13:26:05,593,2,2,1
AP20250116000030,C00004375,BAIRONG,2025-01-16 13:11:50,587,3,2,1
AP20250224000047,C00002080,BAIRONG,2025-02-24 21:06:32,666,3,1,1
AP20250601000030,C00000306,PBOC,2025-06-01 23:00:27,649,3,4,1
AP20250531000030,C00009652,BAIRONG,2025-05-31 20:06:29,756,2,1,1
AP20250114000017,C00009914,PBOC,2025-01-14 22:47:30,500,0,1,1
AP20250318000036,C00002971,BAIRONG,2025-03-18 15:15:47,682,0,2,1
AP20250218000064,C00004514,TONGDUN,2025-02-18 22:03:39,565,2,4,1
AP20250328000022,C00000964,PBOC,2025-03-28 16:05:37,663,1,1,1
AP20250306000046,C00005606,BAIRONG,2025-03-06 14:14:19,632,2,4,1
AP20250109000010,C00003609,BAIRONG,2025-01-09 22:15:05,719,0,0,1
AP20250308000032,C00001631,BAIRONG,2025-03-08 19:01:20,647,1,0,1
AP20250220000055,C00008009,PBOC,2025-02-20 12:36:52,663,0,5,1
AP20250403000017,C00004054,PBOC,2025-04-03 20:40:50,820,3,1,1
AP20250416000028,C00006828,PBOC,2025-04-16 18:53:25,700,0,6,1
AP20250520000044,C00004961,BAIRONG,2025-05-20 13:51:27,642,3,8,1
AP20250318000037,C00008146,BAIRONG,2025-03-18 00:03:40,564,0,5,1
AP20250217000049,C00007406,TONGDUN,2025-02-17 22:32:42,521,1,1,1
AP20250422000025,C00002666,TONGDUN,2025-04-22 13:47:55,674,1,3,1
AP20250426000025,C00007476,BAIRONG,2025-04-26 11:21:01,739,1,0,1
AP20250220000056,C00006524,BAIRONG,2025-02-20 13:28:03,698,2,8,1
AP20250222000057,C00003726,BAIRONG,2025-02-22 12:13:38,644,3,5,1
AP20250620000034,C00001236,BAIRONG,2025-06-20 18:57:06,850,2,2,1
AP20250403000018,C00006655,TONGDUN,2025-04-03 17:04:49,792,1,7,1
AP20250225000054,C00006417,PBOC,2025-02-25 15:42:44,772,0,3,1
AP20250528000023,C00004995,PBOC,2025-05-29 00:04:07,702,2,5,1
AP20250315000029,C00006409,TONGDUN,2025-03-15 16:59:33,721,1,8,1
AP20250425000037,C00002918,BAIRONG,2025-04-25 20:44:27,780,1,1,1
AP20250214000049,C00005663,PBOC,2025-02-14 09:52:57,711,1,5,1
AP20250507000048,C00005212,BAIRONG,2025-05-07 13:56:58,707,0,3,1
AP20250621000030,C00005785,BAIRONG,2025-06-21 19:22:04,550,0,3,1
AP20250204000048,C00003030,BAIRONG,2025-02-04 13:11:47,538,1,7,1
AP20250622000016,C00006370,TONGDUN,2025-06-22 11:51:07,668,2,3,1
AP20250609000022,C00003323,PBOC,2025-06-09 20:24:36,599,1,1,1
AP20250220000057,C00001490,BAIRONG,2025-02-20 21:21:18,674,3,6,1
AP20250221000059,C00009830,TONGDUN,2025-02-21 13:57:07,559,1,0,1
AP20250602000036,C00004014,TONGDUN,2025-06-02 19:54:44,841,2,2,1
AP20250410000018,C00001729,TONGDUN,2025-04-10 14:32:03,576,1,5,1
AP20250331000024,C00005859,BAIRONG,2025-03-31 16:08:56,679,2,0,1
AP20250228000057,C00009861,PBOC,2025-02-28 12:48:52,701,1,5,1
AP20250120000027,C00009003,PBOC,2025-01-20 20:13:44,590,2,6,1
AP20250605000021,C00006180,BAIRONG,2025-06-05 22:17:38,699,3,4,1
AP20250505000029,C00008882,TONGDUN,2025-05-05 20:41:41,676,1,4,1
AP20250510000029,C00009711,TONGDUN,2025-05-10 11:29:51,734,1,4,1
AP20250215000052,C00008526,PBOC,2025-02-15 12:20:09,653,1,7,1
AP20250510000030,C00006653,BAIRONG,2025-05-10 14:52:48,785,3,1,1
AP20250517000032,C00002662,BAIRONG,2025-05-17 02:38:02,763,2,7,1
AP20250219000046,C00009278,PBOC,2025-02-19 22:37:20,756,1,5,1
AP20250402000020,C00007390,TONGDUN,2025-04-02 22:32:51,652,2,1,1
AP20250622000017,C00009416,TONGDUN,2025-06-22 21:37:04,632,3,7,1
AP20250607000036,C00002656,BAIRONG,2025-06-07 02:23:57,546,0,4,1
AP20250127000043,C00007821,TONGDUN,2025-01-27 13:28:26,611,1,7,1
AP20250526000026,C00007651,TONGDUN,2025-05-26 13:29:48,631,2,0,1
AP20250209000045,C00007062,BAIRONG,2025-02-09 22:48:26,501,1,8,1
AP20250409000025,C00003618,BAIRONG,2025-04-09 21:13:35,616,2,5,1
AP20250328000023,C00006266,PBOC,2025-03-28 21:39:29,701,0,4,1
AP20250428000024,C00001147,BAIRONG,2025-04-28 16:34:04,587,2,7,1
AP20250206000037,C00000794,BAIRONG,2025-02-06 14:15:22,751,1,1,1
AP20250607000037,C00009623,BAIRONG,2025-06-07 18:17:56,643,3,8,1
AP20250314000029,C00004092,TONGDUN,2025-03-14 12:25:04,551,2,7,1
AP20250609000023,C00007048,TONGDUN,2025-06-09 20:19:27,636,1,1,1
AP20250427000025,C00007050,TONGDUN,2025-04-27 20:05:18,645,2,2,1
AP20250227000054,C00003172,PBOC,2025-02-27 17:13:36,556,2,6,1
AP20250329000026,C00004083,BAIRONG,2025-03-29 19:34:00,708,3,3,1
AP20250315000030,C00000439,TONGDUN,2025-03-15 10:22:39,674,0,5,1
AP20250120000028,C00005644,TONGDUN,2025-01-20 20:35:12,688,1,2,1
AP20250214000050,C00009895,BAIRONG,2025-02-14 16:30:23,771,0,2,1
AP20250517000033,C00005601,BAIRONG,2025-05-17 21:05:50,425,0,8,1
AP20250117000026,C00004919,BAIRONG,2025-01-17 22:35:18,699,0,6,1
AP20250522000032,C00006299,PBOC,2025-05-22 20:12:55,566,0,7,1
AP20250604000026,C00002550,TONGDUN,2025-06-04 12:14:09,604,2,7,1
AP20250222000058,C00008249,PBOC,2025-02-22 09:41:13,850,2,6,1
AP20250324000026,C00006804,PBOC,2025-03-24 19:29:51,645,1,0,1
AP20250614000028,C00000655,TONGDUN,2025-06-14 21:54:54,572,3,4,1
AP20250210000051,C00004907,TONGDUN,2025-02-10 12:22:09,640,1,1,1
AP20250302000055,C00000292,PBOC,2025-03-02 12:29:55,697,1,7,1
AP20250603000036,C00008015,BAIRONG,2025-06-03 16:06:44,850,3,8,1
AP20250224000048,C00007693,PBOC,2025-02-24 16:52:37,594,0,0,1
AP20250611000033,C00004961,TONGDUN,2025-06-11 13:20:09,584,2,1,1
AP20250127000044,C00007201,PBOC,2025-01-27 09:53:15,636,0,8,1
AP20250114000018,C00008664,BAIRONG,2025-01-14 13:45:25,496,2,5,1
AP20250307000039,C00009144,PBOC,2025-03-07 12:23:39,681,0,8,1
AP20250227000055,C00000992,PBOC,2025-02-27 21:32:17,692,1,4,1
AP20250205000039,C00004142,BAIRONG,2025-02-05 20:45:37,780,3,1,1
AP20250603000037,C00005512,BAIRONG,2025-06-03 21:26:01,616,2,6,1
AP20250219000047,C00008455,BAIRONG,2025-02-19 10:32:21,454,2,7,1
AP20250516000029,C00009770,BAIRONG,2025-05-16 21:15:44,674,0,1,1
AP20250527000026,C00007945,BAIRONG,2025-05-27 14:20:28,676,3,7,1
AP20250510000031,C00006519,TONGDUN,2025-05-10 13:23:22,703,2,3,1
AP20250207000051,C00001219,PBOC,2025-02-07 15:28:58,653,2,1,1
AP20250412000031,C00007191,BAIRONG,2025-04-12 12:12:59,732,3,4,1
AP20250407000034,C00003970,PBOC,2025-04-07 06:03:18,507,2,8,1
AP20250227000056,C00005029,PBOC,2025-02-27 11:14:49,815,1,1,1
AP20250211000068,C00004750,BAIRONG,2025-02-11 12:17:15,587,0,0,1
AP20250217000050,C00008972,PBOC,2025-02-17 10:52:34,794,3,0,1
AP20250624000022,C00007372,BAIRONG,2025-06-24 07:47:37,595,0,2,1
AP20250523000033,C00008848,BAIRONG,2025-05-23 18:35:04,636,2,4,1
AP20250616000029,C00003000,BAIRONG,2025-06-16 12:13:50,850,1,6,1
AP20250618000022,C00006715,TONGDUN,2025-06-18 19:43:15,668,2,4,1
AP20250306000047,C00008493,PBOC,2025-03-06 14:06:12,519,0,8,1
AP20250110000009,C00006049,BAIRONG,2025-01-10 20:09:58,698,2,6,1
AP20250616000030,C00004532,TONGDUN,2025-06-16 19:42:54,624,3,3,1
AP20250602000037,C00006499,BAIRONG,2025-06-02 06:39:12,673,0,4,1
AP20250313000030,C00009208,BAIRONG,2025-03-13 20:59:19,687,0,6,1
AP20250218000065,C00004751,BAIRONG,2025-02-18 15:29:49,588,0,2,1
AP20250618000023,C00002356,BAIRONG,2025-06-18 21:49:08,673,0,6,1
AP20250226000047,C00004880,PBOC,2025-02-26 11:26:31,682,3,5,1
AP20250520000045,C00006115,PBOC,2025-05-20 14:29:49,634,0,3,1
AP20250326000028,C00007107,TONGDUN,2025-03-26 21:21:05,568,1,0,1
AP20250627000018,C00000010,TONGDUN,2025-06-27 22:28:58,650,1,3,1
AP20250614000029,C00009335,BAIRONG,2025-06-14 08:04:31,629,3,5,1
AP20250222000059,C00000995,BAIRONG,2025-02-22 22:24:43,701,2,3,1
AP20250612000033,C00002877,PBOC,2025-06-12 13:24:53,773,3,2,1
AP20250409000026,C00002546,BAIRONG,2025-04-09 22:27:10,641,2,2,1
AP20250303000043,C00003169,BAIRONG,2025-03-03 22:44:41,703,0,7,1
AP20250402000021,C00003319,TONGDUN,2025-04-02 19:25:03,507,0,6,1
AP20250217000051,C00000561,TONGDUN,2025-02-17 20:32:36,683,1,4,1
AP20250621000031,C00002439,TONGDUN,2025-06-21 15:15:14,652,1,8,1
AP20250215000053,C00003451,BAIRONG,2025-02-15 22:47:15,662,2,5,1
AP20250630000024,C00006473,BAIRONG,2025-06-30 15:16:40,694,0,8,1
AP20250312000045,C00003721,PBOC,2025-03-12 14:46:11,850,0,4,1
AP20250512000034,C00006665,BAIRONG,2025-05-12 23:01:32,650,0,5,1
AP20250514000038,C00006398,TONGDUN,2025-05-14 20:43:11,661,0,1,1
AP20250128000032,C00004778,BAIRONG,2025-01-28 21:05:14,606,3,0,1
AP20250124000038,C00004910,PBOC,2025-01-24 20:21:56,507,2,1,1
AP20250516000030,C00004852,TONGDUN,2025-05-16 01:26:41,625,0,6,1
AP20250204000049,C00006515,BAIRONG,2025-02-04 13:52:48,655,2,0,1
AP20250331000025,C00000839,TONGDUN,2025-03-31 22:13:34,748,2,2,1
AP20250523000034,C00009063,PBOC,2025-05-23 02:49:11,637,0,8,1
AP20250208000055,C00000023,TONGDUN,2025-02-08 14:11:11,703,2,1,1
AP20250130000037,C00007200,PBOC,2025-01-30 07:59:11,641,2,4,1
AP20250205000040,C00007738,TONGDUN,2025-02-05 18:31:41,657,3,8,1
AP20250513000025,C00006357,TONGDUN,2025-05-13 01:57:59,732,3,5,1
AP20250513000026,C00003892,BAIRONG,2025-05-13 22:21:11,682,1,8,1
AP20250302000056,C00003119,TONGDUN,2025-03-02 16:49:23,574,3,6,1
AP20250414000022,C00007133,PBOC,2025-04-14 13:11:19,633,0,2,1
AP20250219000048,C00009559,TONGDUN,2025-02-19 01:44:50,528,0,3,1
AP20250429000032,C00004925,PBOC,2025-04-29 00:50:06,839,3,6,1
AP20250210000052,C00009219,BAIRONG,2025-02-10 19:47:16,659,3,6,1
AP20250215000054,C00007267,TONGDUN,2025-02-15 13:57:09,725,3,4,1
AP20250217000052,C00001479,PBOC,2025-02-17 13:13:49,714,1,7,1
AP20250108000009,C00006356,PBOC,2025-01-08 10:25:02,652,2,2,1
AP20250112000016,C00007892,TONGDUN,2025-01-12 21:51:43,709,2,3,1
AP20250620000035,C00000125,TONGDUN,2025-06-20 20:29:33,674,0,2,1
AP20250306000048,C00000930,PBOC,2025-03-06 12:07:35,607,2,7,1
AP20250225000055,C00000288,PBOC,2025-02-25 14:37:36,591,3,7,1
AP20250525000032,C00002194,PBOC,2025-05-25 21:50:52,781,1,3,1
AP20250224000049,C00001919,TONGDUN,2025-02-24 00:17:13,537,3,6,1
AP20250105000005,C00001636,TONGDUN,2025-01-06 04:35:25,609,1,7,1
AP20250401000024,C00000311,PBOC,2025-04-01 03:03:40,672,1,7,1
AP20250223000053,C00001105,TONGDUN,2025-02-23 12:10:35,753,2,8,1
AP20250409000027,C00003282,PBOC,2025-04-09 23:38:03,688,2,6,1
AP20250409000028,C00000020,BAIRONG,2025-04-09 07:38:33,699,2,8,1
AP20250221000060,C00003647,TONGDUN,2025-02-21 01:24:34,657,0,3,1
AP20250326000029,C00009026,TONGDUN,2025-03-26 20:06:01,498,1,5,1
AP20250503000030,C00003806,BAIRONG,2025-05-03 14:07:14,604,2,6,1
AP20250515000035,C00005397,BAIRONG,2025-05-15 18:33:58,612,2,1,1
AP20250523000035,C00000131,BAIRONG,2025-05-23 20:17:32,703,0,8,1
AP20250425000038,C00002841,TONGDUN,2025-04-25 13:49:30,509,3,4,1
AP20250601000031,C00003409,BAIRONG,2025-06-01 21:15:19,540,2,4,1
AP20250308000033,C00000008,TONGDUN,2025-03-08 21:05:44,691,3,0,1
AP20250227000057,C00002975,PBOC,2025-02-27 21:08:32,579,2,6,1
AP20250504000033,C00007506,TONGDUN,2025-05-04 22:10:45,779,0,1,1
AP20250613000029,C00001824,PBOC,2025-06-13 13:59:58,494,0,6,1
AP20250510000032,C00001378,PBOC,2025-05-10 17:52:23,550,0,7,1
AP20250216000051,C00007984,PBOC,2025-02-16 22:25:15,730,2,5,1
AP20250519000041,C00001733,BAIRONG,2025-05-19 23:59:55,508,3,6,1
AP20250408000033,C00007191,PBOC,2025-04-08 22:00:08,732,3,1,1
AP20250415000018,C00001297,PBOC,2025-04-15 20:58:37,814,0,2,1
AP20250220000058,C00003114,BAIRONG,2025-02-20 21:16:15,777,3,8,1
AP20250519000042,C00000487,BAIRONG,2025-05-19 19:00:46,663,1,2,1
AP20250321000034,C00004047,TONGDUN,2025-03-21 12:25:28,677,1,2,1
AP20250628000024,C00008205,TONGDUN,2025-06-28 22:31:53,664,0,2,1
AP20250125000029,C00009351,PBOC,2025-01-25 12:10:06,655,2,2,1
AP20250604000027,C00005601,BAIRONG,2025-06-04 23:03:16,689,3,5,1
AP20250224000050,C00002994,TONGDUN,2025-02-24 13:18:14,587,3,3,1
AP20250212000056,C00005676,TONGDUN,2025-02-12 08:12:23,640,0,5,1
AP20250408000034,C00003210,TONGDUN,2025-04-08 11:12:28,640,2,5,1
AP20250211000069,C00004176,PBOC,2025-02-11 14:31:21,615,3,8,1
AP20250122000026,C00001080,PBOC,2025-01-22 12:34:09,556,2,7,1
AP20250425000039,C00004503,TONGDUN,2025-04-25 21:53:15,663,2,5,1
AP20250503000031,C00004377,BAIRONG,2025-05-03 14:02:23,668,0,7,1
AP20250621000032,C00000400,BAIRONG,2025-06-21 12:24:34,557,0,6,1
AP20250419000029,C00008770,TONGDUN,2025-04-19 13:21:42,688,0,0,1
AP20250618000024,C00007494,PBOC,2025-06-18 17:41:42,694,2,7,1
AP20250524000028,C00001438,BAIRONG,2025-05-24 13:41:52,758,1,7,1
AP20250611000034,C00008430,TONGDUN,2025-06-11 20:56:05,676,0,8,1
AP20250619000029,C00000089,TONGDUN,2025-06-19 22:43:52,722,0,1,1
AP20250308000034,C00006192,BAIRONG,2025-03-08 12:45:02,705,1,7,1
AP20250201000038,C00001116,TONGDUN,2025-02-01 09:54:31,800,3,5,1
AP20250108000010,C00009864,BAIRONG,2025-01-08 13:40:02,599,0,3,1
AP20250504000034,C00009404,BAIRONG,2025-05-04 21:07:16,595,2,5,1
AP20250626000028,C00006170,BAIRONG,2025-06-26 13:53:22,645,0,6,1
AP20250501000030,C00002658,TONGDUN,2025-05-01 09:50:57,555,2,6,1
AP20250312000046,C00001053,BAIRONG,2025-03-12 13:23:20,767,0,2,1
AP20250423000024,C00003285,BAIRONG,2025-04-23 16:30:17,533,2,7,1
AP20250422000026,C00003111,TONGDUN,2025-04-22 23:08:38,802,1,7,1
AP20250506000037,C00009114,PBOC,2025-05-06 17:51:27,749,3,3,1
AP20250118000023,C00007415,TONGDUN,2025-01-18 20:52:21,620,1,4,1
AP20250613000030,C00005566,PBOC,2025-06-13 11:23:47,533,3,3,1
AP20250409000029,C00001839,BAIRONG,2025-04-10 00:00:57,666,3,8,1
AP20250311000032,C00000453,PBOC,2025-03-11 21:55:25,648,0,0,1
AP20250126000027,C00000934,TONGDUN,2025-01-26 10:58:22,685,0,8,1
AP20250207000052,C00006372,BAIRONG,2025-02-07 12:36:56,597,2,5,1
AP20250601000032,C00007705,PBOC,2025-06-01 20:30:17,680,3,0,1
AP20250405000024,C00000623,TONGDUN,2025-04-05 12:24:20,643,3,0,1
AP20250319000030,C00009738,PBOC,2025-03-19 10:55:52,658,1,8,1
AP20250407000035,C00005982,TONGDUN,2025-04-07 09:04:47,639,2,7,1
AP20250513000027,C00005104,BAIRONG,2025-05-13 20:52:29,751,3,3,1
AP20250225000056,C00008360,BAIRONG,2025-02-25 21:45:04,839,0,3,1
AP20250217000053,C00004661,BAIRONG,2025-02-17 12:58:36,537,2,4,1
AP20250411000031,C00007208,TONGDUN,2025-04-11 20:16:38,706,1,3,1
AP20250126000028,C00003673,TONGDUN,2025-01-26 13:39:57,639,0,8,1
AP20250223000054,C00003175,TONGDUN,2025-02-23 15:16:56,652,0,7,1
AP20250412000032,C00006821,BAIRONG,2025-04-12 09:14:10,718,2,7,1
AP20250326000030,C00001621,PBOC,2025-03-26 20:30:10,478,1,6,1
AP20250329000027,C00004825,TONGDUN,2025-03-29 23:24:09,520,3,2,1
AP20250221000061,C00001470,PBOC,2025-02-21 20:53:45,761,2,7,1
AP20250210000053,C00002342,BAIRONG,2025-02-10 19:01:23,648,1,5,1
AP20250617000021,C00005158,BAIRONG,2025-06-17 20:54:24,766,2,3,1
AP20250310000042,C00005221,TONGDUN,2025-03-10 13:33:34,737,2,3,1
AP20250303000044,C00007862,TONGDUN,2025-03-03 12:49:09,779,3,0,1
AP20250308000035,C00008651,TONGDUN,2025-03-08 20:31:00,706,3,4,1
AP20250622000018,C00008307,PBOC,2025-06-22 14:02:39,702,2,2,1
AP20250223000055,C00001481,BAIRONG,2025-02-23 21:41:52,405,2,1,1
AP20250613000031,C00001671,TONGDUN,2025-06-13 12:43:45,566,3,1,1
AP20250518000034,C00004592,BAIRONG,2025-05-18 21:22:00,702,2,2,1
AP20250610000025,C00002081,PBOC,2025-06-10 19:34:46,651,1,2,1
AP20250517000034,C00008449,BAIRONG,2025-05-17 21:52:46,489,3,4,1
AP20250513000028,C00006163,PBOC,2025-05-13 21:49:48,618,1,0,1
AP20250304000040,C00004056,PBOC,2025-03-04 02:18:57,670,3,3,1
AP20250130000038,C00002016,TONGDUN,2025-01-30 20:14:05,592,2,7,1
AP20250531000031,C00009859,BAIRONG,2025-05-31 21:44:15,656,2,7,1
AP20250402000022,C00000277,BAIRONG,2025-04-02 20:34:36,640,2,5,1
AP20250513000029,C00009401,PBOC,2025-05-13 17:18:13,712,2,5,1
AP20250617000022,C00006156,TONGDUN,2025-06-17 10:22:38,511,3,3,1
AP20250228000058,C00003758,TONGDUN,2025-02-28 22:10:24,664,1,2,1
AP20250520000046,C00008453,PBOC,2025-05-20 20:48:40,606,3,0,1
AP20250311000033,C00003298,BAIRONG,2025-03-11 00:52:07,646,2,6,1
AP20250410000019,C00006072,TONGDUN,2025-04-10 10:16:16,626,0,1,1
AP20250518000035,C00007721,BAIRONG,2025-05-18 23:04:34,510,1,1,1
AP20250528000024,C00005972,PBOC,2025-05-28 22:58:46,600,1,3,1
AP20250212000057,C00006881,PBOC,2025-02-12 22:32:59,557,0,8,1
AP20250619000030,C00001420,BAIRONG,2025-06-19 19:16:06,734,1,3,1
AP20250307000040,C00001841,TONGDUN,2025-03-07 12:41:22,691,1,1,1
AP20250320000028,C00007880,PBOC,2025-03-20 20:31:56,617,0,5,1
AP20250317000036,C00005138,PBOC,2025-03-17 09:55:10,509,3,5,1
AP20250206000038,C00001603,TONGDUN,2025-02-06 22:55:37,647,0,8,1
AP20250219000049,C00004430,BAIRONG,2025-02-19 13:55:38,559,3,4,1
AP20250322000029,C00003175,BAIRONG,2025-03-22 20:51:42,775,1,7,1
AP20250619000031,C00006802,TONGDUN,2025-06-19 12:06:02,542,0,7,1
AP20250409000030,C00004299,BAIRONG,2025-04-09 12:29:05,618,1,7,1
AP20250503000032,C00005981,TONGDUN,2025-05-03 12:23:30,797,3,7,1
AP20250417000031,C00000395,TONGDUN,2025-04-17 20:57:01,644,2,6,1
AP20250114000019,C00008544,PBOC,2025-01-14 13:18:52,540,3,8,1
AP20250428000025,C00004082,PBOC,2025-04-28 22:24:18,712,2,0,1
AP20250317000037,C00005518,PBOC,2025-03-17 20:23:45,611,1,5,1
AP20250119000027,C00000918,BAIRONG,2025-01-19 22:06:42,480,0,7,1
AP20250114000020,C00002223,PBOC,2025-01-14 17:13:23,521,0,6,1
AP20250625000026,C00008590,PBOC,2025-06-25 18:37:21,725,1,4,1
AP20250211000070,C00007925,TONGDUN,2025-02-11 20:37:30,610,1,8,1
AP20250106000007,C00009866,BAIRONG,2025-01-06 10:41:47,780,1,2,1
AP20250528000025,C00003586,TONGDUN,2025-05-28 11:54:59,660,0,3,1
AP20250203000065,C00004519,TONGDUN,2025-02-03 20:45:52,719,0,6,1
AP20250121000026,C00001248,BAIRONG,2025-01-21 22:43:28,598,3,0,1
AP20250328000024,C00008688,TONGDUN,2025-03-28 21:08:53,560,1,8,1
AP20250206000039,C00004775,BAIRONG,2025-02-06 18:25:30,608,0,0,1
AP20250215000055,C00006770,BAIRONG,2025-02-15 11:59:34,676,2,1,1
AP20250120000029,C00000062,TONGDUN,2025-01-20 14:00:36,694,0,4,1
AP20250601000033,C00005957,TONGDUN,2025-06-01 22:30:34,669,0,1,1
AP20250620000036,C00006473,PBOC,2025-06-20 00:36:11,691,1,8,1
