application_id,customer_id,product_code,apply_amount,apply_term,channel_code,campaign_id,apply_purpose,status,reject_code,apply_time,decision_time,is_test_data
AP20250316000006,C00007374,SELF_LOAN,20000.00,6,TENCENT_AD,\N,购车,REJECTED,R006,2025-03-16 20:15:31,2025-03-16 20:27:57,1
AP20250216000009,C00003811,PLATFORM_LOAN,100000.00,12,H5_PROMO,CAMP0014,旅游,APPROVED,\N,2025-02-16 09:57:15,2025-02-16 10:04:43,1
AP20250626000006,C00000263,JOINT_LOAN,20000.00,12,BAIDU_SEM,\N,婚庆,REJECTED,R008,2025-06-26 22:20:09,2025-06-26 22:34:32,1
AP20250123000004,C00008461,PLATFORM_LOAN,2000.00,12,PARTNER_BANK1,CAMP0017,装修,APPROVED,\N,2025-01-23 15:22:21,2025-01-23 15:29:47,1
AP20250424000004,C00009533,PLATFORM_LOAN,2000.00,6,BAIDU_SEM,\N,婚庆,APPROVED,\N,2025-04-24 20:45:37,2025-04-24 20:56:25,1
AP20250429000005,C00000212,PLATFORM_LOAN,30000.00,6,PARTNER_BANK1,CAMP0003,教育,APPROVED,\N,2025-04-29 17:41:32,2025-04-29 17:46:05,1
AP20250404000004,C00000825,PLATFORM_LOAN,10000.00,3,BAIDU_SEM,\N,装修,REJECTED,R004,2025-04-04 21:16:24,2025-04-04 21:21:50,1
AP20250216000010,C00009323,SELF_LOAN,100000.00,18,TENCENT_AD,\N,医疗,APPROVED,\N,2025-02-16 14:22:23,2025-02-16 14:34:09,1
AP20250507000009,C00006582,PLATFORM_LOAN,100000.00,36,BYTEDANCE_AD,CAMP0035,购车,APPROVED,\N,2025-05-07 12:34:48,2025-05-07 12:40:35,1
AP20250411000004,C00002907,GUARANTEE_LOAN,30000.00,6,BAIDU_SEM,CAMP0005,消费,REJECTED,R009,2025-04-11 07:50:08,2025-04-11 07:58:00,1
AP20250301000013,C00005506,SELF_LOAN,10000.00,24,BYTEDANCE_AD,CAMP0024,消费,REJECTED,R006,2025-03-01 00:25:13,2025-03-01 00:38:47,1
AP20250622000004,C00008898,SELF_LOAN,15000.00,6,PARTNER_MALL,\N,购车,APPROVED,\N,2025-06-22 16:48:51,2025-06-22 16:58:29,1
AP20250206000012,C00009236,GUARANTEE_LOAN,1000.00,18,KUAISHOU_AD,\N,装修,REJECTED,R008,2025-02-06 20:46:34,2025-02-06 20:54:43,1
AP20250420000006,C00008059,SELF_LOAN,30000.00,6,H5_PROMO,CAMP0003,消费,REJECTED,R006,2025-04-20 17:50:54,2025-04-20 18:02:16,1
AP20250213000010,C00002740,GUARANTEE_LOAN,2000.00,6,BYTEDANCE_AD,\N,医疗,REJECTED,R008,2025-02-13 10:23:07,2025-02-13 10:26:00,1
AP20250129000008,C00002653,SELF_LOAN,30000.00,12,REFERRAL,\N,旅游,REJECTED,R006,2025-01-29 23:53:08,2025-01-30 00:03:28,1
AP20250203000011,C00008569,SELF_LOAN,1000.00,18,REFERRAL,\N,消费,REJECTED,R006,2025-02-03 22:03:15,2025-02-03 22:11:32,1
AP20250514000005,C00003483,PLATFORM_LOAN,80000.00,3,BYTEDANCE_AD,\N,购车,APPROVED,\N,2025-05-14 20:05:48,2025-05-14 20:17:57,1
AP20250611000007,C00001229,SELF_LOAN,1000.00,24,BYTEDANCE_AD,\N,购车,REJECTED,R008,2025-06-11 12:34:08,2025-06-11 12:42:53,1
AP20250318000010,C00003714,JOINT_LOAN,20000.00,3,BYTEDANCE_AD,\N,消费,REJECTED,R007,2025-03-18 06:50:30,2025-03-18 07:01:59,1
AP20250221000012,C00001564,SELF_LOAN,80000.00,36,BYTEDANCE_AD,CAMP0029,旅游,APPROVED,\N,2025-02-21 13:40:37,2025-02-21 13:50:51,1
AP20250621000005,C00000801,GUARANTEE_LOAN,8000.00,24,APP_ORG,\N,旅游,APPROVED,\N,2025-06-21 21:30:21,2025-06-21 21:37:32,1
AP20250602000007,C00001473,PLATFORM_LOAN,5000.00,3,TENCENT_AD,\N,教育,REJECTED,R004,2025-06-02 10:29:55,2025-06-02 10:35:14,1
AP20250430000005,C00006584,SELF_LOAN,5000.00,36,TENCENT_AD,\N,装修,REJECTED,R006,2025-04-30 21:07:11,2025-04-30 21:14:34,1
AP20250610000003,C00004831,GUARANTEE_LOAN,15000.00,18,BAIDU_SEM,\N,婚庆,REJECTED,R006,2025-06-10 21:26:18,2025-06-10 21:34:53,1
AP20250517000007,C00005450,SELF_LOAN,100000.00,12,WECHAT_MP,\N,装修,REJECTED,R006,2025-05-17 07:26:42,2025-05-17 07:34:27,1
AP20250415000003,C00009262,SELF_LOAN,1000.00,24,BAIDU_SEM,\N,其他,APPROVED,\N,2025-04-15 21:57:30,2025-04-15 22:11:04,1
AP20250206000013,C00004037,SELF_LOAN,100000.00,24,KUAISHOU_AD,CAMP0017,其他,APPROVED,\N,2025-02-06 13:17:45,2025-02-06 13:23:46,1
AP20250612000005,C00005081,JOINT_LOAN,8000.00,6,TENCENT_AD,\N,医疗,REJECTED,R006,2025-06-12 22:17:57,2025-06-12 22:24:38,1
AP20250316000007,C00001271,JOINT_LOAN,15000.00,24,REFERRAL,\N,医疗,REJECTED,R007,2025-03-16 12:02:44,2025-03-16 12:13:55,1
AP20250208000006,C00003715,JOINT_LOAN,1000.00,6,KUAISHOU_AD,CAMP0007,旅游,REJECTED,R006,2025-02-08 21:01:43,2025-02-08 21:06:54,1
AP20250421000003,C00006801,SELF_LOAN,100000.00,3,KUAISHOU_AD,CAMP0031,婚庆,REJECTED,R009,2025-04-21 09:09:04,2025-04-21 09:18:02,1
AP20250528000004,C00005336,PLATFORM_LOAN,10000.00,3,BAIDU_SEM,\N,旅游,REJECTED,R009,2025-05-28 20:40:32,2025-05-28 20:54:12,1
AP20250427000004,C00008600,SELF_LOAN,8000.00,6,REFERRAL,CAMP0035,教育,APPROVED,\N,2025-04-27 22:07:07,2025-04-27 22:13:44,1
AP20250119000006,C00009189,SELF_LOAN,100000.00,12,BYTEDANCE_AD,CAMP0040,消费,APPROVED,\N,2025-01-19 08:42:59,2025-01-19 08:51:24,1
AP20250324000004,C00001052,PLATFORM_LOAN,10000.00,18,BYTEDANCE_AD,\N,装修,REJECTED,R006,2025-03-24 06:24:55,2025-03-24 06:30:34,1
AP20250602000008,C00006529,PLATFORM_LOAN,100000.00,6,BYTEDANCE_AD,\N,消费,APPROVED,\N,2025-06-02 21:34:46,2025-06-02 21:47:15,1
AP20250520000006,C00001791,SELF_LOAN,5000.00,3,KUAISHOU_AD,\N,教育,APPROVED,\N,2025-05-20 13:29:04,2025-05-20 13:31:42,1
AP20250306000009,C00001375,PLATFORM_LOAN,10000.00,6,TENCENT_AD,\N,教育,APPROVED,\N,2025-03-06 10:36:42,2025-03-06 10:49:22,1
AP20250423000005,C00005365,SELF_LOAN,5000.00,18,PARTNER_MALL,\N,购车,APPROVED,\N,2025-04-23 12:21:14,2025-04-23 12:32:52,1
AP20250515000005,C00007290,JOINT_LOAN,20000.00,18,APP_ORG,\N,消费,REJECTED,R006,2025-05-15 13:34:40,2025-05-15 13:45:55,1
AP20250219000009,C00000278,JOINT_LOAN,80000.00,36,PARTNER_MALL,\N,装修,APPROVED,\N,2025-02-19 22:16:15,2025-02-19 22:27:22,1
AP20250621000006,C00005503,JOINT_LOAN,8000.00,6,KUAISHOU_AD,\N,其他,REJECTED,R009,2025-06-21 12:48:46,2025-06-21 12:51:45,1
AP20250227000011,C00004730,JOINT_LOAN,20000.00,6,BAIDU_SEM,CAMP0011,消费,APPROVED,\N,2025-02-27 22:48:42,2025-02-27 23:03:06,1
AP20250606000004,C00006037,SELF_LOAN,8000.00,18,TENCENT_AD,\N,消费,APPROVED,\N,2025-06-06 06:14:18,2025-06-06 06:18:02,1
AP20250421000004,C00003115,SELF_LOAN,50000.00,3,BAIDU_SEM,CAMP0014,教育,REJECTED,R006,2025-04-21 12:58:50,2025-04-21 13:10:58,1
AP20250516000005,C00001328,SELF_LOAN,20000.00,3,WECHAT_MP,\N,教育,REJECTED,R006,2025-05-16 21:45:33,2025-05-16 21:54:10,1
AP20250629000002,C00002235,GUARANTEE_LOAN,2000.00,18,APP_ORG,\N,装修,APPROVED,\N,2025-06-29 10:33:09,2025-06-29 10:42:43,1
AP20250416000004,C00000335,JOINT_LOAN,15000.00,3,REFERRAL,\N,医疗,APPROVED,\N,2025-04-16 13:54:38,2025-04-16 13:57:58,1
AP20250620000009,C00001357,SELF_LOAN,2000.00,36,PARTNER_MALL,\N,消费,REJECTED,R006,2025-06-20 16:21:42,2025-06-20 16:26:53,1
AP20250508000006,C00007386,JOINT_LOAN,8000.00,12,TENCENT_AD,\N,旅游,APPROVED,\N,2025-05-08 12:38:03,2025-05-08 12:41:12,1
AP20250409000005,C00006537,SELF_LOAN,2000.00,18,PARTNER_BANK1,\N,旅游,APPROVED,\N,2025-04-09 10:11:34,2025-04-09 10:18:27,1
AP20250604000005,C00006293,JOINT_LOAN,8000.00,3,BYTEDANCE_AD,\N,其他,APPROVED,\N,2025-06-04 20:38:26,2025-06-04 20:48:46,1
AP20250622000005,C00005672,JOINT_LOAN,80000.00,18,KUAISHOU_AD,\N,医疗,REJECTED,R009,2025-06-22 09:52:04,2025-06-22 10:04:36,1
AP20250512000007,C00007340,PLATFORM_LOAN,100000.00,36,KUAISHOU_AD,CAMP0014,装修,REJECTED,R006,2025-05-12 15:05:25,2025-05-12 15:20:49,1
AP20250503000006,C00002989,JOINT_LOAN,30000.00,36,APP_ORG,\N,装修,APPROVED,\N,2025-05-03 12:09:11,2025-05-03 12:22:53,1
AP20250330000007,C00005421,JOINT_LOAN,100000.00,36,BYTEDANCE_AD,\N,旅游,APPROVED,\N,2025-03-30 13:03:35,2025-03-30 13:18:34,1
AP20250330000008,C00002127,SELF_LOAN,2000.00,18,APP_ORG,CAMP0023,旅游,APPROVED,\N,2025-03-30 12:39:39,2025-03-30 12:50:33,1
AP20250205000010,C00008564,SELF_LOAN,10000.00,12,PARTNER_BANK1,CAMP0001,教育,REJECTED,R009,2025-02-05 12:35:12,2025-02-05 12:40:53,1
AP20250202000015,C00001392,SELF_LOAN,1000.00,18,BAIDU_SEM,\N,医疗,REJECTED,R007,2025-02-02 20:18:02,2025-02-02 20:30:24,1
AP20250219000010,C00001389,SELF_LOAN,80000.00,12,PARTNER_MALL,CAMP0029,装修,REJECTED,R008,2025-02-19 12:41:50,2025-02-19 12:48:16,1
AP20250307000006,C00005251,GUARANTEE_LOAN,15000.00,3,TENCENT_AD,CAMP0019,医疗,APPROVED,\N,2025-03-07 20:06:07,2025-03-07 20:12:20,1
AP20250610000004,C00001633,JOINT_LOAN,10000.00,24,TENCENT_AD,\N,旅游,APPROVED,\N,2025-06-10 21:58:14,2025-06-10 22:06:24,1
AP20250604000006,C00009232,SELF_LOAN,30000.00,18,BYTEDANCE_AD,\N,其他,APPROVED,\N,2025-06-04 23:12:06,2025-06-04 23:23:26,1
AP20250508000007,C00000358,PLATFORM_LOAN,15000.00,36,BAIDU_SEM,CAMP0003,购车,APPROVED,\N,2025-05-08 01:53:48,2025-05-08 02:02:30,1
AP20250321000009,C00004251,SELF_LOAN,1000.00,12,REFERRAL,CAMP0029,教育,REJECTED,R006,2025-03-21 09:20:23,2025-03-21 09:28:42,1
AP20250608000004,C00006711,SELF_LOAN,30000.00,36,BAIDU_SEM,\N,婚庆,APPROVED,\N,2025-06-08 22:44:27,2025-06-08 22:57:38,1
AP20250415000004,C00007175,PLATFORM_LOAN,2000.00,18,KUAISHOU_AD,CAMP0014,旅游,REJECTED,R006,2025-04-15 19:21:48,2025-04-15 19:34:09,1
AP20250520000007,C00007027,SELF_LOAN,5000.00,18,TENCENT_AD,\N,旅游,REJECTED,R006,2025-05-20 10:17:30,2025-05-20 10:29:41,1
AP20250514000006,C00003570,SELF_LOAN,1000.00,12,TENCENT_AD,\N,旅游,APPROVED,\N,2025-05-14 00:44:02,2025-05-14 00:57:09,1
AP20250206000014,C00008458,JOINT_LOAN,100000.00,6,APP_ORG,\N,其他,REJECTED,R006,2025-02-06 12:11:39,2025-02-06 12:16:27,1
AP20250211000012,C00004674,SELF_LOAN,80000.00,12,TENCENT_AD,CAMP0031,其他,REJECTED,R008,2025-02-11 20:19:12,2025-02-11 20:26:52,1
AP20250329000005,C00009906,PLATFORM_LOAN,1000.00,6,TENCENT_AD,CAMP0023,其他,REJECTED,R006,2025-03-29 21:35:20,2025-03-29 21:45:43,1
AP20250622000006,C00005730,GUARANTEE_LOAN,50000.00,24,TENCENT_AD,\N,其他,APPROVED,\N,2025-06-22 09:33:06,2025-06-22 09:42:37,1
AP20250313000003,C00008995,SELF_LOAN,100000.00,24,BYTEDANCE_AD,\N,婚庆,APPROVED,\N,2025-03-13 15:24:40,2025-03-13 15:38:06,1
AP20250227000012,C00001008,SELF_LOAN,5000.00,3,BAIDU_SEM,CAMP0018,医疗,REJECTED,R006,2025-02-27 17:52:40,2025-02-27 17:59:20,1
AP20250213000011,C00008243,SELF_LOAN,30000.00,18,KUAISHOU_AD,CAMP0006,婚庆,REJECTED,R006,2025-02-13 20:36:51,2025-02-13 20:43:23,1
AP20250411000005,C00002483,SELF_LOAN,5000.00,18,BYTEDANCE_AD,\N,医疗,APPROVED,\N,2025-04-11 22:18:16,2025-04-11 22:25:14,1
AP20250205000011,C00006958,PLATFORM_LOAN,5000.00,12,BYTEDANCE_AD,CAMP0022,其他,APPROVED,\N,2025-02-05 20:02:57,2025-02-05 20:18:16,1
AP20250526000007,C00003672,JOINT_LOAN,15000.00,6,BAIDU_SEM,\N,购车,REJECTED,R006,2025-05-26 14:35:50,2025-05-26 14:43:38,1
AP20250410000006,C00008050,JOINT_LOAN,80000.00,3,APP_ORG,CAMP0024,旅游,APPROVED,\N,2025-04-10 15:24:44,2025-04-10 15:30:53,1
AP20250205000012,C00004028,PLATFORM_LOAN,8000.00,18,BYTEDANCE_AD,CAMP0026,医疗,REJECTED,R006,2025-02-05 14:19:32,2025-02-05 14:33:12,1
AP20250523000008,C00002588,SELF_LOAN,80000.00,3,TENCENT_AD,\N,婚庆,REJECTED,R009,2025-05-23 00:09:35,2025-05-23 00:16:27,1
AP20250222000010,C00001463,SELF_LOAN,10000.00,12,WECHAT_MP,\N,购车,REJECTED,R006,2025-02-22 20:43:56,2025-02-22 20:59:18,1
AP20250516000006,C00007221,SELF_LOAN,50000.00,18,PARTNER_BANK1,CAMP0014,消费,APPROVED,\N,2025-05-16 12:55:06,2025-05-16 13:04:46,1
AP20250215000014,C00001980,SELF_LOAN,30000.00,18,BAIDU_SEM,CAMP0012,装修,REJECTED,R006,2025-02-15 01:23:40,2025-02-15 01:34:51,1
AP20250205000013,C00002941,SELF_LOAN,30000.00,12,REFERRAL,\N,购车,APPROVED,\N,2025-02-05 23:38:58,2025-02-05 23:48:17,1
AP20250512000008,C00006899,PLATFORM_LOAN,8000.00,18,PARTNER_BANK1,\N,旅游,APPROVED,\N,2025-05-12 22:42:42,2025-05-12 22:49:30,1
AP20250303000012,C00003404,SELF_LOAN,15000.00,36,BYTEDANCE_AD,CAMP0017,医疗,APPROVED,\N,2025-03-03 12:39:38,2025-03-03 12:49:32,1
AP20250611000008,C00006979,SELF_LOAN,5000.00,18,KUAISHOU_AD,\N,教育,REJECTED,R008,2025-06-11 20:13:34,2025-06-11 20:17:00,1
AP20250626000007,C00001719,JOINT_LOAN,100000.00,12,PARTNER_MALL,\N,教育,APPROVED,\N,2025-06-26 09:45:04,2025-06-26 09:47:24,1
AP20250619000003,C00006063,JOINT_LOAN,5000.00,18,PARTNER_MALL,\N,其他,APPROVED,\N,2025-06-19 22:10:29,2025-06-19 22:23:35,1
AP20250202000016,C00003835,PLATFORM_LOAN,5000.00,12,REFERRAL,\N,婚庆,APPROVED,\N,2025-02-02 13:26:54,2025-02-02 13:35:23,1
AP20250228000009,C00007783,PLATFORM_LOAN,5000.00,36,BAIDU_SEM,CAMP0024,装修,REJECTED,R009,2025-02-28 19:25:04,2025-02-28 19:39:01,1
AP20250114000003,C00006931,JOINT_LOAN,80000.00,36,BYTEDANCE_AD,CAMP0020,旅游,APPROVED,\N,2025-01-14 20:44:25,2025-01-14 20:51:42,1
AP20250127000006,C00007703,PLATFORM_LOAN,8000.00,36,REFERRAL,\N,消费,REJECTED,R008,2025-01-27 21:22:57,2025-01-27 21:27:30,1
AP20250423000006,C00008943,SELF_LOAN,80000.00,36,REFERRAL,\N,装修,APPROVED,\N,2025-04-23 00:57:07,2025-04-23 01:07:02,1
AP20250520000008,C00009888,PLATFORM_LOAN,50000.00,12,BYTEDANCE_AD,\N,其他,REJECTED,R006,2025-05-20 13:07:15,2025-05-20 13:18:45,1
AP20250514000007,C00002360,SELF_LOAN,20000.00,6,WECHAT_MP,CAMP0014,其他,REJECTED,R004,2025-05-14 02:25:36,2025-05-14 02:36:55,1
AP20250531000007,C00007247,JOINT_LOAN,8000.00,24,PARTNER_MALL,\N,其他,REJECTED,R009,2025-05-31 19:42:39,2025-05-31 19:48:31,1
AP20250207000009,C00006114,PLATFORM_LOAN,50000.00,18,PARTNER_BANK1,\N,消费,REJECTED,R006,2025-02-07 19:15:16,2025-02-07 19:20:41,1
AP20250525000008,C00003315,PLATFORM_LOAN,2000.00,18,BAIDU_SEM,\N,教育,APPROVED,\N,2025-05-25 13:49:07,2025-05-25 13:56:32,1
AP20250615000006,C00007122,GUARANTEE_LOAN,8000.00,24,BYTEDANCE_AD,\N,其他,APPROVED,\N,2025-06-15 22:25:54,2025-06-15 22:38:13,1
AP20250204000008,C00005246,SELF_LOAN,50000.00,18,BYTEDANCE_AD,CAMP0032,婚庆,REJECTED,R006,2025-02-04 22:38:54,2025-02-04 22:49:13,1
AP20250110000004,C00000162,SELF_LOAN,5000.00,12,WECHAT_MP,CAMP0020,教育,REJECTED,R007,2025-01-10 13:13:51,2025-01-10 13:25:25,1
AP20250105000002,C00008669,SELF_LOAN,15000.00,3,WECHAT_MP,\N,医疗,REJECTED,R004,2025-01-05 20:48:29,2025-01-05 20:56:29,1
AP20250519000008,C00006103,PLATFORM_LOAN,1000.00,3,BYTEDANCE_AD,\N,婚庆,APPROVED,\N,2025-05-19 21:00:51,2025-05-19 21:07:44,1
AP20250217000012,C00000401,PLATFORM_LOAN,100000.00,36,BAIDU_SEM,\N,教育,APPROVED,\N,2025-02-17 20:35:52,2025-02-17 20:46:23,1
AP20250417000006,C00002156,JOINT_LOAN,30000.00,18,BYTEDANCE_AD,\N,婚庆,APPROVED,\N,2025-04-17 21:01:57,2025-04-17 21:09:22,1
AP20250309000016,C00005184,PLATFORM_LOAN,8000.00,36,KUAISHOU_AD,\N,其他,APPROVED,\N,2025-03-09 20:06:00,2025-03-09 20:18:10,1
AP20250605000005,C00005172,PLATFORM_LOAN,15000.00,3,PARTNER_BANK1,\N,医疗,APPROVED,\N,2025-06-05 21:45:23,2025-06-05 21:52:33,1
AP20250213000012,C00002351,SELF_LOAN,8000.00,18,REFERRAL,CAMP0006,教育,REJECTED,R008,2025-02-13 13:09:53,2025-02-13 13:23:01,1
AP20250503000007,C00001599,SELF_LOAN,80000.00,18,BAIDU_SEM,\N,医疗,APPROVED,\N,2025-05-03 19:37:24,2025-05-03 19:48:05,1
AP20250615000007,C00008118,SELF_LOAN,10000.00,36,WECHAT_MP,\N,婚庆,REJECTED,R006,2025-06-15 19:18:11,2025-06-15 19:27:59,1
AP20250511000006,C00004777,PLATFORM_LOAN,2000.00,12,H5_PROMO,\N,装修,APPROVED,\N,2025-05-11 22:36:55,2025-05-11 22:45:36,1
AP20250111000004,C00004549,JOINT_LOAN,80000.00,12,KUAISHOU_AD,\N,医疗,APPROVED,\N,2025-01-11 20:36:38,2025-01-11 20:42:50,1
AP20250321000010,C00008227,PLATFORM_LOAN,2000.00,12,BYTEDANCE_AD,\N,教育,REJECTED,R008,2025-03-21 12:06:19,2025-03-21 12:20:32,1
AP20250603000002,C00001805,PLATFORM_LOAN,5000.00,12,WECHAT_MP,\N,医疗,REJECTED,R004,2025-06-03 10:57:56,2025-06-03 11:05:51,1
AP20250425000006,C00004076,GUARANTEE_LOAN,30000.00,18,H5_PROMO,CAMP0003,旅游,APPROVED,\N,2025-04-25 18:15:45,2025-04-25 18:27:15,1
AP20250511000007,C00002886,PLATFORM_LOAN,5000.00,24,PARTNER_MALL,CAMP0014,教育,REJECTED,R006,2025-05-11 12:24:50,2025-05-11 12:31:19,1
AP20250402000003,C00007965,PLATFORM_LOAN,30000.00,12,TENCENT_AD,\N,消费,REJECTED,R006,2025-04-02 18:40:47,2025-04-02 18:47:01,1
AP20250215000015,C00006030,JOINT_LOAN,8000.00,12,BYTEDANCE_AD,CAMP0039,医疗,APPROVED,\N,2025-02-15 20:10:30,2025-02-15 20:24:18,1
AP20250222000011,C00004680,PLATFORM_LOAN,1000.00,18,APP_ORG,CAMP0031,装修,APPROVED,\N,2025-02-22 17:10:11,2025-02-22 17:15:15,1
AP20250114000004,C00009646,SELF_LOAN,1000.00,24,BYTEDANCE_AD,\N,旅游,APPROVED,\N,2025-01-14 07:39:14,2025-01-14 07:50:14,1
AP20250405000003,C00000534,SELF_LOAN,100000.00,18,REFERRAL,CAMP0033,婚庆,REJECTED,R006,2025-04-05 12:40:23,2025-04-05 12:55:52,1
AP20250119000007,C00004659,SELF_LOAN,2000.00,3,BYTEDANCE_AD,CAMP0016,装修,REJECTED,R008,2025-01-19 18:12:07,2025-01-19 18:23:01,1
AP20250209000006,C00009701,PLATFORM_LOAN,10000.00,18,BYTEDANCE_AD,CAMP0003,旅游,APPROVED,\N,2025-02-09 20:59:38,2025-02-09 21:09:01,1
AP20250127000007,C00005636,PLATFORM_LOAN,20000.00,6,APP_ORG,\N,教育,REJECTED,R008,2025-01-27 21:14:13,2025-01-27 21:24:22,1
AP20250416000005,C00002660,JOINT_LOAN,8000.00,24,KUAISHOU_AD,CAMP0031,教育,APPROVED,\N,2025-04-16 21:42:35,2025-04-16 21:46:43,1
AP20250224000009,C00002119,PLATFORM_LOAN,50000.00,12,BAIDU_SEM,CAMP0005,医疗,REJECTED,R009,2025-02-24 09:32:27,2025-02-24 09:42:59,1
AP20250520000009,C00008612,JOINT_LOAN,20000.00,18,TENCENT_AD,\N,购车,APPROVED,\N,2025-05-20 19:17:27,2025-05-20 19:23:03,1
AP20250211000013,C00008511,PLATFORM_LOAN,8000.00,6,BYTEDANCE_AD,\N,装修,REJECTED,R006,2025-02-11 08:47:14,2025-02-11 08:59:10,1
AP20250320000005,C00006416,JOINT_LOAN,100000.00,36,BAIDU_SEM,\N,婚庆,APPROVED,\N,2025-03-20 22:18:15,2025-03-20 22:26:33,1
AP20250316000008,C00002287,SELF_LOAN,10000.00,36,BYTEDANCE_AD,\N,旅游,APPROVED,\N,2025-03-16 00:31:08,2025-03-16 00:36:47,1
AP20250315000004,C00005061,SELF_LOAN,100000.00,36,BYTEDANCE_AD,\N,其他,APPROVED,\N,2025-03-15 19:41:00,2025-03-15 19:43:58,1
AP20250515000006,C00007476,SELF_LOAN,50000.00,6,WECHAT_MP,\N,装修,APPROVED,\N,2025-05-15 12:28:18,2025-05-15 12:36:13,1
AP20250419000003,C00002612,SELF_LOAN,30000.00,24,REFERRAL,\N,旅游,APPROVED,\N,2025-04-19 09:11:20,2025-04-19 09:17:01,1
AP20250113000001,C00000829,SELF_LOAN,2000.00,3,BYTEDANCE_AD,CAMP0040,消费,APPROVED,\N,2025-01-13 12:24:47,2025-01-13 12:34:06,1
AP20250620000010,C00008745,SELF_LOAN,80000.00,12,H5_PROMO,\N,消费,REJECTED,R006,2025-06-20 13:07:30,2025-06-20 13:20:39,1
AP20250221000013,C00005166,JOINT_LOAN,100000.00,24,KUAISHOU_AD,\N,购车,REJECTED,R006,2025-02-21 18:09:28,2025-02-21 18:16:04,1
AP20250520000010,C00005366,PLATFORM_LOAN,80000.00,12,BAIDU_SEM,\N,医疗,REJECTED,R006,2025-05-20 20:33:36,2025-05-20 20:38:49,1
AP20250410000007,C00007801,SELF_LOAN,100000.00,18,H5_PROMO,CAMP0036,其他,APPROVED,\N,2025-04-10 11:21:38,2025-04-10 11:26:11,1
AP20250224000010,C00002141,SELF_LOAN,100000.00,3,PARTNER_MALL,CAMP0005,医疗,REJECTED,R006,2025-02-24 22:54:10,2025-02-24 23:09:13,1
AP20250121000004,C00006126,JOINT_LOAN,100000.00,24,BAIDU_SEM,CAMP0024,购车,REJECTED,R006,2025-01-21 19:30:18,2025-01-21 19:41:43,1
AP20250407000005,C00007532,JOINT_LOAN,100000.00,24,H5_PROMO,CAMP0018,旅游,REJECTED,R006,2025-04-07 10:10:11,2025-04-07 10:24:24,1
AP20250114000005,C00007171,SELF_LOAN,50000.00,36,H5_PROMO,CAMP0031,消费,REJECTED,R006,2025-01-14 13:07:54,2025-01-14 13:17:56,1
AP20250205000014,C00004104,GUARANTEE_LOAN,15000.00,12,BAIDU_SEM,CAMP0013,装修,APPROVED,\N,2025-02-05 22:12:12,2025-02-05 22:27:02,1
AP20250116000003,C00003150,SELF_LOAN,20000.00,24,BAIDU_SEM,CAMP0009,教育,REJECTED,R006,2025-01-16 20:56:06,2025-01-16 21:07:59,1
AP20250321000011,C00008014,SELF_LOAN,100000.00,36,REFERRAL,CAMP0037,消费,APPROVED,\N,2025-03-21 14:28:34,2025-03-21 14:34:48,1
AP20250515000007,C00002977,PLATFORM_LOAN,15000.00,18,BYTEDANCE_AD,\N,消费,REJECTED,R006,2025-05-15 10:22:40,2025-05-15 10:32:58,1
AP20250127000008,C00005477,PLATFORM_LOAN,5000.00,24,BAIDU_SEM,\N,婚庆,APPROVED,\N,2025-01-27 16:55:07,2025-01-27 17:01:34,1
AP20250310000008,C00006750,GUARANTEE_LOAN,10000.00,6,TENCENT_AD,\N,其他,APPROVED,\N,2025-03-10 20:58:25,2025-03-10 21:11:53,1
AP20250616000008,C00006389,PLATFORM_LOAN,50000.00,18,BYTEDANCE_AD,\N,其他,REJECTED,R009,2025-06-16 00:00:02,2025-06-16 00:07:50,1
AP20250616000009,C00005806,GUARANTEE_LOAN,8000.00,18,TENCENT_AD,\N,医疗,REJECTED,R006,2025-06-16 08:50:55,2025-06-16 08:58:47,1
AP20250120000006,C00000072,GUARANTEE_LOAN,5000.00,6,APP_ORG,\N,消费,APPROVED,\N,2025-01-20 20:47:37,2025-01-20 20:56:47,1
AP20250301000014,C00002105,SELF_LOAN,50000.00,18,BYTEDANCE_AD,\N,消费,APPROVED,\N,2025-03-01 11:58:34,2025-03-01 12:10:29,1
AP20250323000006,C00003706,PLATFORM_LOAN,5000.00,6,BYTEDANCE_AD,\N,其他,REJECTED,R009,2025-03-23 07:47:29,2025-03-23 07:59:46,1
AP20250410000008,C00003406,SELF_LOAN,2000.00,6,BYTEDANCE_AD,CAMP0012,其他,APPROVED,\N,2025-04-10 09:39:26,2025-04-10 09:50:42,1
AP20250512000009,C00007816,SELF_LOAN,50000.00,18,REFERRAL,CAMP0014,消费,REJECTED,R006,2025-05-12 14:13:55,2025-05-12 14:20:07,1
AP20250609000009,C00002683,JOINT_LOAN,2000.00,18,BAIDU_SEM,\N,教育,REJECTED,R009,2025-06-09 12:00:19,2025-06-09 12:10:52,1
AP20250420000007,C00001073,PLATFORM_LOAN,8000.00,36,TENCENT_AD,CAMP0031,消费,REJECTED,R006,2025-04-20 13:46:22,2025-04-20 13:54:56,1
AP20250606000005,C00002252,PLATFORM_LOAN,100000.00,6,BYTEDANCE_AD,\N,婚庆,APPROVED,\N,2025-06-06 22:53:06,2025-06-06 23:01:22,1
AP20250609000010,C00003621,JOINT_LOAN,5000.00,3,BAIDU_SEM,\N,旅游,REJECTED,R006,2025-06-09 22:35:24,2025-06-09 22:43:20,1
