ticket_id,action,remark,acted_at,actor,is_test_data
TK000229,关闭,问题已解决,2025-03-29 20:14:31,E00238,1
TK000230,创建,工单创建,2025-04-15 22:42:07,E00349,1
TK000230,关闭,问题已解决,2025-04-17 13:42:07,E00349,1
TK000231,创建,工单创建,2025-06-09 13:53:23,E00294,1
TK000231,关闭,问题已解决,2025-06-10 21:53:23,E00294,1
TK000232,创建,工单创建,2025-05-07 22:32:59,E00303,1
TK000233,创建,工单创建,2025-05-20 21:17:57,E00330,1
TK000234,创建,工单创建,2025-06-16 13:18:34,E00136,1
TK000234,关闭,问题已解决,2025-06-18 00:18:34,E00136,1
TK000235,创建,工单创建,2025-05-02 07:00:52,E00572,1
TK000235,关闭,问题已解决,2025-05-03 17:00:52,E00572,1
TK000236,创建,工单创建,2025-05-11 13:00:27,E00104,1
TK000237,创建,工单创建,2025-06-25 13:47:39,E00225,1
TK000238,创建,工单创建,2025-05-19 16:32:11,E00332,1
TK000238,关闭,问题已解决,2025-05-20 06:32:11,E00332,1
TK000239,创建,工单创建,2025-05-18 20:21:28,E00568,1
TK000239,关闭,问题已解决,2025-05-19 03:21:28,E00568,1
TK000240,创建,工单创建,2025-05-19 12:14:10,E00439,1
TK000240,关闭,问题已解决,2025-05-22 06:14:10,E00439,1
TK000241,创建,工单创建,2025-05-08 12:58:17,E00377,1
TK000241,关闭,问题已解决,2025-05-09 21:58:17,E00377,1
TK000242,创建,工单创建,2025-06-14 08:07:06,E00137,1
TK000242,关闭,问题已解决,2025-06-16 15:07:06,E00137,1
TK000243,创建,工单创建,2025-05-24 20:13:24,E00074,1
TK000243,关闭,问题已解决,2025-05-26 17:13:24,E00074,1
TK000244,创建,工单创建,2025-04-20 14:00:12,E00193,1
TK000244,关闭,问题已解决,2025-04-21 22:00:12,E00193,1
TK000245,创建,工单创建,2025-06-13 14:40:06,E00453,1
TK000245,关闭,问题已解决,2025-06-14 23:40:06,E00453,1
TK000246,创建,工单创建,2025-05-31 20:58:10,E00598,1
TK000247,创建,工单创建,2025-04-01 17:57:37,E00242,1
TK000247,关闭,问题已解决,2025-04-02 14:57:37,E00242,1
TK000248,创建,工单创建,2025-03-17 13:40:47,E00182,1
TK000248,关闭,问题已解决,2025-03-20 05:40:47,E00182,1
TK000249,创建,工单创建,2025-06-15 13:16:29,E00176,1
TK000249,关闭,问题已解决,2025-06-15 15:16:29,E00176,1
TK000250,创建,工单创建,2025-06-07 20:29:54,E00227,1
TK000251,创建,工单创建,2025-05-05 14:48:23,E00201,1
TK000251,关闭,问题已解决,2025-05-08 13:48:23,E00201,1
TK000252,创建,工单创建,2025-04-30 12:57:36,E00419,1
TK000252,关闭,问题已解决,2025-05-02 01:57:36,E00419,1
TK000253,创建,工单创建,2025-03-20 16:37:00,E00291,1
TK000253,关闭,问题已解决,2025-03-21 23:37:00,E00291,1
TK000254,创建,工单创建,2025-06-01 22:40:18,E00108,1
TK000254,关闭,问题已解决,2025-06-04 01:40:18,E00108,1
TK000255,创建,工单创建,2025-03-12 13:43:35,E00565,1
TK000255,关闭,问题已解决,2025-03-14 23:43:35,E00565,1
TK000256,创建,工单创建,2025-04-08 13:03:25,E00076,1
TK000257,创建,工单创建,2025-06-08 16:28:56,E00566,1
TK000257,关闭,问题已解决,2025-06-09 01:28:56,E00566,1
TK000258,创建,工单创建,2025-05-25 21:49:35,E00372,1
TK000258,关闭,问题已解决,2025-05-27 02:49:35,E00372,1
TK000259,创建,工单创建,2025-01-24 11:36:51,E00391,1
TK000259,关闭,问题已解决,2025-01-25 08:36:51,E00391,1
TK000260,创建,工单创建,2025-04-21 17:12:35,E00305,1
TK000260,关闭,问题已解决,2025-04-24 11:12:35,E00305,1
TK000261,创建,工单创建,2025-06-02 10:58:35,E00230,1
TK000261,关闭,问题已解决,2025-06-05 00:58:35,E00230,1
TK000262,创建,工单创建,2025-04-06 20:38:30,E00601,1
TK000262,关闭,问题已解决,2025-04-06 22:38:30,E00601,1
TK000263,创建,工单创建,2025-02-24 22:16:07,E00390,1
TK000263,关闭,问题已解决,2025-02-27 21:16:07,E00390,1
TK000264,创建,工单创建,2025-06-05 17:19:36,E00158,1
TK000264,关闭,问题已解决,2025-06-06 07:19:36,E00158,1
TK000265,创建,工单创建,2025-05-31 13:42:37,E00410,1
TK000265,关闭,问题已解决,2025-06-01 03:42:37,E00410,1
TK000266,创建,工单创建,2025-04-25 21:42:34,E00463,1
TK000266,关闭,问题已解决,2025-04-28 11:42:34,E00463,1
TK000267,创建,工单创建,2025-06-09 18:18:22,E00331,1
TK000267,关闭,问题已解决,2025-06-09 21:18:22,E00331,1
TK000268,创建,工单创建,2025-06-06 22:12:55,E00280,1
TK000269,创建,工单创建,2025-06-11 13:50:31,E00060,1
TK000269,关闭,问题已解决,2025-06-13 09:50:31,E00060,1
TK000270,创建,工单创建,2025-06-06 22:05:48,E00152,1
TK000270,关闭,问题已解决,2025-06-08 12:05:48,E00152,1
TK000271,创建,工单创建,2025-05-18 13:46:45,E00540,1
TK000271,关闭,问题已解决,2025-05-19 05:46:45,E00540,1
TK000272,创建,工单创建,2025-05-23 21:47:48,E00032,1
TK000272,关闭,问题已解决,2025-05-26 04:47:48,E00032,1
TK000273,创建,工单创建,2025-04-21 19:45:09,E00323,1
TK000273,关闭,问题已解决,2025-04-22 03:45:09,E00323,1
TK000274,创建,工单创建,2025-05-25 21:31:44,E00112,1
TK000274,关闭,问题已解决,2025-05-28 00:31:44,E00112,1
TK000275,创建,工单创建,2025-05-09 12:10:57,E00568,1
TK000275,关闭,问题已解决,2025-05-10 13:10:57,E00568,1
TK000276,创建,工单创建,2025-05-26 15:35:54,E00269,1
TK000277,创建,工单创建,2025-02-24 11:57:15,E00400,1
TK000277,关闭,问题已解决,2025-02-26 04:57:15,E00400,1
TK000278,创建,工单创建,2025-04-22 17:16:19,E00386,1
TK000278,关闭,问题已解决,2025-04-24 15:16:19,E00386,1
TK000279,创建,工单创建,2025-05-16 09:10:57,E00612,1
TK000279,关闭,问题已解决,2025-05-18 14:10:57,E00612,1
TK000280,创建,工单创建,2025-05-25 21:37:42,E00041,1
TK000280,关闭,问题已解决,2025-05-26 21:37:42,E00041,1
TK000281,创建,工单创建,2025-06-05 20:16:16,E00492,1
TK000281,关闭,问题已解决,2025-06-08 05:16:16,E00492,1
TK000282,创建,工单创建,2025-06-03 07:41:43,E00645,1
TK000282,关闭,问题已解决,2025-06-04 13:41:43,E00645,1
TK000283,创建,工单创建,2025-04-23 12:33:20,E00176,1
TK000284,创建,工单创建,2025-05-09 07:41:09,E00266,1
TK000284,关闭,问题已解决,2025-05-10 08:41:09,E00266,1
TK000285,创建,工单创建,2025-04-19 02:05:43,E00332,1
TK000285,关闭,问题已解决,2025-04-20 10:05:43,E00332,1
TK000286,创建,工单创建,2025-05-22 15:55:09,E00177,1
TK000286,关闭,问题已解决,2025-05-24 17:55:09,E00177,1
TK000287,创建,工单创建,2025-06-18 15:59:36,E00597,1
TK000287,关闭,问题已解决,2025-06-19 02:59:36,E00597,1
TK000288,创建,工单创建,2025-04-22 06:52:04,E00135,1
TK000289,创建,工单创建,2025-05-21 15:35:51,E00432,1
TK000289,关闭,问题已解决,2025-05-21 19:35:51,E00432,1
TK000290,创建,工单创建,2025-05-02 22:05:21,E00074,1
TK000291,创建,工单创建,2025-05-29 13:51:36,E00259,1
TK000291,关闭,问题已解决,2025-05-30 13:51:36,E00259,1
TK000292,创建,工单创建,2025-04-23 07:18:03,E00598,1
TK000292,关闭,问题已解决,2025-04-24 07:18:03,E00598,1
TK000293,创建,工单创建,2025-06-07 20:34:01,E00441,1
TK000293,关闭,问题已解决,2025-06-09 20:34:01,E00441,1
TK000294,创建,工单创建,2025-03-14 21:18:16,E00295,1
TK000295,创建,工单创建,2025-05-24 21:32:57,E00526,1
TK000295,关闭,问题已解决,2025-05-25 23:32:57,E00526,1
TK000296,创建,工单创建,2025-05-29 08:29:26,E00383,1
TK000296,关闭,问题已解决,2025-05-29 22:29:26,E00383,1
TK000297,创建,工单创建,2025-05-17 20:06:08,E00250,1
TK000297,关闭,问题已解决,2025-05-20 15:06:08,E00250,1
TK000298,创建,工单创建,2025-04-30 07:48:24,E00465,1
TK000299,创建,工单创建,2025-04-13 13:35:07,E00240,1
TK000299,关闭,问题已解决,2025-04-13 18:35:07,E00240,1
TK000300,创建,工单创建,2025-05-22 08:40:52,E00142,1
TK000301,创建,工单创建,2025-06-12 20:18:44,E00541,1
TK000301,关闭,问题已解决,2025-06-13 22:18:44,E00541,1
TK000302,创建,工单创建,2025-06-10 12:59:08,E00195,1
TK000302,关闭,问题已解决,2025-06-12 13:59:08,E00195,1
TK000303,创建,工单创建,2025-06-20 22:03:49,E00026,1
TK000303,关闭,问题已解决,2025-06-21 23:03:49,E00026,1
TK000304,创建,工单创建,2025-04-10 13:24:39,E00008,1
TK000305,创建,工单创建,2025-02-08 12:44:36,E00373,1
TK000305,关闭,问题已解决,2025-02-09 13:44:36,E00373,1
TK000306,创建,工单创建,2025-05-26 20:27:23,E00506,1
TK000306,关闭,问题已解决,2025-05-28 10:27:23,E00506,1
TK000307,创建,工单创建,2025-04-11 21:33:09,E00213,1
TK000307,关闭,问题已解决,2025-04-14 16:33:09,E00213,1
TK000308,创建,工单创建,2025-06-20 14:15:42,E00421,1
TK000308,关闭,问题已解决,2025-06-22 04:15:42,E00421,1
TK000309,创建,工单创建,2025-05-05 20:07:27,E00484,1
TK000310,创建,工单创建,2025-03-27 07:09:47,E00270,1
TK000310,关闭,问题已解决,2025-03-29 22:09:47,E00270,1
TK000311,创建,工单创建,2025-06-05 22:30:34,E00078,1
TK000311,关闭,问题已解决,2025-06-06 10:30:34,E00078,1
TK000312,创建,工单创建,2025-05-25 23:55:19,E00375,1
TK000312,关闭,问题已解决,2025-05-26 15:55:19,E00375,1
TK000313,创建,工单创建,2025-04-27 09:31:02,E00363,1
TK000314,创建,工单创建,2025-04-04 19:52:58,E00023,1
TK000315,创建,工单创建,2025-05-21 21:55:22,E00076,1
TK000315,关闭,问题已解决,2025-05-24 08:55:22,E00076,1
TK000316,创建,工单创建,2025-04-12 20:50:18,E00404,1
TK000316,关闭,问题已解决,2025-04-14 14:50:18,E00404,1
TK000317,创建,工单创建,2025-04-27 16:50:35,E00469,1
TK000317,关闭,问题已解决,2025-04-28 07:50:35,E00469,1
TK000318,创建,工单创建,2025-05-16 12:40:16,E00181,1
TK000318,关闭,问题已解决,2025-05-19 07:40:16,E00181,1
TK000319,创建,工单创建,2025-05-03 12:51:14,E00074,1
TK000319,关闭,问题已解决,2025-05-05 07:51:14,E00074,1
TK000320,创建,工单创建,2025-05-12 21:06:08,E00101,1
TK000320,关闭,问题已解决,2025-05-15 12:06:08,E00101,1
TK000321,创建,工单创建,2025-05-28 12:52:08,E00121,1
TK000321,关闭,问题已解决,2025-05-29 16:52:08,E00121,1
TK000322,创建,工单创建,2025-05-04 18:29:07,E00053,1
TK000322,关闭,问题已解决,2025-05-05 09:29:07,E00053,1
TK000323,创建,工单创建,2025-06-08 22:27:49,E00257,1
TK000323,关闭,问题已解决,2025-06-10 05:27:49,E00257,1
TK000324,创建,工单创建,2025-05-20 19:47:39,E00294,1
TK000324,关闭,问题已解决,2025-05-21 17:47:39,E00294,1
TK000325,创建,工单创建,2025-05-19 13:50:03,E00093,1
TK000325,关闭,问题已解决,2025-05-20 16:50:03,E00093,1
TK000326,创建,工单创建,2025-06-21 13:41:33,E00119,1
TK000326,关闭,问题已解决,2025-06-23 15:41:33,E00119,1
TK000327,创建,工单创建,2025-06-27 13:20:28,E00603,1
TK000327,关闭,问题已解决,2025-06-30 10:20:28,E00603,1
TK000328,创建,工单创建,2025-06-01 09:12:39,E00336,1
TK000328,关闭,问题已解决,2025-06-04 02:12:39,E00336,1
TK000329,创建,工单创建,2025-06-17 17:27:11,E00452,1
TK000329,关闭,问题已解决,2025-06-18 19:27:11,E00452,1
TK000330,创建,工单创建,2025-05-14 18:55:07,E00117,1
TK000331,创建,工单创建,2025-05-21 21:20:24,E00266,1
TK000331,关闭,问题已解决,2025-05-23 17:20:24,E00266,1
TK000332,创建,工单创建,2025-04-18 22:28:01,E00525,1
TK000332,关闭,问题已解决,2025-04-19 01:28:01,E00525,1
TK000333,创建,工单创建,2025-04-21 23:05:22,E00100,1
TK000333,关闭,问题已解决,2025-04-24 08:05:22,E00100,1
TK000334,创建,工单创建,2025-05-28 21:12:02,E00313,1
TK000334,关闭,问题已解决,2025-05-31 06:12:02,E00313,1
TK000335,创建,工单创建,2025-05-10 21:50:15,E00607,1
TK000335,关闭,问题已解决,2025-05-11 18:50:15,E00607,1
TK000336,创建,工单创建,2025-06-14 19:43:03,E00163,1
TK000336,关闭,问题已解决,2025-06-17 09:43:03,E00163,1
TK000337,创建,工单创建,2025-06-08 12:55:33,E00144,1
TK000338,创建,工单创建,2025-06-03 13:04:12,E00119,1
TK000338,关闭,问题已解决,2025-06-03 20:04:12,E00119,1
TK000339,创建,工单创建,2025-05-18 08:50:21,E00535,1
TK000340,创建,工单创建,2025-06-16 21:13:42,E00139,1
TK000340,关闭,问题已解决,2025-06-18 18:13:42,E00139,1
TK000341,创建,工单创建,2025-05-31 12:02:58,E00223,1
TK000341,关闭,问题已解决,2025-06-01 06:02:58,E00223,1
TK000342,创建,工单创建,2025-06-14 13:26:03,E00308,1
TK000343,创建,工单创建,2025-06-22 21:01:11,E00131,1
TK000344,创建,工单创建,2025-06-08 09:54:00,E00094,1
TK000344,关闭,问题已解决,2025-06-11 05:54:00,E00094,1
TK000345,创建,工单创建,2025-06-06 22:24:17,E00618,1
TK000346,创建,工单创建,2025-05-24 22:47:39,E00027,1
TK000347,创建,工单创建,2025-05-03 13:40:34,E00482,1
TK000347,关闭,问题已解决,2025-05-05 21:40:34,E00482,1
TK000348,创建,工单创建,2025-06-27 20:20:47,E00512,1
TK000348,关闭,问题已解决,2025-06-30 15:20:47,E00512,1
TK000349,创建,工单创建,2025-02-23 13:41:24,E00431,1
TK000349,关闭,问题已解决,2025-02-24 01:41:24,E00431,1
TK000350,创建,工单创建,2025-06-14 22:56:15,E00488,1
TK000351,创建,工单创建,2025-04-27 13:20:26,E00104,1
TK000351,关闭,问题已解决,2025-04-28 08:20:26,E00104,1
TK000352,创建,工单创建,2025-05-10 17:48:55,E00593,1
TK000352,关闭,问题已解决,2025-05-13 01:48:55,E00593,1
TK000353,创建,工单创建,2025-05-19 22:26:03,E00519,1
TK000354,创建,工单创建,2025-06-25 21:03:44,E00309,1
TK000354,关闭,问题已解决,2025-06-28 20:03:44,E00309,1
TK000355,创建,工单创建,2025-06-07 13:22:15,E00119,1
TK000355,关闭,问题已解决,2025-06-08 19:22:15,E00119,1
TK000356,创建,工单创建,2025-06-02 13:26:55,E00303,1
TK000356,关闭,问题已解决,2025-06-04 07:26:55,E00303,1
TK000357,创建,工单创建,2025-05-18 20:54:19,E00406,1
TK000357,关闭,问题已解决,2025-05-19 02:54:19,E00406,1
TK000358,创建,工单创建,2025-05-09 20:31:44,E00051,1
TK000358,关闭,问题已解决,2025-05-11 23:31:44,E00051,1
TK000359,创建,工单创建,2025-06-07 20:30:54,E00605,1
TK000359,关闭,问题已解决,2025-06-08 19:30:54,E00605,1
TK000360,创建,工单创建,2025-06-25 22:28:12,E00386,1
TK000360,关闭,问题已解决,2025-06-25 23:28:12,E00386,1
TK000361,创建,工单创建,2025-01-26 10:50:38,E00260,1
TK000361,关闭,问题已解决,2025-01-27 20:50:38,E00260,1
TK000362,创建,工单创建,2025-05-31 20:26:01,E00317,1
TK000362,关闭,问题已解决,2025-06-01 16:26:01,E00317,1
TK000363,创建,工单创建,2025-04-12 21:41:36,E00400,1
TK000363,关闭,问题已解决,2025-04-15 03:41:36,E00400,1
TK000364,创建,工单创建,2025-05-26 12:06:22,E00254,1
TK000364,关闭,问题已解决,2025-05-28 13:06:22,E00254,1
TK000365,创建,工单创建,2025-06-20 19:53:50,E00467,1
TK000365,关闭,问题已解决,2025-06-23 19:53:50,E00467,1
TK000366,创建,工单创建,2025-05-02 13:51:55,E00124,1
TK000366,关闭,问题已解决,2025-05-04 22:51:55,E00124,1
TK000367,创建,工单创建,2025-06-11 13:22:25,E00561,1
TK000367,关闭,问题已解决,2025-06-14 02:22:25,E00561,1
TK000368,创建,工单创建,2025-06-06 19:02:20,E00626,1
TK000368,关闭,问题已解决,2025-06-07 17:02:20,E00626,1
TK000369,创建,工单创建,2025-06-21 20:26:48,E00501,1
TK000370,创建,工单创建,2025-04-09 12:16:49,E00629,1
TK000370,关闭,问题已解决,2025-04-09 21:16:49,E00629,1
TK000371,创建,工单创建,2025-06-10 08:25:35,E00204,1
TK000371,关闭,问题已解决,2025-06-10 18:25:35,E00204,1
TK000372,创建,工单创建,2025-04-14 15:35:09,E00097,1
TK000372,关闭,问题已解决,2025-04-15 21:35:09,E00097,1
TK000373,创建,工单创建,2025-06-08 12:08:32,E00257,1
TK000373,关闭,问题已解决,2025-06-09 18:08:32,E00257,1
TK000374,创建,工单创建,2025-05-06 10:02:26,E00133,1
TK000374,关闭,问题已解决,2025-05-07 02:02:26,E00133,1
TK000375,创建,工单创建,2025-06-01 17:59:31,E00586,1
TK000375,关闭,问题已解决,2025-06-02 03:59:31,E00586,1
TK000376,创建,工单创建,2025-04-10 10:32:43,E00396,1
TK000376,关闭,问题已解决,2025-04-12 13:32:43,E00396,1
TK000377,创建,工单创建,2025-05-25 13:24:30,E00235,1
TK000377,关闭,问题已解决,2025-05-28 04:24:30,E00235,1
TK000378,创建,工单创建,2025-05-22 21:29:15,E00042,1
TK000378,关闭,问题已解决,2025-05-24 14:29:15,E00042,1
TK000379,创建,工单创建,2025-05-08 19:37:51,E00050,1
TK000380,创建,工单创建,2025-04-06 22:08:14,E00160,1
TK000380,关闭,问题已解决,2025-04-07 23:08:14,E00160,1
TK000381,创建,工单创建,2025-06-18 20:51:33,E00489,1
TK000382,创建,工单创建,2025-04-30 10:38:45,E00458,1
TK000382,关闭,问题已解决,2025-05-02 04:38:45,E00458,1
TK000383,创建,工单创建,2025-05-09 12:21:14,E00066,1
TK000384,创建,工单创建,2025-05-10 19:27:31,E00033,1
TK000384,关闭,问题已解决,2025-05-13 05:27:31,E00033,1
TK000385,创建,工单创建,2025-03-29 06:40:53,E00244,1
TK000385,关闭,问题已解决,2025-03-30 08:40:53,E00244,1
TK000386,创建,工单创建,2025-06-09 21:05:32,E00101,1
TK000386,关闭,问题已解决,2025-06-10 21:05:32,E00101,1
TK000387,创建,工单创建,2025-02-22 21:03:21,E00438,1
TK000387,关闭,问题已解决,2025-02-24 14:03:21,E00438,1
TK000388,创建,工单创建,2025-05-12 15:27:17,E00075,1
TK000388,关闭,问题已解决,2025-05-14 12:27:17,E00075,1
TK000389,创建,工单创建,2025-06-16 21:48:49,E00210,1
TK000389,关闭,问题已解决,2025-06-17 20:48:49,E00210,1
TK000390,创建,工单创建,2025-05-04 22:59:46,E00117,1
TK000390,关闭,问题已解决,2025-05-07 12:59:46,E00117,1
TK000391,创建,工单创建,2025-06-08 10:32:39,E00546,1
TK000391,关闭,问题已解决,2025-06-10 02:32:39,E00546,1
TK000392,创建,工单创建,2025-03-30 22:39:52,E00546,1
TK000392,关闭,问题已解决,2025-03-31 20:39:52,E00546,1
TK000393,创建,工单创建,2025-04-02 12:45:28,E00207,1
TK000393,关闭,问题已解决,2025-04-02 22:45:28,E00207,1
TK000394,创建,工单创建,2025-04-19 12:08:11,E00649,1
TK000395,创建,工单创建,2025-05-13 13:27:00,E00181,1
TK000395,关闭,问题已解决,2025-05-16 07:27:00,E00181,1
TK000396,创建,工单创建,2025-04-01 19:37:22,E00171,1
TK000396,关闭,问题已解决,2025-04-02 20:37:22,E00171,1
TK000397,创建,工单创建,2025-05-19 13:24:47,E00457,1
TK000397,关闭,问题已解决,2025-05-21 08:24:47,E00457,1
TK000398,创建,工单创建,2025-05-24 13:42:54,E00109,1
TK000398,关闭,问题已解决,2025-05-24 19:42:54,E00109,1
TK000399,创建,工单创建,2025-05-02 20:05:25,E00065,1
TK000399,关闭,问题已解决,2025-05-04 10:05:25,E00065,1
TK000400,创建,工单创建,2025-05-14 15:33:44,E00278,1
TK000400,关闭,问题已解决,2025-05-17 06:33:44,E00278,1
TK000401,创建,工单创建,2025-04-22 21:18:13,E00255,1
TK000401,关闭,问题已解决,2025-04-24 20:18:13,E00255,1
TK000402,创建,工单创建,2025-05-27 22:19:03,E00486,1
TK000402,关闭,问题已解决,2025-05-28 04:19:03,E00486,1
TK000403,创建,工单创建,2025-04-13 22:22:58,E00428,1
TK000403,关闭,问题已解决,2025-04-16 03:22:58,E00428,1
TK000404,创建,工单创建,2025-05-30 06:17:00,E00041,1
TK000404,关闭,问题已解决,2025-06-01 13:17:00,E00041,1
TK000405,创建,工单创建,2025-05-17 12:09:16,E00561,1
TK000405,关闭,问题已解决,2025-05-18 13:09:16,E00561,1
TK000406,创建,工单创建,2025-03-03 17:36:33,E00128,1
TK000406,关闭,问题已解决,2025-03-06 10:36:33,E00128,1
TK000407,创建,工单创建,2025-04-06 13:39:51,E00007,1
TK000407,关闭,问题已解决,2025-04-09 03:39:51,E00007,1
TK000408,创建,工单创建,2025-06-02 22:37:31,E00274,1
TK000408,关闭,问题已解决,2025-06-04 13:37:31,E00274,1
TK000409,创建,工单创建,2025-05-06 12:06:48,E00289,1
TK000409,关闭,问题已解决,2025-05-06 19:06:48,E00289,1
TK000410,创建,工单创建,2025-03-30 15:07:11,E00043,1
TK000410,关闭,问题已解决,2025-03-31 13:07:11,E00043,1
TK000411,创建,工单创建,2025-02-11 09:31:16,E00643,1
TK000411,关闭,问题已解决,2025-02-11 21:31:16,E00643,1
TK000412,创建,工单创建,2025-03-26 16:07:39,E00421,1
TK000412,关闭,问题已解决,2025-03-28 03:07:39,E00421,1
TK000413,创建,工单创建,2025-05-02 12:11:44,E00199,1
TK000413,关闭,问题已解决,2025-05-05 06:11:44,E00199,1
TK000414,创建,工单创建,2025-05-19 21:24:04,E00383,1
TK000414,关闭,问题已解决,2025-05-20 11:24:04,E00383,1
TK000415,创建,工单创建,2025-05-12 21:34:34,E00148,1
TK000415,关闭,问题已解决,2025-05-13 21:34:34,E00148,1
TK000416,创建,工单创建,2025-05-19 09:12:17,E00162,1
TK000416,关闭,问题已解决,2025-05-21 04:12:17,E00162,1
TK000417,创建,工单创建,2025-06-09 17:07:45,E00369,1
TK000417,关闭,问题已解决,2025-06-12 14:07:45,E00369,1
TK000418,创建,工单创建,2025-05-16 13:27:45,E00279,1
TK000418,关闭,问题已解决,2025-05-18 16:27:45,E00279,1
TK000419,创建,工单创建,2025-05-09 20:57:43,E00414,1
TK000419,关闭,问题已解决,2025-05-10 21:57:43,E00414,1
TK000420,创建,工单创建,2025-04-24 22:32:06,E00263,1
TK000421,创建,工单创建,2025-06-01 22:35:34,E00343,1
TK000421,关闭,问题已解决,2025-06-04 21:35:34,E00343,1
TK000422,创建,工单创建,2025-03-16 20:37:59,E00425,1
TK000422,关闭,问题已解决,2025-03-18 13:37:59,E00425,1
TK000423,创建,工单创建,2025-04-13 13:19:26,E00072,1
TK000423,关闭,问题已解决,2025-04-13 15:19:26,E00072,1
TK000424,创建,工单创建,2025-03-28 12:57:24,E00226,1
TK000425,创建,工单创建,2025-06-08 12:38:01,E00506,1
TK000425,关闭,问题已解决,2025-06-09 09:38:01,E00506,1
TK000426,创建,工单创建,2025-05-22 20:00:30,E00135,1
TK000426,关闭,问题已解决,2025-05-24 16:00:30,E00135,1
TK000427,创建,工单创建,2025-05-08 13:17:54,E00639,1
TK000428,创建,工单创建,2025-05-20 21:39:26,E00644,1
TK000428,关闭,问题已解决,2025-05-23 15:39:26,E00644,1
TK000429,创建,工单创建,2025-05-26 21:53:54,E00402,1
TK000429,关闭,问题已解决,2025-05-29 02:53:54,E00402,1
TK000430,创建,工单创建,2025-06-11 21:05:35,E00156,1
TK000430,关闭,问题已解决,2025-06-14 00:05:35,E00156,1
TK000431,创建,工单创建,2025-06-11 22:31:55,E00194,1
TK000431,关闭,问题已解决,2025-06-13 22:31:55,E00194,1
TK000432,创建,工单创建,2025-04-13 22:18:06,E00044,1
TK000432,关闭,问题已解决,2025-04-14 06:18:06,E00044,1
TK000433,创建,工单创建,2025-06-08 20:35:22,E00110,1
TK000433,关闭,问题已解决,2025-06-11 10:35:22,E00110,1
TK000434,创建,工单创建,2025-05-23 21:32:04,E00441,1
TK000434,关闭,问题已解决,2025-05-24 03:32:04,E00441,1
TK000435,创建,工单创建,2025-03-12 13:49:45,E00155,1
TK000435,关闭,问题已解决,2025-03-14 16:49:45,E00155,1
TK000436,创建,工单创建,2025-04-22 11:07:46,E00159,1
TK000436,关闭,问题已解决,2025-04-24 14:07:46,E00159,1
TK000437,创建,工单创建,2025-05-15 14:18:38,E00302,1
TK000437,关闭,问题已解决,2025-05-17 23:18:38,E00302,1
TK000438,创建,工单创建,2025-05-12 22:44:08,E00122,1
TK000438,关闭,问题已解决,2025-05-13 02:44:08,E00122,1
TK000439,创建,工单创建,2025-06-15 22:44:25,E00097,1
TK000439,关闭,问题已解决,2025-06-16 17:44:25,E00097,1
TK000440,创建,工单创建,2025-04-17 22:16:51,E00594,1
TK000440,关闭,问题已解决,2025-04-19 08:16:51,E00594,1
TK000441,创建,工单创建,2025-06-06 12:41:21,E00552,1
TK000441,关闭,问题已解决,2025-06-08 08:41:21,E00552,1
TK000442,创建,工单创建,2025-02-16 22:22:57,E00537,1
TK000443,创建,工单创建,2025-04-12 21:32:59,E00489,1
TK000443,关闭,问题已解决,2025-04-15 20:32:59,E00489,1
TK000444,创建,工单创建,2025-05-25 20:54:19,E00384,1
TK000444,关闭,问题已解决,2025-05-28 03:54:19,E00384,1
TK000445,创建,工单创建,2025-06-09 18:20:23,E00392,1
TK000445,关闭,问题已解决,2025-06-11 08:20:23,E00392,1
TK000446,创建,工单创建,2025-02-16 10:29:27,E00214,1
TK000446,关闭,问题已解决,2025-02-16 19:29:27,E00214,1
TK000447,创建,工单创建,2025-04-16 18:07:24,E00282,1
TK000447,关闭,问题已解决,2025-04-17 00:07:24,E00282,1
TK000448,创建,工单创建,2025-06-01 20:08:17,E00618,1
TK000448,关闭,问题已解决,2025-06-03 20:08:17,E00618,1
TK000449,创建,工单创建,2025-05-30 12:49:06,E00590,1
TK000449,关闭,问题已解决,2025-05-31 06:49:06,E00590,1
TK000450,创建,工单创建,2025-03-17 17:14:51,E00546,1
TK000450,关闭,问题已解决,2025-03-18 01:14:51,E00546,1
TK000451,创建,工单创建,2025-03-16 21:23:47,E00096,1
TK000451,关闭,问题已解决,2025-03-18 09:23:47,E00096,1
TK000452,创建,工单创建,2025-04-29 19:13:59,E00453,1
TK000452,关闭,问题已解决,2025-05-02 05:13:59,E00453,1
TK000453,创建,工单创建,2025-06-01 13:56:56,E00344,1
TK000453,关闭,问题已解决,2025-06-04 13:56:56,E00344,1
TK000454,创建,工单创建,2025-06-16 13:29:01,E00522,1
TK000454,关闭,问题已解决,2025-06-18 20:29:01,E00522,1
TK000455,创建,工单创建,2025-06-03 17:42:43,E00217,1
TK000455,关闭,问题已解决,2025-06-04 14:42:43,E00217,1
TK000456,创建,工单创建,2025-05-30 23:33:08,E00124,1
TK000456,关闭,问题已解决,2025-06-02 01:33:08,E00124,1
TK000457,创建,工单创建,2025-04-15 12:07:07,E00286,1
TK000457,关闭,问题已解决,2025-04-17 04:07:07,E00286,1
TK000458,创建,工单创建,2025-06-19 18:08:11,E00520,1
TK000458,关闭,问题已解决,2025-06-22 04:08:11,E00520,1
TK000459,创建,工单创建,2025-04-13 15:40:57,E00287,1
TK000459,关闭,问题已解决,2025-04-14 05:40:57,E00287,1
