biz_date,loan_id,fee_type,amount,is_test_data
2025-04-14,LN20250315000010,SERVICE_FEE,20.00,1
2025-04-19,LN20250320000012,SERVICE_FEE,300.00,1
2025-04-15,LN20250316000014,SERVICE_FEE,54.97,1
2025-03-15,LN20250213000027,SERVICE_FEE,1576.81,1
2025-03-31,LN20250301000023,SERVICE_FEE,160.00,1
2025-03-31,LN20250301000024,SERVICE_FEE,770.34,1
2025-03-02,LN20250131000012,SERVICE_FEE,160.00,1
2025-02-24,LN20250125000009,SERVICE_FEE,150.00,1
2025-05-20,LN20250420000012,SERVICE_FEE,20.00,1
2025-06-29,LN20250530000012,SERVICE_FEE,373.01,1
2025-06-02,LN20250503000012,SERVICE_FEE,907.72,1
2025-06-22,LN20250523000016,SERVICE_FEE,121.02,1
2025-06-20,LN20250521000013,SERVICE_FEE,273.52,1
2025-04-05,LN20250306000026,SERVICE_FEE,500.00,1
2025-06-28,LN20250529000015,SERVICE_FEE,535.66,1
2025-05-15,LN20250415000007,SERVICE_FEE,300.00,1
2025-06-18,LN20250519000011,SERVICE_FEE,200.00,1
2025-03-19,LN20250217000016,SERVICE_FEE,160.00,1
2025-03-21,LN20250219000022,SERVICE_FEE,290.97,1
2025-03-15,LN20250213000028,SERVICE_FEE,240.00,1
2025-06-23,LN20250524000014,SERVICE_FEE,377.09,1
2025-02-19,LN20250120000005,SERVICE_FEE,33.48,1
2025-06-05,LN20250506000005,SERVICE_FEE,4.32,1
2025-05-31,LN20250501000010,SERVICE_FEE,794.97,1
2025-05-27,LN20250427000010,SERVICE_FEE,40.00,1
2025-05-24,LN20250424000008,SERVICE_FEE,160.00,1
2025-04-16,LN20250317000026,SERVICE_FEE,10.00,1
2025-05-31,LN20250501000011,SERVICE_FEE,921.88,1
2025-06-24,LN20250525000010,SERVICE_FEE,20.00,1
2025-05-05,LN20250405000014,SERVICE_FEE,260.78,1
2025-04-10,LN20250311000019,SERVICE_FEE,25.00,1
2025-05-19,LN20250419000010,SERVICE_FEE,445.74,1
2025-04-22,LN20250323000013,SERVICE_FEE,20.00,1
2025-04-21,LN20250322000020,SERVICE_FEE,200.00,1
2025-04-01,LN20250302000017,SERVICE_FEE,8.89,1
2025-04-12,LN20250313000027,SERVICE_FEE,424.10,1
2025-05-15,LN20250415000008,SERVICE_FEE,100.00,1
2025-05-15,LN20250415000009,SERVICE_FEE,248.40,1
2025-06-08,LN20250509000007,SERVICE_FEE,594.20,1
2025-04-12,LN20250313000028,SERVICE_FEE,240.00,1
2025-05-30,LN20250430000012,SERVICE_FEE,80.00,1
2025-06-06,LN20250507000019,SERVICE_FEE,100.00,1
2025-05-19,LN20250419000011,SERVICE_FEE,100.00,1
2025-05-17,LN20250417000012,SERVICE_FEE,769.32,1
2025-05-06,LN20250406000012,SERVICE_FEE,71.37,1
2025-04-07,LN20250308000024,SERVICE_FEE,75.13,1
2025-04-11,LN20250312000023,SERVICE_FEE,263.19,1
2025-04-08,LN20250309000020,SERVICE_FEE,11.61,1
2025-04-30,LN20250331000011,SERVICE_FEE,900.00,1
2025-05-30,LN20250430000013,SERVICE_FEE,98.87,1
2025-05-22,LN20250422000010,SERVICE_FEE,20.00,1
2025-05-31,LN20250501000012,SERVICE_FEE,245.19,1
2025-06-18,LN20250519000012,SERVICE_FEE,10.00,1
2025-06-18,LN20250519000013,SERVICE_FEE,634.14,1
2025-03-10,LN20250208000012,SERVICE_FEE,38.81,1
2025-03-02,LN20250131000013,SERVICE_FEE,400.00,1
2025-02-27,LN20250128000010,SERVICE_FEE,40.00,1
2025-06-22,LN20250523000017,SERVICE_FEE,300.00,1
2025-04-01,LN20250302000018,SERVICE_FEE,80.00,1
2025-04-29,LN20250330000008,SERVICE_FEE,10.00,1
2025-03-17,LN20250215000025,SERVICE_FEE,60.00,1
2025-04-15,LN20250316000015,SERVICE_FEE,183.09,1
2025-03-14,LN20250212000025,SERVICE_FEE,400.00,1
2025-06-21,LN20250522000015,SERVICE_FEE,1629.22,1
2025-05-21,LN20250421000011,SERVICE_FEE,200.00,1
2025-03-11,LN20250209000015,SERVICE_FEE,100.00,1
2025-03-19,LN20250217000017,SERVICE_FEE,100.00,1
2025-06-25,LN20250526000018,SERVICE_FEE,504.76,1
2025-04-11,LN20250312000024,SERVICE_FEE,100.00,1
2025-04-30,LN20250331000012,SERVICE_FEE,20.00,1
2025-04-25,LN20250326000011,SERVICE_FEE,66.26,1
2025-03-10,LN20250208000013,SERVICE_FEE,20.27,1
2025-03-11,LN20250209000016,SERVICE_FEE,40.00,1
2025-03-29,LN20250227000019,SERVICE_FEE,1401.77,1
2025-03-23,LN20250221000021,SERVICE_FEE,89.72,1
2025-05-22,LN20250422000011,SERVICE_FEE,438.58,1
2025-03-19,LN20250217000018,SERVICE_FEE,20.00,1
2025-03-29,LN20250227000020,SERVICE_FEE,175.16,1
2025-03-10,LN20250208000014,SERVICE_FEE,22.60,1
2025-05-24,LN20250424000009,SERVICE_FEE,50.00,1
2025-03-23,LN20250221000022,SERVICE_FEE,268.54,1
2025-04-03,LN20250304000025,SERVICE_FEE,25.00,1
2025-02-23,LN20250124000007,SERVICE_FEE,146.82,1
2025-02-27,LN20250128000011,SERVICE_FEE,200.00,1
2025-03-03,LN20250201000010,SERVICE_FEE,33.87,1
2025-05-24,LN20250424000010,SERVICE_FEE,246.49,1
2025-03-17,LN20250215000026,SERVICE_FEE,139.13,1
2025-04-25,LN20250326000012,SERVICE_FEE,100.00,1
2025-03-16,LN20250214000027,SERVICE_FEE,100.00,1
2025-03-03,LN20250201000011,SERVICE_FEE,40.00,1
2025-06-23,LN20250524000015,SERVICE_FEE,185.86,1
2025-06-18,LN20250519000014,SERVICE_FEE,492.48,1
2025-04-21,LN20250322000021,SERVICE_FEE,300.00,1
2025-06-15,LN20250516000013,SERVICE_FEE,100.87,1
2025-03-07,LN20250205000016,SERVICE_FEE,478.26,1
2025-03-29,LN20250227000021,SERVICE_FEE,228.14,1
2025-05-31,LN20250501000013,SERVICE_FEE,160.00,1
2025-03-04,LN20250202000006,SERVICE_FEE,99.47,1
2025-04-06,LN20250307000029,SERVICE_FEE,400.00,1
2025-05-12,LN20250412000010,SERVICE_FEE,160.00,1
2025-04-23,LN20250324000017,SERVICE_FEE,132.90,1
2025-03-24,LN20250222000019,SERVICE_FEE,40.00,1
2025-02-21,LN20250122000004,SERVICE_FEE,183.07,1
2025-03-01,LN20250130000013,SERVICE_FEE,200.00,1
2025-04-09,LN20250310000023,SERVICE_FEE,908.23,1
2025-03-27,LN20250225000016,SERVICE_FEE,150.00,1
2025-03-18,LN20250216000018,SERVICE_FEE,10.00,1
2025-04-16,LN20250317000027,SERVICE_FEE,150.00,1
2025-03-16,LN20250214000028,SERVICE_FEE,200.00,1
2025-02-26,LN20250127000006,SERVICE_FEE,40.00,1
2025-03-03,LN20250201000012,SERVICE_FEE,30.00,1
2025-03-08,LN20250206000015,SERVICE_FEE,300.00,1
2025-04-18,LN20250319000017,SERVICE_FEE,8.29,1
2025-04-15,LN20250316000016,SERVICE_FEE,92.11,1
2025-06-18,LN20250519000015,SERVICE_FEE,104.94,1
2025-04-30,LN20250331000013,SERVICE_FEE,40.00,1
2025-02-17,LN20250118000006,SERVICE_FEE,80.00,1
2025-03-02,LN20250131000014,SERVICE_FEE,100.00,1
2025-06-11,LN20250512000016,SERVICE_FEE,283.94,1
2025-03-08,LN20250206000016,SERVICE_FEE,50.00,1
2025-06-09,LN20250510000012,SERVICE_FEE,40.00,1
2025-05-19,LN20250419000012,SERVICE_FEE,174.18,1
2025-06-27,LN20250528000011,SERVICE_FEE,160.00,1
2025-05-17,LN20250417000013,SERVICE_FEE,75.00,1
2025-06-26,LN20250527000014,SERVICE_FEE,755.88,1
2025-06-22,LN20250523000018,SERVICE_FEE,145.52,1
2025-06-01,LN20250502000009,SERVICE_FEE,200.00,1
2025-04-03,LN20250304000026,SERVICE_FEE,20.00,1
2025-05-03,LN20250403000007,SERVICE_FEE,100.00,1
2025-05-21,LN20250421000012,SERVICE_FEE,429.37,1
2025-03-12,LN20250210000015,SERVICE_FEE,924.23,1
2025-03-25,LN20250223000024,SERVICE_FEE,10.31,1
2025-04-01,LN20250302000019,SERVICE_FEE,85.13,1
2025-03-26,LN20250224000026,SERVICE_FEE,150.00,1
2025-03-26,LN20250224000027,SERVICE_FEE,80.00,1
2025-03-23,LN20250221000023,SERVICE_FEE,300.00,1
2025-04-15,LN20250316000017,SERVICE_FEE,704.67,1
2025-02-25,LN20250126000005,SERVICE_FEE,491.12,1
2025-05-04,LN20250404000016,SERVICE_FEE,712.13,1
2025-05-04,LN20250404000017,SERVICE_FEE,67.66,1
2025-04-13,LN20250314000019,SERVICE_FEE,49.19,1
2025-03-31,LN20250301000025,SERVICE_FEE,600.00,1
2025-03-28,LN20250226000018,SERVICE_FEE,160.00,1
2025-03-31,LN20250301000026,SERVICE_FEE,50.14,1
2025-04-08,LN20250309000021,SERVICE_FEE,400.00,1
2025-04-05,LN20250306000027,SERVICE_FEE,1500.00,1
2025-03-29,LN20250227000022,SERVICE_FEE,20.00,1
2025-03-09,LN20250207000019,SERVICE_FEE,18.35,1
2025-03-23,LN20250221000024,SERVICE_FEE,55.93,1
2025-06-26,LN20250527000015,SERVICE_FEE,100.00,1
2025-06-24,LN20250525000011,SERVICE_FEE,85.79,1
2025-06-21,LN20250522000016,SERVICE_FEE,20.00,1
2025-06-29,LN20250530000013,SERVICE_FEE,200.00,1
2025-05-27,LN20250427000011,SERVICE_FEE,724.35,1
2025-05-11,LN20250411000011,SERVICE_FEE,400.00,1
2025-06-06,LN20250507000020,SERVICE_FEE,295.92,1
2025-03-24,LN20250222000020,SERVICE_FEE,27.00,1
2025-03-24,LN20250222000021,SERVICE_FEE,461.99,1
2025-05-04,LN20250404000018,SERVICE_FEE,40.00,1
2025-04-28,LN20250329000012,SERVICE_FEE,20.00,1
2025-05-15,LN20250415000010,SERVICE_FEE,40.00,1
2025-03-14,LN20250212000026,SERVICE_FEE,10.00,1
2025-03-29,LN20250227000023,SERVICE_FEE,24.46,1
2025-06-25,LN20250526000019,SERVICE_FEE,900.00,1
2025-06-17,LN20250518000008,SERVICE_FEE,200.00,1
2025-04-09,LN20250310000024,SERVICE_FEE,20.00,1
2025-03-31,LN20250301000027,SERVICE_FEE,141.78,1
2025-04-03,LN20250304000027,SERVICE_FEE,50.00,1
2025-05-08,LN20250408000012,SERVICE_FEE,712.19,1
2025-06-14,LN20250515000017,SERVICE_FEE,400.00,1
2025-06-06,LN20250507000021,SERVICE_FEE,453.55,1
2025-06-07,LN20250508000014,SERVICE_FEE,275.85,1
2025-04-22,LN20250323000014,SERVICE_FEE,300.00,1
2025-04-10,LN20250311000020,SERVICE_FEE,817.09,1
2025-04-11,LN20250312000025,SERVICE_FEE,150.00,1
2025-04-29,LN20250330000009,SERVICE_FEE,404.11,1
2025-02-19,LN20250120000006,SERVICE_FEE,20.00,1
2025-06-14,LN20250515000018,SERVICE_FEE,75.00,1
2025-06-29,LN20250530000014,SERVICE_FEE,145.74,1
2025-04-07,LN20250308000025,SERVICE_FEE,10.00,1
2025-03-19,LN20250217000019,SERVICE_FEE,200.00,1
2025-03-30,LN20250228000024,SERVICE_FEE,200.00,1
2025-04-08,LN20250309000022,SERVICE_FEE,919.93,1
2025-06-30,LN20250531000011,SERVICE_FEE,100.00,1
2025-06-08,LN20250509000008,SERVICE_FEE,975.59,1
2025-04-09,LN20250310000025,SERVICE_FEE,10.00,1
2025-04-04,LN20250305000017,SERVICE_FEE,395.24,1
2025-06-05,LN20250506000006,SERVICE_FEE,241.72,1
2025-04-21,LN20250322000022,SERVICE_FEE,100.00,1
2025-04-25,LN20250326000013,SERVICE_FEE,100.00,1
2025-05-04,LN20250404000019,SERVICE_FEE,116.48,1
2025-02-22,LN20250123000006,SERVICE_FEE,160.00,1
2025-04-11,LN20250312000026,SERVICE_FEE,100.00,1
2025-04-11,LN20250312000027,SERVICE_FEE,86.53,1
2025-04-21,LN20250322000023,SERVICE_FEE,438.33,1
2025-05-30,LN20250430000014,SERVICE_FEE,83.06,1
2025-06-28,LN20250529000016,SERVICE_FEE,94.73,1
2025-06-23,LN20250524000016,SERVICE_FEE,335.39,1
2025-03-17,LN20250215000027,SERVICE_FEE,752.10,1
2025-05-13,LN20250413000012,SERVICE_FEE,139.46,1
2025-04-26,LN20250327000024,SERVICE_FEE,146.18,1
2025-04-18,LN20250319000018,SERVICE_FEE,100.00,1
2025-04-02,LN20250303000020,SERVICE_FEE,160.00,1
2025-05-19,LN20250419000013,SERVICE_FEE,400.00,1
2025-04-23,LN20250324000018,SERVICE_FEE,30.00,1
2025-04-15,LN20250316000018,SERVICE_FEE,49.41,1
2025-04-26,LN20250327000025,SERVICE_FEE,250.00,1
2025-04-05,LN20250306000028,SERVICE_FEE,300.00,1
2025-04-17,LN20250318000016,SERVICE_FEE,90.58,1
2025-05-18,LN20250418000010,SERVICE_FEE,40.00,1
2025-05-13,LN20250413000013,SERVICE_FEE,200.00,1
2025-03-29,LN20250227000024,SERVICE_FEE,294.87,1
2025-04-28,LN20250329000013,SERVICE_FEE,75.00,1
2025-02-21,LN20250122000005,SERVICE_FEE,121.32,1
2025-04-12,LN20250313000029,SERVICE_FEE,40.00,1
2025-03-09,LN20250207000020,SERVICE_FEE,727.54,1
2025-04-06,LN20250307000030,SERVICE_FEE,9.46,1
2025-03-29,LN20250227000025,SERVICE_FEE,163.22,1
2025-02-25,LN20250126000006,SERVICE_FEE,77.54,1
2025-04-17,LN20250318000017,SERVICE_FEE,300.00,1
2025-04-04,LN20250305000018,SERVICE_FEE,5.00,1
2025-05-14,LN20250414000007,SERVICE_FEE,23.53,1
2025-03-24,LN20250222000022,SERVICE_FEE,20.00,1
2025-04-16,LN20250317000028,SERVICE_FEE,282.35,1
2025-03-26,LN20250224000028,SERVICE_FEE,434.23,1
2025-04-20,LN20250321000022,SERVICE_FEE,41.71,1
2025-03-12,LN20250210000016,SERVICE_FEE,30.00,1
2025-03-04,LN20250202000007,SERVICE_FEE,600.00,1
2025-06-27,LN20250528000012,SERVICE_FEE,240.00,1
2025-05-04,LN20250404000020,SERVICE_FEE,137.63,1
2025-05-26,LN20250426000006,SERVICE_FEE,500.70,1
2025-05-22,LN20250422000012,SERVICE_FEE,707.12,1
2025-04-16,LN20250317000029,SERVICE_FEE,200.00,1
2025-06-24,LN20250525000012,SERVICE_FEE,160.00,1
2025-02-17,LN20250118000007,SERVICE_FEE,100.00,1
2025-06-02,LN20250503000013,SERVICE_FEE,20.00,1
2025-05-01,LN20250401000010,SERVICE_FEE,50.00,1
2025-05-02,LN20250402000015,SERVICE_FEE,400.00,1
2025-05-24,LN20250424000011,SERVICE_FEE,189.39,1
2025-05-23,LN20250423000005,SERVICE_FEE,20.00,1
2025-03-19,LN20250217000020,SERVICE_FEE,573.77,1
2025-04-12,LN20250313000030,SERVICE_FEE,400.00,1
2025-04-27,LN20250328000014,SERVICE_FEE,20.00,1
2025-03-29,LN20250227000026,SERVICE_FEE,707.88,1
2025-03-03,LN20250201000013,SERVICE_FEE,150.00,1
2025-04-02,LN20250303000021,SERVICE_FEE,834.59,1
2025-03-14,LN20250212000027,SERVICE_FEE,987.82,1
2025-04-06,LN20250307000031,SERVICE_FEE,400.00,1
2025-04-20,LN20250321000023,SERVICE_FEE,200.00,1
2025-03-24,LN20250222000023,SERVICE_FEE,500.00,1
2025-05-10,LN20250410000004,SERVICE_FEE,150.00,1
2025-05-09,LN20250409000018,SERVICE_FEE,200.00,1
2025-04-22,LN20250323000015,SERVICE_FEE,80.00,1
2025-04-01,LN20250302000020,SERVICE_FEE,300.00,1
2025-04-25,LN20250326000014,SERVICE_FEE,188.76,1
2025-05-26,LN20250426000007,SERVICE_FEE,245.21,1
2025-05-28,LN20250428000009,SERVICE_FEE,141.49,1
2025-05-23,LN20250423000006,SERVICE_FEE,168.17,1
2025-06-04,LN20250505000006,SERVICE_FEE,100.00,1
2025-03-15,LN20250213000029,SERVICE_FEE,537.63,1
2025-05-17,LN20250417000014,SERVICE_FEE,528.63,1
2025-05-18,LN20250418000011,SERVICE_FEE,450.00,1
2025-06-10,LN20250511000020,SERVICE_FEE,400.00,1
2025-06-12,LN20250513000014,SERVICE_FEE,150.00,1
2025-06-18,LN20250519000016,SERVICE_FEE,200.00,1
2025-03-23,LN20250221000025,SERVICE_FEE,698.59,1
2025-04-15,LN20250316000019,SERVICE_FEE,282.10,1
2025-05-29,LN20250429000011,SERVICE_FEE,90.71,1
2025-04-26,LN20250327000026,SERVICE_FEE,76.96,1
2025-04-16,LN20250317000030,SERVICE_FEE,500.00,1
2025-04-13,LN20250314000020,SERVICE_FEE,150.00,1
2025-04-16,LN20250317000031,SERVICE_FEE,20.00,1
2025-03-04,LN20250202000008,SERVICE_FEE,600.00,1
2025-03-04,LN20250202000009,SERVICE_FEE,26.42,1
2025-05-12,LN20250412000011,SERVICE_FEE,100.00,1
2025-05-15,LN20250415000011,SERVICE_FEE,80.00,1
2025-06-20,LN20250521000014,SERVICE_FEE,10.78,1
2025-06-17,LN20250518000009,SERVICE_FEE,10.00,1
2025-04-05,LN20250306000029,SERVICE_FEE,300.00,1
2025-03-04,LN20250202000010,SERVICE_FEE,431.30,1
2025-03-09,LN20250207000021,SERVICE_FEE,5.00,1
2025-06-28,LN20250529000017,SERVICE_FEE,300.00,1
2025-06-05,LN20250506000007,SERVICE_FEE,414.75,1
2025-04-08,LN20250309000023,SERVICE_FEE,281.10,1
2025-04-19,LN20250320000013,SERVICE_FEE,200.00,1
2025-04-13,LN20250314000021,SERVICE_FEE,300.00,1
2025-03-10,LN20250208000015,SERVICE_FEE,453.11,1
2025-03-08,LN20250206000017,SERVICE_FEE,22.41,1
2025-03-01,LN20250130000014,SERVICE_FEE,220.16,1
2025-02-17,LN20250118000008,SERVICE_FEE,80.00,1
2025-04-27,LN20250328000015,SERVICE_FEE,200.00,1
2025-03-25,LN20250223000025,SERVICE_FEE,215.33,1
2025-05-18,LN20250418000012,SERVICE_FEE,72.95,1
2025-03-09,LN20250207000022,SERVICE_FEE,99.55,1
2025-03-04,LN20250202000011,SERVICE_FEE,150.00,1
2025-03-07,LN20250205000017,SERVICE_FEE,67.35,1
2025-06-20,LN20250521000015,SERVICE_FEE,248.92,1
2025-03-17,LN20250215000028,SERVICE_FEE,400.00,1
2025-04-27,LN20250328000016,SERVICE_FEE,200.00,1
2025-03-28,LN20250226000019,SERVICE_FEE,137.69,1
2025-04-12,LN20250313000031,SERVICE_FEE,800.75,1
2025-03-25,LN20250223000026,SERVICE_FEE,235.94,1
2025-05-04,LN20250404000021,SERVICE_FEE,400.00,1
2025-04-01,LN20250302000021,SERVICE_FEE,25.00,1
2025-03-20,LN20250218000017,SERVICE_FEE,212.60,1
2025-04-08,LN20250309000024,SERVICE_FEE,25.00,1
2025-05-15,LN20250415000012,SERVICE_FEE,217.07,1
2025-04-30,LN20250331000014,SERVICE_FEE,40.75,1
2025-06-17,LN20250518000010,SERVICE_FEE,40.00,1
2025-04-27,LN20250328000017,SERVICE_FEE,265.22,1
2025-03-24,LN20250222000024,SERVICE_FEE,400.00,1
2025-04-03,LN20250304000028,SERVICE_FEE,342.15,1
2025-03-16,LN20250214000029,SERVICE_FEE,259.49,1
2025-03-13,LN20250211000016,SERVICE_FEE,146.99,1
2025-03-26,LN20250224000029,SERVICE_FEE,50.00,1
2025-03-16,LN20250214000030,SERVICE_FEE,502.27,1
2025-04-09,LN20250310000026,SERVICE_FEE,5.00,1
2025-05-21,LN20250421000013,SERVICE_FEE,825.79,1
2025-06-01,LN20250502000010,SERVICE_FEE,530.84,1
2025-06-24,LN20250525000013,SERVICE_FEE,25.00,1
2025-05-18,LN20250418000013,SERVICE_FEE,20.00,1
2025-05-14,LN20250414000008,SERVICE_FEE,200.00,1
2025-04-19,LN20250320000014,SERVICE_FEE,30.00,1
2025-03-08,LN20250206000018,SERVICE_FEE,143.98,1
2025-03-16,LN20250214000031,SERVICE_FEE,30.44,1
2025-04-08,LN20250309000025,SERVICE_FEE,590.25,1
2025-04-17,LN20250318000018,SERVICE_FEE,90.07,1
2025-05-12,LN20250412000012,SERVICE_FEE,979.68,1
2025-02-25,LN20250126000007,SERVICE_FEE,75.00,1
2025-03-25,LN20250223000027,SERVICE_FEE,36.06,1
2025-03-17,LN20250215000029,SERVICE_FEE,34.16,1
2025-03-09,LN20250207000023,SERVICE_FEE,75.00,1
2025-03-08,LN20250206000019,SERVICE_FEE,200.00,1
2025-05-04,LN20250404000022,SERVICE_FEE,100.00,1
2025-04-30,LN20250331000015,SERVICE_FEE,136.19,1
2025-04-25,LN20250326000015,SERVICE_FEE,150.00,1
2025-04-16,LN20250317000032,SERVICE_FEE,30.00,1
2025-03-20,LN20250218000018,SERVICE_FEE,1033.51,1
2025-03-24,LN20250222000025,SERVICE_FEE,400.00,1
2025-03-21,LN20250219000023,SERVICE_FEE,160.00,1
2025-05-19,LN20250419000014,SERVICE_FEE,30.19,1
2025-06-14,LN20250515000019,SERVICE_FEE,61.21,1
2025-03-06,LN20250204000015,SERVICE_FEE,400.00,1
2025-04-02,LN20250303000022,SERVICE_FEE,448.76,1
2025-04-08,LN20250309000026,SERVICE_FEE,578.79,1
2025-03-30,LN20250228000025,SERVICE_FEE,290.96,1
2025-03-23,LN20250221000026,SERVICE_FEE,400.00,1
2025-04-10,LN20250311000021,SERVICE_FEE,25.00,1
2025-03-26,LN20250224000030,SERVICE_FEE,150.00,1
2025-04-19,LN20250320000015,SERVICE_FEE,50.00,1
2025-03-30,LN20250228000026,SERVICE_FEE,300.00,1
2025-03-26,LN20250224000031,SERVICE_FEE,60.00,1
2025-04-08,LN20250309000027,SERVICE_FEE,157.81,1
2025-03-15,LN20250213000030,SERVICE_FEE,519.94,1
2025-03-29,LN20250227000027,SERVICE_FEE,223.00,1
2025-04-08,LN20250309000028,SERVICE_FEE,80.00,1
2025-04-09,LN20250310000027,SERVICE_FEE,25.00,1
2025-04-11,LN20250312000028,SERVICE_FEE,4.53,1
2025-03-25,LN20250223000028,SERVICE_FEE,80.00,1
2025-04-17,LN20250318000019,SERVICE_FEE,36.81,1
2025-04-06,LN20250307000032,SERVICE_FEE,75.00,1
2025-04-26,LN20250327000027,SERVICE_FEE,598.81,1
2025-05-02,LN20250402000016,SERVICE_FEE,76.86,1
2025-05-25,LN20250425000010,SERVICE_FEE,617.10,1
2025-06-30,LN20250531000012,SERVICE_FEE,50.00,1
2025-06-25,LN20250526000020,SERVICE_FEE,721.20,1
2025-03-03,LN20250201000014,SERVICE_FEE,741.94,1
2025-02-24,LN20250125000010,SERVICE_FEE,578.42,1
2025-02-17,LN20250118000009,SERVICE_FEE,361.88,1
2025-06-25,LN20250526000021,SERVICE_FEE,490.97,1
2025-06-25,LN20250526000022,SERVICE_FEE,10.00,1
2025-03-30,LN20250228000027,SERVICE_FEE,100.00,1
2025-02-28,LN20250129000011,SERVICE_FEE,160.00,1
2025-04-13,LN20250314000022,SERVICE_FEE,20.00,1
2025-03-09,LN20250207000024,SERVICE_FEE,116.31,1
2025-03-24,LN20250222000026,SERVICE_FEE,40.00,1
2025-04-17,LN20250318000020,SERVICE_FEE,86.41,1
2025-03-19,LN20250217000021,SERVICE_FEE,80.00,1
2025-03-29,LN20250227000028,SERVICE_FEE,200.00,1
2025-06-18,LN20250519000017,SERVICE_FEE,400.00,1
2025-05-18,LN20250418000014,SERVICE_FEE,100.00,1
2025-06-10,LN20250511000021,SERVICE_FEE,20.00,1
2025-06-19,LN20250520000008,SERVICE_FEE,200.00,1
2025-04-18,LN20250319000019,SERVICE_FEE,164.19,1
2025-04-02,LN20250303000023,SERVICE_FEE,5.00,1
2025-05-07,LN20250407000013,SERVICE_FEE,690.47,1
2025-06-16,LN20250517000022,SERVICE_FEE,989.17,1
2025-04-23,LN20250324000019,SERVICE_FEE,8.38,1
2025-04-20,LN20250321000024,SERVICE_FEE,214.13,1
2025-04-28,LN20250329000014,SERVICE_FEE,150.00,1
2025-05-15,LN20250415000013,SERVICE_FEE,144.46,1
2025-02-10,LN20250111000001,SERVICE_FEE,489.52,1
2025-02-26,LN20250127000007,SERVICE_FEE,905.35,1
2025-05-07,LN20250407000014,SERVICE_FEE,300.00,1
2025-05-03,LN20250403000008,SERVICE_FEE,450.00,1
2025-06-27,LN20250528000013,SERVICE_FEE,200.00,1
2025-05-09,LN20250409000019,SERVICE_FEE,160.00,1
2025-04-20,LN20250321000025,SERVICE_FEE,223.99,1
2025-04-13,LN20250314000023,SERVICE_FEE,10.00,1
2025-05-31,LN20250501000014,SERVICE_FEE,100.00,1
2025-03-02,LN20250131000015,SERVICE_FEE,607.66,1
2025-04-07,LN20250308000026,SERVICE_FEE,600.00,1
2025-06-24,LN20250525000014,SERVICE_FEE,40.00,1
2025-06-22,LN20250523000019,SERVICE_FEE,80.00,1
2025-03-29,LN20250227000029,SERVICE_FEE,20.00,1
2025-04-12,LN20250313000032,SERVICE_FEE,150.00,1
2025-04-12,LN20250313000033,SERVICE_FEE,31.44,1
2025-05-30,LN20250430000015,SERVICE_FEE,31.27,1
2025-05-28,LN20250428000010,SERVICE_FEE,434.59,1
2025-03-21,LN20250219000024,SERVICE_FEE,200.00,1
2025-03-04,LN20250202000012,SERVICE_FEE,75.00,1
2025-03-28,LN20250226000020,SERVICE_FEE,160.00,1
2025-06-29,LN20250530000015,SERVICE_FEE,400.00,1
2025-06-29,LN20250530000016,SERVICE_FEE,479.13,1
2025-03-07,LN20250205000018,SERVICE_FEE,5.00,1
2025-03-25,LN20250223000029,SERVICE_FEE,397.79,1
2025-03-22,LN20250220000024,SERVICE_FEE,160.00,1
2025-03-15,LN20250213000031,SERVICE_FEE,999.79,1
2025-04-03,LN20250304000029,SERVICE_FEE,20.00,1
2025-04-05,LN20250306000030,SERVICE_FEE,77.07,1
2025-03-24,LN20250222000027,SERVICE_FEE,160.00,1
2025-03-28,LN20250226000021,SERVICE_FEE,50.00,1
2025-06-16,LN20250517000023,SERVICE_FEE,300.00,1
2025-04-18,LN20250319000020,SERVICE_FEE,20.00,1
2025-04-30,LN20250331000016,SERVICE_FEE,66.77,1
2025-04-30,LN20250331000017,SERVICE_FEE,40.00,1
2025-06-07,LN20250508000015,SERVICE_FEE,40.00,1
2025-05-15,LN20250415000014,SERVICE_FEE,17.85,1
2025-05-21,LN20250421000014,SERVICE_FEE,355.87,1
2025-04-06,LN20250307000033,SERVICE_FEE,100.00,1
2025-02-21,LN20250122000006,SERVICE_FEE,163.71,1
2025-03-13,LN20250211000017,SERVICE_FEE,600.00,1
2025-04-10,LN20250311000022,SERVICE_FEE,40.00,1
2025-04-23,LN20250324000020,SERVICE_FEE,400.00,1
2025-04-03,LN20250304000030,SERVICE_FEE,730.53,1
2025-03-31,LN20250301000028,SERVICE_FEE,30.00,1
2025-04-03,LN20250304000031,SERVICE_FEE,300.00,1
2025-03-18,LN20250216000019,SERVICE_FEE,8.73,1
2025-06-14,LN20250515000020,SERVICE_FEE,50.00,1
2025-04-14,LN20250315000011,SERVICE_FEE,20.00,1
2025-04-15,LN20250316000020,SERVICE_FEE,200.00,1
2025-06-29,LN20250530000017,SERVICE_FEE,125.42,1
2025-03-07,LN20250205000019,SERVICE_FEE,250.00,1
2025-04-04,LN20250305000019,SERVICE_FEE,20.00,1
2025-05-26,LN20250426000008,SERVICE_FEE,571.64,1
2025-04-09,LN20250310000028,SERVICE_FEE,966.83,1
2025-04-14,LN20250315000012,SERVICE_FEE,160.47,1
2025-04-21,LN20250322000024,SERVICE_FEE,10.00,1
2025-06-25,LN20250526000023,SERVICE_FEE,243.18,1
2025-06-07,LN20250508000016,SERVICE_FEE,32.86,1
