biz_date,loan_id,amount,is_test_data
2025-06-09,LN20250209000016,31.25,1
2025-03-29,LN20250227000019,623.01,1
2025-04-28,LN20250227000019,592.16,1
2025-05-28,LN20250227000019,560.89,1
2025-06-27,LN20250227000019,529.21,1
2025-03-23,LN20250221000021,179.43,1
2025-04-22,LN20250221000021,175.98,1
2025-05-22,LN20250221000021,172.46,1
2025-06-21,LN20250221000021,168.87,1
2025-05-22,LN20250422000011,548.22,1
2025-06-21,LN20250422000011,459.67,1
2025-03-19,LN20250217000018,28.33,1
2025-04-18,LN20250217000018,27.72,1
2025-05-18,LN20250217000018,27.11,1
2025-06-17,LN20250217000018,26.48,1
2025-03-29,LN20250227000020,277.34,1
2025-04-28,LN20250227000020,267.75,1
2025-05-28,LN20250227000020,258.01,1
2025-06-27,LN20250227000020,248.11,1
2025-03-10,LN20250208000014,16.01,1
2025-04-09,LN20250208000014,15.44,1
2025-05-09,LN20250208000014,14.87,1
2025-06-08,LN20250208000014,14.29,1
2025-05-24,LN20250424000009,125.00,1
2025-06-23,LN20250424000009,115.28,1
2025-03-23,LN20250221000022,179.03,1
2025-04-22,LN20250221000022,173.14,1
2025-05-22,LN20250221000022,167.14,1
2025-06-21,LN20250221000022,161.02,1
2025-04-03,LN20250304000025,41.67,1
2025-05-03,LN20250304000025,40.09,1
2025-06-02,LN20250304000025,38.50,1
2025-02-23,LN20250124000007,293.65,1
2025-03-25,LN20250124000007,282.76,1
2025-04-24,LN20250124000007,271.76,1
2025-05-24,LN20250124000007,260.66,1
2025-06-23,LN20250124000007,249.44,1
2025-02-27,LN20250128000011,150.00,1
2025-03-29,LN20250128000011,146.83,1
2025-04-28,LN20250128000011,143.61,1
2025-05-28,LN20250128000011,140.34,1
2025-06-27,LN20250128000011,137.02,1
2025-03-03,LN20250201000010,112.91,1
2025-04-02,LN20250201000010,107.48,1
2025-05-02,LN20250201000010,101.96,1
2025-06-01,LN20250201000010,96.34,1
2025-05-24,LN20250424000010,657.31,1
2025-06-23,LN20250424000010,633.89,1
2025-03-17,LN20250215000026,463.77,1
2025-04-16,LN20250215000026,389.63,1
2025-05-16,LN20250215000026,314.26,1
2025-06-15,LN20250215000026,237.63,1
2025-04-25,LN20250326000012,91.67,1
2025-05-25,LN20250326000012,88.59,1
2025-06-24,LN20250326000012,85.46,1
2025-03-16,LN20250214000027,183.33,1
2025-04-15,LN20250214000027,154.15,1
2025-05-15,LN20250214000027,124.43,1
2025-06-14,LN20250214000027,94.16,1
2025-03-03,LN20250201000011,80.00,1
2025-04-02,LN20250201000011,75.92,1
2025-05-02,LN20250201000011,71.80,1
2025-06-01,LN20250201000011,67.64,1
2025-06-23,LN20250524000015,170.37,1
2025-06-18,LN20250519000014,389.88,1
2025-04-21,LN20250322000021,125.00,1
2025-05-21,LN20250322000021,118.76,1
2025-06-20,LN20250322000021,112.45,1
2025-06-15,LN20250516000013,79.85,1
2025-03-07,LN20250205000016,298.91,1
2025-04-06,LN20250205000016,288.15,1
2025-05-06,LN20250205000016,277.26,1
2025-06-05,LN20250205000016,266.24,1
2025-03-29,LN20250227000021,380.24,1
2025-04-28,LN20250227000021,351.35,1
2025-05-28,LN20250227000021,321.99,1
2025-06-27,LN20250227000021,292.13,1
2025-05-31,LN20250501000013,153.33,1
2025-06-30,LN20250501000013,146.12,1
2025-03-04,LN20250202000006,190.65,1
2025-04-03,LN20250202000006,186.93,1
2025-05-03,LN20250202000006,183.13,1
2025-06-02,LN20250202000006,179.26,1
2025-04-06,LN20250307000029,333.33,1
2025-05-06,LN20250307000029,326.50,1
2025-06-05,LN20250307000029,319.55,1
2025-05-12,LN20250412000010,126.67,1
2025-06-11,LN20250412000010,117.00,1
2025-04-23,LN20250324000017,66.45,1
2025-05-23,LN20250324000017,55.65,1
2025-06-22,LN20250324000017,44.74,1
2025-03-24,LN20250222000019,26.67,1
2025-04-23,LN20250222000019,24.60,1
2025-05-23,LN20250222000019,22.51,1
2025-06-22,LN20250222000019,20.39,1
2025-02-21,LN20250122000004,106.79,1
2025-03-23,LN20250122000004,89.50,1
2025-04-22,LN20250122000004,72.01,1
2025-05-22,LN20250122000004,54.32,1
2025-06-21,LN20250122000004,36.43,1
2025-03-01,LN20250130000013,150.00,1
2025-03-31,LN20250130000013,100.74,1
2025-04-30,LN20250130000013,50.75,1
2025-04-09,LN20250310000023,567.65,1
2025-05-09,LN20250310000023,547.22,1
2025-06-08,LN20250310000023,526.54,1
2025-03-27,LN20250225000016,83.33,1
2025-04-26,LN20250225000016,79.33,1
2025-05-26,LN20250225000016,75.25,1
2025-06-25,LN20250225000016,71.11,1
2025-03-18,LN20250216000018,18.33,1
2025-04-17,LN20250216000018,17.97,1
2025-05-17,LN20250216000018,17.60,1
2025-06-16,LN20250216000018,17.22,1
2025-04-16,LN20250317000027,225.00,1
2025-05-16,LN20250317000027,207.75,1
2025-06-15,LN20250317000027,190.24,1
2025-03-16,LN20250214000028,158.33,1
2025-04-15,LN20250214000028,155.04,1
2025-05-15,LN20250214000028,151.69,1
2025-06-14,LN20250214000028,148.29,1
2025-02-26,LN20250127000006,100.00,1
2025-03-28,LN20250127000006,97.78,1
2025-04-27,LN20250127000006,95.54,1
2025-05-27,LN20250127000006,93.27,1
2025-06-26,LN20250127000006,90.97,1
2025-03-03,LN20250201000012,15.00,1
2025-04-02,LN20250201000012,10.07,1
2025-05-02,LN20250201000012,5.07,1
2025-03-08,LN20250206000015,212.50,1
2025-04-07,LN20250206000015,196.13,1
2025-05-07,LN20250206000015,179.53,1
2025-06-06,LN20250206000015,162.69,1
2025-04-18,LN20250319000017,8.29,1
2025-05-18,LN20250319000017,8.10,1
2025-06-17,LN20250319000017,7.90,1
2025-04-15,LN20250316000016,92.11,1
2025-05-15,LN20250316000016,87.81,1
2025-06-14,LN20250316000016,83.42,1
2025-06-18,LN20250519000015,100.56,1
2025-04-30,LN20250331000013,120.00,1
2025-05-30,LN20250331000013,117.46,1
2025-06-29,LN20250331000013,114.89,1
2025-02-17,LN20250118000006,73.33,1
2025-03-19,LN20250118000006,69.57,1
2025-04-18,LN20250118000006,65.77,1
2025-05-18,LN20250118000006,61.93,1
2025-06-17,LN20250118000006,58.06,1
2025-03-02,LN20250131000014,200.00,1
2025-04-01,LN20250131000014,192.59,1
2025-05-01,LN20250131000014,185.10,1
2025-05-31,LN20250131000014,177.53,1
2025-06-30,LN20250131000014,169.89,1
2025-06-11,LN20250512000016,804.51,1
2025-03-08,LN20250206000016,166.67,1
2025-04-07,LN20250206000016,160.96,1
2025-05-07,LN20250206000016,155.16,1
2025-06-06,LN20250206000016,149.27,1
2025-06-09,LN20250510000012,160.00,1
2025-05-19,LN20250419000012,166.92,1
2025-06-18,LN20250419000012,163.66,1
2025-06-27,LN20250528000011,93.33,1
2025-05-17,LN20250417000013,225.00,1
2025-06-16,LN20250417000013,151.11,1
2025-06-26,LN20250527000014,818.87,1
2025-06-22,LN20250523000018,97.02,1
2025-06-01,LN20250502000009,158.33,1
2025-04-03,LN20250304000026,28.33,1
2025-05-03,LN20250304000026,27.33,1
2025-06-02,LN20250304000026,26.32,1
2025-05-03,LN20250403000007,166.67,1
2025-06-02,LN20250403000007,112.03,1
2025-05-21,LN20250421000012,572.50,1
2025-06-20,LN20250421000012,552.10,1
2025-03-12,LN20250210000015,693.18,1
2025-04-11,LN20250210000015,659.34,1
2025-05-11,LN20250210000015,625.01,1
2025-06-10,LN20250210000015,590.15,1
2025-03-25,LN20250223000024,9.02,1
2025-04-24,LN20250223000024,8.59,1
2025-05-24,LN20250223000024,8.15,1
2025-06-23,LN20250223000024,7.71,1
2025-04-01,LN20250302000019,156.08,1
2025-05-01,LN20250302000019,104.99,1
2025-05-31,LN20250302000019,52.97,1
2025-03-26,LN20250224000026,212.50,1
2025-04-25,LN20250224000026,205.00,1
2025-05-25,LN20250224000026,197.40,1
2025-06-24,LN20250224000026,189.69,1
2025-03-26,LN20250224000027,73.33,1
2025-04-25,LN20250224000027,61.39,1
2025-05-25,LN20250224000027,49.33,1
2025-06-24,LN20250224000027,37.17,1
2025-03-23,LN20250221000023,212.50,1
2025-04-22,LN20250221000023,196.13,1
2025-05-22,LN20250221000023,179.53,1
2025-06-21,LN20250221000023,162.69,1
2025-04-15,LN20250316000017,587.22,1
2025-05-15,LN20250316000017,491.37,1
2025-06-14,LN20250316000017,394.72,1
2025-02-25,LN20250126000005,306.95,1
2025-03-27,LN20250126000005,291.64,1
2025-04-26,LN20250126000005,276.13,1
2025-05-26,LN20250126000005,260.44,1
2025-06-25,LN20250126000005,244.54,1
2025-05-04,LN20250404000016,415.41,1
2025-06-03,LN20250404000016,278.54,1
2025-05-04,LN20250404000017,129.68,1
2025-06-03,LN20250404000017,125.37,1
2025-04-13,LN20250314000019,98.39,1
2025-05-13,LN20250314000019,95.15,1
2025-06-12,LN20250314000019,91.85,1
2025-03-31,LN20250301000025,325.00,1
2025-04-30,LN20250301000025,308.55,1
2025-05-30,LN20250301000025,291.92,1
2025-06-29,LN20250301000025,275.11,1
2025-03-28,LN20250226000018,106.67,1
2025-04-27,LN20250226000018,89.47,1
2025-05-27,LN20250226000018,72.05,1
2025-06-26,LN20250226000018,54.39,1
2025-03-31,LN20250301000026,27.16,1
2025-04-30,LN20250301000026,25.79,1
2025-05-30,LN20250301000026,24.40,1
2025-06-29,LN20250301000026,22.99,1
2025-04-08,LN20250309000021,333.33,1
2025-05-08,LN20250309000021,308.01,1
2025-06-07,LN20250309000021,282.27,1
2025-04-05,LN20250306000027,541.67,1
2025-05-05,LN20250306000027,499.15,1
2025-06-04,LN20250306000027,456.18,1
2025-03-29,LN20250227000022,10.00,1
2025-04-28,LN20250227000022,9.77,1
2025-05-28,LN20250227000022,9.53,1
2025-06-27,LN20250227000022,9.30,1
2025-03-09,LN20250207000019,51.98,1
2025-04-08,LN20250207000019,49.42,1
2025-05-08,LN20250207000019,46.83,1
2025-06-07,LN20250207000019,44.20,1
2025-03-23,LN20250221000024,102.54,1
2025-04-22,LN20250221000024,97.27,1
2025-05-22,LN20250221000024,91.96,1
2025-06-21,LN20250221000024,86.60,1
2025-06-26,LN20250527000015,58.33,1
2025-06-24,LN20250525000011,157.28,1
2025-06-21,LN20250522000016,17.50,1
2025-06-29,LN20250530000013,316.67,1
2025-05-27,LN20250427000011,362.17,1
2025-06-26,LN20250427000011,333.62,1
2025-05-11,LN20250411000011,200.00,1
2025-06-10,LN20250411000011,167.49,1
2025-06-06,LN20250507000020,542.52,1
2025-03-24,LN20250222000020,36.00,1
2025-04-23,LN20250222000020,35.21,1
2025-05-23,LN20250222000020,34.42,1
2025-06-22,LN20250222000020,33.61,1
2025-03-24,LN20250222000021,846.98,1
2025-04-23,LN20250222000021,803.49,1
2025-05-23,LN20250222000021,759.60,1
2025-06-22,LN20250222000021,715.30,1
2025-05-04,LN20250404000018,23.33,1
2025-06-03,LN20250404000018,21.51,1
2025-04-28,LN20250329000012,30.00,1
2025-05-28,LN20250329000012,29.37,1
2025-06-27,LN20250329000012,28.72,1
2025-05-15,LN20250415000010,25.00,1
2025-06-14,LN20250415000010,23.06,1
2025-03-14,LN20250212000026,33.33,1
2025-04-13,LN20250212000026,28.00,1
2025-05-13,LN20250212000026,22.59,1
2025-06-12,LN20250212000026,17.08,1
2025-03-29,LN20250227000023,13.25,1
2025-04-28,LN20250227000023,12.94,1
2025-05-28,LN20250227000023,12.64,1
2025-06-27,LN20250227000023,12.33,1
2025-06-25,LN20250526000019,275.00,1
2025-06-17,LN20250518000008,233.33,1
2025-04-09,LN20250310000024,9.17,1
2025-05-09,LN20250310000024,8.95,1
2025-06-08,LN20250310000024,8.73,1
2025-03-31,LN20250301000027,519.85,1
2025-04-30,LN20250301000027,502.41,1
2025-05-30,LN20250301000027,484.65,1
2025-06-29,LN20250301000027,466.57,1
2025-04-03,LN20250304000027,116.67,1
2025-05-03,LN20250304000027,97.78,1
2025-06-02,LN20250304000027,78.68,1
2025-05-08,LN20250408000012,771.54,1
2025-06-07,LN20250408000012,710.99,1
2025-06-14,LN20250515000017,166.67,1
2025-06-06,LN20250507000021,415.75,1
2025-06-07,LN20250508000014,229.87,1
2025-04-22,LN20250323000014,250.00,1
2025-05-22,LN20250323000014,241.44,1
2025-06-21,LN20250323000014,232.74,1
2025-04-10,LN20250311000020,544.73,1
2025-05-10,LN20250311000020,532.84,1
2025-06-09,LN20250311000020,520.79,1
2025-04-11,LN20250312000025,200.00,1
2025-05-11,LN20250312000025,195.64,1
2025-06-10,LN20250312000025,191.21,1
2025-04-29,LN20250330000009,213.28,1
2025-05-29,LN20250330000009,202.95,1
2025-06-28,LN20250330000009,192.45,1
2025-02-19,LN20250120000006,15.83,1
2025-03-21,LN20250120000006,10.64,1
2025-04-20,LN20250120000006,5.36,1
2025-06-14,LN20250515000018,250.00,1
2025-06-29,LN20250530000014,93.11,1
2025-04-07,LN20250308000025,16.67,1
2025-05-07,LN20250308000025,15.87,1
2025-06-06,LN20250308000025,15.05,1
2025-03-19,LN20250217000019,116.67,1
2025-04-18,LN20250217000019,107.55,1
2025-05-18,LN20250217000019,98.33,1
2025-06-17,LN20250217000019,89.00,1
2025-03-30,LN20250228000024,133.33,1
2025-04-29,LN20250228000024,130.42,1
2025-05-29,LN20250228000024,127.47,1
2025-06-28,LN20250228000024,124.49,1
2025-04-08,LN20250309000022,613.29,1
2025-05-08,LN20250309000022,599.90,1
2025-06-07,LN20250309000022,586.34,1
2025-06-30,LN20250531000011,95.83,1
2025-06-08,LN20250509000008,569.09,1
2025-04-09,LN20250310000025,10.00,1
2025-05-09,LN20250310000025,6.70,1
2025-06-08,LN20250310000025,3.37,1
2025-04-04,LN20250305000017,153.71,1
2025-05-04,LN20250305000017,145.98,1
2025-06-03,LN20250305000017,138.17,1
2025-06-05,LN20250506000006,604.30,1
2025-04-21,LN20250322000022,79.17,1
2025-05-21,LN20250322000022,77.52,1
2025-06-20,LN20250322000022,75.84,1
2025-04-25,LN20250326000013,50.00,1
2025-05-25,LN20250326000013,46.06,1
2025-06-24,LN20250326000013,42.08,1
2025-05-04,LN20250404000019,388.26,1
2025-06-03,LN20250404000019,326.19,1
2025-02-22,LN20250123000006,120.00,1
2025-03-24,LN20250123000006,115.81,1
2025-04-23,LN20250123000006,111.56,1
2025-05-23,LN20250123000006,107.24,1
2025-06-22,LN20250123000006,102.86,1
2025-04-11,LN20250312000026,150.00,1
2025-05-11,LN20250312000026,138.50,1
2025-06-10,LN20250312000026,126.82,1
2025-04-11,LN20250312000027,173.06,1
2025-05-11,LN20250312000027,167.37,1
2025-06-10,LN20250312000027,161.57,1
2025-04-21,LN20250322000023,547.91,1
2025-05-21,LN20250322000023,367.54,1
2025-06-20,LN20250322000023,184.91,1
2025-05-30,LN20250430000014,159.20,1
2025-06-29,LN20250430000014,153.92,1
2025-06-28,LN20250529000016,173.67,1
2025-06-23,LN20250524000016,195.64,1
2025-03-17,LN20250215000027,417.83,1
2025-04-16,LN20250215000027,386.09,1
2025-05-16,LN20250215000027,353.82,1
2025-06-15,LN20250215000027,321.01,1
2025-05-13,LN20250413000012,418.38,1
2025-06-12,LN20250413000012,351.22,1
2025-04-26,LN20250327000024,140.09,1
2025-05-26,LN20250327000024,129.60,1
2025-06-25,LN20250327000024,118.90,1
2025-04-18,LN20250319000018,175.00,1
2025-05-18,LN20250319000018,169.07,1
2025-06-17,LN20250319000018,163.04,1
2025-04-02,LN20250303000020,133.33,1
2025-05-02,LN20250303000020,130.60,1
2025-06-01,LN20250303000020,127.82,1
2025-05-19,LN20250419000013,316.67,1
2025-06-18,LN20250419000013,212.76,1
2025-04-23,LN20250324000018,18.33,1
2025-05-23,LN20250324000018,12.33,1
2025-06-22,LN20250324000018,6.22,1
2025-04-15,LN20250316000018,82.35,1
2025-05-15,LN20250316000018,80.66,1
2025-06-14,LN20250316000018,78.95,1
2025-04-26,LN20250327000025,541.67,1
2025-05-26,LN20250327000025,499.15,1
2025-06-25,LN20250327000025,456.18,1
2025-04-05,LN20250306000028,237.50,1
2025-05-05,LN20250306000028,229.29,1
2025-06-04,LN20250306000028,220.95,1
2025-04-17,LN20250318000016,90.58,1
2025-05-17,LN20250318000016,86.35,1
2025-06-16,LN20250318000016,82.04,1
2025-05-18,LN20250418000010,73.33,1
2025-06-17,LN20250418000010,67.52,1
2025-05-13,LN20250413000013,141.67,1
2025-06-12,LN20250413000013,118.88,1
2025-03-29,LN20250227000024,233.44,1
2025-04-28,LN20250227000024,225.37,1
2025-05-28,LN20250227000024,217.17,1
2025-06-27,LN20250227000024,208.84,1
2025-04-28,LN20250329000013,250.00,1
2025-05-28,LN20250329000013,241.44,1
2025-06-27,LN20250329000013,232.74,1
2025-02-21,LN20250122000005,171.87,1
2025-03-23,LN20250122000005,163.42,1
2025-04-22,LN20250122000005,154.85,1
2025-05-22,LN20250122000005,146.16,1
2025-06-21,LN20250122000005,137.34,1
2025-04-12,LN20250313000029,25.00,1
2025-05-12,LN20250313000029,23.06,1
2025-06-11,LN20250313000029,21.09,1
2025-03-09,LN20250207000020,485.03,1
2025-04-08,LN20250207000020,447.49,1
2025-05-08,LN20250207000020,409.45,1
2025-06-07,LN20250207000020,370.90,1
2025-04-06,LN20250307000030,18.92,1
2025-05-06,LN20250307000030,15.92,1
2025-06-05,LN20250307000030,12.86,1
2025-03-29,LN20250227000025,102.01,1
2025-04-28,LN20250227000025,94.08,1
2025-05-28,LN20250227000025,86.05,1
2025-06-27,LN20250227000025,77.92,1
2025-02-25,LN20250126000006,142.16,1
2025-03-27,LN20250126000006,95.63,1
2025-04-26,LN20250126000006,48.25,1
2025-04-17,LN20250318000017,350.00,1
2025-05-17,LN20250318000017,332.41,1
2025-06-16,LN20250318000017,314.62,1
2025-04-04,LN20250305000018,10.83,1
2025-05-04,LN20250305000018,10.59,1
2025-06-03,LN20250305000018,10.34,1
2025-05-14,LN20250414000007,19.61,1
2025-06-13,LN20250414000007,18.94,1
2025-03-24,LN20250222000022,14.17,1
2025-04-23,LN20250222000022,13.86,1
2025-05-23,LN20250222000022,13.55,1
2025-06-22,LN20250222000022,13.24,1
2025-04-16,LN20250317000028,470.58,1
2025-05-16,LN20250317000028,395.36,1
2025-06-15,LN20250317000028,318.88,1
2025-03-26,LN20250224000028,343.77,1
2025-04-25,LN20250224000028,331.88,1
2025-05-25,LN20250224000028,319.81,1
2025-06-24,LN20250224000028,307.54,1
2025-04-20,LN20250321000022,166.86,1
2025-05-20,LN20250321000022,159.06,1
2025-06-19,LN20250321000022,151.11,1
2025-03-12,LN20250210000016,15.83,1
2025-04-11,LN20250210000016,15.29,1
2025-05-11,LN20250210000016,14.73,1
2025-06-10,LN20250210000016,14.16,1
2025-03-04,LN20250202000007,450.00,1
2025-04-03,LN20250202000007,415.49,1
2025-05-03,LN20250202000007,380.47,1
2025-06-02,LN20250202000007,344.92,1
2025-06-27,LN20250528000012,133.33,1
2025-05-04,LN20250404000020,63.08,1
2025-06-03,LN20250404000020,42.24,1
2025-05-26,LN20250426000006,375.53,1
2025-06-25,LN20250426000006,357.20,1
2025-05-22,LN20250422000012,324.10,1
2025-06-21,LN20250422000012,307.45,1
2025-04-16,LN20250317000029,183.33,1
2025-05-16,LN20250317000029,123.33,1
2025-06-15,LN20250317000029,62.22,1
2025-06-24,LN20250525000012,133.33,1
2025-02-17,LN20250118000007,200.00,1
2025-03-19,LN20250118000007,167.49,1
2025-04-18,LN20250118000007,134.66,1
2025-05-18,LN20250118000007,101.49,1
2025-06-17,LN20250118000007,68.00,1
2025-06-02,LN20250503000013,12.50,1
2025-05-01,LN20250401000010,50.00,1
2025-05-31,LN20250401000010,48.84,1
2025-06-30,LN20250401000010,47.67,1
2025-05-02,LN20250402000015,300.00,1
2025-06-01,LN20250402000015,285.36,1
2025-05-24,LN20250424000011,181.49,1
2025-06-23,LN20250424000011,152.66,1
2025-05-23,LN20250423000005,28.33,1
2025-06-22,LN20250423000005,26.15,1
2025-03-19,LN20250217000020,669.40,1
2025-04-18,LN20250217000020,645.07,1
2025-05-18,LN20250217000020,620.46,1
2025-06-17,LN20250217000020,595.56,1
2025-04-12,LN20250313000030,183.33,1
2025-05-12,LN20250313000030,179.01,1
2025-06-11,LN20250313000030,174.65,1
2025-04-27,LN20250328000014,10.00,1
2025-05-27,LN20250328000014,8.37,1
2025-06-26,LN20250328000014,6.73,1
2025-03-29,LN20250227000026,353.94,1
2025-04-28,LN20250227000026,326.03,1
2025-05-28,LN20250227000026,297.84,1
2025-06-27,LN20250227000026,269.38,1
2025-03-03,LN20250201000013,250.00,1
2025-04-02,LN20250201000013,168.04,1
2025-05-02,LN20250201000013,84.71,1
2025-04-02,LN20250303000021,440.48,1
2025-05-02,LN20250303000021,431.30,1
2025-06-01,LN20250303000021,421.99,1
2025-03-14,LN20250212000027,576.23,1
2025-04-13,LN20250212000027,555.28,1
2025-05-13,LN20250212000027,534.09,1
2025-06-12,LN20250212000027,512.66,1
2025-04-06,LN20250307000031,166.67,1
2025-05-06,LN20250307000031,139.46,1
2025-06-05,LN20250307000031,112.03,1
2025-04-20,LN20250321000023,116.67,1
2025-05-20,LN20250321000023,112.43,1
2025-06-19,LN20250321000023,108.14,1
2025-03-24,LN20250222000023,625.00,1
2025-04-23,LN20250222000023,419.25,1
2025-05-23,LN20250222000023,210.93,1
2025-05-10,LN20250410000004,275.00,1
2025-06-09,LN20250410000004,254.30,1
2025-05-09,LN20250409000018,175.00,1
2025-06-08,LN20250409000018,117.68,1
2025-04-22,LN20250323000015,93.33,1
2025-05-22,LN20250323000015,86.04,1
2025-06-21,LN20250323000015,78.67,1
2025-04-01,LN20250302000020,166.67,1
2025-05-01,LN20250302000020,154.01,1
2025-05-31,LN20250302000020,141.13,1
2025-06-30,LN20250302000020,128.05,1
2025-04-25,LN20250326000014,83.89,1
2025-05-25,LN20250326000014,82.06,1
2025-06-24,LN20250326000014,80.21,1
2025-05-26,LN20250426000007,694.76,1
2025-06-25,LN20250426000007,660.60,1
2025-05-28,LN20250428000009,135.60,1
2025-06-27,LN20250428000009,125.44,1
2025-05-23,LN20250423000006,168.17,1
2025-06-22,LN20250423000006,155.63,1
2025-06-04,LN20250505000006,87.50,1
2025-03-15,LN20250213000029,448.03,1
2025-04-14,LN20250213000029,301.15,1
2025-05-14,LN20250213000029,151.82,1
2025-05-17,LN20250417000014,792.95,1
2025-06-16,LN20250417000014,532.56,1
2025-05-18,LN20250418000011,212.50,1
2025-06-17,LN20250418000011,202.05,1
2025-06-10,LN20250511000020,283.33,1
2025-06-12,LN20250513000014,66.67,1
2025-06-18,LN20250519000016,116.67,1
2025-03-23,LN20250221000025,698.59,1
2025-04-22,LN20250221000025,672.69,1
2025-05-22,LN20250221000025,646.53,1
2025-06-21,LN20250221000025,620.11,1
2025-04-15,LN20250316000019,446.66,1
2025-05-15,LN20250316000019,425.02,1
2025-06-14,LN20250316000019,403.04,1
2025-05-29,LN20250429000011,41.58,1
2025-06-28,LN20250429000011,27.84,1
2025-04-26,LN20250327000026,147.50,1
2025-05-26,LN20250327000026,136.45,1
2025-06-25,LN20250327000026,125.19,1
2025-04-16,LN20250317000030,458.33,1
2025-05-16,LN20250317000030,434.80,1
2025-06-15,LN20250317000030,411.05,1
2025-04-13,LN20250314000020,262.50,1
2025-05-13,LN20250314000020,242.65,1
2025-06-12,LN20250314000020,222.46,1
2025-04-16,LN20250317000031,15.83,1
2025-05-16,LN20250317000031,15.07,1
2025-06-15,LN20250317000031,14.29,1
2025-03-04,LN20250202000008,316.67,1
2025-04-03,LN20250202000008,265.94,1
2025-05-03,LN20250202000008,214.41,1
2025-06-02,LN20250202000008,162.06,1
2025-03-04,LN20250202000009,8.81,1
2025-04-03,LN20250202000009,8.48,1
2025-05-03,LN20250202000009,8.15,1
2025-06-02,LN20250202000009,7.82,1
2025-05-12,LN20250412000011,45.83,1
2025-06-11,LN20250412000011,42.20,1
2025-05-15,LN20250415000011,106.67,1
2025-06-14,LN20250415000011,101.38,1
2025-06-20,LN20250521000014,17.07,1
2025-06-17,LN20250518000009,31.67,1
2025-04-05,LN20250306000029,275.00,1
2025-05-05,LN20250306000029,231.22,1
2025-06-04,LN20250306000029,186.64,1
2025-03-04,LN20250202000010,395.36,1
2025-04-03,LN20250202000010,380.55,1
2025-05-03,LN20250202000010,365.62,1
2025-06-02,LN20250202000010,350.54,1
2025-03-09,LN20250207000021,18.33,1
2025-04-08,LN20250207000021,16.95,1
2025-05-08,LN20250207000021,15.55,1
2025-06-07,LN20250207000021,14.12,1
2025-06-28,LN20250529000017,162.50,1
2025-06-05,LN20250506000007,587.56,1
2025-04-08,LN20250309000023,515.35,1
2025-05-08,LN20250309000023,346.68,1
2025-06-07,LN20250309000023,174.91,1
2025-04-19,LN20250320000013,266.67,1
2025-05-19,LN20250320000013,257.17,1
2025-06-18,LN20250320000013,247.54,1
2025-04-13,LN20250314000021,200.00,1
2025-05-13,LN20250314000021,167.76,1
2025-06-12,LN20250314000021,135.09,1
2025-03-10,LN20250208000015,604.15,1
2025-04-09,LN20250208000015,590.96,1
2025-05-09,LN20250208000015,577.60,1
2025-06-08,LN20250208000015,564.06,1
2025-03-08,LN20250206000017,19.61,1
2025-04-07,LN20250206000017,18.13,1
2025-05-07,LN20250206000017,16.62,1
2025-06-06,LN20250206000017,15.08,1
2025-03-01,LN20250130000014,348.59,1
2025-03-31,LN20250130000014,321.99,1
2025-04-30,LN20250130000014,294.96,1
2025-05-30,LN20250130000014,267.51,1
2025-06-29,LN20250130000014,239.62,1
2025-02-17,LN20250118000008,86.67,1
2025-03-19,LN20250118000008,58.09,1
2025-04-18,LN20250118000008,29.20,1
2025-04-27,LN20250328000015,125.00,1
2025-05-27,LN20250328000015,115.28,1
2025-06-26,LN20250328000015,105.44,1
2025-03-25,LN20250223000025,358.89,1
2025-04-24,LN20250223000025,301.52,1
2025-05-24,LN20250223000025,243.19,1
2025-06-23,LN20250223000025,183.89,1
2025-05-18,LN20250418000012,145.90,1
2025-06-17,LN20250418000012,135.02,1
2025-03-09,LN20250207000022,331.82,1
2025-04-08,LN20250207000022,320.46,1
2025-05-08,LN20250207000022,308.92,1
2025-06-07,LN20250207000022,297.18,1
2025-03-04,LN20250202000011,175.00,1
2025-04-03,LN20250202000011,117.34,1
2025-05-03,LN20250202000011,59.01,1
2025-03-07,LN20250205000017,39.29,1
2025-04-06,LN20250205000017,38.49,1
2025-05-06,LN20250205000017,37.69,1
2025-06-05,LN20250205000017,36.87,1
2025-06-20,LN20250521000015,145.20,1
2025-03-17,LN20250215000028,316.67,1
2025-04-16,LN20250215000028,310.07,1
2025-05-16,LN20250215000028,303.37,1
2025-06-15,LN20250215000028,296.57,1
2025-04-27,LN20250328000016,216.67,1
2025-05-27,LN20250328000016,205.70,1
2025-06-26,LN20250328000016,194.62,1
2025-03-28,LN20250226000019,481.90,1
2025-04-27,LN20250226000019,458.89,1
2025-05-27,LN20250226000019,435.48,1
2025-06-26,LN20250226000019,411.66,1
2025-04-12,LN20250313000031,367.01,1
2025-05-12,LN20250313000031,337.94,1
2025-06-11,LN20250313000031,308.60,1
2025-03-25,LN20250223000026,668.49,1
2025-04-24,LN20250223000026,635.62,1
2025-05-24,LN20250223000026,602.29,1
2025-06-23,LN20250223000026,568.49,1
2025-05-04,LN20250404000021,200.00,1
2025-06-03,LN20250404000021,192.59,1
2025-04-01,LN20250302000021,87.50,1
2025-05-01,LN20250302000021,84.54,1
2025-05-31,LN20250302000021,81.52,1
2025-06-30,LN20250302000021,78.45,1
2025-03-20,LN20250218000017,531.51,1
2025-04-19,LN20250218000017,512.38,1
2025-05-19,LN20250218000017,493.01,1
2025-06-18,LN20250218000017,473.40,1
2025-04-08,LN20250309000024,45.83,1
