biz_date,account_code,direction,amount,biz_ref_type,biz_ref_id,remark,posted_at,is_test_data
2025-05-26,1301,DR,43407.10,LOAN,LN20250526000039,放款-应收贷款,2025-05-26 22:35:05,1
2025-05-26,1002,CR,43407.10,LOAN,LN20250526000039,放款-银行存款,2025-05-26 22:35:05,1
2025-02-11,1301,DR,10000.00,LOAN,LN20250211000038,放款-应收贷款,2025-02-11 12:08:10,1
2025-02-11,1002,CR,10000.00,LOAN,LN20250211000038,放款-银行存款,2025-02-11 12:08:10,1
2025-06-23,1301,DR,15000.00,LOAN,LN20250623000015,放款-应收贷款,2025-06-23 10:17:58,1
2025-06-23,1002,CR,15000.00,LOAN,LN20250623000015,放款-银行存款,2025-06-23 10:17:58,1
2025-02-25,1301,DR,18947.02,LOAN,LN20250225000039,放款-应收贷款,2025-02-25 22:00:40,1
2025-02-25,1002,CR,18947.02,LOAN,LN20250225000039,放款-银行存款,2025-02-25 22:00:40,1
2025-01-29,1301,DR,4733.22,LOAN,LN20250129000020,放款-应收贷款,2025-01-29 15:51:50,1
2025-01-29,1002,CR,4733.22,LOAN,LN20250129000020,放款-银行存款,2025-01-29 15:51:50,1
2025-04-10,1301,DR,5000.00,LOAN,LN20250410000015,放款-应收贷款,2025-04-10 21:50:04,1
2025-04-10,1002,CR,5000.00,LOAN,LN20250410000015,放款-银行存款,2025-04-10 21:50:04,1
2025-02-22,1301,DR,44514.61,LOAN,LN20250222000051,放款-应收贷款,2025-02-22 16:14:09,1
2025-02-22,1002,CR,44514.61,LOAN,LN20250222000051,放款-银行存款,2025-02-22 16:14:09,1
2025-02-22,1301,DR,48055.32,LOAN,LN20250222000052,放款-应收贷款,2025-02-22 17:43:35,1
2025-02-22,1002,CR,48055.32,LOAN,LN20250222000052,放款-银行存款,2025-02-22 17:43:35,1
2025-02-25,1301,DR,69670.04,LOAN,LN20250225000040,放款-应收贷款,2025-02-25 17:08:04,1
2025-02-25,1002,CR,69670.04,LOAN,LN20250225000040,放款-银行存款,2025-02-25 17:08:04,1
2025-03-13,1301,DR,10000.00,LOAN,LN20250313000059,放款-应收贷款,2025-03-13 11:24:25,1
2025-03-13,1002,CR,10000.00,LOAN,LN20250313000059,放款-银行存款,2025-03-13 11:24:25,1
2025-03-26,1301,DR,5000.00,LOAN,LN20250326000036,放款-应收贷款,2025-03-26 12:11:38,1
2025-03-26,1002,CR,5000.00,LOAN,LN20250326000036,放款-银行存款,2025-03-26 12:11:38,1
2025-04-05,1301,DR,55606.13,LOAN,LN20250405000031,放款-应收贷款,2025-04-05 20:24:38,1
2025-04-05,1002,CR,55606.13,LOAN,LN20250405000031,放款-银行存款,2025-04-05 20:24:38,1
2025-05-23,1301,DR,10000.00,LOAN,LN20250523000034,放款-应收贷款,2025-05-23 14:34:43,1
2025-05-23,1002,CR,10000.00,LOAN,LN20250523000034,放款-银行存款,2025-05-23 14:34:43,1
2025-05-22,1301,DR,1000.00,LOAN,LN20250522000034,放款-应收贷款,2025-05-22 12:34:59,1
2025-05-22,1002,CR,1000.00,LOAN,LN20250522000034,放款-银行存款,2025-05-22 12:34:59,1
2025-04-23,1301,DR,1000.00,LOAN,LN20250423000016,放款-应收贷款,2025-04-23 01:41:19,1
2025-04-23,1002,CR,1000.00,LOAN,LN20250423000016,放款-银行存款,2025-04-23 01:41:19,1
2025-04-13,1301,DR,30000.00,LOAN,LN20250413000028,放款-应收贷款,2025-04-13 17:45:38,1
2025-04-13,1002,CR,30000.00,LOAN,LN20250413000028,放款-银行存款,2025-04-13 17:45:38,1
2025-02-07,1301,DR,30000.00,LOAN,LN20250207000038,放款-应收贷款,2025-02-07 17:30:50,1
2025-02-07,1002,CR,30000.00,LOAN,LN20250207000038,放款-银行存款,2025-02-07 17:30:50,1
2025-03-01,1301,DR,15000.00,LOAN,LN20250301000051,放款-应收贷款,2025-03-01 20:18:27,1
2025-03-01,1002,CR,15000.00,LOAN,LN20250301000051,放款-银行存款,2025-03-01 20:18:27,1
2025-03-09,1301,DR,5000.00,LOAN,LN20250309000046,放款-应收贷款,2025-03-09 21:42:09,1
2025-03-09,1002,CR,5000.00,LOAN,LN20250309000046,放款-银行存款,2025-03-09 21:42:09,1
2025-02-27,1301,DR,28354.85,LOAN,LN20250227000047,放款-应收贷款,2025-02-27 20:08:54,1
2025-02-27,1002,CR,28354.85,LOAN,LN20250227000047,放款-银行存款,2025-02-27 20:08:54,1
2025-02-27,1301,DR,5000.00,LOAN,LN20250227000048,放款-应收贷款,2025-02-27 20:19:13,1
2025-02-27,1002,CR,5000.00,LOAN,LN20250227000048,放款-银行存款,2025-02-27 20:19:13,1
2025-03-09,1301,DR,7028.84,LOAN,LN20250309000047,放款-应收贷款,2025-03-09 13:22:00,1
2025-03-09,1002,CR,7028.84,LOAN,LN20250309000047,放款-银行存款,2025-03-09 13:22:00,1
2025-02-07,1301,DR,1000.00,LOAN,LN20250207000039,放款-应收贷款,2025-02-07 14:07:24,1
2025-02-07,1002,CR,1000.00,LOAN,LN20250207000039,放款-银行存款,2025-02-07 14:07:24,1
2025-06-02,1301,DR,10000.00,LOAN,LN20250602000030,放款-应收贷款,2025-06-02 20:09:07,1
2025-06-02,1002,CR,10000.00,LOAN,LN20250602000030,放款-银行存款,2025-06-02 20:09:07,1
2025-06-02,1301,DR,30000.00,LOAN,LN20250602000031,放款-应收贷款,2025-06-02 00:10:04,1
2025-06-02,1002,CR,30000.00,LOAN,LN20250602000031,放款-银行存款,2025-06-02 00:10:04,1
2025-05-18,1301,DR,5000.00,LOAN,LN20250518000027,放款-应收贷款,2025-05-18 13:04:20,1
2025-05-18,1002,CR,5000.00,LOAN,LN20250518000027,放款-银行存款,2025-05-18 13:04:20,1
2025-05-28,1301,DR,48397.29,LOAN,LN20250528000025,放款-应收贷款,2025-05-28 20:17:15,1
2025-05-28,1002,CR,48397.29,LOAN,LN20250528000025,放款-银行存款,2025-05-28 20:17:15,1
2025-06-17,1301,DR,15000.00,LOAN,LN20250617000024,放款-应收贷款,2025-06-17 02:28:32,1
2025-06-17,1002,CR,15000.00,LOAN,LN20250617000024,放款-银行存款,2025-06-17 02:28:32,1
2025-05-11,1301,DR,1000.00,LOAN,LN20250511000036,放款-应收贷款,2025-05-11 19:36:45,1
2025-05-11,1002,CR,1000.00,LOAN,LN20250511000036,放款-银行存款,2025-05-11 19:36:45,1
2025-05-07,1301,DR,5000.00,LOAN,LN20250507000042,放款-应收贷款,2025-05-07 01:32:06,1
2025-05-07,1002,CR,5000.00,LOAN,LN20250507000042,放款-银行存款,2025-05-07 01:32:06,1
2025-02-16,1301,DR,10000.00,LOAN,LN20250216000036,放款-应收贷款,2025-02-16 21:55:35,1
2025-02-16,1002,CR,10000.00,LOAN,LN20250216000036,放款-银行存款,2025-02-16 21:55:35,1
2025-06-19,1301,DR,8000.00,LOAN,LN20250619000031,放款-应收贷款,2025-06-19 09:27:19,1
2025-06-19,1002,CR,8000.00,LOAN,LN20250619000031,放款-银行存款,2025-06-19 09:27:19,1
2025-05-20,1301,DR,14021.09,LOAN,LN20250520000021,放款-应收贷款,2025-05-20 13:22:34,1
2025-05-20,1002,CR,14021.09,LOAN,LN20250520000021,放款-银行存款,2025-05-20 13:22:34,1
2025-05-21,1301,DR,10000.00,LOAN,LN20250521000030,放款-应收贷款,2025-05-21 20:33:29,1
2025-05-21,1002,CR,10000.00,LOAN,LN20250521000030,放款-银行存款,2025-05-21 20:33:29,1
2025-06-12,1301,DR,7552.75,LOAN,LN20250612000037,放款-应收贷款,2025-06-12 13:48:45,1
2025-06-12,1002,CR,7552.75,LOAN,LN20250612000037,放款-银行存款,2025-06-12 13:48:45,1
2025-05-16,1301,DR,1118.48,LOAN,LN20250516000036,放款-应收贷款,2025-05-16 13:23:40,1
2025-05-16,1002,CR,1118.48,LOAN,LN20250516000036,放款-银行存款,2025-05-16 13:23:40,1
2025-06-15,1301,DR,6945.71,LOAN,LN20250615000036,放款-应收贷款,2025-06-15 22:39:44,1
2025-06-15,1002,CR,6945.71,LOAN,LN20250615000036,放款-银行存款,2025-06-15 22:39:44,1
2025-05-19,1301,DR,20000.00,LOAN,LN20250519000030,放款-应收贷款,2025-05-19 11:47:36,1
2025-05-19,1002,CR,20000.00,LOAN,LN20250519000030,放款-银行存款,2025-05-19 11:47:36,1
2025-01-20,1301,DR,48189.56,LOAN,LN20250120000011,放款-应收贷款,2025-01-20 14:12:10,1
2025-01-20,1002,CR,48189.56,LOAN,LN20250120000011,放款-银行存款,2025-01-20 14:12:10,1
2025-01-15,1301,DR,1000.00,LOAN,LN20250115000006,放款-应收贷款,2025-01-15 16:34:05,1
2025-01-15,1002,CR,1000.00,LOAN,LN20250115000006,放款-银行存款,2025-01-15 16:34:05,1
2025-03-03,1301,DR,25034.37,LOAN,LN20250303000043,放款-应收贷款,2025-03-03 16:19:21,1
2025-03-03,1002,CR,25034.37,LOAN,LN20250303000043,放款-银行存款,2025-03-03 16:19:21,1
2025-02-11,1301,DR,8139.53,LOAN,LN20250211000039,放款-应收贷款,2025-02-11 13:01:12,1
2025-02-11,1002,CR,8139.53,LOAN,LN20250211000039,放款-银行存款,2025-02-11 13:01:12,1
2025-05-27,1301,DR,15001.33,LOAN,LN20250527000034,放款-应收贷款,2025-05-27 20:58:21,1
2025-05-27,1002,CR,15001.33,LOAN,LN20250527000034,放款-银行存款,2025-05-27 20:58:21,1
2025-05-27,1301,DR,8000.00,LOAN,LN20250527000035,放款-应收贷款,2025-05-27 21:25:22,1
2025-05-27,1002,CR,8000.00,LOAN,LN20250527000035,放款-银行存款,2025-05-27 21:25:22,1
2025-05-29,1301,DR,10000.00,LOAN,LN20250529000034,放款-应收贷款,2025-05-29 12:38:08,1
2025-05-29,1002,CR,10000.00,LOAN,LN20250529000034,放款-银行存款,2025-05-29 12:38:08,1
2025-03-05,1301,DR,3685.98,LOAN,LN20250305000043,放款-应收贷款,2025-03-05 22:55:43,1
2025-03-05,1002,CR,3685.98,LOAN,LN20250305000043,放款-银行存款,2025-03-05 22:55:43,1
2025-03-09,1301,DR,1000.00,LOAN,LN20250309000048,放款-应收贷款,2025-03-09 13:37:19,1
2025-03-09,1002,CR,1000.00,LOAN,LN20250309000048,放款-银行存款,2025-03-09 13:37:19,1
2025-06-07,1301,DR,45935.24,LOAN,LN20250607000035,放款-应收贷款,2025-06-07 07:02:25,1
2025-06-07,1002,CR,45935.24,LOAN,LN20250607000035,放款-银行存款,2025-06-07 07:02:25,1
2025-03-06,1301,DR,39608.86,LOAN,LN20250306000054,放款-应收贷款,2025-03-06 12:28:51,1
2025-03-06,1002,CR,39608.86,LOAN,LN20250306000054,放款-银行存款,2025-03-06 12:28:51,1
2025-06-18,1301,DR,1000.00,LOAN,LN20250618000033,放款-应收贷款,2025-06-18 12:21:26,1
2025-06-18,1002,CR,1000.00,LOAN,LN20250618000033,放款-银行存款,2025-06-18 12:21:26,1
2025-02-26,1301,DR,5788.73,LOAN,LN20250226000052,放款-应收贷款,2025-02-26 13:26:52,1
2025-02-26,1002,CR,5788.73,LOAN,LN20250226000052,放款-银行存款,2025-02-26 13:26:52,1
2025-05-11,1301,DR,43177.10,LOAN,LN20250511000037,放款-应收贷款,2025-05-11 12:24:50,1
2025-05-11,1002,CR,43177.10,LOAN,LN20250511000037,放款-银行存款,2025-05-11 12:24:50,1
2025-05-19,1301,DR,27309.50,LOAN,LN20250519000031,放款-应收贷款,2025-05-19 23:37:11,1
2025-05-19,1002,CR,27309.50,LOAN,LN20250519000031,放款-银行存款,2025-05-19 23:37:11,1
2025-05-12,1301,DR,15000.00,LOAN,LN20250512000029,放款-应收贷款,2025-05-12 13:12:01,1
2025-05-12,1002,CR,15000.00,LOAN,LN20250512000029,放款-银行存款,2025-05-12 13:12:01,1
2025-01-31,1301,DR,8738.57,LOAN,LN20250131000032,放款-应收贷款,2025-01-31 19:59:32,1
2025-01-31,1002,CR,8738.57,LOAN,LN20250131000032,放款-银行存款,2025-01-31 19:59:32,1
2025-02-11,1301,DR,4381.08,LOAN,LN20250211000040,放款-应收贷款,2025-02-11 12:52:11,1
2025-02-11,1002,CR,4381.08,LOAN,LN20250211000040,放款-银行存款,2025-02-11 12:52:11,1
2025-05-08,1301,DR,10952.06,LOAN,LN20250508000038,放款-应收贷款,2025-05-08 22:02:50,1
2025-05-08,1002,CR,10952.06,LOAN,LN20250508000038,放款-银行存款,2025-05-08 22:02:50,1
2025-05-24,1301,DR,20000.00,LOAN,LN20250524000033,放款-应收贷款,2025-05-24 11:01:31,1
2025-05-24,1002,CR,20000.00,LOAN,LN20250524000033,放款-银行存款,2025-05-24 11:01:31,1
2025-06-16,1301,DR,2000.00,LOAN,LN20250616000027,放款-应收贷款,2025-06-16 19:22:02,1
2025-06-16,1002,CR,2000.00,LOAN,LN20250616000027,放款-银行存款,2025-06-16 19:22:02,1
2025-03-03,1301,DR,2000.00,LOAN,LN20250303000044,放款-应收贷款,2025-03-03 10:03:44,1
2025-03-03,1002,CR,2000.00,LOAN,LN20250303000044,放款-银行存款,2025-03-03 10:03:44,1
2025-01-25,1301,DR,15000.00,LOAN,LN20250125000017,放款-应收贷款,2025-01-25 20:57:55,1
2025-01-25,1002,CR,15000.00,LOAN,LN20250125000017,放款-银行存款,2025-01-25 20:57:55,1
2025-01-29,1301,DR,56137.84,LOAN,LN20250129000021,放款-应收贷款,2025-01-29 14:03:50,1
2025-01-29,1002,CR,56137.84,LOAN,LN20250129000021,放款-银行存款,2025-01-29 14:03:50,1
2025-04-05,1301,DR,10000.00,LOAN,LN20250405000032,放款-应收贷款,2025-04-05 16:07:50,1
2025-04-05,1002,CR,10000.00,LOAN,LN20250405000032,放款-银行存款,2025-04-05 16:07:50,1
2025-02-08,1301,DR,3699.73,LOAN,LN20250208000029,放款-应收贷款,2025-02-08 12:48:30,1
2025-02-08,1002,CR,3699.73,LOAN,LN20250208000029,放款-银行存款,2025-02-08 12:48:30,1
2025-02-09,1301,DR,42718.44,LOAN,LN20250209000031,放款-应收贷款,2025-02-09 13:34:05,1
2025-02-09,1002,CR,42718.44,LOAN,LN20250209000031,放款-银行存款,2025-02-09 13:34:05,1
2025-02-17,1301,DR,20000.00,LOAN,LN20250217000040,放款-应收贷款,2025-02-17 22:38:14,1
2025-02-17,1002,CR,20000.00,LOAN,LN20250217000040,放款-银行存款,2025-02-17 22:38:14,1
2025-05-18,1301,DR,16718.36,LOAN,LN20250518000028,放款-应收贷款,2025-05-18 20:25:01,1
2025-05-18,1002,CR,16718.36,LOAN,LN20250518000028,放款-银行存款,2025-05-18 20:25:01,1
2025-05-18,1301,DR,15000.00,LOAN,LN20250518000029,放款-应收贷款,2025-05-18 11:23:37,1
2025-05-18,1002,CR,15000.00,LOAN,LN20250518000029,放款-银行存款,2025-05-18 11:23:37,1
2025-04-12,1301,DR,2000.00,LOAN,LN20250412000022,放款-应收贷款,2025-04-12 19:20:42,1
2025-04-12,1002,CR,2000.00,LOAN,LN20250412000022,放款-银行存款,2025-04-12 19:20:42,1
2025-03-10,1301,DR,1000.00,LOAN,LN20250310000048,放款-应收贷款,2025-03-10 16:13:24,1
2025-03-10,1002,CR,1000.00,LOAN,LN20250310000048,放款-银行存款,2025-03-10 16:13:24,1
2025-06-06,1301,DR,42406.27,LOAN,LN20250606000023,放款-应收贷款,2025-06-06 10:42:09,1
2025-06-06,1002,CR,42406.27,LOAN,LN20250606000023,放款-银行存款,2025-06-06 10:42:09,1
2025-02-28,1301,DR,10000.00,LOAN,LN20250228000055,放款-应收贷款,2025-02-28 22:26:54,1
2025-02-28,1002,CR,10000.00,LOAN,LN20250228000055,放款-银行存款,2025-02-28 22:26:54,1
2025-06-29,1301,DR,5483.11,LOAN,LN20250629000023,放款-应收贷款,2025-06-29 13:02:37,1
2025-06-29,1002,CR,5483.11,LOAN,LN20250629000023,放款-银行存款,2025-06-29 13:02:37,1
2025-03-09,1301,DR,23347.05,LOAN,LN20250309000049,放款-应收贷款,2025-03-09 22:00:13,1
2025-03-09,1002,CR,23347.05,LOAN,LN20250309000049,放款-银行存款,2025-03-09 22:00:13,1
2025-06-22,1301,DR,49693.14,LOAN,LN20250622000037,放款-应收贷款,2025-06-22 23:45:37,1
2025-06-22,1002,CR,49693.14,LOAN,LN20250622000037,放款-银行存款,2025-06-22 23:45:37,1
2025-02-04,1301,DR,17471.66,LOAN,LN20250204000031,放款-应收贷款,2025-02-04 18:14:21,1
2025-02-04,1002,CR,17471.66,LOAN,LN20250204000031,放款-银行存款,2025-02-04 18:14:21,1
2025-02-03,1301,DR,2000.00,LOAN,LN20250203000030,放款-应收贷款,2025-02-03 13:39:31,1
2025-02-03,1002,CR,2000.00,LOAN,LN20250203000030,放款-银行存款,2025-02-03 13:39:31,1
2025-06-09,1301,DR,15000.00,LOAN,LN20250609000028,放款-应收贷款,2025-06-09 13:18:55,1
2025-06-09,1002,CR,15000.00,LOAN,LN20250609000028,放款-银行存款,2025-06-09 13:18:55,1
2025-05-12,1301,DR,776.26,LOAN,LN20250512000030,放款-应收贷款,2025-05-12 02:08:44,1
2025-05-12,1002,CR,776.26,LOAN,LN20250512000030,放款-银行存款,2025-05-12 02:08:44,1
2025-06-24,1301,DR,36169.80,LOAN,LN20250624000028,放款-应收贷款,2025-06-24 22:53:01,1
2025-06-24,1002,CR,36169.80,LOAN,LN20250624000028,放款-银行存款,2025-06-24 22:53:01,1
2025-04-11,1301,DR,2000.00,LOAN,LN20250411000026,放款-应收贷款,2025-04-11 13:10:46,1
2025-04-11,1002,CR,2000.00,LOAN,LN20250411000026,放款-银行存款,2025-04-11 13:10:46,1
2025-03-12,1301,DR,8832.19,LOAN,LN20250312000052,放款-应收贷款,2025-03-12 13:58:14,1
2025-03-12,1002,CR,8832.19,LOAN,LN20250312000052,放款-银行存款,2025-03-12 13:58:14,1
2025-03-30,1301,DR,47250.10,LOAN,LN20250330000024,放款-应收贷款,2025-03-30 18:53:38,1
2025-03-30,1002,CR,47250.10,LOAN,LN20250330000024,放款-银行存款,2025-03-30 18:53:38,1
2025-03-27,1301,DR,4776.72,LOAN,LN20250327000045,放款-应收贷款,2025-03-27 12:27:40,1
2025-03-27,1002,CR,4776.72,LOAN,LN20250327000045,放款-银行存款,2025-03-27 12:27:40,1
2025-05-27,1301,DR,37981.31,LOAN,LN20250527000036,放款-应收贷款,2025-05-27 13:17:49,1
2025-05-27,1002,CR,37981.31,LOAN,LN20250527000036,放款-银行存款,2025-05-27 13:17:49,1
2025-05-01,1301,DR,25522.69,LOAN,LN20250501000023,放款-应收贷款,2025-05-01 22:33:09,1
2025-05-01,1002,CR,25522.69,LOAN,LN20250501000023,放款-银行存款,2025-05-01 22:33:09,1
2025-04-21,1301,DR,1000.00,LOAN,LN20250421000028,放款-应收贷款,2025-04-21 10:25:23,1
2025-04-21,1002,CR,1000.00,LOAN,LN20250421000028,放款-银行存款,2025-04-21 10:25:23,1
2025-06-04,1301,DR,2000.00,LOAN,LN20250604000038,放款-应收贷款,2025-06-04 12:21:24,1
2025-06-04,1002,CR,2000.00,LOAN,LN20250604000038,放款-银行存款,2025-06-04 12:21:24,1
2025-05-09,1301,DR,5000.00,LOAN,LN20250509000020,放款-应收贷款,2025-05-09 21:07:20,1
2025-05-09,1002,CR,5000.00,LOAN,LN20250509000020,放款-银行存款,2025-05-09 21:07:20,1
2025-04-29,1301,DR,8000.00,LOAN,LN20250429000024,放款-应收贷款,2025-04-29 13:26:17,1
2025-04-29,1002,CR,8000.00,LOAN,LN20250429000024,放款-银行存款,2025-04-29 13:26:17,1
2025-03-17,1301,DR,50000.00,LOAN,LN20250317000051,放款-应收贷款,2025-03-17 22:53:15,1
2025-03-17,1002,CR,50000.00,LOAN,LN20250317000051,放款-银行存款,2025-03-17 22:53:15,1
2025-05-10,1301,DR,2000.00,LOAN,LN20250510000027,放款-应收贷款,2025-05-10 13:53:17,1
2025-05-10,1002,CR,2000.00,LOAN,LN20250510000027,放款-银行存款,2025-05-10 13:53:17,1
2025-04-07,1301,DR,37071.57,LOAN,LN20250407000029,放款-应收贷款,2025-04-07 18:34:44,1
2025-04-07,1002,CR,37071.57,LOAN,LN20250407000029,放款-银行存款,2025-04-07 18:34:44,1
2025-06-11,1301,DR,2000.00,LOAN,LN20250611000030,放款-应收贷款,2025-06-11 12:58:48,1
2025-06-11,1002,CR,2000.00,LOAN,LN20250611000030,放款-银行存款,2025-06-11 12:58:48,1
2025-05-28,1301,DR,80000.00,LOAN,LN20250528000026,放款-应收贷款,2025-05-28 13:17:31,1
2025-05-28,1002,CR,80000.00,LOAN,LN20250528000026,放款-银行存款,2025-05-28 13:17:31,1
2025-02-22,1301,DR,75561.62,LOAN,LN20250222000053,放款-应收贷款,2025-02-22 11:42:35,1
2025-02-22,1002,CR,75561.62,LOAN,LN20250222000053,放款-银行存款,2025-02-22 11:42:35,1
2025-03-31,1301,DR,20000.00,LOAN,LN20250331000043,放款-应收贷款,2025-03-31 13:32:38,1
2025-03-31,1002,CR,20000.00,LOAN,LN20250331000043,放款-银行存款,2025-03-31 13:32:38,1
2025-06-09,1301,DR,5000.00,LOAN,LN20250609000029,放款-应收贷款,2025-06-09 20:55:58,1
2025-06-09,1002,CR,5000.00,LOAN,LN20250609000029,放款-银行存款,2025-06-09 20:55:58,1
2025-05-20,1301,DR,6137.51,LOAN,LN20250520000022,放款-应收贷款,2025-05-20 20:19:02,1
2025-05-20,1002,CR,6137.51,LOAN,LN20250520000022,放款-银行存款,2025-05-20 20:19:02,1
2025-06-01,1301,DR,1000.00,LOAN,LN20250601000035,放款-应收贷款,2025-06-01 11:00:11,1
2025-06-01,1002,CR,1000.00,LOAN,LN20250601000035,放款-银行存款,2025-06-01 11:00:11,1
2025-05-31,1301,DR,15000.00,LOAN,LN20250531000031,放款-应收贷款,2025-05-31 20:42:03,1
2025-05-31,1002,CR,15000.00,LOAN,LN20250531000031,放款-银行存款,2025-05-31 20:42:03,1
2025-06-10,1301,DR,689.76,LOAN,LN20250610000027,放款-应收贷款,2025-06-10 08:30:10,1
2025-06-10,1002,CR,689.76,LOAN,LN20250610000027,放款-银行存款,2025-06-10 08:30:10,1
2025-02-28,1301,DR,5000.00,LOAN,LN20250228000056,放款-应收贷款,2025-02-28 21:04:26,1
2025-02-28,1002,CR,5000.00,LOAN,LN20250228000056,放款-银行存款,2025-02-28 21:04:26,1
2025-06-02,1301,DR,9881.68,LOAN,LN20250602000032,放款-应收贷款,2025-06-02 19:28:04,1
2025-06-02,1002,CR,9881.68,LOAN,LN20250602000032,放款-银行存款,2025-06-02 19:28:04,1
2025-05-27,1301,DR,15000.00,LOAN,LN20250527000037,放款-应收贷款,2025-05-27 12:58:04,1
2025-05-27,1002,CR,15000.00,LOAN,LN20250527000037,放款-银行存款,2025-05-27 12:58:04,1
2025-02-06,1301,DR,10000.00,LOAN,LN20250206000042,放款-应收贷款,2025-02-06 16:15:48,1
2025-02-06,1002,CR,10000.00,LOAN,LN20250206000042,放款-银行存款,2025-02-06 16:15:48,1
2025-02-11,1301,DR,30000.00,LOAN,LN20250211000041,放款-应收贷款,2025-02-11 12:51:46,1
2025-02-11,1002,CR,30000.00,LOAN,LN20250211000041,放款-银行存款,2025-02-11 12:51:46,1
2025-02-06,1301,DR,5000.00,LOAN,LN20250206000043,放款-应收贷款,2025-02-06 22:45:26,1
2025-02-06,1002,CR,5000.00,LOAN,LN20250206000043,放款-银行存款,2025-02-06 22:45:26,1
2025-06-04,1301,DR,30000.00,LOAN,LN20250604000039,放款-应收贷款,2025-06-04 13:19:18,1
2025-06-04,1002,CR,30000.00,LOAN,LN20250604000039,放款-银行存款,2025-06-04 13:19:18,1
2025-06-19,1301,DR,1000.00,LOAN,LN20250619000032,放款-应收贷款,2025-06-19 13:22:07,1
2025-06-19,1002,CR,1000.00,LOAN,LN20250619000032,放款-银行存款,2025-06-19 13:22:07,1
2025-02-26,1301,DR,72468.57,LOAN,LN20250226000053,放款-应收贷款,2025-02-26 09:36:47,1
2025-02-26,1002,CR,72468.57,LOAN,LN20250226000053,放款-银行存款,2025-02-26 09:36:47,1
2025-02-23,1301,DR,11557.54,LOAN,LN20250223000052,放款-应收贷款,2025-02-23 13:29:50,1
2025-02-23,1002,CR,11557.54,LOAN,LN20250223000052,放款-银行存款,2025-02-23 13:29:50,1
2025-05-29,1301,DR,20000.00,LOAN,LN20250529000035,放款-应收贷款,2025-05-29 20:27:26,1
2025-05-29,1002,CR,20000.00,LOAN,LN20250529000035,放款-银行存款,2025-05-29 20:27:26,1
2025-06-07,1301,DR,7237.76,LOAN,LN20250607000036,放款-应收贷款,2025-06-07 13:36:53,1
2025-06-07,1002,CR,7237.76,LOAN,LN20250607000036,放款-银行存款,2025-06-07 13:36:53,1
2025-06-05,1301,DR,30000.00,LOAN,LN20250605000034,放款-应收贷款,2025-06-05 02:35:03,1
2025-06-05,1002,CR,30000.00,LOAN,LN20250605000034,放款-银行存款,2025-06-05 02:35:03,1
2025-06-04,1301,DR,11186.27,LOAN,LN20250604000040,放款-应收贷款,2025-06-04 21:51:59,1
2025-06-04,1002,CR,11186.27,LOAN,LN20250604000040,放款-银行存款,2025-06-04 21:51:59,1
2025-02-18,1301,DR,15950.43,LOAN,LN20250218000040,放款-应收贷款,2025-02-18 13:16:28,1
2025-02-18,1002,CR,15950.43,LOAN,LN20250218000040,放款-银行存款,2025-02-18 13:16:28,1
2025-02-10,1301,DR,1000.00,LOAN,LN20250210000031,放款-应收贷款,2025-02-10 22:21:06,1
2025-02-10,1002,CR,1000.00,LOAN,LN20250210000031,放款-银行存款,2025-02-10 22:21:06,1
2025-06-14,1301,DR,15000.00,LOAN,LN20250614000029,放款-应收贷款,2025-06-14 13:24:57,1
2025-06-14,1002,CR,15000.00,LOAN,LN20250614000029,放款-银行存款,2025-06-14 13:24:57,1
2025-02-11,1301,DR,2000.00,LOAN,LN20250211000042,放款-应收贷款,2025-02-11 20:27:05,1
2025-02-11,1002,CR,2000.00,LOAN,LN20250211000042,放款-银行存款,2025-02-11 20:27:05,1
2025-03-20,1301,DR,15000.00,LOAN,LN20250320000040,放款-应收贷款,2025-03-20 21:10:47,1
2025-03-20,1002,CR,15000.00,LOAN,LN20250320000040,放款-银行存款,2025-03-20 21:10:47,1
2025-02-10,1301,DR,53184.66,LOAN,LN20250210000032,放款-应收贷款,2025-02-10 21:15:21,1
2025-02-10,1002,CR,53184.66,LOAN,LN20250210000032,放款-银行存款,2025-02-10 21:15:21,1
2025-06-06,1301,DR,1000.00,LOAN,LN20250606000024,放款-应收贷款,2025-06-06 13:43:17,1
2025-06-06,1002,CR,1000.00,LOAN,LN20250606000024,放款-银行存款,2025-06-06 13:43:17,1
2025-06-24,1301,DR,32548.74,LOAN,LN20250624000029,放款-应收贷款,2025-06-24 20:27:41,1
2025-06-24,1002,CR,32548.74,LOAN,LN20250624000029,放款-银行存款,2025-06-24 20:27:41,1
2025-02-28,1301,DR,2000.00,LOAN,LN20250228000057,放款-应收贷款,2025-02-28 21:56:43,1
2025-02-28,1002,CR,2000.00,LOAN,LN20250228000057,放款-银行存款,2025-02-28 21:56:43,1
2025-03-05,1301,DR,15000.00,LOAN,LN20250305000044,放款-应收贷款,2025-03-05 13:16:03,1
2025-03-05,1002,CR,15000.00,LOAN,LN20250305000044,放款-银行存款,2025-03-05 13:16:03,1
2025-04-05,1301,DR,2000.00,LOAN,LN20250405000033,放款-应收贷款,2025-04-05 12:50:58,1
2025-04-05,1002,CR,2000.00,LOAN,LN20250405000033,放款-银行存款,2025-04-05 12:50:58,1
2025-03-12,1301,DR,2000.00,LOAN,LN20250312000053,放款-应收贷款,2025-03-12 21:30:54,1
2025-03-12,1002,CR,2000.00,LOAN,LN20250312000053,放款-银行存款,2025-03-12 21:30:54,1
