settle_date,settle_type,ref_id,amount,from_account,to_account,channel,status,is_test_data
2025-02-28,DISBURSE,LN20250228000009,1000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-26,DISBURSE,LN20250226000002,1000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-08,DISBURSE,LN20250208000002,8000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-12,DISBURSE,LN20250212000008,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-30,DISBURSE,LN20250330000003,20000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-03-29,DISBURSE,LN20250329000004,10000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-14,DISBURSE,LN20250214000011,8000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-12,DISBURSE,LN20250212000009,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-11,DISBURSE,LN20250411000006,437.29,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-06,DISBURSE,LN20250306000010,54016.81,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-24,DISBURSE,LN20250324000005,20000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-03-27,DISBURSE,LN20250327000008,8000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-07,DISBURSE,LN20250307000006,8715.48,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-19,DISBURSE,LN20250219000005,8000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-12,DISBURSE,LN20250312000008,10000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-04-18,DISBURSE,LN20250418000004,42976.78,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-21,DISBURSE,LN20250321000007,8000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-05-14,DISBURSE,LN20250514000004,51366.13,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-04-16,DISBURSE,LN20250416000004,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-04,DISBURSE,LN20250504000005,22111.80,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-19,DISBURSE,LN20250519000003,15000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-05-18,DISBURSE,LN20250518000003,24198.49,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-31,DISBURSE,LN20250531000005,20000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-20,DISBURSE,LN20250220000008,71141.37,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-14,DISBURSE,LN20250314000005,21198.63,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-13,DISBURSE,LN20250213000009,9874.93,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-08,DISBURSE,LN20250308000006,23411.24,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-02,DISBURSE,LN20250202000002,43618.20,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-17,DISBURSE,LN20250217000004,20000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-16,DISBURSE,LN20250616000003,21919.97,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-14,DISBURSE,LN20250614000005,10000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-04,DISBURSE,LN20250604000007,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-18,DISBURSE,LN20250318000005,36050.28,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-06,DISBURSE,LN20250406000005,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-15,DISBURSE,LN20250615000005,2000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-22,DISBURSE,LN20250622000003,14620.59,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-01-21,DISBURSE,LN20250121000002,47063.37,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-03,DISBURSE,LN20250303000006,42653.37,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-01,DISBURSE,LN20250201000005,25249.21,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-01-23,DISBURSE,LN20250123000002,20000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-02-09,DISBURSE,LN20250209000008,1190.86,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-04-20,DISBURSE,LN20250420000002,5234.11,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-12,DISBURSE,LN20250512000005,4017.27,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-04-01,DISBURSE,LN20250401000003,8000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-29,DISBURSE,LN20250329000005,8000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-23,DISBURSE,LN20250223000012,1000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-29,DISBURSE,LN20250529000006,24956.75,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-22,DISBURSE,LN20250622000004,1000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-05-21,DISBURSE,LN20250521000004,7800.84,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-02,DISBURSE,LN20250502000002,1151.11,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-27,DISBURSE,LN20250227000009,9744.75,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-07,DISBURSE,LN20250207000004,30000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-26,DISBURSE,LN20250226000003,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-12,DISBURSE,LN20250612000008,22952.44,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-05-23,DISBURSE,LN20250523000004,20914.20,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-22,DISBURSE,LN20250422000007,841.22,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-07,DISBURSE,LN20250207000005,50575.68,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-01-24,DISBURSE,LN20250124000004,20000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-01,DISBURSE,LN20250301000007,8379.28,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-08,DISBURSE,LN20250208000003,3721.79,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-12,DISBURSE,LN20250212000010,47796.78,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-12,DISBURSE,LN20250312000009,5000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-01-18,DISBURSE,LN20250118000003,2000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-05,DISBURSE,LN20250305000004,20000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-05-15,DISBURSE,LN20250515000004,24294.16,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-23,DISBURSE,LN20250523000005,2000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-12,DISBURSE,LN20250412000004,1000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-12,DISBURSE,LN20250612000009,8000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-17,DISBURSE,LN20250217000005,55194.41,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-30,DISBURSE,LN20250430000004,712.56,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-11,DISBURSE,LN20250211000005,8000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-28,DISBURSE,LN20250228000010,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-14,DISBURSE,LN20250214000012,38956.71,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-26,DISBURSE,LN20250226000004,20406.77,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-05,DISBURSE,LN20250205000004,7787.12,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-22,DISBURSE,LN20250322000004,50000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-02-15,DISBURSE,LN20250215000010,15000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-08,DISBURSE,LN20250208000004,20000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-12,DISBURSE,LN20250312000010,5000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-06,DISBURSE,LN20250606000001,26523.90,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-21,DISBURSE,LN20250321000008,30000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-20,DISBURSE,LN20250420000003,8000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-17,DISBURSE,LN20250317000006,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-18,DISBURSE,LN20250318000006,22961.96,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-01,DISBURSE,LN20250401000004,24716.60,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-03,DISBURSE,LN20250303000007,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-27,DISBURSE,LN20250327000009,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-08,DISBURSE,LN20250208000005,29796.83,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-15,DISBURSE,LN20250215000011,8000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-27,DISBURSE,LN20250627000003,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-28,DISBURSE,LN20250228000011,49346.99,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-17,DISBURSE,LN20250317000007,1282.16,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-24,DISBURSE,LN20250324000006,7086.04,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-06,DISBURSE,LN20250306000011,30000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-08,DISBURSE,LN20250208000006,29805.98,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-07,DISBURSE,LN20250307000007,17180.54,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-01-30,DISBURSE,LN20250130000006,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-20,DISBURSE,LN20250220000009,5000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-24,DISBURSE,LN20250624000007,41144.75,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-22,DISBURSE,LN20250622000005,4437.64,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-30,DISBURSE,LN20250630000003,5000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-19,DISBURSE,LN20250219000006,10000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-02-21,DISBURSE,LN20250221000005,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-04,DISBURSE,LN20250304000012,15000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-29,DISBURSE,LN20250329000006,1000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-27,DISBURSE,LN20250327000010,47359.29,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-21,DISBURSE,LN20250221000006,9759.80,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-12,DISBURSE,LN20250312000011,7626.35,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-23,DISBURSE,LN20250223000013,25567.44,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-25,DISBURSE,LN20250225000004,28530.93,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-05-24,DISBURSE,LN20250524000003,39966.01,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-28,DISBURSE,LN20250428000003,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-21,DISBURSE,LN20250421000003,20000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-22,DISBURSE,LN20250522000003,30000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-05-22,DISBURSE,LN20250522000004,62619.40,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-26,DISBURSE,LN20250526000010,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-01,DISBURSE,LN20250601000005,20000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-01-28,DISBURSE,LN20250128000005,8709.31,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-05,DISBURSE,LN20250605000004,10000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-06-24,DISBURSE,LN20250624000008,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-12,DISBURSE,LN20250612000010,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-30,DISBURSE,LN20250630000004,15000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-03-04,DISBURSE,LN20250304000013,30000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-07,DISBURSE,LN20250307000008,30000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-03-04,DISBURSE,LN20250304000014,20000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-01-29,DISBURSE,LN20250129000004,50000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-13,DISBURSE,LN20250413000003,5000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-25,DISBURSE,LN20250425000003,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-11,DISBURSE,LN20250511000007,30000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-09,DISBURSE,LN20250409000006,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-22,DISBURSE,LN20250422000008,1000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-07,DISBURSE,LN20250307000009,4437.50,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-21,DISBURSE,LN20250321000009,10000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-22,DISBURSE,LN20250322000005,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-23,DISBURSE,LN20250623000003,15000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-27,DISBURSE,LN20250527000004,26967.29,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-19,DISBURSE,LN20250519000004,65792.18,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-22,DISBURSE,LN20250322000006,8590.74,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-12,DISBURSE,LN20250312000012,8779.33,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-22,DISBURSE,LN20250222000010,1000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-26,DISBURSE,LN20250226000005,20000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-01,DISBURSE,LN20250301000008,3700.33,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-11,DISBURSE,LN20250611000004,8000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-05-19,DISBURSE,LN20250519000005,8000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-17,DISBURSE,LN20250317000008,15000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-17,DISBURSE,LN20250317000009,8907.72,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-27,DISBURSE,LN20250227000010,7214.64,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-05-16,DISBURSE,LN20250516000005,15457.58,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-04,DISBURSE,LN20250404000004,705.98,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-15,DISBURSE,LN20250515000005,7927.44,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-24,DISBURSE,LN20250524000004,13288.89,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-05-03,DISBURSE,LN20250503000006,5000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-30,DISBURSE,LN20250430000005,9124.79,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-14,DISBURSE,LN20250514000005,2000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-04-30,DISBURSE,LN20250430000006,1000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-13,DISBURSE,LN20250513000005,8000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-18,DISBURSE,LN20250418000005,1000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-28,DISBURSE,LN20250328000007,26072.83,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-14,DISBURSE,LN20250414000001,6690.93,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-14,DISBURSE,LN20250414000002,8000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-12,DISBURSE,LN20250312000013,50000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-11,DISBURSE,LN20250211000006,45966.82,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-02-21,DISBURSE,LN20250221000007,10000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-02,DISBURSE,LN20250302000006,15000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-06,DISBURSE,LN20250206000002,29415.43,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-03,DISBURSE,LN20250603000002,2000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-29,DISBURSE,LN20250429000003,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-12,DISBURSE,LN20250312000014,30000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-11,DISBURSE,LN20250411000007,11896.27,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-17,DISBURSE,LN20250217000006,7590.20,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-16,DISBURSE,LN20250316000005,6414.28,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-01,DISBURSE,LN20250301000009,15000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-02,DISBURSE,LN20250202000003,5000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-17,DISBURSE,LN20250617000007,25507.94,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-25,DISBURSE,LN20250625000003,1000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-07,DISBURSE,LN20250307000010,10000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-01-23,DISBURSE,LN20250123000003,23199.50,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-24,DISBURSE,LN20250524000005,1978.10,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-20,DISBURSE,LN20250420000004,37656.41,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-21,DISBURSE,LN20250421000004,15000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-12,DISBURSE,LN20250612000011,8000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-03,DISBURSE,LN20250603000003,55110.31,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-05,DISBURSE,LN20250405000006,48671.70,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-05-12,DISBURSE,LN20250512000006,4448.03,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-17,DISBURSE,LN20250617000008,38283.43,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-31,DISBURSE,LN20250531000006,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-26,DISBURSE,LN20250526000011,41600.79,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-26,DISBURSE,LN20250226000006,10000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-03-15,DISBURSE,LN20250315000004,30000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-19,DISBURSE,LN20250319000004,50000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-24,DISBURSE,LN20250324000007,2000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-03-21,DISBURSE,LN20250321000010,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-13,DISBURSE,LN20250213000010,8000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-04,DISBURSE,LN20250404000005,12939.40,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-25,DISBURSE,LN20250425000004,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-17,DISBURSE,LN20250617000009,8017.43,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-07,DISBURSE,LN20250207000006,3868.83,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-31,DISBURSE,LN20250531000007,5529.92,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-06-10,DISBURSE,LN20250610000005,24471.52,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-30,DISBURSE,LN20250530000005,2000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-02,DISBURSE,LN20250302000007,5000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-25,DISBURSE,LN20250225000005,20000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-19,DISBURSE,LN20250419000004,59242.62,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-04-15,DISBURSE,LN20250415000003,8000.00,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-05-15,DISBURSE,LN20250515000006,42369.08,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-19,DISBURSE,LN20250219000007,10000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-17,DISBURSE,LN20250317000010,1000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-05-07,DISBURSE,LN20250507000003,12577.48,COMPANY_ACC,GTE_A,BANK,SUCCESS,1
2025-04-12,DISBURSE,LN20250412000005,1426.80,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-02,DISBURSE,LN20250302000008,14918.76,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-15,DISBURSE,LN20250215000012,879.49,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-02,DISBURSE,LN20250302000009,10000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-04,DISBURSE,LN20250204000006,29629.70,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-04,DISBURSE,LN20250204000007,5000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-30,DISBURSE,LN20250430000007,6221.52,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-05-17,DISBURSE,LN20250517000009,22077.09,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-05-01,DISBURSE,LN20250501000003,41998.15,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-19,DISBURSE,LN20250619000005,8000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-23,DISBURSE,LN20250223000014,27280.87,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-25,DISBURSE,LN20250225000006,1000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-04-05,DISBURSE,LN20250405000007,28949.19,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-11,DISBURSE,LN20250311000005,10000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-24,DISBURSE,LN20250224000010,4658.24,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-08,DISBURSE,LN20250308000007,47359.78,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-26,DISBURSE,LN20250626000005,8000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-03,DISBURSE,LN20250303000008,815.60,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-13,DISBURSE,LN20250213000011,8000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-07,DISBURSE,LN20250307000011,39303.83,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-01,DISBURSE,LN20250301000010,18289.50,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-03,DISBURSE,LN20250303000009,15000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-11,DISBURSE,LN20250311000006,8339.27,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-18,DISBURSE,LN20250518000004,35618.52,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-15,DISBURSE,LN20250315000005,20000.00,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-03-27,DISBURSE,LN20250327000011,5000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-13,DISBURSE,LN20250313000005,18218.42,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-03-01,DISBURSE,LN20250301000011,18891.29,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-28,DISBURSE,LN20250228000012,1000.00,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-02-17,DISBURSE,LN20250217000007,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-04-04,DISBURSE,LN20250404000006,29508.78,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-02-21,DISBURSE,LN20250221000008,4704.63,COMPANY_ACC,BANK_B,BANK,SUCCESS,1
2025-02-14,DISBURSE,LN20250214000013,30791.68,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-31,DISBURSE,LN20250531000008,15000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-03-16,DISBURSE,LN20250316000006,4002.20,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
2025-06-01,DISBURSE,LN20250601000006,48132.95,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-28,DISBURSE,LN20250528000003,2000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-04,DISBURSE,LN20250604000008,48493.21,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-16,DISBURSE,LN20250616000004,5000.00,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-05-15,DISBURSE,LN20250515000007,3927.54,COMPANY_ACC,BANK_A,BANK,SUCCESS,1
2025-06-16,DISBURSE,LN20250616000005,30395.95,COMPANY_ACC,BANK_C,BANK,SUCCESS,1
