application_id,customer_id,model_code,score,grade,computed_at,is_test_data
AP20250203000052,C00001958,B_SCORE,669,B,2025-02-03 12:08:08,1
AP20250203000052,C00001958,FRAUD_SCORE,382,N/A,2025-02-03 12:08:08,1
AP20250608000023,C00009826,A_SCORE,632,C,2025-06-08 07:00:50,1
AP20250608000023,C00009826,B_SCORE,487,E,2025-06-08 07:00:50,1
AP20250608000023,C00009826,FRAUD_SCORE,221,N/A,2025-06-08 07:00:50,1
AP20250606000024,C00000099,A_SCORE,491,E,2025-06-06 16:07:05,1
AP20250606000024,C00000099,B_SCORE,726,A,2025-06-06 16:07:05,1
AP20250606000024,C00000099,FRAUD_SCORE,160,N/A,2025-06-06 16:07:05,1
AP20250219000037,C00002591,A_SCORE,512,E,2025-02-19 12:47:53,1
AP20250219000037,C00002591,B_SCORE,600,C,2025-02-19 12:47:53,1
AP20250219000037,C00002591,FRAUD_SCORE,282,N/A,2025-02-19 12:47:53,1
AP20250630000018,C00009908,A_SCORE,669,B,2025-06-30 12:34:59,1
AP20250630000018,C00009908,B_SCORE,551,D,2025-06-30 12:34:59,1
AP20250630000018,C00009908,FRAUD_SCORE,98,N/A,2025-06-30 12:34:59,1
AP20250123000024,C00009051,A_SCORE,564,D,2025-01-23 12:05:51,1
AP20250123000024,C00009051,B_SCORE,626,C,2025-01-23 12:05:51,1
AP20250123000024,C00009051,FRAUD_SCORE,202,N/A,2025-01-23 12:05:51,1
AP20250319000022,C00006962,A_SCORE,692,B,2025-03-19 20:48:52,1
AP20250319000022,C00006962,B_SCORE,724,A,2025-03-19 20:48:52,1
AP20250319000022,C00006962,FRAUD_SCORE,176,N/A,2025-03-19 20:48:52,1
AP20250304000025,C00007283,A_SCORE,730,A,2025-03-04 13:30:00,1
AP20250304000025,C00007283,B_SCORE,649,C,2025-03-04 13:30:00,1
AP20250304000025,C00007283,FRAUD_SCORE,164,N/A,2025-03-04 13:30:00,1
AP20250610000018,C00002772,A_SCORE,676,B,2025-06-10 20:46:31,1
AP20250610000018,C00002772,B_SCORE,674,B,2025-06-10 20:46:31,1
AP20250610000018,C00002772,FRAUD_SCORE,212,N/A,2025-06-10 20:46:31,1
AP20250116000018,C00003040,A_SCORE,623,C,2025-01-16 12:32:42,1
AP20250116000018,C00003040,B_SCORE,725,A,2025-01-16 12:32:42,1
AP20250116000018,C00003040,FRAUD_SCORE,91,N/A,2025-01-16 12:32:42,1
AP20250307000025,C00000436,A_SCORE,570,D,2025-03-07 13:57:00,1
AP20250307000025,C00000436,B_SCORE,633,C,2025-03-07 13:57:00,1
AP20250307000025,C00000436,FRAUD_SCORE,330,N/A,2025-03-07 13:57:00,1
AP20250329000019,C00001406,A_SCORE,712,B,2025-03-29 19:28:41,1
AP20250329000019,C00001406,B_SCORE,705,B,2025-03-29 19:28:41,1
AP20250329000019,C00001406,FRAUD_SCORE,237,N/A,2025-03-29 19:28:41,1
AP20250422000018,C00005520,A_SCORE,713,B,2025-04-22 08:02:43,1
AP20250422000018,C00005520,B_SCORE,566,D,2025-04-22 08:02:43,1
AP20250422000018,C00005520,FRAUD_SCORE,256,N/A,2025-04-22 08:02:43,1
AP20250206000028,C00005195,A_SCORE,612,C,2025-02-06 20:08:53,1
AP20250206000028,C00005195,B_SCORE,679,B,2025-02-06 20:08:53,1
AP20250206000028,C00005195,FRAUD_SCORE,120,N/A,2025-02-06 20:08:53,1
AP20250311000024,C00001834,A_SCORE,614,C,2025-03-11 12:49:01,1
AP20250311000024,C00001834,B_SCORE,629,C,2025-03-11 12:49:01,1
AP20250311000024,C00001834,FRAUD_SCORE,209,N/A,2025-03-11 12:49:01,1
AP20250129000034,C00003719,A_SCORE,695,B,2025-01-29 13:29:55,1
AP20250129000034,C00003719,B_SCORE,689,B,2025-01-29 13:29:55,1
AP20250129000034,C00003719,FRAUD_SCORE,217,N/A,2025-01-29 13:29:55,1
AP20250211000046,C00002791,A_SCORE,600,C,2025-02-11 21:37:23,1
AP20250211000046,C00002791,B_SCORE,580,D,2025-02-11 21:37:23,1
AP20250211000046,C00002791,FRAUD_SCORE,463,N/A,2025-02-11 21:37:23,1
AP20250212000036,C00008090,A_SCORE,725,A,2025-02-12 13:15:56,1
AP20250212000036,C00008090,B_SCORE,526,E,2025-02-12 13:15:56,1
AP20250212000036,C00008090,FRAUD_SCORE,318,N/A,2025-02-12 13:15:56,1
AP20250421000012,C00008247,A_SCORE,576,D,2025-04-21 12:14:02,1
AP20250421000012,C00008247,B_SCORE,663,B,2025-04-21 12:14:02,1
AP20250421000012,C00008247,FRAUD_SCORE,359,N/A,2025-04-21 12:14:02,1
AP20250419000019,C00002382,A_SCORE,771,A,2025-04-19 22:33:01,1
AP20250419000019,C00002382,B_SCORE,763,A,2025-04-19 22:33:01,1
AP20250419000019,C00002382,FRAUD_SCORE,113,N/A,2025-04-19 22:33:01,1
AP20250523000029,C00008167,A_SCORE,553,D,2025-05-23 21:52:32,1
AP20250523000029,C00008167,B_SCORE,624,C,2025-05-23 21:52:32,1
AP20250523000029,C00008167,FRAUD_SCORE,330,N/A,2025-05-23 21:52:32,1
AP20250604000016,C00002737,A_SCORE,835,A,2025-06-04 12:20:31,1
AP20250604000016,C00002737,B_SCORE,742,A,2025-06-04 12:20:31,1
AP20250604000016,C00002737,FRAUD_SCORE,64,N/A,2025-06-04 12:20:31,1
AP20250206000029,C00006383,A_SCORE,729,A,2025-02-06 07:22:41,1
AP20250206000029,C00006383,B_SCORE,487,E,2025-02-06 07:22:41,1
AP20250206000029,C00006383,FRAUD_SCORE,506,N/A,2025-02-06 07:22:41,1
AP20250317000023,C00009346,A_SCORE,675,B,2025-03-17 11:32:46,1
AP20250317000023,C00009346,B_SCORE,669,B,2025-03-17 11:32:46,1
AP20250317000023,C00009346,FRAUD_SCORE,248,N/A,2025-03-17 11:32:46,1
AP20250521000024,C00007227,A_SCORE,560,D,2025-05-21 11:08:51,1
AP20250521000024,C00007227,B_SCORE,711,B,2025-05-21 11:08:51,1
AP20250521000024,C00007227,FRAUD_SCORE,385,N/A,2025-05-21 11:08:51,1
AP20250520000032,C00008776,A_SCORE,724,A,2025-05-20 21:09:41,1
AP20250520000032,C00008776,B_SCORE,662,B,2025-05-20 21:09:41,1
AP20250520000032,C00008776,FRAUD_SCORE,20,N/A,2025-05-20 21:09:41,1
AP20250525000025,C00006376,A_SCORE,722,A,2025-05-25 22:46:01,1
AP20250525000025,C00006376,B_SCORE,589,D,2025-05-25 22:46:01,1
AP20250525000025,C00006376,FRAUD_SCORE,252,N/A,2025-05-25 22:46:01,1
AP20250214000035,C00006698,A_SCORE,774,A,2025-02-14 22:52:19,1
AP20250214000035,C00006698,B_SCORE,630,C,2025-02-14 22:52:19,1
AP20250214000035,C00006698,FRAUD_SCORE,835,N/A,2025-02-14 22:52:19,1
AP20250129000035,C00005234,A_SCORE,556,D,2025-01-29 16:55:49,1
AP20250129000035,C00005234,B_SCORE,688,B,2025-01-29 16:55:49,1
AP20250129000035,C00005234,FRAUD_SCORE,19,N/A,2025-01-29 16:55:49,1
AP20250608000024,C00007260,A_SCORE,775,A,2025-06-08 13:34:19,1
AP20250608000024,C00007260,B_SCORE,767,A,2025-06-08 13:34:19,1
AP20250608000024,C00007260,FRAUD_SCORE,0,N/A,2025-06-08 13:34:19,1
AP20250527000019,C00003917,A_SCORE,624,C,2025-05-27 14:36:15,1
AP20250527000019,C00003917,B_SCORE,690,B,2025-05-27 14:36:15,1
AP20250527000019,C00003917,FRAUD_SCORE,209,N/A,2025-05-27 14:36:15,1
AP20250428000018,C00002190,A_SCORE,856,A,2025-04-28 12:46:39,1
AP20250428000018,C00002190,B_SCORE,700,B,2025-04-28 12:46:39,1
AP20250428000018,C00002190,FRAUD_SCORE,340,N/A,2025-04-28 12:46:39,1
AP20250228000038,C00008276,A_SCORE,695,B,2025-02-28 15:15:17,1
AP20250228000038,C00008276,B_SCORE,674,B,2025-02-28 15:15:17,1
AP20250228000038,C00008276,FRAUD_SCORE,332,N/A,2025-02-28 15:15:17,1
AP20250310000031,C00009213,A_SCORE,555,D,2025-03-10 22:08:27,1
AP20250310000031,C00009213,B_SCORE,537,E,2025-03-10 22:08:27,1
AP20250310000031,C00009213,FRAUD_SCORE,115,N/A,2025-03-10 22:08:27,1
AP20250208000042,C00005560,A_SCORE,738,A,2025-02-08 07:55:41,1
AP20250208000042,C00005560,B_SCORE,736,A,2025-02-08 07:55:41,1
AP20250208000042,C00005560,FRAUD_SCORE,358,N/A,2025-02-08 07:55:41,1
AP20250222000038,C00000606,A_SCORE,625,C,2025-02-22 20:29:23,1
AP20250222000038,C00000606,B_SCORE,662,B,2025-02-22 20:29:23,1
AP20250222000038,C00000606,FRAUD_SCORE,100,N/A,2025-02-22 20:29:23,1
AP20250116000019,C00005965,A_SCORE,724,A,2025-01-16 06:50:54,1
AP20250116000019,C00005965,B_SCORE,698,B,2025-01-16 06:50:54,1
AP20250116000019,C00005965,FRAUD_SCORE,477,N/A,2025-01-16 06:50:54,1
AP20250309000037,C00004372,A_SCORE,734,A,2025-03-09 10:32:22,1
AP20250309000037,C00004372,B_SCORE,591,D,2025-03-09 10:32:22,1
AP20250309000037,C00004372,FRAUD_SCORE,154,N/A,2025-03-09 10:32:22,1
AP20250122000018,C00003656,A_SCORE,689,B,2025-01-22 09:41:08,1
AP20250122000018,C00003656,B_SCORE,664,B,2025-01-22 09:41:08,1
AP20250122000018,C00003656,FRAUD_SCORE,339,N/A,2025-01-22 09:41:08,1
AP20250210000034,C00002132,A_SCORE,684,B,2025-02-10 22:47:26,1
AP20250210000034,C00002132,B_SCORE,533,E,2025-02-10 22:47:26,1
AP20250210000034,C00002132,FRAUD_SCORE,99,N/A,2025-02-10 22:47:26,1
AP20250520000033,C00006023,A_SCORE,785,A,2025-05-20 13:35:20,1
AP20250520000033,C00006023,B_SCORE,616,C,2025-05-20 13:35:20,1
AP20250520000033,C00006023,FRAUD_SCORE,219,N/A,2025-05-20 13:35:20,1
AP20250320000022,C00001391,A_SCORE,649,C,2025-03-20 12:34:28,1
AP20250320000022,C00001391,B_SCORE,767,A,2025-03-20 12:34:28,1
AP20250320000022,C00001391,FRAUD_SCORE,196,N/A,2025-03-20 12:34:28,1
AP20250304000026,C00003428,A_SCORE,508,E,2025-03-04 14:54:17,1
AP20250304000026,C00003428,B_SCORE,442,E,2025-03-04 14:54:17,1
AP20250304000026,C00003428,FRAUD_SCORE,555,N/A,2025-03-04 14:54:17,1
AP20250124000028,C00000548,A_SCORE,584,D,2025-01-24 13:15:02,1
AP20250124000028,C00000548,B_SCORE,719,B,2025-01-24 13:15:02,1
AP20250124000028,C00000548,FRAUD_SCORE,192,N/A,2025-01-24 13:15:02,1
AP20250327000017,C00005084,A_SCORE,610,C,2025-03-27 07:26:24,1
AP20250327000017,C00005084,B_SCORE,744,A,2025-03-27 07:26:24,1
AP20250327000017,C00005084,FRAUD_SCORE,198,N/A,2025-03-27 07:26:24,1
AP20250123000025,C00003817,A_SCORE,716,B,2025-01-23 14:34:55,1
AP20250123000025,C00003817,B_SCORE,464,E,2025-01-23 14:34:55,1
AP20250123000025,C00003817,FRAUD_SCORE,132,N/A,2025-01-23 14:34:55,1
AP20250131000033,C00004283,A_SCORE,576,D,2025-01-31 12:39:47,1
AP20250131000033,C00004283,B_SCORE,706,B,2025-01-31 12:39:47,1
AP20250131000033,C00004283,FRAUD_SCORE,387,N/A,2025-01-31 12:39:47,1
AP20250117000021,C00004298,A_SCORE,635,C,2025-01-17 02:34:40,1
AP20250117000021,C00004298,B_SCORE,655,C,2025-01-17 02:34:40,1
AP20250117000021,C00004298,FRAUD_SCORE,116,N/A,2025-01-17 02:34:40,1
AP20250501000024,C00008443,A_SCORE,513,E,2025-05-01 20:15:49,1
AP20250501000024,C00008443,B_SCORE,703,B,2025-05-01 20:15:49,1
AP20250501000024,C00008443,FRAUD_SCORE,156,N/A,2025-05-01 20:15:49,1
AP20250128000021,C00004700,A_SCORE,608,C,2025-01-28 22:18:03,1
AP20250128000021,C00004700,B_SCORE,551,D,2025-01-28 22:18:03,1
AP20250128000021,C00004700,FRAUD_SCORE,0,N/A,2025-01-28 22:18:03,1
AP20250206000030,C00009451,A_SCORE,576,D,2025-02-06 22:01:19,1
AP20250206000030,C00009451,B_SCORE,678,B,2025-02-06 22:01:19,1
AP20250206000030,C00009451,FRAUD_SCORE,239,N/A,2025-02-06 22:01:19,1
AP20250522000024,C00006736,A_SCORE,601,C,2025-05-22 03:03:03,1
AP20250522000024,C00006736,B_SCORE,688,B,2025-05-22 03:03:03,1
AP20250522000024,C00006736,FRAUD_SCORE,188,N/A,2025-05-22 03:03:03,1
AP20250131000034,C00004301,A_SCORE,571,D,2025-01-31 15:09:55,1
AP20250131000034,C00004301,B_SCORE,617,C,2025-01-31 15:09:55,1
AP20250131000034,C00004301,FRAUD_SCORE,60,N/A,2025-01-31 15:09:55,1
AP20250216000034,C00007900,A_SCORE,691,B,2025-02-16 16:14:26,1
AP20250216000034,C00007900,B_SCORE,611,C,2025-02-16 16:14:26,1
AP20250216000034,C00007900,FRAUD_SCORE,81,N/A,2025-02-16 16:14:26,1
AP20250411000021,C00003043,A_SCORE,674,B,2025-04-11 13:10:55,1
AP20250411000021,C00003043,B_SCORE,670,B,2025-04-11 13:10:55,1
AP20250411000021,C00003043,FRAUD_SCORE,336,N/A,2025-04-11 13:10:55,1
AP20250524000018,C00007625,A_SCORE,671,B,2025-05-24 10:50:03,1
AP20250524000018,C00007625,B_SCORE,633,C,2025-05-24 10:50:03,1
AP20250524000018,C00007625,FRAUD_SCORE,156,N/A,2025-05-24 10:50:03,1
AP20250411000022,C00006311,A_SCORE,657,C,2025-04-11 16:02:51,1
AP20250411000022,C00006311,B_SCORE,596,D,2025-04-11 16:02:51,1
AP20250411000022,C00006311,FRAUD_SCORE,217,N/A,2025-04-11 16:02:51,1
AP20250506000029,C00008717,A_SCORE,653,C,2025-05-06 20:52:13,1
AP20250506000029,C00008717,B_SCORE,574,D,2025-05-06 20:52:13,1
AP20250506000029,C00008717,FRAUD_SCORE,250,N/A,2025-05-06 20:52:13,1
AP20250603000023,C00000515,A_SCORE,553,D,2025-06-03 18:50:50,1
AP20250603000023,C00000515,B_SCORE,573,D,2025-06-03 18:50:50,1
AP20250603000023,C00000515,FRAUD_SCORE,135,N/A,2025-06-03 18:50:50,1
AP20250514000028,C00006585,A_SCORE,889,A,2025-05-14 21:15:06,1
AP20250514000028,C00006585,B_SCORE,565,D,2025-05-14 21:15:06,1
AP20250514000028,C00006585,FRAUD_SCORE,235,N/A,2025-05-14 21:15:06,1
AP20250125000022,C00009986,A_SCORE,638,C,2025-01-25 20:52:11,1
AP20250125000022,C00009986,B_SCORE,629,C,2025-01-25 20:52:11,1
AP20250125000022,C00009986,FRAUD_SCORE,278,N/A,2025-01-25 20:52:11,1
AP20250308000028,C00003823,A_SCORE,526,E,2025-03-08 22:34:42,1
AP20250308000028,C00003823,B_SCORE,612,C,2025-03-08 22:34:42,1
AP20250308000028,C00003823,FRAUD_SCORE,501,N/A,2025-03-08 22:34:42,1
AP20250220000035,C00005291,A_SCORE,625,C,2025-02-20 21:06:30,1
AP20250220000035,C00005291,B_SCORE,659,C,2025-02-20 21:06:30,1
AP20250220000035,C00005291,FRAUD_SCORE,83,N/A,2025-02-20 21:06:30,1
AP20250512000028,C00006162,A_SCORE,732,A,2025-05-12 22:15:30,1
AP20250512000028,C00006162,B_SCORE,621,C,2025-05-12 22:15:30,1
AP20250512000028,C00006162,FRAUD_SCORE,311,N/A,2025-05-12 22:15:30,1
AP20250212000037,C00007190,A_SCORE,534,E,2025-02-12 22:12:07,1
AP20250212000037,C00007190,B_SCORE,632,C,2025-02-12 22:12:07,1
AP20250212000037,C00007190,FRAUD_SCORE,247,N/A,2025-02-12 22:12:07,1
AP20250305000036,C00007293,A_SCORE,533,E,2025-03-05 19:37:14,1
AP20250305000036,C00007293,B_SCORE,498,E,2025-03-05 19:37:14,1
AP20250305000036,C00007293,FRAUD_SCORE,604,N/A,2025-03-05 19:37:14,1
AP20250606000025,C00004149,A_SCORE,546,D,2025-06-06 16:14:20,1
AP20250606000025,C00004149,B_SCORE,499,E,2025-06-06 16:14:20,1
AP20250606000025,C00004149,FRAUD_SCORE,116,N/A,2025-06-06 16:14:20,1
AP20250409000020,C00002489,A_SCORE,512,E,2025-04-09 06:59:36,1
AP20250409000020,C00002489,B_SCORE,682,B,2025-04-09 06:59:36,1
AP20250409000020,C00002489,FRAUD_SCORE,531,N/A,2025-04-09 06:59:36,1
AP20250428000019,C00000599,A_SCORE,799,A,2025-04-28 17:12:09,1
AP20250428000019,C00000599,B_SCORE,617,C,2025-04-28 17:12:09,1
AP20250428000019,C00000599,FRAUD_SCORE,335,N/A,2025-04-28 17:12:09,1
AP20250205000031,C00005108,A_SCORE,614,C,2025-02-05 19:58:08,1
AP20250205000031,C00005108,B_SCORE,676,B,2025-02-05 19:58:08,1
AP20250205000031,C00005108,FRAUD_SCORE,195,N/A,2025-02-05 19:58:08,1
AP20250303000024,C00003247,A_SCORE,694,B,2025-03-03 22:58:40,1
AP20250303000024,C00003247,B_SCORE,605,C,2025-03-03 22:58:40,1
AP20250303000024,C00003247,FRAUD_SCORE,243,N/A,2025-03-03 22:58:40,1
AP20250606000026,C00000777,A_SCORE,633,C,2025-06-06 15:19:18,1
AP20250606000026,C00000777,B_SCORE,589,D,2025-06-06 15:19:18,1
AP20250606000026,C00000777,FRAUD_SCORE,0,N/A,2025-06-06 15:19:18,1
AP20250314000022,C00004373,A_SCORE,696,B,2025-03-14 21:36:52,1
AP20250314000022,C00004373,B_SCORE,693,B,2025-03-14 21:36:52,1
AP20250314000022,C00004373,FRAUD_SCORE,169,N/A,2025-03-14 21:36:52,1
AP20250614000018,C00000646,A_SCORE,770,A,2025-06-14 12:41:02,1
AP20250614000018,C00000646,B_SCORE,735,A,2025-06-14 12:41:02,1
AP20250614000018,C00000646,FRAUD_SCORE,406,N/A,2025-06-14 12:41:02,1
AP20250305000037,C00006276,A_SCORE,504,E,2025-03-05 17:17:13,1
AP20250305000037,C00006276,B_SCORE,699,B,2025-03-05 17:17:13,1
AP20250305000037,C00006276,FRAUD_SCORE,223,N/A,2025-03-05 17:17:13,1
AP20250124000029,C00004141,A_SCORE,619,C,2025-01-24 23:00:27,1
AP20250124000029,C00004141,B_SCORE,573,D,2025-01-24 23:00:27,1
AP20250124000029,C00004141,FRAUD_SCORE,322,N/A,2025-01-24 23:00:27,1
AP20250505000020,C00003362,A_SCORE,634,C,2025-05-05 15:41:50,1
AP20250505000020,C00003362,B_SCORE,612,C,2025-05-05 15:41:50,1
AP20250505000020,C00003362,FRAUD_SCORE,131,N/A,2025-05-05 15:41:50,1
AP20250212000038,C00005345,A_SCORE,722,A,2025-02-12 12:44:49,1
AP20250212000038,C00005345,B_SCORE,611,C,2025-02-12 12:44:49,1
AP20250212000038,C00005345,FRAUD_SCORE,103,N/A,2025-02-12 12:44:49,1
AP20250220000036,C00000036,A_SCORE,697,B,2025-02-20 11:47:12,1
AP20250220000036,C00000036,B_SCORE,585,D,2025-02-20 11:47:12,1
AP20250220000036,C00000036,FRAUD_SCORE,318,N/A,2025-02-20 11:47:12,1
AP20250619000017,C00000676,A_SCORE,602,C,2025-06-19 12:34:28,1
AP20250619000017,C00000676,B_SCORE,660,B,2025-06-19 12:34:28,1
AP20250619000017,C00000676,FRAUD_SCORE,378,N/A,2025-06-19 12:34:28,1
AP20250119000016,C00006725,A_SCORE,702,B,2025-01-19 12:16:13,1
AP20250119000016,C00006725,B_SCORE,526,E,2025-01-19 12:16:13,1
AP20250119000016,C00006725,FRAUD_SCORE,239,N/A,2025-01-19 12:16:13,1
AP20250330000017,C00000414,A_SCORE,636,C,2025-03-30 16:58:41,1
AP20250330000017,C00000414,B_SCORE,579,D,2025-03-30 16:58:41,1
AP20250330000017,C00000414,FRAUD_SCORE,0,N/A,2025-03-30 16:58:41,1
AP20250213000045,C00005380,A_SCORE,742,A,2025-02-13 13:34:24,1
AP20250213000045,C00005380,B_SCORE,717,B,2025-02-13 13:34:24,1
AP20250213000045,C00005380,FRAUD_SCORE,250,N/A,2025-02-13 13:34:24,1
AP20250228000039,C00006338,A_SCORE,819,A,2025-02-28 16:16:12,1
AP20250228000039,C00006338,B_SCORE,703,B,2025-02-28 16:16:12,1
AP20250228000039,C00006338,FRAUD_SCORE,244,N/A,2025-02-28 16:16:12,1
AP20250122000019,C00006604,A_SCORE,607,C,2025-01-22 18:36:08,1
AP20250122000019,C00006604,B_SCORE,592,D,2025-01-22 18:36:08,1
AP20250122000019,C00006604,FRAUD_SCORE,265,N/A,2025-01-22 18:36:08,1
AP20250220000037,C00001823,A_SCORE,673,B,2025-02-20 12:56:56,1
AP20250220000037,C00001823,B_SCORE,575,D,2025-02-20 12:56:56,1
AP20250220000037,C00001823,FRAUD_SCORE,312,N/A,2025-02-20 12:56:56,1
AP20250128000022,C00000815,A_SCORE,698,B,2025-01-28 21:09:49,1
AP20250128000022,C00000815,B_SCORE,537,E,2025-01-28 21:09:49,1
AP20250128000022,C00000815,FRAUD_SCORE,610,N/A,2025-01-28 21:09:49,1
AP20250417000023,C00006480,A_SCORE,560,D,2025-04-17 21:06:30,1
AP20250417000023,C00006480,B_SCORE,546,D,2025-04-17 21:06:30,1
AP20250417000023,C00006480,FRAUD_SCORE,325,N/A,2025-04-17 21:06:30,1
AP20250607000028,C00008122,A_SCORE,701,B,2025-06-07 12:05:35,1
AP20250607000028,C00008122,B_SCORE,543,D,2025-06-07 12:05:35,1
AP20250607000028,C00008122,FRAUD_SCORE,239,N/A,2025-06-07 12:05:35,1
AP20250302000045,C00000613,A_SCORE,599,D,2025-03-02 21:51:50,1
AP20250302000045,C00000613,B_SCORE,582,D,2025-03-02 21:51:50,1
AP20250302000045,C00000613,FRAUD_SCORE,372,N/A,2025-03-02 21:51:50,1
AP20250426000018,C00005254,A_SCORE,618,C,2025-04-26 22:04:01,1
AP20250426000018,C00005254,B_SCORE,633,C,2025-04-26 22:04:01,1
AP20250426000018,C00005254,FRAUD_SCORE,337,N/A,2025-04-26 22:04:01,1
AP20250212000039,C00009060,A_SCORE,711,B,2025-02-12 11:21:10,1
AP20250212000039,C00009060,B_SCORE,682,B,2025-02-12 11:21:10,1
AP20250212000039,C00009060,FRAUD_SCORE,274,N/A,2025-02-12 11:21:10,1
AP20250214000036,C00009113,A_SCORE,586,D,2025-02-14 20:44:28,1
AP20250214000036,C00009113,B_SCORE,756,A,2025-02-14 20:44:28,1
AP20250214000036,C00009113,FRAUD_SCORE,157,N/A,2025-02-14 20:44:28,1
AP20250302000046,C00000674,A_SCORE,651,C,2025-03-02 20:53:50,1
AP20250302000046,C00000674,B_SCORE,674,B,2025-03-02 20:53:50,1
AP20250302000046,C00000674,FRAUD_SCORE,330,N/A,2025-03-02 20:53:50,1
AP20250602000028,C00003358,A_SCORE,719,B,2025-06-02 10:41:38,1
AP20250602000028,C00003358,B_SCORE,674,B,2025-06-02 10:41:38,1
AP20250602000028,C00003358,FRAUD_SCORE,265,N/A,2025-06-02 10:41:38,1
AP20250412000022,C00007576,A_SCORE,715,B,2025-04-12 09:16:52,1
AP20250412000022,C00007576,B_SCORE,745,A,2025-04-12 09:16:52,1
AP20250412000022,C00007576,FRAUD_SCORE,832,N/A,2025-04-12 09:16:52,1
AP20250306000035,C00001104,A_SCORE,585,D,2025-03-06 13:42:47,1
AP20250306000035,C00001104,B_SCORE,715,B,2025-03-06 13:42:47,1
AP20250306000035,C00001104,FRAUD_SCORE,113,N/A,2025-03-06 13:42:47,1
AP20250425000020,C00005648,A_SCORE,700,B,2025-04-25 12:50:16,1
AP20250425000020,C00005648,B_SCORE,698,B,2025-04-25 12:50:16,1
AP20250425000020,C00005648,FRAUD_SCORE,148,N/A,2025-04-25 12:50:16,1
AP20250316000019,C00001406,A_SCORE,532,E,2025-03-16 12:43:46,1
AP20250316000019,C00001406,B_SCORE,708,B,2025-03-16 12:43:46,1
AP20250316000019,C00001406,FRAUD_SCORE,123,N/A,2025-03-16 12:43:46,1
AP20250607000029,C00001870,A_SCORE,629,C,2025-06-07 20:37:56,1
AP20250607000029,C00001870,B_SCORE,677,B,2025-06-07 20:37:56,1
AP20250607000029,C00001870,FRAUD_SCORE,100,N/A,2025-06-07 20:37:56,1
AP20250222000039,C00009217,A_SCORE,667,B,2025-02-22 11:13:47,1
AP20250222000039,C00009217,B_SCORE,683,B,2025-02-22 11:13:47,1
AP20250222000039,C00009217,FRAUD_SCORE,818,N/A,2025-02-22 11:13:47,1
AP20250224000038,C00005008,A_SCORE,810,A,2025-02-24 12:46:42,1
AP20250224000038,C00005008,B_SCORE,738,A,2025-02-24 12:46:42,1
AP20250224000038,C00005008,FRAUD_SCORE,389,N/A,2025-02-24 12:46:42,1
AP20250201000023,C00003558,A_SCORE,693,B,2025-02-01 20:40:43,1
AP20250201000023,C00003558,B_SCORE,615,C,2025-02-01 20:40:43,1
AP20250201000023,C00003558,FRAUD_SCORE,178,N/A,2025-02-01 20:40:43,1
AP20250529000024,C00003580,A_SCORE,560,D,2025-05-29 11:44:40,1
AP20250529000024,C00003580,B_SCORE,799,A,2025-05-29 11:44:40,1
AP20250529000024,C00003580,FRAUD_SCORE,214,N/A,2025-05-29 11:44:40,1
AP20250521000025,C00007843,A_SCORE,646,C,2025-05-21 12:17:19,1
AP20250521000025,C00007843,B_SCORE,658,C,2025-05-21 12:17:19,1
AP20250521000025,C00007843,FRAUD_SCORE,386,N/A,2025-05-21 12:17:19,1
AP20250606000027,C00008223,A_SCORE,725,A,2025-06-06 13:55:29,1
AP20250606000027,C00008223,B_SCORE,602,C,2025-06-06 13:55:29,1
AP20250606000027,C00008223,FRAUD_SCORE,886,N/A,2025-06-06 13:55:29,1
AP20250328000012,C00004338,A_SCORE,564,D,2025-03-29 00:02:49,1
AP20250328000012,C00004338,B_SCORE,699,B,2025-03-29 00:02:49,1
AP20250328000012,C00004338,FRAUD_SCORE,258,N/A,2025-03-29 00:02:49,1
AP20250612000023,C00002151,A_SCORE,768,A,2025-06-12 23:07:24,1
AP20250612000023,C00002151,B_SCORE,746,A,2025-06-12 23:07:24,1
AP20250612000023,C00002151,FRAUD_SCORE,0,N/A,2025-06-12 23:07:24,1
AP20250201000024,C00001457,A_SCORE,566,D,2025-02-01 22:23:45,1
AP20250201000024,C00001457,B_SCORE,706,B,2025-02-01 22:23:45,1
AP20250201000024,C00001457,FRAUD_SCORE,198,N/A,2025-02-01 22:23:45,1
AP20250527000020,C00001094,A_SCORE,626,C,2025-05-27 02:35:21,1
AP20250527000020,C00001094,B_SCORE,735,A,2025-05-27 02:35:21,1
AP20250527000020,C00001094,FRAUD_SCORE,0,N/A,2025-05-27 02:35:21,1
AP20250614000019,C00005675,A_SCORE,611,C,2025-06-14 13:12:41,1
AP20250614000019,C00005675,B_SCORE,644,C,2025-06-14 13:12:41,1
AP20250614000019,C00005675,FRAUD_SCORE,433,N/A,2025-06-14 13:12:41,1
AP20250304000027,C00006838,A_SCORE,574,D,2025-03-04 13:41:46,1
AP20250304000027,C00006838,B_SCORE,696,B,2025-03-04 13:41:46,1
AP20250304000027,C00006838,FRAUD_SCORE,843,N/A,2025-03-04 13:41:46,1
AP20250328000013,C00001423,A_SCORE,583,D,2025-03-28 00:27:37,1
AP20250328000013,C00001423,B_SCORE,546,D,2025-03-28 00:27:37,1
AP20250328000013,C00001423,FRAUD_SCORE,6,N/A,2025-03-28 00:27:37,1
AP20250212000040,C00003997,A_SCORE,624,C,2025-02-12 20:56:43,1
AP20250212000040,C00003997,B_SCORE,495,E,2025-02-12 20:56:43,1
