campaign_id,channel_code,cost_date,impression,click,cost,is_test_data
CAMP0005,BAIDU_SEM,2025-03-31,23081,775,4302.40,1
CAMP0005,BAIDU_SEM,2025-04-01,1328,55,159.98,1
CAMP0005,BAIDU_SEM,2025-04-02,29577,291,2308.66,1
CAMP0005,BAIDU_SEM,2025-04-03,22289,1108,8836.17,1
CAMP0005,BAIDU_SEM,2025-04-04,21737,418,3149.27,1
CAMP0005,BAIDU_SEM,2025-04-05,19745,604,2810.36,1
CAMP0005,BAIDU_SEM,2025-04-06,8086,302,532.20,1
CAMP0005,BAIDU_SEM,2025-04-07,24641,823,6412.83,1
CAMP0005,BAIDU_SEM,2025-04-08,3708,163,1029.31,1
CAMP0005,BAIDU_SEM,2025-04-09,19543,704,2183.35,1
CAMP0005,BAIDU_SEM,2025-04-10,22184,399,616.87,1
CAMP0005,BAIDU_SEM,2025-04-11,12923,491,1378.84,1
CAMP0005,BAIDU_SEM,2025-04-12,10178,64,389.21,1
CAMP0005,BAIDU_SEM,2025-04-13,24425,1103,8450.57,1
CAMP0005,BAIDU_SEM,2025-04-14,1566,37,80.78,1
CAMP0005,BAIDU_SEM,2025-04-15,23720,446,1480.73,1
CAMP0005,BAIDU_SEM,2025-04-16,26273,789,2017.33,1
CAMP0005,BAIDU_SEM,2025-04-17,26357,570,797.21,1
CAMP0005,BAIDU_SEM,2025-04-18,16122,200,787.37,1
CAMP0005,BAIDU_SEM,2025-04-19,10455,296,516.16,1
CAMP0005,BAIDU_SEM,2025-04-20,14034,462,2210.74,1
CAMP0005,BAIDU_SEM,2025-04-21,21590,982,4252.99,1
CAMP0005,BAIDU_SEM,2025-04-22,19718,129,940.27,1
CAMP0005,BAIDU_SEM,2025-04-23,1299,15,39.20,1
CAMP0005,BAIDU_SEM,2025-04-24,13818,437,2600.57,1
CAMP0005,BAIDU_SEM,2025-04-25,9050,275,506.92,1
CAMP0005,BAIDU_SEM,2025-04-26,15238,438,743.85,1
CAMP0005,BAIDU_SEM,2025-04-27,15418,565,1544.06,1
CAMP0005,BAIDU_SEM,2025-04-28,6057,55,168.08,1
CAMP0005,BAIDU_SEM,2025-04-29,1928,74,277.57,1
CAMP0005,BAIDU_SEM,2025-04-30,19253,196,486.49,1
CAMP0005,BAIDU_SEM,2025-05-01,10541,482,807.62,1
CAMP0005,BAIDU_SEM,2025-05-02,28859,1289,7090.16,1
CAMP0005,BAIDU_SEM,2025-05-03,20272,662,1019.60,1
CAMP0005,BAIDU_SEM,2025-05-04,19353,370,2491.71,1
CAMP0005,BAIDU_SEM,2025-05-05,3960,36,89.35,1
CAMP0005,BAIDU_SEM,2025-05-06,2178,72,310.03,1
CAMP0005,BAIDU_SEM,2025-05-07,18958,683,4178.97,1
CAMP0005,BAIDU_SEM,2025-05-08,26803,1324,6638.59,1
CAMP0006,TENCENT_AD,2025-01-02,15059,447,1366.96,1
CAMP0006,TENCENT_AD,2025-01-03,8079,123,419.01,1
CAMP0006,TENCENT_AD,2025-01-04,21420,292,1956.73,1
CAMP0006,TENCENT_AD,2025-01-05,9967,150,1183.05,1
CAMP0006,TENCENT_AD,2025-01-06,26010,978,5294.08,1
CAMP0006,TENCENT_AD,2025-01-07,10679,159,1252.11,1
CAMP0006,TENCENT_AD,2025-01-08,6041,198,1500.62,1
CAMP0006,TENCENT_AD,2025-01-09,12958,186,1480.69,1
CAMP0006,TENCENT_AD,2025-01-10,1801,10,37.37,1
CAMP0006,TENCENT_AD,2025-01-11,7071,142,867.31,1
CAMP0006,TENCENT_AD,2025-01-12,9161,251,369.74,1
CAMP0006,TENCENT_AD,2025-01-13,3131,75,572.11,1
CAMP0006,TENCENT_AD,2025-01-14,1941,56,121.31,1
CAMP0006,TENCENT_AD,2025-01-15,29486,1124,4001.89,1
CAMP0006,TENCENT_AD,2025-01-16,14184,650,2256.55,1
CAMP0006,TENCENT_AD,2025-01-17,14199,682,3551.09,1
CAMP0006,TENCENT_AD,2025-01-18,2981,121,203.01,1
CAMP0006,TENCENT_AD,2025-01-19,11077,119,705.80,1
CAMP0006,TENCENT_AD,2025-01-20,14752,540,1926.35,1
CAMP0006,TENCENT_AD,2025-01-21,27135,218,915.76,1
CAMP0006,TENCENT_AD,2025-01-22,6608,131,927.60,1
CAMP0006,TENCENT_AD,2025-01-23,1801,33,194.64,1
CAMP0006,TENCENT_AD,2025-01-24,4270,182,740.49,1
CAMP0006,TENCENT_AD,2025-01-25,18826,537,1849.22,1
CAMP0006,TENCENT_AD,2025-01-26,15665,332,496.27,1
CAMP0006,TENCENT_AD,2025-01-27,28300,982,7746.03,1
CAMP0006,TENCENT_AD,2025-01-28,8976,377,1121.56,1
CAMP0006,TENCENT_AD,2025-01-29,9432,88,373.85,1
CAMP0006,TENCENT_AD,2025-01-30,27897,971,1949.31,1
CAMP0006,TENCENT_AD,2025-01-31,2589,113,639.73,1
CAMP0006,TENCENT_AD,2025-02-01,10032,487,3664.29,1
CAMP0006,TENCENT_AD,2025-02-02,1898,46,280.20,1
CAMP0006,TENCENT_AD,2025-02-03,29630,1215,3014.63,1
CAMP0006,TENCENT_AD,2025-02-04,21896,731,5741.48,1
CAMP0006,TENCENT_AD,2025-02-05,17922,425,3310.55,1
CAMP0006,TENCENT_AD,2025-02-06,14876,643,2227.48,1
CAMP0006,TENCENT_AD,2025-02-07,6627,101,103.25,1
CAMP0006,TENCENT_AD,2025-02-08,23129,291,1445.82,1
CAMP0006,TENCENT_AD,2025-02-09,18704,596,1407.16,1
CAMP0006,TENCENT_AD,2025-02-10,19137,179,807.11,1
CAMP0006,TENCENT_AD,2025-02-11,27556,717,3702.12,1
CAMP0006,TENCENT_AD,2025-02-12,7039,186,594.85,1
CAMP0006,TENCENT_AD,2025-02-13,13092,368,2287.70,1
CAMP0006,TENCENT_AD,2025-02-14,26473,571,4313.32,1
CAMP0006,TENCENT_AD,2025-02-15,10005,58,240.79,1
CAMP0006,TENCENT_AD,2025-02-16,24200,189,1020.97,1
CAMP0007,TENCENT_AD,2025-01-16,25317,1253,4127.86,1
CAMP0007,TENCENT_AD,2025-01-17,24497,538,3460.48,1
CAMP0007,TENCENT_AD,2025-01-18,10242,85,464.22,1
CAMP0007,TENCENT_AD,2025-01-19,23609,426,2470.24,1
CAMP0007,TENCENT_AD,2025-01-20,8605,117,913.05,1
CAMP0007,TENCENT_AD,2025-01-21,18606,550,2571.92,1
CAMP0007,TENCENT_AD,2025-01-22,20389,986,5168.98,1
CAMP0007,TENCENT_AD,2025-01-23,26807,575,2806.08,1
CAMP0007,TENCENT_AD,2025-01-24,21324,537,3152.46,1
CAMP0007,TENCENT_AD,2025-01-25,24442,505,3328.62,1
CAMP0007,TENCENT_AD,2025-01-26,14812,729,4075.83,1
CAMP0007,TENCENT_AD,2025-01-27,11352,172,563.18,1
CAMP0007,TENCENT_AD,2025-01-28,12478,467,1040.02,1
CAMP0007,TENCENT_AD,2025-01-29,6834,234,962.41,1
CAMP0007,TENCENT_AD,2025-01-30,8903,406,1931.22,1
CAMP0007,TENCENT_AD,2025-01-31,18667,213,950.34,1
CAMP0007,TENCENT_AD,2025-02-01,9177,70,111.20,1
CAMP0007,TENCENT_AD,2025-02-02,7459,339,2151.46,1
CAMP0007,TENCENT_AD,2025-02-03,5309,180,1009.51,1
CAMP0007,TENCENT_AD,2025-02-04,27376,475,726.09,1
CAMP0007,TENCENT_AD,2025-02-05,12262,139,164.14,1
CAMP0007,TENCENT_AD,2025-02-06,3676,58,226.13,1
CAMP0007,TENCENT_AD,2025-02-07,27560,698,3957.84,1
CAMP0007,TENCENT_AD,2025-02-08,14263,454,3312.14,1
CAMP0007,TENCENT_AD,2025-02-09,18740,726,3415.65,1
CAMP0007,TENCENT_AD,2025-02-10,5155,34,62.26,1
CAMP0007,TENCENT_AD,2025-02-11,17416,269,1991.08,1
CAMP0007,TENCENT_AD,2025-02-12,4877,134,548.50,1
CAMP0007,TENCENT_AD,2025-02-13,14096,100,208.42,1
CAMP0007,TENCENT_AD,2025-02-14,28394,987,1549.46,1
CAMP0007,TENCENT_AD,2025-02-15,9184,359,835.17,1
CAMP0007,TENCENT_AD,2025-02-16,14319,287,1409.72,1
CAMP0007,TENCENT_AD,2025-02-17,11459,340,2126.22,1
CAMP0007,TENCENT_AD,2025-02-18,15063,698,1430.95,1
CAMP0007,TENCENT_AD,2025-02-19,6640,92,168.88,1
CAMP0007,TENCENT_AD,2025-02-20,12053,238,1402.14,1
CAMP0007,TENCENT_AD,2025-02-21,24132,842,5456.41,1
CAMP0007,TENCENT_AD,2025-02-22,2202,100,555.10,1
CAMP0007,TENCENT_AD,2025-02-23,11009,169,320.29,1
CAMP0007,TENCENT_AD,2025-02-24,25678,174,919.06,1
CAMP0007,TENCENT_AD,2025-02-25,4595,112,581.60,1
CAMP0007,TENCENT_AD,2025-02-26,22442,458,1158.12,1
CAMP0007,TENCENT_AD,2025-02-27,7561,279,1175.61,1
CAMP0007,TENCENT_AD,2025-02-28,14108,465,2164.96,1
CAMP0007,TENCENT_AD,2025-03-01,24543,710,5201.11,1
CAMP0007,TENCENT_AD,2025-03-02,15054,139,347.43,1
CAMP0007,TENCENT_AD,2025-03-03,21162,374,2288.51,1
CAMP0007,TENCENT_AD,2025-03-04,11729,264,1123.08,1
CAMP0007,TENCENT_AD,2025-03-05,13730,254,1602.76,1
CAMP0008,TENCENT_AD,2025-01-12,7761,308,1178.25,1
CAMP0008,TENCENT_AD,2025-01-13,11385,421,1882.65,1
CAMP0008,TENCENT_AD,2025-01-14,2659,14,80.33,1
CAMP0008,TENCENT_AD,2025-01-15,22149,322,2014.58,1
CAMP0008,TENCENT_AD,2025-01-16,28935,474,2794.62,1
CAMP0008,TENCENT_AD,2025-01-17,16007,368,2347.52,1
CAMP0008,TENCENT_AD,2025-01-18,5261,188,872.99,1
CAMP0008,TENCENT_AD,2025-01-19,18075,126,428.17,1
CAMP0008,TENCENT_AD,2025-01-20,21818,813,4059.83,1
CAMP0008,TENCENT_AD,2025-01-21,26908,1195,2746.99,1
CAMP0008,TENCENT_AD,2025-01-22,25857,845,3394.32,1
CAMP0008,TENCENT_AD,2025-01-23,8120,391,1522.66,1
CAMP0008,TENCENT_AD,2025-01-24,3460,57,351.43,1
CAMP0008,TENCENT_AD,2025-01-25,28273,910,4177.02,1
CAMP0008,TENCENT_AD,2025-01-26,24047,714,4890.40,1
CAMP0008,TENCENT_AD,2025-01-27,8997,136,154.10,1
CAMP0008,TENCENT_AD,2025-01-28,25801,178,865.89,1
CAMP0008,TENCENT_AD,2025-01-29,10886,111,738.00,1
CAMP0008,TENCENT_AD,2025-01-30,1496,72,212.31,1
CAMP0008,TENCENT_AD,2025-01-31,16117,804,4282.53,1
CAMP0008,TENCENT_AD,2025-02-01,23919,519,3715.90,1
CAMP0008,TENCENT_AD,2025-02-02,18991,903,3484.12,1
CAMP0008,TENCENT_AD,2025-02-03,7858,174,699.02,1
CAMP0008,TENCENT_AD,2025-02-04,27360,913,1723.07,1
CAMP0008,TENCENT_AD,2025-02-05,17429,456,2857.62,1
CAMP0008,TENCENT_AD,2025-02-06,19085,656,2092.50,1
CAMP0008,TENCENT_AD,2025-02-07,2581,59,272.65,1
CAMP0008,TENCENT_AD,2025-02-08,24134,375,1450.75,1
CAMP0008,TENCENT_AD,2025-02-09,5453,218,1568.53,1
CAMP0008,TENCENT_AD,2025-02-10,11976,269,583.34,1
CAMP0008,TENCENT_AD,2025-02-11,24318,390,544.58,1
CAMP0008,TENCENT_AD,2025-02-12,7993,222,1087.65,1
CAMP0008,TENCENT_AD,2025-02-13,24975,827,2878.40,1
CAMP0008,TENCENT_AD,2025-02-14,14697,269,1802.91,1
CAMP0008,TENCENT_AD,2025-02-15,24572,959,2325.49,1
CAMP0008,TENCENT_AD,2025-02-16,14575,245,1583.79,1
CAMP0008,TENCENT_AD,2025-02-17,6163,248,958.20,1
CAMP0008,TENCENT_AD,2025-02-18,5938,99,718.77,1
CAMP0008,TENCENT_AD,2025-02-19,5538,103,389.36,1
CAMP0009,TENCENT_AD,2025-01-05,19272,155,1072.35,1
CAMP0009,TENCENT_AD,2025-01-06,15299,692,2536.71,1
CAMP0009,TENCENT_AD,2025-01-07,4550,220,629.30,1
CAMP0009,TENCENT_AD,2025-01-08,24215,383,768.13,1
CAMP0009,TENCENT_AD,2025-01-09,11484,239,1292.06,1
CAMP0009,TENCENT_AD,2025-01-10,7693,266,1158.87,1
CAMP0009,TENCENT_AD,2025-01-11,23689,920,4210.97,1
CAMP0009,TENCENT_AD,2025-01-12,14194,201,690.96,1
CAMP0009,TENCENT_AD,2025-01-13,24222,499,1369.86,1
CAMP0009,TENCENT_AD,2025-01-14,12452,512,1580.32,1
CAMP0009,TENCENT_AD,2025-01-15,11337,117,703.98,1
CAMP0009,TENCENT_AD,2025-01-16,1001,15,98.14,1
CAMP0009,TENCENT_AD,2025-01-17,17628,378,2259.27,1
CAMP0009,TENCENT_AD,2025-01-18,28574,1236,4934.56,1
CAMP0009,TENCENT_AD,2025-01-19,9104,79,223.40,1
CAMP0009,TENCENT_AD,2025-01-20,22925,1020,2299.13,1
CAMP0009,TENCENT_AD,2025-01-21,8946,119,553.75,1
CAMP0009,TENCENT_AD,2025-01-22,9113,160,851.74,1
CAMP0009,TENCENT_AD,2025-01-23,13018,183,991.39,1
CAMP0009,TENCENT_AD,2025-01-24,8308,287,572.74,1
CAMP0009,TENCENT_AD,2025-01-25,4440,68,271.35,1
CAMP0009,TENCENT_AD,2025-01-26,21177,716,2752.91,1
CAMP0009,TENCENT_AD,2025-01-27,17897,705,1070.13,1
CAMP0009,TENCENT_AD,2025-01-28,13729,613,3809.95,1
CAMP0009,TENCENT_AD,2025-01-29,27314,1343,4383.87,1
CAMP0009,TENCENT_AD,2025-01-30,4268,166,372.04,1
CAMP0009,TENCENT_AD,2025-01-31,20242,172,188.62,1
CAMP0009,TENCENT_AD,2025-02-01,13949,184,1001.24,1
CAMP0009,TENCENT_AD,2025-02-02,2332,22,141.06,1
CAMP0009,TENCENT_AD,2025-02-03,8572,386,3037.91,1
CAMP0009,TENCENT_AD,2025-02-04,2552,24,112.45,1
CAMP0009,TENCENT_AD,2025-02-05,27727,1168,4861.26,1
CAMP0010,TENCENT_AD,2025-01-16,5085,240,1813.63,1
CAMP0010,TENCENT_AD,2025-01-17,21332,404,711.29,1
CAMP0010,TENCENT_AD,2025-01-18,28599,404,749.61,1
CAMP0010,TENCENT_AD,2025-01-19,16571,454,731.80,1
CAMP0010,TENCENT_AD,2025-01-20,23962,1012,6666.22,1
CAMP0010,TENCENT_AD,2025-01-21,3441,45,216.11,1
CAMP0010,TENCENT_AD,2025-01-22,20887,915,3712.73,1
CAMP0010,TENCENT_AD,2025-01-23,16230,250,1416.20,1
CAMP0010,TENCENT_AD,2025-01-24,20337,976,7753.16,1
CAMP0010,TENCENT_AD,2025-01-25,11286,132,803.14,1
CAMP0010,TENCENT_AD,2025-01-26,22731,902,6262.99,1
CAMP0010,TENCENT_AD,2025-01-27,25594,941,4560.97,1
CAMP0010,TENCENT_AD,2025-01-28,15282,315,1969.22,1
CAMP0010,TENCENT_AD,2025-01-29,29765,966,6728.00,1
CAMP0010,TENCENT_AD,2025-01-30,19496,107,701.93,1
CAMP0010,TENCENT_AD,2025-01-31,3630,157,338.91,1
CAMP0010,TENCENT_AD,2025-02-01,14103,249,998.73,1
CAMP0010,TENCENT_AD,2025-02-02,6890,71,87.81,1
CAMP0010,TENCENT_AD,2025-02-03,25910,273,2000.41,1
CAMP0010,TENCENT_AD,2025-02-04,2329,114,725.79,1
CAMP0010,TENCENT_AD,2025-02-05,21285,149,364.10,1
CAMP0010,TENCENT_AD,2025-02-06,5414,199,211.66,1
CAMP0010,TENCENT_AD,2025-02-07,14315,629,4909.91,1
CAMP0010,TENCENT_AD,2025-02-08,7653,177,928.63,1
CAMP0010,TENCENT_AD,2025-02-09,9726,256,866.12,1
CAMP0010,TENCENT_AD,2025-02-10,14957,162,469.87,1
CAMP0010,TENCENT_AD,2025-02-11,19517,143,484.52,1
CAMP0010,TENCENT_AD,2025-02-12,13368,541,4069.01,1
CAMP0010,TENCENT_AD,2025-02-13,3637,125,997.59,1
CAMP0010,TENCENT_AD,2025-02-14,20892,307,337.80,1
CAMP0010,TENCENT_AD,2025-02-15,17607,469,1986.33,1
CAMP0010,TENCENT_AD,2025-02-16,18840,221,227.53,1
CAMP0010,TENCENT_AD,2025-02-17,9071,375,1009.14,1
CAMP0010,TENCENT_AD,2025-02-18,22701,755,4035.85,1
CAMP0010,TENCENT_AD,2025-02-19,24377,965,6548.82,1
CAMP0010,TENCENT_AD,2025-02-20,13063,392,1519.07,1
CAMP0010,TENCENT_AD,2025-02-21,6933,188,932.12,1
CAMP0010,TENCENT_AD,2025-02-22,20476,228,1596.95,1
CAMP0010,TENCENT_AD,2025-02-23,21713,1046,7270.39,1
CAMP0010,TENCENT_AD,2025-02-24,25604,956,7350.79,1
CAMP0010,TENCENT_AD,2025-02-25,20495,166,1246.58,1
CAMP0010,TENCENT_AD,2025-02-26,25151,255,1786.61,1
CAMP0010,TENCENT_AD,2025-02-27,29430,1080,6140.93,1
CAMP0010,TENCENT_AD,2025-02-28,4638,151,947.97,1
CAMP0010,TENCENT_AD,2025-03-01,1739,13,93.73,1
CAMP0010,TENCENT_AD,2025-03-02,25874,1087,5880.71,1
CAMP0010,TENCENT_AD,2025-03-03,2622,78,322.08,1
CAMP0010,TENCENT_AD,2025-03-04,16067,327,2441.76,1
CAMP0010,TENCENT_AD,2025-03-05,11760,479,2042.60,1
CAMP0010,TENCENT_AD,2025-03-06,1868,58,362.92,1
CAMP0010,TENCENT_AD,2025-03-07,25237,705,5502.83,1
CAMP0011,BYTEDANCE_AD,2025-01-13,15539,395,2822.96,1
CAMP0011,BYTEDANCE_AD,2025-01-14,27313,1023,2703.52,1
CAMP0011,BYTEDANCE_AD,2025-01-15,20515,571,3343.52,1
CAMP0011,BYTEDANCE_AD,2025-01-16,25150,751,4031.37,1
CAMP0011,BYTEDANCE_AD,2025-01-17,10244,295,1140.21,1
CAMP0011,BYTEDANCE_AD,2025-01-18,3972,103,573.62,1
CAMP0011,BYTEDANCE_AD,2025-01-19,16454,813,2184.24,1
CAMP0011,BYTEDANCE_AD,2025-01-20,12889,362,799.54,1
CAMP0011,BYTEDANCE_AD,2025-01-21,7171,349,2368.71,1
CAMP0011,BYTEDANCE_AD,2025-01-22,27774,551,2017.58,1
CAMP0011,BYTEDANCE_AD,2025-01-23,15859,523,918.68,1
CAMP0011,BYTEDANCE_AD,2025-01-24,14726,192,215.78,1
CAMP0011,BYTEDANCE_AD,2025-01-25,3820,190,413.40,1
CAMP0011,BYTEDANCE_AD,2025-01-26,2224,55,296.55,1
CAMP0011,BYTEDANCE_AD,2025-01-27,8844,347,2285.83,1
CAMP0011,BYTEDANCE_AD,2025-01-28,24132,142,433.46,1
CAMP0011,BYTEDANCE_AD,2025-01-29,5911,229,1015.42,1
CAMP0011,BYTEDANCE_AD,2025-01-30,1851,68,543.72,1
CAMP0011,BYTEDANCE_AD,2025-01-31,23173,831,2522.94,1
CAMP0011,BYTEDANCE_AD,2025-02-01,14222,695,1302.65,1
CAMP0011,BYTEDANCE_AD,2025-02-02,25834,1236,1249.29,1
CAMP0011,BYTEDANCE_AD,2025-02-03,22788,142,1032.46,1
CAMP0011,BYTEDANCE_AD,2025-02-04,19754,712,4126.00,1
CAMP0011,BYTEDANCE_AD,2025-02-05,23614,986,5391.44,1
CAMP0011,BYTEDANCE_AD,2025-02-06,24295,620,3518.82,1
CAMP0011,BYTEDANCE_AD,2025-02-07,6083,303,1770.28,1
CAMP0011,BYTEDANCE_AD,2025-02-08,6692,312,403.32,1
CAMP0011,BYTEDANCE_AD,2025-02-09,5231,193,1134.10,1
CAMP0011,BYTEDANCE_AD,2025-02-10,12458,214,1191.91,1
CAMP0011,BYTEDANCE_AD,2025-02-11,27829,328,837.77,1
CAMP0011,BYTEDANCE_AD,2025-02-12,26564,1116,4858.00,1
CAMP0011,BYTEDANCE_AD,2025-02-13,2601,20,82.98,1
CAMP0011,BYTEDANCE_AD,2025-02-14,29078,279,1467.29,1
CAMP0011,BYTEDANCE_AD,2025-02-15,11187,395,622.29,1
CAMP0011,BYTEDANCE_AD,2025-02-16,13448,516,1440.79,1
CAMP0011,BYTEDANCE_AD,2025-02-17,29479,292,1775.71,1
CAMP0011,BYTEDANCE_AD,2025-02-18,28118,1082,2464.37,1
CAMP0011,BYTEDANCE_AD,2025-02-19,13181,193,354.50,1
CAMP0011,BYTEDANCE_AD,2025-02-20,29987,1071,8322.79,1
CAMP0011,BYTEDANCE_AD,2025-02-21,14448,710,786.99,1
CAMP0011,BYTEDANCE_AD,2025-02-22,13687,165,472.75,1
CAMP0011,BYTEDANCE_AD,2025-02-23,2033,99,701.18,1
CAMP0011,BYTEDANCE_AD,2025-02-24,11727,243,611.06,1
CAMP0011,BYTEDANCE_AD,2025-02-25,10580,190,615.75,1
CAMP0011,BYTEDANCE_AD,2025-02-26,8825,57,365.44,1
CAMP0011,BYTEDANCE_AD,2025-02-27,28484,859,4777.66,1
CAMP0011,BYTEDANCE_AD,2025-02-28,17241,163,225.79,1
CAMP0011,BYTEDANCE_AD,2025-03-01,3433,41,220.03,1
CAMP0011,BYTEDANCE_AD,2025-03-02,19469,936,5494.92,1
CAMP0011,BYTEDANCE_AD,2025-03-03,18857,257,477.21,1
CAMP0011,BYTEDANCE_AD,2025-03-04,1256,60,154.60,1
CAMP0011,BYTEDANCE_AD,2025-03-05,29978,178,845.65,1
CAMP0011,BYTEDANCE_AD,2025-03-06,7144,332,1034.60,1
CAMP0011,BYTEDANCE_AD,2025-03-07,19026,550,3187.80,1
CAMP0011,BYTEDANCE_AD,2025-03-08,25749,684,3666.55,1
CAMP0011,BYTEDANCE_AD,2025-03-09,9547,206,426.63,1
CAMP0011,BYTEDANCE_AD,2025-03-10,25403,906,4529.27,1
CAMP0011,BYTEDANCE_AD,2025-03-11,3378,112,596.73,1
CAMP0011,BYTEDANCE_AD,2025-03-12,13234,391,815.40,1
CAMP0011,BYTEDANCE_AD,2025-03-13,18619,644,4806.16,1
CAMP0011,BYTEDANCE_AD,2025-03-14,14974,554,2631.66,1
CAMP0011,BYTEDANCE_AD,2025-03-15,22790,675,3599.66,1
CAMP0011,BYTEDANCE_AD,2025-03-16,29384,548,3422.53,1
CAMP0011,BYTEDANCE_AD,2025-03-17,9445,138,288.51,1
CAMP0011,BYTEDANCE_AD,2025-03-18,20068,433,1721.86,1
CAMP0011,BYTEDANCE_AD,2025-03-19,8275,310,2223.88,1
CAMP0011,BYTEDANCE_AD,2025-03-20,11478,382,492.31,1
CAMP0011,BYTEDANCE_AD,2025-03-21,15748,376,2188.11,1
CAMP0011,BYTEDANCE_AD,2025-03-22,20091,801,5236.65,1
CAMP0011,BYTEDANCE_AD,2025-03-23,15350,569,1231.35,1
CAMP0011,BYTEDANCE_AD,2025-03-24,22277,1028,7430.01,1
CAMP0011,BYTEDANCE_AD,2025-03-25,9621,293,1411.00,1
CAMP0011,BYTEDANCE_AD,2025-03-26,25411,1103,8141.13,1
CAMP0011,BYTEDANCE_AD,2025-03-27,12703,608,1722.02,1
CAMP0011,BYTEDANCE_AD,2025-03-28,16288,341,781.56,1
CAMP0011,BYTEDANCE_AD,2025-03-29,12375,520,2183.29,1
CAMP0011,BYTEDANCE_AD,2025-03-30,2186,56,349.89,1
CAMP0011,BYTEDANCE_AD,2025-03-31,13693,516,1991.04,1
CAMP0011,BYTEDANCE_AD,2025-04-01,21578,278,981.19,1
CAMP0011,BYTEDANCE_AD,2025-04-02,20268,266,1819.86,1
CAMP0011,BYTEDANCE_AD,2025-04-03,5678,55,330.70,1
CAMP0011,BYTEDANCE_AD,2025-04-04,15734,236,1378.57,1
CAMP0011,BYTEDANCE_AD,2025-04-05,16607,281,1363.80,1
CAMP0011,BYTEDANCE_AD,2025-04-06,5573,193,1343.54,1
CAMP0011,BYTEDANCE_AD,2025-04-07,18070,895,4670.98,1
CAMP0011,BYTEDANCE_AD,2025-04-08,15459,276,2198.31,1
CAMP0011,BYTEDANCE_AD,2025-04-09,3868,26,78.77,1
CAMP0011,BYTEDANCE_AD,2025-04-10,25854,910,6059.12,1
CAMP0011,BYTEDANCE_AD,2025-04-11,16145,356,2749.36,1
CAMP0011,BYTEDANCE_AD,2025-04-12,13318,629,4617.43,1
CAMP0011,BYTEDANCE_AD,2025-04-13,5293,262,688.18,1
CAMP0011,BYTEDANCE_AD,2025-04-14,19396,513,3069.73,1
CAMP0011,BYTEDANCE_AD,2025-04-15,7279,255,1730.62,1
CAMP0011,BYTEDANCE_AD,2025-04-16,15845,152,662.70,1
CAMP0011,BYTEDANCE_AD,2025-04-17,1780,40,112.47,1
CAMP0011,BYTEDANCE_AD,2025-04-18,2371,35,212.99,1
CAMP0011,BYTEDANCE_AD,2025-04-19,28696,714,2221.37,1
CAMP0011,BYTEDANCE_AD,2025-04-20,3465,52,272.94,1
CAMP0011,BYTEDANCE_AD,2025-04-21,19063,407,699.74,1
CAMP0011,BYTEDANCE_AD,2025-04-22,13711,71,225.44,1
CAMP0012,BYTEDANCE_AD,2025-01-28,29963,552,2238.94,1
CAMP0012,BYTEDANCE_AD,2025-01-29,9917,338,728.36,1
CAMP0012,BYTEDANCE_AD,2025-01-30,12579,236,1614.39,1
CAMP0012,BYTEDANCE_AD,2025-01-31,2501,92,118.51,1
CAMP0012,BYTEDANCE_AD,2025-02-01,18698,910,3917.80,1
CAMP0012,BYTEDANCE_AD,2025-02-02,13649,522,1947.38,1
CAMP0012,BYTEDANCE_AD,2025-02-03,14942,257,1740.31,1
CAMP0012,BYTEDANCE_AD,2025-02-04,28349,925,2262.57,1
CAMP0012,BYTEDANCE_AD,2025-02-05,1552,10,17.53,1
CAMP0012,BYTEDANCE_AD,2025-02-06,21470,652,780.09,1
CAMP0012,BYTEDANCE_AD,2025-02-07,28484,995,6001.82,1
CAMP0012,BYTEDANCE_AD,2025-02-08,21670,628,4386.76,1
CAMP0012,BYTEDANCE_AD,2025-02-09,14443,352,2127.71,1
CAMP0012,BYTEDANCE_AD,2025-02-10,14399,447,1725.39,1
CAMP0012,BYTEDANCE_AD,2025-02-11,21701,223,819.84,1
CAMP0012,BYTEDANCE_AD,2025-02-12,19735,610,613.29,1
CAMP0012,BYTEDANCE_AD,2025-02-13,8884,175,452.87,1
CAMP0012,BYTEDANCE_AD,2025-02-14,23020,307,1695.69,1
CAMP0012,BYTEDANCE_AD,2025-02-15,6622,242,245.98,1
CAMP0012,BYTEDANCE_AD,2025-02-16,8628,167,460.34,1
CAMP0012,BYTEDANCE_AD,2025-02-17,13623,80,175.81,1
CAMP0012,BYTEDANCE_AD,2025-02-18,16419,84,519.13,1
CAMP0012,BYTEDANCE_AD,2025-02-19,27213,563,2568.72,1
CAMP0012,BYTEDANCE_AD,2025-02-20,10054,431,2066.33,1
CAMP0012,BYTEDANCE_AD,2025-02-21,7533,136,793.57,1
CAMP0012,BYTEDANCE_AD,2025-02-22,16043,324,2219.38,1
CAMP0012,BYTEDANCE_AD,2025-02-23,24519,1083,6833.99,1
CAMP0012,BYTEDANCE_AD,2025-02-24,4276,70,421.95,1
CAMP0012,BYTEDANCE_AD,2025-02-25,14288,77,511.20,1
CAMP0012,BYTEDANCE_AD,2025-02-26,18519,769,952.59,1
CAMP0012,BYTEDANCE_AD,2025-02-27,5836,166,399.87,1
CAMP0012,BYTEDANCE_AD,2025-02-28,24905,601,4193.81,1
CAMP0012,BYTEDANCE_AD,2025-03-01,7538,339,1262.71,1
CAMP0012,BYTEDANCE_AD,2025-03-02,20402,365,1588.83,1
