customer_id,promo_code,used_at,loan_id,is_test_data
C00007269,PROMO004,2025-02-17 20:47:36,LN20250217000015,1
C00002882,PROMO008,2025-06-13 20:07:29,LN20250613000009,1
C00005767,PROMO003,2025-03-05 12:56:39,LN20250305000015,1
C00007573,PROMO009,2025-03-11 13:48:42,LN20250311000016,1
C00007006,PROMO004,2025-03-24 22:00:49,LN20250324000016,1
C00005331,PROMO002,2025-04-15 19:57:35,LN20250415000006,1
C00009294,PROMO001,2025-02-15 13:48:54,LN20250215000023,1
C00004470,PROMO009,2025-04-16 12:52:06,LN20250416000007,1
C00002867,PROMO008,2025-05-04 22:41:34,LN20250504000011,1
C00005856,PROMO006,2025-03-22 23:32:57,LN20250322000015,1
C00008751,PROMO006,2025-02-11 20:59:56,LN20250211000014,1
C00005804,PROMO012,2025-04-08 21:31:20,LN20250408000011,1
C00009907,PROMO015,2025-04-05 19:30:08,LN20250405000013,1
C00009907,PROMO003,2025-03-01 23:51:03,LN20250301000022,1
C00002556,PROMO012,2025-06-10 21:21:09,LN20250610000009,1
C00002556,PROMO004,2025-05-07 13:12:30,LN20250507000017,1
C00005398,PROMO012,2025-02-09 21:52:26,LN20250209000014,1
C00002748,PROMO003,2025-04-12 20:17:39,LN20250412000009,1
C00003758,PROMO003,2025-03-12 22:43:48,LN20250312000022,1
C00007726,PROMO005,2025-06-29 22:08:53,LN20250629000007,1
C00000974,PROMO004,2025-01-30 22:53:23,LN20250130000012,1
C00009229,PROMO002,2025-03-21 22:58:50,LN20250321000021,1
C00001968,PROMO015,2025-02-07 22:39:58,LN20250207000018,1
C00001968,PROMO008,2025-02-04 15:27:57,LN20250204000013,1
C00001968,PROMO013,2025-01-27 12:12:54,LN20250127000004,1
C00003933,PROMO007,2025-02-27 13:58:34,LN20250227000017,1
C00004095,PROMO001,2025-05-21 23:24:01,LN20250521000011,1
C00005555,PROMO003,2025-05-07 22:55:31,LN20250507000018,1
C00001631,PROMO004,2025-03-13 20:32:11,LN20250313000025,1
C00006470,PROMO009,2025-02-03 13:58:07,LN20250203000012,1
C00006316,PROMO008,2025-05-17 20:23:09,LN20250517000021,1
C00005392,PROMO013,2025-06-29 11:12:15,LN20250629000008,1
C00001664,PROMO003,2025-03-29 13:32:01,LN20250329000011,1
C00001112,PROMO005,2025-04-13 22:18:35,LN20250413000010,1
C00008866,PROMO005,2025-06-19 07:50:25,LN20250619000013,1
C00008214,PROMO009,2025-03-18 20:31:06,LN20250318000015,1
C00005971,PROMO005,2025-01-25 12:49:04,LN20250125000009,1
C00000790,PROMO001,2025-05-29 06:53:39,LN20250529000015,1
C00003870,PROMO013,2025-01-20 13:58:44,LN20250120000005,1
C00004190,PROMO011,2025-04-27 13:33:46,LN20250427000010,1
C00004964,PROMO002,2025-06-12 22:15:55,LN20250612000020,1
C00003861,PROMO008,2025-03-23 20:34:22,LN20250323000013,1
C00009946,PROMO009,2025-04-15 21:10:04,LN20250415000009,1
C00005068,PROMO008,2025-04-19 22:35:51,LN20250419000011,1
C00008064,PROMO014,2025-04-06 20:13:35,LN20250406000012,1
C00008458,PROMO009,2025-02-08 13:42:05,LN20250208000012,1
C00008458,PROMO006,2025-01-31 20:48:02,LN20250131000013,1
C00001462,PROMO003,2025-01-28 12:10:56,LN20250128000010,1
C00004858,PROMO004,2025-02-12 20:36:12,LN20250212000025,1
C00001344,PROMO003,2025-02-17 20:06:28,LN20250217000017,1
C00006737,PROMO002,2025-02-09 22:24:06,LN20250209000016,1
C00002709,PROMO013,2025-02-21 01:34:56,LN20250221000021,1
C00000349,PROMO009,2025-02-17 22:12:37,LN20250217000018,1
C00004687,PROMO014,2025-02-08 12:37:39,LN20250208000014,1
C00001507,PROMO012,2025-04-24 19:17:49,LN20250424000009,1
C00006229,PROMO009,2025-03-04 21:51:45,LN20250304000025,1
C00001361,PROMO011,2025-02-15 21:58:44,LN20250215000026,1
C00002829,PROMO007,2025-03-22 20:42:52,LN20250322000021,1
C00005999,PROMO002,2025-06-20 12:25:16,LN20250620000014,1
C00009862,PROMO008,2025-06-09 15:27:19,LN20250609000008,1
C00009996,PROMO004,2025-03-24 15:26:43,LN20250324000017,1
C00006629,PROMO010,2025-02-16 06:12:13,LN20250216000018,1
C00000676,PROMO007,2025-06-29 21:55:54,LN20250629000009,1
C00000676,PROMO002,2025-06-14 20:31:22,LN20250614000012,1
C00000271,PROMO008,2025-01-31 20:04:52,LN20250131000014,1
C00009576,PROMO010,2025-05-02 21:54:55,LN20250502000009,1
C00000012,PROMO014,2025-02-23 21:30:54,LN20250223000024,1
C00004123,PROMO014,2025-06-01 20:18:19,LN20250601000012,1
C00007054,PROMO012,2025-02-07 16:59:13,LN20250207000019,1
C00006145,PROMO007,2025-06-30 10:22:17,LN20250630000009,1
C00006777,PROMO015,2025-05-22 13:07:49,LN20250522000016,1
C00001642,PROMO014,2025-04-11 21:21:28,LN20250411000011,1
C00006916,PROMO004,2025-04-04 22:56:48,LN20250404000018,1
C00006916,PROMO014,2025-03-29 18:25:34,LN20250329000012,1
C00000968,PROMO015,2025-02-27 21:24:50,LN20250227000023,1
C00000615,PROMO001,2025-06-18 15:56:47,LN20250618000007,1
C00003409,PROMO009,2025-06-19 12:59:08,LN20250619000015,1
C00002478,PROMO003,2025-03-08 22:17:30,LN20250308000025,1
C00009157,PROMO002,2025-03-09 13:18:33,LN20250309000022,1
C00008196,PROMO005,2025-05-31 22:19:11,LN20250531000011,1
C00007397,PROMO015,2025-06-22 20:36:42,LN20250622000013,1
C00007774,PROMO006,2025-03-22 01:59:36,LN20250322000023,1
C00008080,PROMO005,2025-05-24 09:36:39,LN20250524000016,1
C00006451,PROMO002,2025-04-13 11:30:20,LN20250413000012,1
C00003112,PROMO004,2025-04-19 15:19:36,LN20250419000013,1
C00000822,PROMO003,2025-03-27 09:17:29,LN20250327000025,1
C00009048,PROMO006,2025-04-18 20:38:57,LN20250418000010,1
C00009541,PROMO011,2025-03-29 12:56:59,LN20250329000013,1
C00008466,PROMO009,2025-01-22 20:42:34,LN20250122000005,1
C00006179,PROMO012,2025-03-13 15:48:23,LN20250313000029,1
C00008518,PROMO004,2025-03-05 20:38:05,LN20250305000018,1
C00006612,PROMO010,2025-02-22 15:55:06,LN20250222000022,1
C00006612,PROMO010,2025-02-24 11:38:52,LN20250224000028,1
C00005540,PROMO005,2025-04-26 10:28:50,LN20250426000006,1
C00005540,PROMO005,2025-04-22 13:47:35,LN20250422000012,1
C00006965,PROMO001,2025-05-25 21:18:23,LN20250525000012,1
C00002828,PROMO003,2025-01-18 10:41:35,LN20250118000007,1
C00000798,PROMO015,2025-04-01 13:08:24,LN20250401000010,1
C00001891,PROMO006,2025-02-17 20:00:15,LN20250217000020,1
C00009884,PROMO011,2025-02-12 00:49:45,LN20250212000027,1
C00001025,PROMO010,2025-04-28 15:28:22,LN20250428000009,1
C00009661,PROMO003,2025-05-05 08:18:14,LN20250505000006,1
C00001796,PROMO005,2025-05-11 20:56:37,LN20250511000020,1
C00008843,PROMO004,2025-03-17 20:22:56,LN20250317000030,1
C00002681,PROMO003,2025-03-17 21:43:39,LN20250317000031,1
C00006917,PROMO015,2025-02-02 18:37:34,LN20250202000008,1
C00002534,PROMO010,2025-05-21 20:37:20,LN20250521000014,1
C00009005,PROMO004,2025-02-02 17:08:52,LN20250202000010,1
C00009350,PROMO003,2025-02-06 10:40:21,LN20250206000017,1
C00002355,PROMO006,2025-06-16 12:10:30,LN20250616000015,1
C00007633,PROMO008,2025-06-24 12:35:09,LN20250624000013,1
C00002397,PROMO001,2025-03-31 17:08:10,LN20250331000014,1
C00000813,PROMO004,2025-06-18 13:37:21,LN20250618000009,1
C00004427,PROMO002,2025-03-20 17:01:38,LN20250320000014,1
C00008852,PROMO001,2025-03-31 13:09:37,LN20250331000015,1
C00008852,PROMO007,2025-03-17 22:33:22,LN20250317000032,1
C00008130,PROMO012,2025-02-24 21:56:49,LN20250224000030,1
C00009074,PROMO003,2025-03-09 12:54:46,LN20250309000027,1
C00008846,PROMO012,2025-03-09 17:31:50,LN20250309000028,1
C00001028,PROMO010,2025-04-25 12:12:33,LN20250425000010,1
C00007913,PROMO013,2025-01-29 19:09:26,LN20250129000011,1
C00006985,PROMO011,2025-03-14 12:35:51,LN20250314000022,1
C00006542,PROMO015,2025-02-17 20:06:00,LN20250217000021,1
C00003192,PROMO008,2025-04-07 21:40:22,LN20250407000013,1
C00008012,PROMO015,2025-03-29 15:59:09,LN20250329000014,1
C00008012,PROMO004,2025-04-15 22:40:23,LN20250415000013,1
C00003544,PROMO005,2025-01-31 08:01:12,LN20250131000015,1
C00007732,PROMO012,2025-04-30 17:19:46,LN20250430000015,1
C00009281,PROMO015,2025-06-07 22:55:35,LN20250607000014,1
C00004442,PROMO001,2025-06-29 13:02:36,LN20250629000012,1
C00004442,PROMO014,2025-05-17 21:17:01,LN20250517000023,1
C00001484,PROMO015,2025-03-19 15:14:23,LN20250319000020,1
C00005571,PROMO015,2025-04-15 21:30:19,LN20250415000014,1
C00005571,PROMO007,2025-04-21 19:57:21,LN20250421000014,1
C00006224,PROMO009,2025-02-16 16:18:13,LN20250216000019,1
C00006860,PROMO008,2025-06-20 08:23:01,LN20250620000015,1
C00006860,PROMO004,2025-06-30 20:06:00,LN20250630000011,1
C00001275,PROMO002,2025-06-19 13:34:06,LN20250619000016,1
C00003734,PROMO006,2025-04-20 22:39:09,LN20250420000013,1
C00000402,PROMO010,2025-06-20 21:27:34,LN20250620000016,1
C00007552,PROMO005,2025-03-06 12:36:22,LN20250306000031,1
C00000730,PROMO015,2025-05-23 22:50:48,LN20250523000021,1
C00000143,PROMO013,2025-03-28 20:39:48,LN20250328000018,1
C00005900,PROMO014,2025-03-04 19:47:32,LN20250304000032,1
C00006968,PROMO006,2025-05-16 16:12:42,LN20250516000015,1
C00006624,PROMO014,2025-03-10 21:19:51,LN20250310000030,1
C00009808,PROMO011,2025-05-28 13:34:26,LN20250528000014,1
C00008715,PROMO012,2025-03-12 21:12:39,LN20250312000029,1
C00002958,PROMO014,2025-05-22 07:06:05,LN20250522000018,1
C00008799,PROMO007,2025-05-19 16:13:08,LN20250519000018,1
C00008329,PROMO007,2025-02-23 13:18:13,LN20250223000030,1
C00005268,PROMO013,2025-03-02 13:07:13,LN20250302000022,1
C00007780,PROMO007,2025-04-04 08:34:11,LN20250404000023,1
C00006354,PROMO008,2025-02-09 22:41:37,LN20250209000017,1
C00002947,PROMO001,2025-05-26 20:49:22,LN20250526000026,1
C00000322,PROMO001,2025-03-07 06:01:32,LN20250307000035,1
C00000322,PROMO015,2025-02-14 22:39:04,LN20250214000032,1
C00002187,PROMO011,2025-04-15 16:31:53,LN20250415000015,1
C00008577,PROMO012,2025-02-18 09:25:28,LN20250218000019,1
C00001598,PROMO002,2025-02-25 22:03:17,LN20250225000017,1
C00001598,PROMO015,2025-03-06 10:20:11,LN20250306000032,1
C00003866,PROMO014,2025-03-03 13:49:57,LN20250303000025,1
C00009823,PROMO014,2025-04-03 22:11:00,LN20250403000009,1
C00009823,PROMO013,2025-04-11 12:42:48,LN20250411000013,1
C00000959,PROMO010,2025-06-16 21:56:31,LN20250616000017,1
C00002701,PROMO012,2025-04-17 12:32:39,LN20250417000015,1
C00000039,PROMO009,2025-02-13 21:14:40,LN20250213000032,1
C00008828,PROMO002,2025-06-22 21:33:20,LN20250622000017,1
C00001355,PROMO008,2025-06-15 19:24:39,LN20250615000020,1
C00002866,PROMO004,2025-06-19 14:20:29,LN20250619000018,1
C00001708,PROMO008,2025-05-27 09:41:30,LN20250527000017,1
C00005348,PROMO014,2025-03-26 16:59:23,LN20250326000018,1
C00000427,PROMO001,2025-06-22 07:06:02,LN20250622000018,1
C00006878,PROMO003,2025-03-28 12:58:40,LN20250328000021,1
C00002960,PROMO015,2025-02-11 14:01:57,LN20250211000019,1
C00009433,PROMO002,2025-05-18 13:27:24,LN20250518000012,1
C00001075,PROMO008,2025-02-03 15:32:16,LN20250203000013,1
C00008794,PROMO012,2025-06-12 22:41:43,LN20250612000025,1
C00000561,PROMO009,2025-03-21 15:08:46,LN20250321000026,1
C00000224,PROMO014,2025-02-18 12:32:32,LN20250218000020,1
C00004605,PROMO005,2025-06-09 12:16:16,LN20250609000014,1
C00005418,PROMO007,2025-05-19 18:11:51,LN20250519000022,1
C00007528,PROMO005,2025-03-30 12:43:27,LN20250330000012,1
C00001519,PROMO012,2025-06-07 21:45:39,LN20250607000016,1
C00007534,PROMO007,2025-02-20 21:04:45,LN20250220000028,1
C00003352,PROMO010,2025-03-01 22:45:53,LN20250301000031,1
C00000246,PROMO013,2025-06-21 13:16:48,LN20250621000018,1
C00005320,PROMO003,2025-03-13 22:22:08,LN20250313000034,1
C00004181,PROMO007,2025-03-25 12:28:48,LN20250325000012,1
C00002447,PROMO002,2025-04-04 21:55:40,LN20250404000024,1
C00009351,PROMO002,2025-02-01 09:47:30,LN20250201000016,1
C00006149,PROMO008,2025-04-13 06:12:17,LN20250413000014,1
C00009657,PROMO008,2025-02-22 11:05:57,LN20250222000029,1
C00005653,PROMO001,2025-01-20 14:53:50,LN20250120000008,1
C00002163,PROMO006,2025-05-08 22:47:02,LN20250508000020,1
C00003769,PROMO006,2025-03-13 18:17:30,LN20250313000035,1
C00000890,PROMO005,2025-02-16 09:04:19,LN20250216000021,1
C00001525,PROMO002,2025-03-29 21:49:37,LN20250329000016,1
C00001525,PROMO009,2025-03-12 18:12:18,LN20250312000031,1
C00009394,PROMO008,2025-05-05 12:39:07,LN20250505000008,1
C00006023,PROMO009,2025-06-30 22:10:25,LN20250630000014,1
C00004529,PROMO011,2025-02-17 16:24:42,LN20250217000023,1
C00000849,PROMO003,2025-04-18 06:14:03,LN20250418000015,1
C00000836,PROMO002,2025-03-07 01:52:13,LN20250307000040,1
C00005927,PROMO002,2025-03-30 15:34:52,LN20250330000013,1
C00004879,PROMO004,2025-05-21 22:50:35,LN20250521000019,1
C00004879,PROMO007,2025-05-12 13:18:38,LN20250512000019,1
C00005483,PROMO014,2025-03-04 20:46:12,LN20250304000037,1
C00005483,PROMO002,2025-02-10 17:50:09,LN20250210000018,1
C00009641,PROMO009,2025-05-09 21:13:25,LN20250509000009,1
C00004338,PROMO015,2025-03-11 01:28:37,LN20250311000024,1
C00009894,PROMO014,2025-01-29 19:46:44,LN20250129000012,1
C00008970,PROMO010,2025-04-19 01:22:10,LN20250419000016,1
C00005591,PROMO004,2025-02-15 20:14:55,LN20250215000035,1
C00001170,PROMO013,2025-04-12 17:38:51,LN20250412000015,1
C00006440,PROMO012,2025-02-28 21:08:53,LN20250228000032,1
C00007654,PROMO004,2025-03-30 15:32:30,LN20250330000016,1
C00005189,PROMO003,2025-06-21 12:46:47,LN20250621000019,1
C00005446,PROMO009,2025-01-27 12:25:52,LN20250127000011,1
C00006786,PROMO012,2025-06-07 15:06:46,LN20250607000017,1
C00001713,PROMO015,2025-05-31 12:52:16,LN20250531000015,1
C00001713,PROMO005,2025-05-19 20:24:54,LN20250519000024,1
C00003925,PROMO005,2025-02-26 22:55:17,LN20250226000026,1
C00002732,PROMO014,2025-05-29 08:50:53,LN20250529000020,1
C00008306,PROMO002,2025-03-17 14:35:33,LN20250317000037,1
C00009305,PROMO010,2025-04-19 21:23:39,LN20250419000018,1
C00004826,PROMO003,2025-02-14 18:03:34,LN20250214000035,1
C00006714,PROMO004,2025-03-13 00:01:10,LN20250313000037,1
C00000643,PROMO011,2025-02-12 13:08:11,LN20250212000031,1
C00006869,PROMO014,2025-05-16 12:25:25,LN20250516000019,1
C00005556,PROMO015,2025-02-21 20:02:40,LN20250221000031,1
C00009320,PROMO012,2025-02-17 19:06:50,LN20250217000025,1
C00000415,PROMO013,2025-04-17 10:40:28,LN20250417000017,1
C00001149,PROMO006,2025-04-21 12:06:35,LN20250421000018,1
C00000692,PROMO011,2025-05-18 15:57:29,LN20250518000016,1
C00000659,PROMO003,2025-04-06 13:03:22,LN20250406000016,1
C00001698,PROMO010,2025-05-24 13:00:04,LN20250524000020,1
C00007000,PROMO015,2025-03-16 07:03:37,LN20250316000024,1
C00008097,PROMO015,2025-06-03 13:09:20,LN20250603000014,1
C00000981,PROMO001,2025-04-27 07:22:23,LN20250427000012,1
C00001105,PROMO006,2025-01-17 21:08:44,LN20250117000009,1
C00008109,PROMO010,2025-01-30 13:55:00,LN20250130000015,1
C00008075,PROMO009,2025-02-13 13:53:27,LN20250213000035,1
C00009160,PROMO005,2025-05-10 12:14:39,LN20250510000016,1
C00004981,PROMO002,2025-03-17 02:56:19,LN20250317000038,1
C00002452,PROMO001,2025-06-15 22:59:03,LN20250615000024,1
C00008247,PROMO010,2025-05-05 18:19:44,LN20250505000011,1
C00008167,PROMO001,2025-06-07 21:40:14,LN20250607000018,1
C00007227,PROMO014,2025-05-29 17:08:13,LN20250529000021,1
C00005560,PROMO010,2025-02-16 17:38:19,LN20250216000024,1
C00003656,PROMO006,2025-03-12 20:11:18,LN20250312000035,1
C00000548,PROMO007,2025-02-24 15:20:38,LN20250224000038,1
C00000599,PROMO015,2025-05-04 21:33:20,LN20250504000015,1
C00000815,PROMO009,2025-02-08 20:02:27,LN20250208000017,1
C00003580,PROMO012,2025-06-10 18:30:42,LN20250610000016,1
C00003580,PROMO008,2025-05-31 22:18:34,LN20250531000017,1
C00002151,PROMO005,2025-06-22 12:10:23,LN20250622000022,1
C00008719,PROMO002,2025-03-14 12:20:48,LN20250314000028,1
C00006117,PROMO003,2025-03-12 18:14:38,LN20250312000036,1
C00001883,PROMO004,2025-06-15 21:39:19,LN20250615000027,1
C00001883,PROMO005,2025-06-06 11:38:17,LN20250606000010,1
C00009230,PROMO006,2025-05-07 13:49:01,LN20250507000027,1
C00005855,PROMO005,2025-02-26 20:08:44,LN20250226000028,1
C00009432,PROMO011,2025-06-30 17:08:54,LN20250630000017,1
C00006174,PROMO007,2025-02-01 17:45:38,LN20250201000019,1
C00004864,PROMO001,2025-01-19 20:34:10,LN20250119000001,1
C00007014,PROMO013,2025-03-28 21:57:32,LN20250328000024,1
C00007014,PROMO005,2025-03-29 15:23:57,LN20250329000019,1
C00003389,PROMO008,2025-06-22 13:15:36,LN20250622000023,1
C00005220,PROMO002,2025-05-11 21:47:40,LN20250511000026,1
C00003776,PROMO010,2025-04-13 12:57:57,LN20250413000015,1
C00005262,PROMO011,2025-03-15 18:18:43,LN20250315000016,1
C00001594,PROMO012,2025-02-25 08:03:31,LN20250225000024,1
C00005280,PROMO002,2025-06-29 20:58:19,LN20250629000013,1
C00000295,PROMO014,2025-05-08 22:50:51,LN20250508000025,1
C00004837,PROMO012,2025-04-03 21:35:28,LN20250403000018,1
C00005286,PROMO005,2025-06-13 13:20:04,LN20250613000016,1
C00003351,PROMO009,2025-05-12 19:59:24,LN20250512000020,1
C00006336,PROMO002,2025-02-10 08:38:30,LN20250210000021,1
C00000634,PROMO008,2025-02-04 14:33:31,LN20250204000020,1
C00000414,PROMO015,2025-04-11 21:28:20,LN20250411000017,1
C00007248,PROMO013,2025-02-03 13:43:13,LN20250203000018,1
C00009527,PROMO011,2025-02-03 20:19:02,LN20250203000019,1
C00009527,PROMO010,2025-02-28 09:08:04,LN20250228000034,1
C00001721,PROMO014,2025-05-06 18:21:39,LN20250506000011,1
C00001721,PROMO001,2025-04-05 22:11:23,LN20250405000017,1
C00006458,PROMO008,2025-06-25 20:18:19,LN20250625000016,1
C00007142,PROMO001,2025-05-11 12:04:17,LN20250511000027,1
C00007142,PROMO002,2025-05-15 20:28:20,LN20250515000023,1
C00004188,PROMO005,2025-05-26 22:32:46,LN20250526000029,1
C00007577,PROMO008,2025-03-31 22:47:56,LN20250331000025,1
C00005148,PROMO007,2025-06-07 18:53:05,LN20250607000020,1
C00002509,PROMO010,2025-05-12 11:32:05,LN20250512000021,1
C00004209,PROMO009,2025-01-27 19:26:55,LN20250127000013,1
C00009725,PROMO012,2025-04-14 13:30:15,LN20250414000013,1
C00001818,PROMO006,2025-04-27 02:03:53,LN20250427000014,1
C00006923,PROMO015,2025-05-10 08:48:50,LN20250510000017,1
C00000985,PROMO002,2025-02-04 20:33:42,LN20250204000022,1
C00002757,PROMO005,2025-04-02 10:40:20,LN20250402000023,1
C00002757,PROMO013,2025-04-01 12:19:45,LN20250401000013,1
C00000049,PROMO009,2025-06-10 23:11:59,LN20250610000017,1
C00007914,PROMO008,2025-05-05 20:34:41,LN20250505000015,1
C00007914,PROMO011,2025-05-17 12:30:07,LN20250517000030,1
C00007856,PROMO009,2025-05-06 10:57:07,LN20250506000013,1
C00007856,PROMO004,2025-05-04 12:12:25,LN20250504000018,1
C00004452,PROMO011,2025-03-05 12:06:06,LN20250305000024,1
C00003957,PROMO003,2025-05-31 17:55:43,LN20250531000020,1
C00003957,PROMO014,2025-04-20 22:43:31,LN20250420000018,1
C00005101,PROMO005,2025-05-08 18:41:24,LN20250508000026,1
C00005101,PROMO007,2025-04-17 14:01:20,LN20250417000020,1
C00007321,PROMO013,2025-04-28 22:19:33,LN20250428000018,1
C00001727,PROMO004,2025-06-02 12:53:16,LN20250602000018,1
C00002077,PROMO004,2025-02-22 10:17:41,LN20250222000034,1
C00008821,PROMO010,2025-04-02 22:57:41,LN20250402000024,1
C00004237,PROMO004,2025-03-09 14:17:17,LN20250309000033,1
C00008035,PROMO001,2025-03-19 13:29:20,LN20250319000024,1
C00006014,PROMO005,2025-05-10 20:29:46,LN20250510000019,1
C00000713,PROMO006,2025-02-16 13:16:50,LN20250216000026,1
C00002574,PROMO003,2025-03-20 13:03:42,LN20250320000025,1
C00001504,PROMO003,2025-03-10 13:47:46,LN20250310000037,1
C00006338,PROMO007,2025-03-09 01:14:09,LN20250309000034,1
C00003900,PROMO003,2025-04-07 22:30:07,LN20250407000018,1
C00008113,PROMO010,2025-05-23 02:07:52,LN20250523000024,1
C00006046,PROMO012,2025-03-24 22:10:40,LN20250324000024,1
C00006412,PROMO015,2025-05-11 22:42:45,LN20250511000029,1
C00009487,PROMO002,2025-05-15 13:44:05,LN20250515000026,1
C00009487,PROMO010,2025-06-03 21:10:37,LN20250603000018,1
C00003676,PROMO008,2025-06-05 22:29:10,LN20250605000022,1
C00003503,PROMO003,2025-03-18 22:17:50,LN20250318000024,1
C00002150,PROMO011,2025-03-15 02:38:37,LN20250315000020,1
C00002150,PROMO006,2025-02-20 14:08:21,LN20250220000035,1
C00004745,PROMO008,2025-05-07 22:47:46,LN20250507000031,1
C00004073,PROMO008,2025-04-30 17:50:24,LN20250430000018,1
C00009257,PROMO001,2025-06-05 12:29:37,LN20250605000023,1
C00005531,PROMO009,2025-04-28 06:14:53,LN20250428000019,1
C00005531,PROMO004,2025-04-10 22:27:02,LN20250410000007,1
C00005934,PROMO005,2025-03-19 01:49:27,LN20250319000025,1
C00006094,PROMO009,2025-06-04 08:17:58,LN20250604000025,1
C00000207,PROMO008,2025-01-23 21:37:07,LN20250123000008,1
C00000207,PROMO010,2025-03-01 20:32:20,LN20250301000040,1
C00003164,PROMO004,2025-06-06 12:34:50,LN20250606000014,1
C00006351,PROMO014,2025-05-16 12:23:35,LN20250516000023,1
C00000697,PROMO007,2025-03-17 12:21:04,LN20250317000041,1
C00005846,PROMO012,2025-01-12 22:58:16,LN20250112000004,1
C00004686,PROMO004,2025-04-26 10:46:09,LN20250426000014,1
C00005221,PROMO010,2025-02-21 12:19:28,LN20250221000038,1
C00000392,PROMO007,2025-04-28 20:07:34,LN20250428000020,1
C00006757,PROMO004,2025-03-11 20:25:27,LN20250311000032,1
C00001965,PROMO010,2025-06-12 15:34:48,LN20250612000028,1
C00000464,PROMO001,2025-06-03 21:09:28,LN20250603000020,1
C00000464,PROMO003,2025-06-11 15:20:43,LN20250611000016,1
C00003789,PROMO009,2025-02-02 22:35:08,LN20250202000017,1
C00004733,PROMO001,2025-03-06 07:08:08,LN20250306000041,1
C00000651,PROMO010,2025-02-11 16:21:03,LN20250211000027,1
C00003712,PROMO015,2025-03-22 19:43:01,LN20250322000029,1
C00003712,PROMO001,2025-04-03 15:36:35,LN20250403000019,1
C00006752,PROMO004,2025-03-23 20:07:04,LN20250323000020,1
C00001996,PROMO012,2025-03-06 18:48:06,LN20250306000042,1
C00005449,PROMO009,2025-06-30 13:06:39,LN20250630000019,1
C00005570,PROMO009,2025-06-24 12:58:58,LN20250624000019,1
C00005570,PROMO002,2025-06-18 07:43:42,LN20250618000020,1
C00007407,PROMO007,2025-04-04 13:36:59,LN20250404000030,1
C00000882,PROMO009,2025-03-11 12:36:02,LN20250311000034,1
C00005985,PROMO006,2025-05-14 19:50:40,LN20250514000017,1
C00003317,PROMO011,2025-03-31 18:02:51,LN20250331000028,1
C00003557,PROMO004,2025-04-02 13:21:14,LN20250402000026,1
C00006675,PROMO008,2025-05-07 10:05:21,LN20250507000032,1
C00005947,PROMO001,2025-03-01 21:49:54,LN20250301000042,1
C00002721,PROMO011,2025-02-20 08:35:36,LN20250220000038,1
C00002721,PROMO007,2025-01-29 08:45:20,LN20250129000016,1
C00003975,PROMO002,2025-02-13 16:24:54,LN20250213000045,1
C00009235,PROMO012,2025-02-14 22:33:52,LN20250214000040,1
C00000961,PROMO007,2025-04-05 21:14:08,LN20250405000020,1
C00000961,PROMO010,2025-03-13 06:30:18,LN20250313000042,1
C00004485,PROMO012,2025-06-02 13:53:08,LN20250602000020,1
C00002359,PROMO001,2025-06-20 21:45:01,LN20250620000018,1
C00009714,PROMO015,2025-05-14 12:43:43,LN20250514000018,1
C00002644,PROMO001,2025-02-21 21:45:38,LN20250221000040,1
C00005376,PROMO013,2025-05-23 12:55:44,LN20250523000027,1
C00002172,PROMO014,2025-06-27 22:31:56,LN20250627000022,1
C00004302,PROMO005,2025-06-04 21:00:18,LN20250604000027,1
C00008839,PROMO006,2025-04-13 09:37:23,LN20250413000017,1
C00008839,PROMO012,2025-04-11 12:34:55,LN20250411000019,1
C00006764,PROMO002,2025-05-10 11:57:23,LN20250510000021,1
C00003475,PROMO003,2025-01-21 06:34:53,LN20250121000011,1
C00003475,PROMO004,2025-02-01 16:10:10,LN20250201000022,1
C00004511,PROMO007,2025-03-14 21:49:54,LN20250314000038,1
C00001784,PROMO003,2025-05-24 20:13:29,LN20250524000023,1
C00002982,PROMO001,2025-02-19 20:37:10,LN20250219000032,1
C00000743,PROMO010,2025-04-28 15:08:58,LN20250428000021,1
C00006142,PROMO011,2025-02-24 11:12:21,LN20250224000044,1
C00002286,PROMO015,2025-03-17 19:52:10,LN20250317000043,1
C00002099,PROMO011,2025-03-13 13:11:03,LN20250313000049,1
C00001165,PROMO004,2025-05-22 09:38:04,LN20250522000026,1
C00000423,PROMO012,2025-02-13 16:31:35,LN20250213000046,1
C00007144,PROMO003,2025-05-13 20:20:59,LN20250513000019,1
C00006579,PROMO010,2025-03-20 21:18:53,LN20250320000031,1
C00009542,PROMO001,2025-02-26 13:48:01,LN20250226000034,1
C00003516,PROMO015,2025-02-25 21:14:22,LN20250225000031,1
C00000426,PROMO012,2025-05-21 12:20:05,LN20250521000024,1
C00000362,PROMO012,2025-03-08 18:34:26,LN20250308000041,1
C00006868,PROMO010,2025-03-24 17:38:53,LN20250324000027,1
C00003145,PROMO009,2025-06-17 20:32:24,LN20250617000020,1
C00003119,PROMO001,2025-03-02 12:09:55,LN20250302000028,1
C00003619,PROMO005,2025-03-04 21:10:47,LN20250304000046,1
C00003619,PROMO008,2025-03-11 11:03:12,LN20250311000035,1
C00002931,PROMO004,2025-02-24 10:45:08,LN20250224000046,1
C00008099,PROMO013,2025-02-23 08:36:02,LN20250223000040,1
C00001802,PROMO010,2025-01-14 21:25:12,LN20250114000005,1
C00002971,PROMO004,2025-03-25 16:10:20,LN20250325000017,1
C00006409,PROMO008,2025-03-24 13:24:20,LN20250324000029,1
