customer_id,campaign_id,channel_code,attribute_time,event_type,weight,is_test_data
C00003900,CAMP0012,BAIDU_SEM,2025-04-04 13:36:33,APPLY,1.0,1
C00001174,CAMP0005,BYTEDANCE_AD,2025-05-02 23:04:22,APPLY,1.0,1
C00006046,CAMP0028,BAIDU_SEM,2025-02-20 12:10:31,APPLY,1.0,1
C00003093,CAMP0006,TENCENT_AD,2025-01-18 22:16:13,APPLY,1.0,1
C00009453,CAMP0035,BAIDU_SEM,2025-03-02 22:00:37,APPLY,1.0,1
C00006412,CAMP0038,TENCENT_AD,2025-05-06 21:31:43,APPLY,1.0,1
C00008316,CAMP0012,WECHAT_MP,2025-02-28 12:05:05,APPLY,1.0,1
C00009487,CAMP0024,H5_PROMO,2025-04-29 16:08:03,APPLY,1.0,1
C00009722,CAMP0005,REFERRAL,2025-02-27 20:52:55,APPLY,1.0,1
C00009344,CAMP0031,TENCENT_AD,2025-03-27 21:08:38,APPLY,1.0,1
C00004687,CAMP0012,PARTNER_MALL,2025-02-06 09:03:47,APPLY,1.0,1
C00003676,CAMP0014,KUAISHOU_AD,2025-05-17 20:04:47,APPLY,1.0,1
C00006918,CAMP0037,BYTEDANCE_AD,2025-03-06 16:40:59,APPLY,1.0,1
C00003503,CAMP0034,APP_ORG,2025-03-31 21:59:24,APPLY,1.0,1
C00002150,CAMP0005,BYTEDANCE_AD,2025-03-10 13:30:39,APPLY,1.0,1
C00002913,CAMP0011,APP_ORG,2025-01-31 16:45:20,APPLY,1.0,1
C00004304,CAMP0007,WECHAT_MP,2025-02-25 21:55:38,APPLY,1.0,1
C00009325,CAMP0016,BYTEDANCE_AD,2025-01-27 16:52:10,APPLY,1.0,1
C00007295,CAMP0020,PARTNER_BANK1,2025-01-30 19:01:06,APPLY,1.0,1
C00004935,CAMP0035,BYTEDANCE_AD,2025-03-18 12:18:42,APPLY,1.0,1
C00004778,CAMP0018,BAIDU_SEM,2025-02-03 18:26:55,APPLY,1.0,1
C00005531,CAMP0038,KUAISHOU_AD,2025-04-26 21:19:16,APPLY,1.0,1
C00005256,CAMP0032,TENCENT_AD,2025-02-20 00:21:50,APPLY,1.0,1
C00001961,CAMP0037,APP_ORG,2025-02-12 06:17:36,APPLY,1.0,1
C00005934,CAMP0033,BAIDU_SEM,2025-03-28 09:22:14,APPLY,1.0,1
C00009716,CAMP0036,BAIDU_SEM,2025-02-17 13:59:22,APPLY,1.0,1
C00008314,CAMP0021,BYTEDANCE_AD,2025-01-13 21:21:03,APPLY,1.0,1
C00006094,CAMP0003,REFERRAL,2025-04-29 21:44:50,APPLY,1.0,1
C00001163,CAMP0036,BYTEDANCE_AD,2025-02-18 16:15:24,APPLY,1.0,1
C00000207,CAMP0022,BYTEDANCE_AD,2025-01-21 10:56:33,APPLY,1.0,1
C00003164,CAMP0014,APP_ORG,2025-05-17 18:24:39,APPLY,1.0,1
C00001172,CAMP0033,H5_PROMO,2025-02-19 13:25:09,APPLY,1.0,1
C00000697,CAMP0028,BAIDU_SEM,2025-02-20 12:20:55,APPLY,1.0,1
C00005063,CAMP0002,BYTEDANCE_AD,2025-02-27 13:09:45,APPLY,1.0,1
C00001592,CAMP0002,BAIDU_SEM,2025-01-24 22:40:30,APPLY,1.0,1
C00006337,CAMP0039,TENCENT_AD,2025-02-18 22:42:39,APPLY,1.0,1
C00003113,CAMP0018,TENCENT_AD,2025-02-02 08:19:21,APPLY,1.0,1
C00008234,CAMP0034,BYTEDANCE_AD,2025-03-16 21:17:17,APPLY,1.0,1
C00002308,CAMP0034,BYTEDANCE_AD,2025-02-25 00:35:29,APPLY,1.0,1
C00004646,CAMP0014,BAIDU_SEM,2025-02-23 22:02:54,APPLY,1.0,1
C00005846,CAMP0027,APP_ORG,2025-02-03 09:43:09,APPLY,1.0,1
C00001192,CAMP0023,APP_ORG,2025-03-09 20:23:56,APPLY,1.0,1
C00009098,CAMP0014,BAIDU_SEM,2025-03-15 14:19:10,APPLY,1.0,1
C00008059,CAMP0036,H5_PROMO,2025-04-19 06:51:27,APPLY,1.0,1
C00000234,CAMP0023,BYTEDANCE_AD,2025-01-22 21:13:03,APPLY,1.0,1
C00006387,CAMP0017,APP_ORG,2025-04-07 13:48:32,APPLY,1.0,1
C00008487,CAMP0023,PARTNER_MALL,2025-04-08 21:20:10,APPLY,1.0,1
C00006691,CAMP0014,KUAISHOU_AD,2025-05-10 19:05:26,APPLY,1.0,1
C00002467,CAMP0013,BYTEDANCE_AD,2025-02-18 13:26:25,APPLY,1.0,1
C00005221,CAMP0016,KUAISHOU_AD,2025-02-13 22:53:55,APPLY,1.0,1
C00000817,CAMP0034,TENCENT_AD,2025-04-08 12:57:13,APPLY,1.0,1
C00000022,CAMP0022,BYTEDANCE_AD,2025-02-20 22:19:14,APPLY,1.0,1
C00000392,CAMP0036,BAIDU_SEM,2025-04-08 12:17:33,APPLY,1.0,1
C00003458,CAMP0018,BAIDU_SEM,2025-04-01 15:23:48,APPLY,1.0,1
C00006964,CAMP0035,PARTNER_BANK1,2025-03-03 21:58:33,APPLY,1.0,1
C00006930,CAMP0002,KUAISHOU_AD,2025-03-11 07:28:42,APPLY,1.0,1
C00002878,CAMP0039,H5_PROMO,2025-02-21 21:17:34,APPLY,1.0,1
C00006165,CAMP0038,APP_ORG,2025-02-19 12:30:27,APPLY,1.0,1
C00003789,CAMP0037,BAIDU_SEM,2025-01-16 13:48:54,APPLY,1.0,1
C00003091,CAMP0007,TENCENT_AD,2025-01-19 11:03:18,APPLY,1.0,1
C00006392,CAMP0035,PARTNER_BANK1,2025-05-07 12:56:00,APPLY,1.0,1
C00006913,CAMP0031,BYTEDANCE_AD,2025-03-07 22:54:43,APPLY,1.0,1
C00004733,CAMP0017,BAIDU_SEM,2025-03-07 12:49:46,APPLY,1.0,1
C00000886,CAMP0002,KUAISHOU_AD,2025-03-07 12:04:05,APPLY,1.0,1
C00005989,CAMP0033,APP_ORG,2025-02-07 12:34:26,APPLY,1.0,1
C00009686,CAMP0022,BAIDU_SEM,2025-02-11 13:02:33,APPLY,1.0,1
C00003334,CAMP0014,BAIDU_SEM,2025-05-14 19:00:37,APPLY,1.0,1
C00004662,CAMP0007,WECHAT_MP,2025-01-19 17:17:21,APPLY,1.0,1
C00004829,CAMP0025,PARTNER_MALL,2025-02-27 10:36:13,APPLY,1.0,1
C00000111,CAMP0026,H5_PROMO,2025-02-18 16:28:14,APPLY,1.0,1
C00005937,CAMP0039,KUAISHOU_AD,2025-02-08 20:17:45,APPLY,1.0,1
C00004325,CAMP0024,BYTEDANCE_AD,2025-01-15 22:48:36,APPLY,1.0,1
C00003832,CAMP0006,WECHAT_MP,2025-01-28 12:38:09,APPLY,1.0,1
C00003392,CAMP0024,BAIDU_SEM,2025-03-04 19:20:58,APPLY,1.0,1
C00006752,CAMP0003,BYTEDANCE_AD,2025-02-02 11:07:48,APPLY,1.0,1
C00002029,CAMP0019,PARTNER_BANK1,2025-01-11 13:40:34,APPLY,1.0,1
C00000721,CAMP0003,APP_ORG,2025-02-02 18:00:14,APPLY,1.0,1
C00000178,CAMP0033,WECHAT_MP,2025-02-22 12:55:32,APPLY,1.0,1
C00001996,CAMP0037,BAIDU_SEM,2025-02-05 20:48:57,APPLY,1.0,1
C00006596,CAMP0005,REFERRAL,2025-02-26 09:27:58,APPLY,1.0,1
C00000884,CAMP0002,BAIDU_SEM,2025-04-08 21:21:01,APPLY,1.0,1
C00001924,CAMP0015,REFERRAL,2025-02-10 20:35:41,APPLY,1.0,1
C00005640,CAMP0018,BYTEDANCE_AD,2025-04-01 10:55:55,APPLY,1.0,1
C00001456,CAMP0034,BYTEDANCE_AD,2025-02-25 12:30:33,APPLY,1.0,1
C00003429,CAMP0017,PARTNER_BANK1,2025-04-26 22:00:47,APPLY,1.0,1
C00008061,CAMP0003,BAIDU_SEM,2025-03-21 09:19:17,APPLY,1.0,1
C00008951,CAMP0005,KUAISHOU_AD,2025-05-06 20:58:26,APPLY,1.0,1
C00003768,CAMP0035,BAIDU_SEM,2025-03-27 22:48:30,APPLY,1.0,1
C00003716,CAMP0036,APP_ORG,2025-02-22 01:18:49,APPLY,1.0,1
C00008661,CAMP0035,APP_ORG,2025-05-04 11:50:52,APPLY,1.0,1
C00002503,CAMP0001,APP_ORG,2025-04-05 13:07:19,APPLY,1.0,1
C00001163,CAMP0022,BYTEDANCE_AD,2025-02-10 22:48:21,APPLY,1.0,1
C00002959,CAMP0027,H5_PROMO,2025-03-22 12:55:52,APPLY,1.0,1
C00009825,CAMP0033,REFERRAL,2025-02-02 21:36:27,APPLY,1.0,1
C00006528,CAMP0033,BAIDU_SEM,2025-02-07 22:39:32,APPLY,1.0,1
C00003353,CAMP0004,TENCENT_AD,2025-01-13 15:40:43,APPLY,1.0,1
C00006997,CAMP0003,TENCENT_AD,2025-01-24 21:11:40,APPLY,1.0,1
C00001949,CAMP0035,REFERRAL,2025-02-20 17:49:20,APPLY,1.0,1
C00006414,CAMP0014,APP_ORG,2025-05-14 22:33:01,APPLY,1.0,1
C00002290,CAMP0029,BYTEDANCE_AD,2025-03-02 12:25:38,APPLY,1.0,1
C00007407,CAMP0012,BYTEDANCE_AD,2025-03-24 10:13:17,APPLY,1.0,1
C00007584,CAMP0021,REFERRAL,2025-01-27 19:41:06,APPLY,1.0,1
C00000593,CAMP0023,BYTEDANCE_AD,2025-03-26 12:19:12,APPLY,1.0,1
C00005985,CAMP0002,PARTNER_BANK1,2025-04-25 06:12:10,APPLY,1.0,1
C00001115,CAMP0003,TENCENT_AD,2025-01-30 21:55:20,APPLY,1.0,1
C00002436,CAMP0016,REFERRAL,2025-01-07 13:26:24,APPLY,1.0,1
C00009588,CAMP0011,TENCENT_AD,2025-04-22 17:56:13,APPLY,1.0,1
C00007303,CAMP0031,H5_PROMO,2025-02-14 21:10:37,APPLY,1.0,1
C00001865,CAMP0020,H5_PROMO,2025-01-12 09:10:41,APPLY,1.0,1
C00002917,CAMP0016,H5_PROMO,2025-01-20 12:00:48,APPLY,1.0,1
C00005465,CAMP0037,BYTEDANCE_AD,2025-03-10 16:44:51,APPLY,1.0,1
C00007861,CAMP0031,APP_ORG,2025-04-06 09:38:57,APPLY,1.0,1
C00008130,CAMP0017,BAIDU_SEM,2025-02-16 20:58:31,APPLY,1.0,1
C00004794,CAMP0034,KUAISHOU_AD,2025-03-24 08:38:14,APPLY,1.0,1
C00008229,CAMP0007,BYTEDANCE_AD,2025-02-28 06:12:19,APPLY,1.0,1
C00001260,CAMP0004,H5_PROMO,2025-01-21 21:35:18,APPLY,1.0,1
C00002015,CAMP0017,BYTEDANCE_AD,2025-04-18 13:36:13,APPLY,1.0,1
C00004446,CAMP0014,BAIDU_SEM,2025-05-18 12:35:59,APPLY,1.0,1
C00007369,CAMP0033,BYTEDANCE_AD,2025-01-31 13:05:43,APPLY,1.0,1
C00009629,CAMP0040,H5_PROMO,2025-01-19 23:48:52,APPLY,1.0,1
C00002545,CAMP0014,BAIDU_SEM,2025-04-26 13:23:18,APPLY,1.0,1
C00001704,CAMP0031,BYTEDANCE_AD,2025-01-16 12:41:45,APPLY,1.0,1
C00008573,CAMP0017,H5_PROMO,2025-02-17 18:41:53,APPLY,1.0,1
C00006760,CAMP0001,WECHAT_MP,2025-02-05 18:06:24,APPLY,1.0,1
C00009511,CAMP0040,TENCENT_AD,2025-02-25 12:02:33,APPLY,1.0,1
C00002239,CAMP0029,BYTEDANCE_AD,2025-02-07 22:16:57,APPLY,1.0,1
C00009842,CAMP0003,TENCENT_AD,2025-02-26 17:35:14,APPLY,1.0,1
C00002032,CAMP0011,BAIDU_SEM,2025-02-17 11:18:09,APPLY,1.0,1
C00002043,CAMP0018,APP_ORG,2025-01-21 21:19:49,APPLY,1.0,1
C00000280,CAMP0024,BAIDU_SEM,2025-03-10 22:10:44,APPLY,1.0,1
C00001705,CAMP0003,BYTEDANCE_AD,2025-05-04 12:46:20,APPLY,1.0,1
C00003450,CAMP0002,BYTEDANCE_AD,2025-03-09 12:28:12,APPLY,1.0,1
C00006882,CAMP0001,KUAISHOU_AD,2025-02-01 06:36:49,APPLY,1.0,1
C00005096,CAMP0036,REFERRAL,2025-05-03 22:05:19,APPLY,1.0,1
C00001879,CAMP0017,BYTEDANCE_AD,2025-02-22 19:06:22,APPLY,1.0,1
C00009749,CAMP0003,KUAISHOU_AD,2025-03-05 13:30:39,APPLY,1.0,1
C00006874,CAMP0024,BYTEDANCE_AD,2025-04-19 13:58:11,APPLY,1.0,1
C00008880,CAMP0003,KUAISHOU_AD,2025-04-17 19:20:16,APPLY,1.0,1
C00008329,CAMP0026,KUAISHOU_AD,2025-02-18 17:33:03,APPLY,1.0,1
C00003420,CAMP0018,TENCENT_AD,2025-03-28 11:55:29,APPLY,1.0,1
C00005108,CAMP0030,APP_ORG,2025-02-11 00:37:45,APPLY,1.0,1
C00007536,CAMP0022,WECHAT_MP,2025-02-07 22:48:56,APPLY,1.0,1
C00005964,CAMP0027,WECHAT_MP,2025-03-02 12:57:54,APPLY,1.0,1
C00004551,CAMP0036,REFERRAL,2025-04-15 23:55:55,APPLY,1.0,1
C00002687,CAMP0040,BYTEDANCE_AD,2025-03-13 13:10:13,APPLY,1.0,1
C00006742,CAMP0003,PARTNER_BANK1,2025-04-24 18:30:36,APPLY,1.0,1
C00003020,CAMP0018,BYTEDANCE_AD,2025-02-19 12:06:02,APPLY,1.0,1
C00007849,CAMP0038,REFERRAL,2025-05-05 21:15:43,APPLY,1.0,1
C00007457,CAMP0030,BAIDU_SEM,2025-02-14 08:46:21,APPLY,1.0,1
C00002343,CAMP0032,REFERRAL,2025-02-04 12:23:33,APPLY,1.0,1
C00009235,CAMP0027,BYTEDANCE_AD,2025-02-12 13:19:13,APPLY,1.0,1
C00000961,CAMP0037,TENCENT_AD,2025-03-18 14:11:51,APPLY,1.0,1
C00009056,CAMP0012,PARTNER_BANK1,2025-04-20 13:46:47,APPLY,1.0,1
C00002208,CAMP0018,TENCENT_AD,2025-03-12 10:50:06,APPLY,1.0,1
C00006199,CAMP0035,BAIDU_SEM,2025-01-27 13:00:50,APPLY,1.0,1
C00007796,CAMP0022,WECHAT_MP,2025-01-14 22:36:13,APPLY,1.0,1
C00002039,CAMP0027,BAIDU_SEM,2025-04-04 12:41:25,APPLY,1.0,1
C00004411,CAMP0001,APP_ORG,2025-03-28 11:28:26,APPLY,1.0,1
C00003402,CAMP0001,TENCENT_AD,2025-03-24 18:03:49,APPLY,1.0,1
C00002152,CAMP0003,APP_ORG,2025-02-14 07:08:53,APPLY,1.0,1
C00005276,CAMP0027,TENCENT_AD,2025-02-05 02:15:17,APPLY,1.0,1
C00003765,CAMP0024,BAIDU_SEM,2025-02-09 07:13:56,APPLY,1.0,1
C00001674,CAMP0037,TENCENT_AD,2025-03-21 15:42:15,APPLY,1.0,1
C00009770,CAMP0035,BYTEDANCE_AD,2025-05-07 13:52:40,APPLY,1.0,1
C00009354,CAMP0026,APP_ORG,2025-01-29 10:12:25,APPLY,1.0,1
C00000397,CAMP0005,TENCENT_AD,2025-01-28 20:07:05,APPLY,1.0,1
C00005244,CAMP0003,KUAISHOU_AD,2025-03-05 16:01:20,APPLY,1.0,1
C00001777,CAMP0031,KUAISHOU_AD,2025-02-14 10:08:36,APPLY,1.0,1
C00002504,CAMP0022,TENCENT_AD,2025-01-27 00:30:28,APPLY,1.0,1
C00006030,CAMP0039,BYTEDANCE_AD,2025-02-02 22:45:45,APPLY,1.0,1
C00000601,CAMP0017,APP_ORG,2025-01-14 12:38:49,APPLY,1.0,1
C00009388,CAMP0003,BYTEDANCE_AD,2025-04-02 22:01:15,APPLY,1.0,1
C00006845,CAMP0036,KUAISHOU_AD,2025-04-27 13:20:35,APPLY,1.0,1
C00007461,CAMP0033,PARTNER_MALL,2025-03-13 22:43:40,APPLY,1.0,1
C00009706,CAMP0014,TENCENT_AD,2025-03-27 11:23:46,APPLY,1.0,1
C00008935,CAMP0015,TENCENT_AD,2025-03-19 14:38:09,APPLY,1.0,1
C00003873,CAMP0036,APP_ORG,2025-03-29 13:32:22,APPLY,1.0,1
C00004476,CAMP0027,APP_ORG,2025-03-01 22:47:54,APPLY,1.0,1
C00006230,CAMP0024,H5_PROMO,2025-02-28 21:33:34,APPLY,1.0,1
C00006008,CAMP0014,BYTEDANCE_AD,2025-02-16 22:36:54,APPLY,1.0,1
C00002943,CAMP0014,BAIDU_SEM,2025-05-10 10:30:09,APPLY,1.0,1
C00004208,CAMP0014,TENCENT_AD,2025-05-14 12:45:40,APPLY,1.0,1
C00001502,CAMP0028,BAIDU_SEM,2025-02-27 09:23:25,APPLY,1.0,1
C00004779,CAMP0004,BAIDU_SEM,2025-01-24 06:04:45,APPLY,1.0,1
C00000309,CAMP0030,BAIDU_SEM,2025-03-18 12:46:47,APPLY,1.0,1
C00003449,CAMP0036,BAIDU_SEM,2025-02-04 14:11:00,APPLY,1.0,1
C00000940,CAMP0015,APP_ORG,2025-03-11 22:18:39,APPLY,1.0,1
C00006162,CAMP0014,H5_PROMO,2025-05-12 15:18:38,APPLY,1.0,1
C00003475,CAMP0025,REFERRAL,2025-01-17 20:58:19,APPLY,1.0,1
C00004511,CAMP0003,APP_ORG,2025-03-05 15:59:43,APPLY,1.0,1
C00001784,CAMP0014,BYTEDANCE_AD,2025-05-14 12:33:55,APPLY,1.0,1
C00000816,CAMP0014,KUAISHOU_AD,2025-05-16 12:35:12,APPLY,1.0,1
C00002883,CAMP0023,BYTEDANCE_AD,2025-02-24 22:06:20,APPLY,1.0,1
C00000632,CAMP0038,PARTNER_BANK1,2025-03-08 22:10:02,APPLY,1.0,1
C00003791,CAMP0018,TENCENT_AD,2025-04-06 21:08:03,APPLY,1.0,1
C00002521,CAMP0028,BYTEDANCE_AD,2025-02-08 20:11:47,APPLY,1.0,1
C00003082,CAMP0010,BAIDU_SEM,2025-02-03 11:46:35,APPLY,1.0,1
C00008268,CAMP0022,TENCENT_AD,2025-02-07 02:33:40,APPLY,1.0,1
C00000294,CAMP0017,PARTNER_BANK1,2025-01-27 16:08:52,APPLY,1.0,1
C00005717,CAMP0035,BYTEDANCE_AD,2025-03-12 22:12:45,APPLY,1.0,1
C00004774,CAMP0032,PARTNER_BANK1,2025-03-25 19:52:58,APPLY,1.0,1
C00009772,CAMP0039,BAIDU_SEM,2025-01-21 15:46:19,APPLY,1.0,1
C00002332,CAMP0031,BYTEDANCE_AD,2025-02-26 21:10:20,APPLY,1.0,1
C00008138,CAMP0026,H5_PROMO,2025-02-07 22:44:27,APPLY,1.0,1
C00003958,CAMP0018,PARTNER_BANK1,2025-01-28 18:00:36,APPLY,1.0,1
C00006040,CAMP0031,BAIDU_SEM,2025-03-03 16:47:33,APPLY,1.0,1
C00006142,CAMP0037,BYTEDANCE_AD,2025-02-09 11:48:19,APPLY,1.0,1
C00005420,CAMP0019,BYTEDANCE_AD,2025-02-12 22:59:27,APPLY,1.0,1
C00002150,CAMP0016,BYTEDANCE_AD,2025-02-02 20:10:52,APPLY,1.0,1
C00004114,CAMP0038,H5_PROMO,2025-04-02 21:46:39,APPLY,1.0,1
C00005264,CAMP0040,APP_ORG,2025-01-19 22:08:55,APPLY,1.0,1
C00002622,CAMP0011,PARTNER_BANK1,2025-04-06 19:05:16,APPLY,1.0,1
C00008886,CAMP0003,PARTNER_BANK1,2025-05-10 13:59:40,APPLY,1.0,1
C00002286,CAMP0033,APP_ORG,2025-03-04 16:38:48,APPLY,1.0,1
C00006044,CAMP0023,TENCENT_AD,2025-03-28 21:29:34,APPLY,1.0,1
C00002658,CAMP0035,PARTNER_BANK1,2025-05-01 22:47:52,APPLY,1.0,1
C00009619,CAMP0037,BYTEDANCE_AD,2025-02-11 14:04:09,APPLY,1.0,1
C00008999,CAMP0006,REFERRAL,2025-01-31 10:00:36,APPLY,1.0,1
C00005939,CAMP0035,PARTNER_BANK1,2025-05-02 13:17:07,APPLY,1.0,1
C00008636,CAMP0002,BAIDU_SEM,2025-03-12 12:34:23,APPLY,1.0,1
C00003750,CAMP0014,TENCENT_AD,2025-05-15 18:36:22,APPLY,1.0,1
C00009486,CAMP0005,BYTEDANCE_AD,2025-03-07 14:40:58,APPLY,1.0,1
C00007400,CAMP0018,REFERRAL,2025-03-09 22:36:41,APPLY,1.0,1
C00007686,CAMP0024,BYTEDANCE_AD,2025-03-30 22:00:24,APPLY,1.0,1
C00009122,CAMP0015,BYTEDANCE_AD,2025-02-02 02:10:30,APPLY,1.0,1
C00004541,CAMP0003,KUAISHOU_AD,2025-02-15 13:20:50,APPLY,1.0,1
C00007144,CAMP0005,KUAISHOU_AD,2025-04-18 06:17:53,APPLY,1.0,1
C00005641,CAMP0001,WECHAT_MP,2025-02-27 21:01:58,APPLY,1.0,1
C00002730,CAMP0029,BYTEDANCE_AD,2025-02-21 13:58:32,APPLY,1.0,1
C00008356,CAMP0036,BAIDU_SEM,2025-04-14 00:54:37,APPLY,1.0,1
C00009005,CAMP0020,PARTNER_BANK1,2025-01-31 20:56:32,APPLY,1.0,1
C00007283,CAMP0021,PARTNER_MALL,2025-01-27 12:53:38,APPLY,1.0,1
C00006720,CAMP0027,BYTEDANCE_AD,2025-01-26 16:52:35,APPLY,1.0,1
C00006579,CAMP0034,APP_ORG,2025-02-10 22:16:54,APPLY,1.0,1
C00009542,CAMP0015,WECHAT_MP,2025-01-25 20:10:22,APPLY,1.0,1
C00003516,CAMP0009,REFERRAL,2025-01-05 13:40:48,APPLY,1.0,1
C00000915,CAMP0007,APP_ORG,2025-02-19 12:45:32,APPLY,1.0,1
C00000861,CAMP0038,BYTEDANCE_AD,2025-04-28 10:49:43,APPLY,1.0,1
C00004980,CAMP0018,TENCENT_AD,2025-03-01 12:57:09,APPLY,1.0,1
C00000583,CAMP0003,KUAISHOU_AD,2025-04-27 21:53:48,APPLY,1.0,1
C00003515,CAMP0010,BYTEDANCE_AD,2025-01-29 01:11:34,APPLY,1.0,1
C00000727,CAMP0012,BYTEDANCE_AD,2025-04-16 21:27:06,APPLY,1.0,1
C00002043,CAMP0002,APP_ORG,2025-02-06 01:04:12,APPLY,1.0,1
C00000660,CAMP0007,KUAISHOU_AD,2025-02-22 13:26:21,APPLY,1.0,1
C00006187,CAMP0011,APP_ORG,2025-02-13 22:28:28,APPLY,1.0,1
C00000697,CAMP0013,BAIDU_SEM,2025-02-13 19:56:23,APPLY,1.0,1
C00000392,CAMP0038,BAIDU_SEM,2025-04-09 20:45:41,APPLY,1.0,1
C00000235,CAMP0014,BYTEDANCE_AD,2025-05-11 14:46:38,APPLY,1.0,1
C00006746,CAMP0012,BYTEDANCE_AD,2025-02-14 12:22:42,APPLY,1.0,1
C00009606,CAMP0002,REFERRAL,2025-01-30 12:33:24,APPLY,1.0,1
C00005111,CAMP0040,TENCENT_AD,2025-02-13 10:00:33,APPLY,1.0,1
C00001449,CAMP0003,BAIDU_SEM,2025-02-21 17:35:46,APPLY,1.0,1
C00007374,CAMP0019,TENCENT_AD,2025-03-06 12:26:02,APPLY,1.0,1
C00008872,CAMP0038,BAIDU_SEM,2025-04-29 22:00:00,APPLY,1.0,1
C00008019,CAMP0017,BAIDU_SEM,2025-04-12 21:23:18,APPLY,1.0,1
C00000055,CAMP0031,BAIDU_SEM,2025-03-06 19:21:15,APPLY,1.0,1
C00004905,CAMP0005,BAIDU_SEM,2025-04-05 10:34:54,APPLY,1.0,1
C00000563,CAMP0031,BAIDU_SEM,2025-03-13 20:36:07,APPLY,1.0,1
C00003119,CAMP0032,KUAISHOU_AD,2025-03-11 13:26:15,APPLY,1.0,1
C00001383,CAMP0027,TENCENT_AD,2025-04-17 18:16:56,APPLY,1.0,1
C00002204,CAMP0039,APP_ORG,2025-02-17 15:20:34,APPLY,1.0,1
C00000804,CAMP0031,BYTEDANCE_AD,2025-03-18 21:34:05,APPLY,1.0,1
C00001042,CAMP0010,BAIDU_SEM,2025-02-27 10:06:44,APPLY,1.0,1
C00007093,CAMP0040,BAIDU_SEM,2025-02-19 18:37:24,APPLY,1.0,1
C00000038,CAMP0035,BAIDU_SEM,2025-02-25 20:34:32,APPLY,1.0,1
C00001385,CAMP0018,BYTEDANCE_AD,2025-02-10 21:31:28,APPLY,1.0,1
C00000606,CAMP0011,BAIDU_SEM,2025-02-11 20:04:35,APPLY,1.0,1
C00009817,CAMP0017,BYTEDANCE_AD,2025-04-24 20:36:20,APPLY,1.0,1
C00001663,CAMP0005,H5_PROMO,2025-03-23 20:10:56,APPLY,1.0,1
C00008229,CAMP0011,BYTEDANCE_AD,2025-03-07 21:29:20,APPLY,1.0,1
C00009843,CAMP0033,APP_ORG,2025-04-24 20:07:15,APPLY,1.0,1
C00008276,CAMP0011,TENCENT_AD,2025-02-15 22:55:55,APPLY,1.0,1
C00006532,CAMP0034,APP_ORG,2025-02-11 00:19:57,APPLY,1.0,1
C00004672,CAMP0032,BAIDU_SEM,2025-01-15 22:59:21,APPLY,1.0,1
C00007679,CAMP0031,APP_ORG,2025-04-16 09:39:50,APPLY,1.0,1
C00003806,CAMP0005,TENCENT_AD,2025-04-12 22:07:27,APPLY,1.0,1
C00002519,CAMP0001,BYTEDANCE_AD,2025-02-23 21:25:33,APPLY,1.0,1
C00008839,CAMP0035,BYTEDANCE_AD,2025-04-16 09:58:00,APPLY,1.0,1
C00002080,CAMP0036,APP_ORG,2025-02-24 21:05:32,APPLY,1.0,1
C00004514,CAMP0024,BYTEDANCE_AD,2025-02-18 21:57:39,APPLY,1.0,1
C00000964,CAMP0003,REFERRAL,2025-03-28 15:57:37,APPLY,1.0,1
C00003609,CAMP0016,BYTEDANCE_AD,2025-01-09 22:05:05,APPLY,1.0,1
C00008009,CAMP0028,BAIDU_SEM,2025-02-20 12:34:52,APPLY,1.0,1
C00004054,CAMP0005,BAIDU_SEM,2025-04-03 20:39:50,APPLY,1.0,1
C00002666,CAMP0038,REFERRAL,2025-04-22 13:41:55,APPLY,1.0,1
C00006655,CAMP0024,APP_ORG,2025-04-03 16:57:49,APPLY,1.0,1
C00006409,CAMP0017,PARTNER_BANK1,2025-03-15 16:51:33,APPLY,1.0,1
C00005663,CAMP0012,BYTEDANCE_AD,2025-02-14 09:44:57,APPLY,1.0,1
C00005212,CAMP0014,TENCENT_AD,2025-05-07 13:54:58,APPLY,1.0,1
C00003030,CAMP0012,KUAISHOU_AD,2025-02-04 13:03:47,APPLY,1.0,1
C00008882,CAMP0036,BAIDU_SEM,2025-05-05 20:35:41,APPLY,1.0,1
C00009711,CAMP0003,KUAISHOU_AD,2025-05-10 11:23:51,APPLY,1.0,1
C00006653,CAMP0003,WECHAT_MP,2025-05-10 14:45:48,APPLY,1.0,1
C00002662,CAMP0014,TENCENT_AD,2025-05-17 02:32:02,APPLY,1.0,1
C00009278,CAMP0032,PARTNER_BANK1,2025-02-19 22:28:20,APPLY,1.0,1
C00007062,CAMP0001,KUAISHOU_AD,2025-02-09 22:44:26,APPLY,1.0,1
C00003172,CAMP0002,KUAISHOU_AD,2025-02-27 17:07:36,APPLY,1.0,1
C00000439,CAMP0031,BAIDU_SEM,2025-03-15 10:19:39,APPLY,1.0,1
C00009895,CAMP0036,BYTEDANCE_AD,2025-02-14 16:25:23,APPLY,1.0,1
C00005601,CAMP0014,BAIDU_SEM,2025-05-17 20:58:50,APPLY,1.0,1
C00004919,CAMP0004,REFERRAL,2025-01-17 22:34:18,APPLY,1.0,1
C00006804,CAMP0005,TENCENT_AD,2025-03-24 19:24:51,APPLY,1.0,1
C00004907,CAMP0030,WECHAT_MP,2025-02-10 12:17:09,APPLY,1.0,1
C00000292,CAMP0026,PARTNER_BANK1,2025-03-02 12:24:55,APPLY,1.0,1
C00007693,CAMP0001,BYTEDANCE_AD,2025-02-24 16:43:37,APPLY,1.0,1
