customer_id,product_code,total_amount,available_amount,used_amount,apr,grade,valid_from,valid_to,status,created_at,is_test_data
C00002961,JOINT_LOAN,8000.00,8000.00,0,0.13,A,2025-02-25,2026-02-25,ACTIVE,2025-02-25 13:31:42,1
C00009030,SELF_LOAN,30000.00,30000.00,0,0.18,B,2025-01-23,2026-01-23,ACTIVE,2025-01-23 07:39:39,1
C00008075,JOINT_LOAN,10000.00,10000.00,0,0.16,B,2025-02-22,2026-02-22,ACTIVE,2025-02-22 20:20:29,1
C00009160,SELF_LOAN,47348.22,47348.22,0,0.12,A,2025-05-09,2026-05-09,ACTIVE,2025-05-09 21:14:28,1
C00007556,SELF_LOAN,20000.00,20000.00,0,0.17,B,2025-06-12,2026-06-12,ACTIVE,2025-06-12 12:31:01,1
C00004981,SELF_LOAN,8000.00,8000.00,0,0.19,C,2025-03-24,2026-03-24,ACTIVE,2025-03-24 21:35:42,1
C00002361,JOINT_LOAN,1000.00,1000.00,0,0.24,D,2025-06-02,2026-06-02,ACTIVE,2025-06-02 10:42:19,1
C00001084,PLATFORM_LOAN,15000.00,15000.00,0,0.17,B,2025-03-13,2026-03-13,ACTIVE,2025-03-13 17:38:58,1
C00001542,PLATFORM_LOAN,21389.28,21389.28,0,0.19,C,2025-01-12,2026-01-12,ACTIVE,2025-01-14 19:18:09,1
C00006919,GUARANTEE_LOAN,8000.00,8000.00,0,0.17,B,2025-03-01,2026-03-01,ACTIVE,2025-03-01 06:15:59,1
C00004701,PLATFORM_LOAN,9455.54,9455.54,0,0.23,D,2025-06-11,2026-06-11,ACTIVE,2025-06-11 19:32:57,1
C00007378,PLATFORM_LOAN,20000.00,20000.00,0,0.10,A,2025-03-04,2026-03-04,ACTIVE,2025-03-04 10:43:26,1
C00005459,SELF_LOAN,8000.00,8000.00,0,0.20,C,2025-02-11,2026-02-11,ACTIVE,2025-02-11 14:05:19,1
C00002452,JOINT_LOAN,10000.00,10000.00,0,0.20,C,2025-06-02,2026-06-02,ACTIVE,2025-06-02 20:20:36,1
C00009803,PLATFORM_LOAN,2000.00,2000.00,0,0.16,B,2025-03-23,2026-03-23,ACTIVE,2025-03-23 20:31:41,1
C00007446,SELF_LOAN,47896.67,47896.67,0,0.13,A,2025-04-07,2026-04-07,ACTIVE,2025-04-07 13:31:56,1
C00001068,JOINT_LOAN,28583.98,28583.98,0,0.20,C,2025-03-02,2026-03-02,ACTIVE,2025-03-02 09:16:48,1
C00007854,SELF_LOAN,38605.29,38605.29,0,0.17,B,2025-02-14,2026-02-14,ACTIVE,2025-02-14 20:40:03,1
C00007449,SELF_LOAN,10000.00,10000.00,0,0.14,A,2025-06-23,2026-06-23,ACTIVE,2025-06-23 12:20:44,1
C00001958,SELF_LOAN,39996.71,39996.71,0,0.16,B,2025-02-03,2026-02-03,ACTIVE,2025-02-03 12:08:51,1
C00006962,PLATFORM_LOAN,15000.00,15000.00,0,0.13,A,2025-03-19,2026-03-19,ACTIVE,2025-03-19 20:49:56,1
C00007283,JOINT_LOAN,28999.54,28999.54,0,0.21,C,2025-03-04,2026-03-04,ACTIVE,2025-03-04 13:34:30,1
C00002772,SELF_LOAN,20000.00,20000.00,0,0.16,B,2025-06-10,2026-06-10,ACTIVE,2025-06-10 20:48:31,1
C00003040,PLATFORM_LOAN,2000.00,2000.00,0,0.12,A,2025-01-16,2026-01-16,ACTIVE,2025-01-16 12:35:49,1
C00001406,GUARANTEE_LOAN,1000.00,1000.00,0,0.15,B,2025-03-29,2026-03-29,ACTIVE,2025-03-29 19:29:53,1
C00005195,PLATFORM_LOAN,15000.00,15000.00,0,0.17,B,2025-02-06,2026-02-06,ACTIVE,2025-02-06 20:09:42,1
C00001834,SELF_LOAN,20000.00,20000.00,0,0.21,C,2025-03-11,2026-03-11,ACTIVE,2025-03-11 12:50:30,1
C00002791,SELF_LOAN,7157.70,7157.70,0,0.23,D,2025-02-11,2026-02-11,ACTIVE,2025-02-11 21:42:16,1
C00008247,JOINT_LOAN,54145.93,54145.93,0,0.14,B,2025-04-21,2026-04-21,ACTIVE,2025-04-21 12:17:01,1
C00008167,SELF_LOAN,22599.46,22599.46,0,0.19,C,2025-05-23,2026-05-23,ACTIVE,2025-05-23 21:54:28,1
C00009346,PLATFORM_LOAN,44997.66,44997.66,0,0.17,B,2025-03-17,2026-03-17,ACTIVE,2025-03-17 11:36:50,1
C00007227,PLATFORM_LOAN,1000.00,1000.00,0,0.15,B,2025-05-21,2026-05-21,ACTIVE,2025-05-21 11:13:13,1
C00006376,SELF_LOAN,9025.52,9025.52,0,0.23,D,2025-05-25,2026-05-25,ACTIVE,2025-05-25 22:49:07,1
C00005234,SELF_LOAN,1000.00,1000.00,0,0.17,B,2025-01-29,2026-01-29,ACTIVE,2025-01-29 16:59:56,1
C00007260,GUARANTEE_LOAN,8000.00,8000.00,0,0.12,A,2025-06-08,2026-06-08,ACTIVE,2025-06-08 13:36:43,1
C00003917,SELF_LOAN,30000.00,30000.00,0,0.16,B,2025-05-27,2026-05-27,ACTIVE,2025-05-27 14:40:56,1
C00002190,SELF_LOAN,15000.00,15000.00,0,0.16,B,2025-04-28,2026-04-28,ACTIVE,2025-04-28 12:48:22,1
C00008276,SELF_LOAN,47889.16,47889.16,0,0.17,B,2025-02-28,2026-02-28,ACTIVE,2025-02-28 15:20:14,1
C00005560,PLATFORM_LOAN,50000.00,50000.00,0,0.12,A,2025-02-08,2026-02-08,ACTIVE,2025-02-08 07:57:04,1
C00000606,PLATFORM_LOAN,10000.00,10000.00,0,0.17,B,2025-02-22,2026-02-22,ACTIVE,2025-02-22 20:32:43,1
C00005965,GUARANTEE_LOAN,45321.94,45321.94,0,0.18,B,2025-01-16,2026-01-16,ACTIVE,2025-01-16 06:51:47,1
C00003656,PLATFORM_LOAN,44980.93,44980.93,0,0.16,B,2025-01-22,2026-01-22,ACTIVE,2025-01-22 09:45:32,1
C00006023,SELF_LOAN,8000.00,8000.00,0,0.19,C,2025-05-20,2026-05-20,ACTIVE,2025-05-20 13:37:02,1
C00001391,PLATFORM_LOAN,30000.00,30000.00,0,0.12,A,2025-03-20,2026-03-20,ACTIVE,2025-03-20 12:35:20,1
C00000548,GUARANTEE_LOAN,2000.00,2000.00,0,0.16,B,2025-01-24,2026-01-24,ACTIVE,2025-01-24 13:15:55,1
C00004283,JOINT_LOAN,57623.63,57623.63,0,0.16,B,2025-01-31,2026-01-31,ACTIVE,2025-01-31 12:41:32,1
C00004298,JOINT_LOAN,20000.00,20000.00,0,0.21,C,2025-01-17,2026-01-17,ACTIVE,2025-01-17 02:37:03,1
C00009451,PLATFORM_LOAN,1000.00,1000.00,0,0.18,B,2025-02-06,2026-02-06,ACTIVE,2025-02-06 22:04:24,1
C00003043,PLATFORM_LOAN,5000.00,5000.00,0,0.18,B,2025-04-11,2026-04-11,ACTIVE,2025-04-11 13:12:47,1
C00007625,SELF_LOAN,1000.00,1000.00,0,0.21,C,2025-05-24,2026-05-24,ACTIVE,2025-05-24 10:51:04,1
C00006585,JOINT_LOAN,8399.90,8399.90,0,0.23,D,2025-05-14,2026-05-14,ACTIVE,2025-05-14 21:18:04,1
C00005291,JOINT_LOAN,10000.00,10000.00,0,0.19,C,2025-02-20,2026-02-20,ACTIVE,2025-02-20 21:10:38,1
C00006162,SELF_LOAN,25869.05,25869.05,0,0.20,C,2025-05-12,2026-05-12,ACTIVE,2025-05-12 22:20:08,1
C00000599,JOINT_LOAN,22228.28,22228.28,0,0.21,C,2025-04-28,2026-04-28,ACTIVE,2025-04-28 17:13:16,1
C00005108,PLATFORM_LOAN,42474.15,42474.15,0,0.17,B,2025-02-05,2026-02-05,ACTIVE,2025-02-05 20:00:32,1
C00004373,SELF_LOAN,46708.45,46708.45,0,0.18,B,2025-03-14,2026-03-14,ACTIVE,2025-03-14 21:40:04,1
C00000646,SELF_LOAN,40385.92,40385.92,0,0.13,A,2025-06-14,2026-06-14,ACTIVE,2025-06-14 12:42:25,1
C00003362,SELF_LOAN,29100.33,29100.33,0,0.20,C,2025-05-05,2026-05-05,ACTIVE,2025-05-05 15:44:08,1
C00000676,PLATFORM_LOAN,54170.51,54170.51,0,0.15,B,2025-06-19,2026-06-19,ACTIVE,2025-06-19 12:35:11,1
C00005380,SELF_LOAN,30000.00,30000.00,0,0.17,B,2025-02-13,2026-02-13,ACTIVE,2025-02-13 13:37:13,1
C00000815,PLATFORM_LOAN,4264.27,4264.27,0,0.24,E,2025-01-28,2026-01-28,ACTIVE,2025-01-28 21:10:27,1
C00005254,SELF_LOAN,28187.78,28187.78,0,0.21,C,2025-04-26,2026-04-26,ACTIVE,2025-04-26 22:04:55,1
C00009060,PLATFORM_LOAN,48042.98,48042.98,0,0.15,B,2025-02-12,2026-02-12,ACTIVE,2025-02-12 11:23:39,1
C00009113,JOINT_LOAN,92565.07,92565.07,0,0.11,A,2025-02-14,2026-02-14,ACTIVE,2025-02-14 20:47:28,1
C00000674,GUARANTEE_LOAN,20000.00,20000.00,0,0.15,B,2025-03-02,2026-03-02,ACTIVE,2025-03-02 20:56:18,1
C00003358,GUARANTEE_LOAN,30000.00,30000.00,0,0.16,B,2025-06-02,2026-06-02,ACTIVE,2025-06-02 10:45:11,1
C00001104,SELF_LOAN,42884.92,42884.92,0,0.15,B,2025-03-06,2026-03-06,ACTIVE,2025-03-06 13:47:25,1
C00005648,PLATFORM_LOAN,15000.00,15000.00,0,0.15,B,2025-04-25,2026-04-25,ACTIVE,2025-04-25 12:52:36,1
C00001870,SELF_LOAN,20000.00,20000.00,0,0.16,B,2025-06-07,2026-06-07,ACTIVE,2025-06-07 20:41:05,1
C00003558,SELF_LOAN,1000.00,1000.00,0,0.18,C,2025-02-01,2026-02-01,ACTIVE,2025-02-01 20:41:34,1
C00003580,SELF_LOAN,10000.00,10000.00,0,0.11,A,2025-05-29,2026-05-29,ACTIVE,2025-05-29 11:49:05,1
C00004338,PLATFORM_LOAN,20000.00,20000.00,0,0.15,B,2025-03-28,2026-03-28,ACTIVE,2025-03-29 00:07:22,1
C00002151,JOINT_LOAN,30000.00,30000.00,0,0.11,A,2025-06-12,2026-06-12,ACTIVE,2025-06-12 23:09:53,1
C00001094,GUARANTEE_LOAN,50000.00,50000.00,0,0.13,A,2025-05-27,2026-05-27,ACTIVE,2025-05-27 02:38:39,1
C00005675,JOINT_LOAN,22400.12,22400.12,0,0.22,C,2025-06-14,2026-06-14,ACTIVE,2025-06-14 13:16:47,1
C00006946,PLATFORM_LOAN,30000.00,30000.00,0,0.17,B,2025-06-13,2026-06-13,ACTIVE,2025-06-13 13:04:01,1
C00008230,SELF_LOAN,7362.61,7362.61,0,0.23,D,2025-01-09,2026-01-09,ACTIVE,2025-01-09 19:33:41,1
C00009060,PLATFORM_LOAN,25759.83,25759.83,0,0.21,C,2025-02-12,2026-02-12,ACTIVE,2025-02-12 22:00:59,1
C00000390,SELF_LOAN,4487.01,4487.01,0,0.24,E,2025-04-21,2026-04-21,ACTIVE,2025-04-21 20:28:45,1
C00007518,JOINT_LOAN,27334.54,27334.54,0,0.21,C,2025-06-15,2026-06-15,ACTIVE,2025-06-15 12:56:58,1
C00003260,PLATFORM_LOAN,8000.00,8000.00,0,0.21,C,2025-04-12,2026-04-12,ACTIVE,2025-04-12 22:29:30,1
C00007833,JOINT_LOAN,8000.00,8000.00,0,0.12,A,2025-06-01,2026-06-01,ACTIVE,2025-06-01 20:53:46,1
C00002482,SELF_LOAN,37178.75,37178.75,0,0.10,A,2025-04-13,2026-04-13,ACTIVE,2025-04-13 12:41:05,1
C00008992,SELF_LOAN,2000.00,2000.00,0,0.17,B,2025-06-11,2026-06-11,ACTIVE,2025-06-11 23:13:06,1
C00008342,GUARANTEE_LOAN,30000.00,30000.00,0,0.13,A,2025-03-03,2026-03-03,ACTIVE,2025-03-03 20:30:34,1
C00004095,SELF_LOAN,8000.00,8000.00,0,0.14,B,2025-05-11,2026-05-11,ACTIVE,2025-05-11 13:07:14,1
C00009413,JOINT_LOAN,1000.00,1000.00,0,0.17,B,2025-05-29,2026-05-29,ACTIVE,2025-05-29 22:31:14,1
C00008719,SELF_LOAN,5000.00,5000.00,0,0.18,B,2025-03-03,2026-03-03,ACTIVE,2025-03-03 01:41:58,1
C00009063,SELF_LOAN,8000.00,8000.00,0,0.20,C,2025-05-07,2026-05-07,ACTIVE,2025-05-07 19:57:29,1
C00004393,PLATFORM_LOAN,1000.00,1000.00,0,0.15,B,2025-06-23,2026-06-23,ACTIVE,2025-06-23 13:44:58,1
C00002290,JOINT_LOAN,22209.08,22209.08,0,0.19,C,2025-02-21,2026-02-21,ACTIVE,2025-02-21 14:05:45,1
C00003546,GUARANTEE_LOAN,10000.00,10000.00,0,0.21,C,2025-02-07,2026-02-07,ACTIVE,2025-02-07 11:45:48,1
C00006117,SELF_LOAN,8000.00,8000.00,0,0.16,B,2025-03-04,2026-03-04,ACTIVE,2025-03-04 20:57:41,1
C00004144,JOINT_LOAN,54304.00,54304.00,0,0.15,B,2025-03-20,2026-03-20,ACTIVE,2025-03-20 21:16:17,1
C00008550,SELF_LOAN,5000.00,5000.00,0,0.16,B,2025-05-12,2026-05-12,ACTIVE,2025-05-12 19:20:26,1
C00001800,GUARANTEE_LOAN,10000.00,10000.00,0,0.19,C,2025-01-19,2026-01-19,ACTIVE,2025-01-19 15:15:20,1
C00000484,PLATFORM_LOAN,25989.99,25989.99,0,0.20,C,2025-03-04,2026-03-04,ACTIVE,2025-03-04 20:21:00,1
C00005259,PLATFORM_LOAN,20000.00,20000.00,0,0.14,B,2025-05-13,2026-05-13,ACTIVE,2025-05-13 21:35:56,1
C00007234,SELF_LOAN,8000.00,8000.00,0,0.21,C,2025-04-24,2026-04-24,ACTIVE,2025-04-24 21:04:13,1
C00009890,PLATFORM_LOAN,8000.00,8000.00,0,0.16,B,2025-05-28,2026-05-28,ACTIVE,2025-05-28 01:49:53,1
C00003562,SELF_LOAN,46383.30,46383.30,0,0.11,A,2025-02-10,2026-02-10,ACTIVE,2025-02-10 13:47:05,1
C00001883,GUARANTEE_LOAN,7684.26,7684.26,0,0.24,D,2025-05-30,2026-05-30,ACTIVE,2025-05-30 22:29:55,1
C00009230,JOINT_LOAN,26769.21,26769.21,0,0.21,C,2025-04-26,2026-04-26,ACTIVE,2025-04-26 22:41:33,1
C00001386,PLATFORM_LOAN,7392.12,7392.12,0,0.24,D,2025-02-16,2026-02-16,ACTIVE,2025-02-16 11:02:08,1
C00002491,GUARANTEE_LOAN,27285.99,27285.99,0,0.22,C,2025-02-09,2026-02-09,ACTIVE,2025-02-09 13:05:55,1
C00002216,SELF_LOAN,8000.00,8000.00,0,0.18,C,2025-01-15,2026-01-15,ACTIVE,2025-01-15 12:54:24,1
C00006298,SELF_LOAN,20000.00,20000.00,0,0.12,A,2025-02-20,2026-02-20,ACTIVE,2025-02-20 12:47:48,1
C00003343,PLATFORM_LOAN,27246.29,27246.29,0,0.21,C,2025-03-15,2026-03-15,ACTIVE,2025-03-15 06:14:59,1
C00005855,SELF_LOAN,4759.13,4759.13,0,0.24,E,2025-02-08,2026-02-08,ACTIVE,2025-02-08 13:36:19,1
C00009432,PLATFORM_LOAN,8423.18,8423.18,0,0.24,D,2025-06-06,2026-06-06,ACTIVE,2025-06-06 21:47:22,1
C00004315,GUARANTEE_LOAN,15000.00,15000.00,0,0.11,A,2025-04-12,2026-04-12,ACTIVE,2025-04-12 21:43:51,1
C00006721,JOINT_LOAN,30000.00,30000.00,0,0.16,B,2025-01-15,2026-01-15,ACTIVE,2025-01-15 12:11:55,1
C00007803,PLATFORM_LOAN,15000.00,15000.00,0,0.18,B,2025-03-07,2026-03-07,ACTIVE,2025-03-07 19:50:10,1
C00003544,SELF_LOAN,30000.00,30000.00,0,0.16,B,2025-02-22,2026-02-22,ACTIVE,2025-02-22 22:03:02,1
C00003852,PLATFORM_LOAN,2000.00,2000.00,0,0.19,C,2025-03-03,2026-03-03,ACTIVE,2025-03-03 12:45:27,1
C00006174,SELF_LOAN,20000.00,20000.00,0,0.12,A,2025-02-02,2026-02-02,ACTIVE,2025-02-02 12:41:51,1
C00004864,PLATFORM_LOAN,5000.00,5000.00,0,0.17,B,2025-01-16,2026-01-16,ACTIVE,2025-01-16 21:46:55,1
C00001792,JOINT_LOAN,15000.00,15000.00,0,0.10,A,2025-06-14,2026-06-14,ACTIVE,2025-06-14 13:12:23,1
C00007014,SELF_LOAN,20000.00,20000.00,0,0.22,C,2025-03-07,2026-03-07,ACTIVE,2025-03-07 20:40:15,1
C00001198,SELF_LOAN,45829.85,45829.85,0,0.14,B,2025-06-01,2026-06-01,ACTIVE,2025-06-01 20:23:34,1
C00003389,PLATFORM_LOAN,58462.98,58462.98,0,0.14,B,2025-06-07,2026-06-07,ACTIVE,2025-06-07 10:32:59,1
C00009304,JOINT_LOAN,30000.00,30000.00,0,0.12,A,2025-06-06,2026-06-06,ACTIVE,2025-06-06 15:32:11,1
C00001689,PLATFORM_LOAN,1000.00,1000.00,0,0.17,B,2025-04-28,2026-04-28,ACTIVE,2025-04-28 22:01:42,1
C00008522,SELF_LOAN,15000.00,15000.00,0,0.15,B,2025-02-10,2026-02-10,ACTIVE,2025-02-10 07:29:29,1
C00005220,SELF_LOAN,8431.77,8431.77,0,0.23,D,2025-04-21,2026-04-21,ACTIVE,2025-04-21 21:26:37,1
C00007585,SELF_LOAN,8000.00,8000.00,0,0.15,B,2025-02-21,2026-02-21,ACTIVE,2025-02-21 21:54:29,1
C00006771,SELF_LOAN,47440.62,47440.62,0,0.13,A,2025-03-29,2026-03-29,ACTIVE,2025-03-29 12:49:15,1
C00006398,GUARANTEE_LOAN,29432.25,29432.25,0,0.20,C,2025-06-09,2026-06-09,ACTIVE,2025-06-09 20:11:27,1
C00005036,JOINT_LOAN,50000.00,50000.00,0,0.17,B,2025-04-19,2026-04-19,ACTIVE,2025-04-19 12:35:06,1
C00005319,JOINT_LOAN,15000.00,15000.00,0,0.11,A,2025-01-30,2026-01-30,ACTIVE,2025-01-30 17:11:44,1
C00009474,SELF_LOAN,1000.00,1000.00,0,0.22,D,2025-01-24,2026-01-24,ACTIVE,2025-01-24 20:39:09,1
C00003776,PLATFORM_LOAN,28582.30,28582.30,0,0.18,C,2025-03-25,2026-03-25,ACTIVE,2025-03-25 23:35:18,1
C00003812,JOINT_LOAN,1000.00,1000.00,0,0.15,B,2025-03-16,2026-03-16,ACTIVE,2025-03-16 19:15:53,1
C00009729,JOINT_LOAN,8000.00,8000.00,0,0.17,B,2025-03-07,2026-03-07,ACTIVE,2025-03-07 11:58:41,1
C00004408,SELF_LOAN,7624.06,7624.06,0,0.24,D,2025-02-01,2026-02-01,ACTIVE,2025-02-01 23:30:01,1
C00003055,JOINT_LOAN,8000.00,8000.00,0,0.14,A,2025-03-13,2026-03-13,ACTIVE,2025-03-13 22:58:36,1
C00009722,PLATFORM_LOAN,51756.15,51756.15,0,0.15,B,2025-02-28,2026-02-28,ACTIVE,2025-02-28 21:49:46,1
C00003599,PLATFORM_LOAN,30000.00,30000.00,0,0.17,B,2025-05-06,2026-05-06,ACTIVE,2025-05-06 22:24:22,1
C00006840,GUARANTEE_LOAN,15000.00,15000.00,0,0.20,C,2025-03-29,2026-03-29,ACTIVE,2025-03-29 22:08:51,1
C00007718,SELF_LOAN,26658.37,26658.37,0,0.19,C,2025-03-03,2026-03-03,ACTIVE,2025-03-03 21:42:27,1
C00009251,PLATFORM_LOAN,8000.00,8000.00,0,0.21,C,2025-02-08,2026-02-08,ACTIVE,2025-02-08 21:45:31,1
C00005567,JOINT_LOAN,1000.00,1000.00,0,0.24,E,2025-04-04,2026-04-04,ACTIVE,2025-04-04 08:20:51,1
C00004382,JOINT_LOAN,7345.92,7345.92,0,0.23,D,2025-03-31,2026-03-31,ACTIVE,2025-03-31 01:29:48,1
C00005289,PLATFORM_LOAN,73468.56,73468.56,0,0.11,A,2025-01-15,2026-01-15,ACTIVE,2025-01-15 12:37:31,1
C00006031,PLATFORM_LOAN,1000.00,1000.00,0,0.23,D,2025-01-29,2026-01-29,ACTIVE,2025-01-29 11:01:22,1
C00009489,PLATFORM_LOAN,2000.00,2000.00,0,0.21,C,2025-04-25,2026-04-25,ACTIVE,2025-04-25 13:12:17,1
C00005262,JOINT_LOAN,8000.00,8000.00,0,0.15,B,2025-03-14,2026-03-14,ACTIVE,2025-03-14 21:59:38,1
C00005720,PLATFORM_LOAN,8000.00,8000.00,0,0.16,B,2025-02-12,2026-02-12,ACTIVE,2025-02-12 22:19:09,1
C00002847,JOINT_LOAN,7626.35,7626.35,0,0.24,D,2025-03-07,2026-03-07,ACTIVE,2025-03-07 23:04:11,1
C00005021,PLATFORM_LOAN,30000.00,30000.00,0,0.15,B,2025-06-04,2026-06-04,ACTIVE,2025-06-04 23:57:00,1
C00007760,PLATFORM_LOAN,2000.00,2000.00,0,0.13,A,2025-05-25,2026-05-25,ACTIVE,2025-05-25 21:34:53,1
C00005652,SELF_LOAN,44153.94,44153.94,0,0.16,B,2025-02-25,2026-02-25,ACTIVE,2025-02-25 21:00:58,1
C00007781,PLATFORM_LOAN,53862.98,53862.98,0,0.16,B,2025-05-10,2026-05-10,ACTIVE,2025-05-10 12:21:44,1
C00005849,SELF_LOAN,20000.00,20000.00,0,0.10,A,2025-05-06,2026-05-06,ACTIVE,2025-05-06 12:28:37,1
C00000627,JOINT_LOAN,25603.68,25603.68,0,0.21,C,2025-05-25,2026-05-25,ACTIVE,2025-05-25 10:37:23,1
C00009752,SELF_LOAN,1000.00,1000.00,0,0.16,B,2025-02-10,2026-02-10,ACTIVE,2025-02-10 20:16:20,1
C00000888,SELF_LOAN,22916.76,22916.76,0,0.19,C,2025-02-14,2026-02-14,ACTIVE,2025-02-14 21:43:53,1
C00008492,PLATFORM_LOAN,58427.67,58427.67,0,0.18,B,2025-02-01,2026-02-01,ACTIVE,2025-02-01 11:33:11,1
C00001594,PLATFORM_LOAN,29095.81,29095.81,0,0.22,C,2025-02-08,2026-02-08,ACTIVE,2025-02-08 21:12:30,1
C00007589,SELF_LOAN,5000.00,5000.00,0,0.11,A,2025-02-12,2026-02-12,ACTIVE,2025-02-12 23:07:40,1
C00000151,SELF_LOAN,30000.00,30000.00,0,0.16,B,2025-02-01,2026-02-01,ACTIVE,2025-02-01 22:21:18,1
C00009488,SELF_LOAN,26137.63,26137.63,0,0.20,C,2025-03-28,2026-03-28,ACTIVE,2025-03-28 13:59:43,1
C00009915,SELF_LOAN,10000.00,10000.00,0,0.12,A,2025-02-28,2026-02-28,ACTIVE,2025-02-28 22:55:08,1
C00001546,SELF_LOAN,8000.00,8000.00,0,0.21,C,2025-05-03,2026-05-03,ACTIVE,2025-05-03 13:52:43,1
C00005435,SELF_LOAN,1000.00,1000.00,0,0.19,C,2025-01-14,2026-01-14,ACTIVE,2025-01-14 20:22:45,1
C00001678,SELF_LOAN,39125.23,39125.23,0,0.15,B,2025-01-18,2026-01-18,ACTIVE,2025-01-18 20:47:04,1
C00004362,JOINT_LOAN,1000.00,1000.00,0,0.17,B,2025-02-11,2026-02-11,ACTIVE,2025-02-11 21:00:37,1
C00001704,GUARANTEE_LOAN,20000.00,20000.00,0,0.17,B,2025-02-08,2026-02-08,ACTIVE,2025-02-08 12:37:41,1
C00001212,JOINT_LOAN,27536.93,27536.93,0,0.22,C,2025-02-15,2026-02-15,ACTIVE,2025-02-15 10:57:35,1
C00005258,PLATFORM_LOAN,20000.00,20000.00,0,0.17,B,2025-04-22,2026-04-22,ACTIVE,2025-04-22 08:41:12,1
C00004630,PLATFORM_LOAN,8000.00,8000.00,0,0.17,B,2025-05-02,2026-05-02,ACTIVE,2025-05-02 12:11:59,1
C00000465,SELF_LOAN,10000.00,10000.00,0,0.11,A,2025-03-11,2026-03-11,ACTIVE,2025-03-11 17:46:15,1
C00002380,PLATFORM_LOAN,28268.98,28268.98,0,0.21,C,2025-03-21,2026-03-21,ACTIVE,2025-03-21 12:36:07,1
C00007697,JOINT_LOAN,8000.00,8000.00,0,0.17,B,2025-03-15,2026-03-15,ACTIVE,2025-03-15 13:02:14,1
C00002176,SELF_LOAN,8000.00,8000.00,0,0.10,A,2025-06-16,2026-06-16,ACTIVE,2025-06-16 21:19:42,1
C00007283,PLATFORM_LOAN,50000.00,50000.00,0,0.11,A,2025-01-18,2026-01-18,ACTIVE,2025-01-18 14:32:26,1
C00005280,GUARANTEE_LOAN,5000.00,5000.00,0,0.12,A,2025-06-21,2026-06-21,ACTIVE,2025-06-21 09:47:23,1
C00000295,SELF_LOAN,10000.00,10000.00,0,0.15,B,2025-04-14,2026-04-14,ACTIVE,2025-04-14 15:16:29,1
C00009803,GUARANTEE_LOAN,5000.00,5000.00,0,0.22,C,2025-04-04,2026-04-04,ACTIVE,2025-04-04 20:13:53,1
C00005573,PLATFORM_LOAN,8892.83,8892.83,0,0.23,D,2025-02-23,2026-02-23,ACTIVE,2025-02-23 12:32:32,1
C00007560,GUARANTEE_LOAN,1000.00,1000.00,0,0.20,C,2025-05-17,2026-05-17,ACTIVE,2025-05-17 16:05:53,1
C00005540,SELF_LOAN,38527.31,38527.31,0,0.18,B,2025-04-18,2026-04-18,ACTIVE,2025-04-18 12:40:22,1
C00004905,PLATFORM_LOAN,23265.00,23265.00,0,0.19,C,2025-04-09,2026-04-09,ACTIVE,2025-04-09 13:04:19,1
C00005189,PLATFORM_LOAN,5000.00,5000.00,0,0.22,D,2025-06-06,2026-06-06,ACTIVE,2025-06-06 09:49:07,1
C00003078,PLATFORM_LOAN,20000.00,20000.00,0,0.13,A,2025-02-20,2026-02-20,ACTIVE,2025-02-20 15:47:12,1
C00005397,PLATFORM_LOAN,5000.00,5000.00,0,0.19,C,2025-05-21,2026-05-21,ACTIVE,2025-05-21 23:08:58,1
C00005058,SELF_LOAN,2000.00,2000.00,0,0.23,D,2025-03-16,2026-03-16,ACTIVE,2025-03-16 17:38:14,1
C00002791,GUARANTEE_LOAN,80000.00,80000.00,0,0.11,A,2025-02-10,2026-02-10,ACTIVE,2025-02-10 22:32:25,1
C00003433,PLATFORM_LOAN,28455.90,28455.90,0,0.19,C,2025-02-07,2026-02-07,ACTIVE,2025-02-07 18:58:36,1
C00007558,PLATFORM_LOAN,15000.00,15000.00,0,0.13,A,2025-02-08,2026-02-08,ACTIVE,2025-02-08 21:40:42,1
C00009990,PLATFORM_LOAN,1000.00,1000.00,0,0.19,C,2025-01-14,2026-01-14,ACTIVE,2025-01-14 12:58:07,1
C00006829,SELF_LOAN,2000.00,2000.00,0,0.19,C,2025-06-17,2026-06-17,ACTIVE,2025-06-17 12:47:52,1
C00004837,SELF_LOAN,5000.00,5000.00,0,0.21,C,2025-03-11,2026-03-11,ACTIVE,2025-03-11 22:15:11,1
C00003958,JOINT_LOAN,2000.00,2000.00,0,0.13,A,2025-02-14,2026-02-14,ACTIVE,2025-02-14 13:53:07,1
C00006983,GUARANTEE_LOAN,7634.05,7634.05,0,0.23,D,2025-06-10,2026-06-10,ACTIVE,2025-06-10 12:32:33,1
C00005432,SELF_LOAN,25990.18,25990.18,0,0.19,C,2025-03-19,2026-03-19,ACTIVE,2025-03-19 12:16:51,1
C00005286,SELF_LOAN,10000.00,10000.00,0,0.12,A,2025-06-12,2026-06-12,ACTIVE,2025-06-12 15:49:46,1
C00000999,SELF_LOAN,45403.18,45403.18,0,0.13,A,2025-06-18,2026-06-18,ACTIVE,2025-06-18 16:53:08,1
C00003351,SELF_LOAN,22930.72,22930.72,0,0.20,C,2025-04-18,2026-04-18,ACTIVE,2025-04-18 19:09:04,1
C00003133,JOINT_LOAN,1000.00,1000.00,0,0.16,B,2025-02-16,2026-02-16,ACTIVE,2025-02-16 21:13:48,1
