loan_id,period_no,plan_id,pay_time,pay_amount,principal_paid,interest_paid,fee_paid,penalty_paid,pay_channel,is_test_data
LN20250224000022,2,\N,2025-04-25 12:12:00,36.66,21.15,15.50,0,0,AUTO,1
LN20250224000022,3,\N,2025-05-20 10:18:00,36.66,21.49,15.17,0,0,MANUAL,1
LN20250224000022,4,\N,2025-06-19 20:30:00,36.66,21.83,14.83,0,0,MANUAL,1
LN20250216000016,1,\N,2025-03-14 18:58:00,3049.10,2549.10,500.00,0,0,MANUAL,1
LN20250216000016,2,\N,2025-04-17 11:00:00,3049.10,2574.59,474.51,0,0,MANUAL,1
LN20250216000016,3,\N,2025-05-14 16:07:00,3049.10,2600.34,448.76,0,0,AUTO,1
LN20250216000016,4,\N,2025-06-15 11:58:00,3049.10,2626.34,422.76,0,0,AUTO,1
LN20250327000018,1,\N,2025-04-26 11:33:00,887.99,504.43,383.56,0,0,MANUAL,1
LN20250327000018,2,\N,2025-05-26 15:05:00,887.99,512.41,375.57,0,0,AUTO,1
LN20250327000018,3,\N,2025-06-25 12:54:00,887.99,520.53,367.46,0,0,MANUAL,1
LN20250207000014,1,\N,2025-03-09 10:42:00,1069.58,644.58,425.00,0,0,MANUAL,1
LN20250207000014,2,\N,2025-04-08 09:52:00,1069.58,653.71,415.87,0,0,AUTO,1
LN20250207000014,3,\N,2025-05-08 14:33:00,1069.58,662.97,406.61,0,0,MANUAL,1
LN20250207000014,4,\N,2025-06-07 14:24:00,1069.58,672.37,397.22,0,0,AUTO,1
LN20250314000015,1,\N,2025-04-12 13:51:00,387.07,207.28,179.79,0,0,AUTO,1
LN20250314000015,2,\N,2025-05-11 10:53:00,387.07,210.90,176.17,0,0,AUTO,1
LN20250314000015,3,\N,2025-06-11 10:04:00,387.07,214.59,172.47,0,0,MANUAL,1
LN20250301000019,1,\N,2025-03-26 18:14:00,65.73,47.40,18.33,0,0,AUTO,1
LN20250301000019,2,\N,2025-04-25 09:05:00,65.73,48.26,17.46,0,0,AUTO,1
LN20250301000019,3,\N,2025-05-25 12:04:00,65.73,49.15,16.58,0,0,MANUAL,1
LN20250301000019,4,\N,2025-06-28 12:41:00,65.73,50.05,15.68,0,0,AUTO,1
LN20250315000009,1,\N,2025-04-11 18:22:00,132.43,94.10,38.33,0,0,MANUAL,1
LN20250315000009,2,\N,2025-05-12 12:48:00,132.43,95.90,36.53,0,0,MANUAL,1
LN20250315000009,3,\N,2025-06-10 09:30:00,132.43,97.74,34.69,0,0,AUTO,1
LN20250307000023,1,\N,2025-04-04 19:17:00,1257.13,990.46,266.67,0,0,MANUAL,1
LN20250307000023,2,\N,2025-05-02 18:11:00,1257.13,1003.67,253.46,0,0,MANUAL,1
LN20250307000023,3,\N,2025-06-03 13:15:00,1257.13,1017.05,240.08,0,0,AUTO,1
LN20250305000012,1,\N,2025-03-30 10:09:00,1454.60,1079.60,375.00,0,0,AUTO,1
LN20250305000012,2,\N,2025-04-29 17:20:00,1454.60,1093.09,361.51,0,0,AUTO,1
LN20250305000012,3,\N,2025-06-01 19:17:00,1454.60,1106.76,347.84,0,0,MANUAL,1
LN20250206000012,1,\N,2025-03-05 17:52:00,1453.34,1063.53,389.82,0,0,AUTO,1
LN20250206000012,2,\N,2025-04-05 18:56:00,1453.34,1082.14,371.20,0,0,AUTO,1
LN20250206000012,3,\N,2025-05-03 18:09:00,1453.34,1101.08,352.27,0,0,MANUAL,1
LN20250206000012,4,\N,2025-06-02 11:20:00,1453.34,1120.34,333.00,0,0,AUTO,1
LN20250125000007,1,\N,2025-02-23 14:05:00,815.66,537.23,278.43,0,0,AUTO,1
LN20250125000007,2,\N,2025-03-24 10:32:00,815.66,543.50,272.16,0,0,MANUAL,1
LN20250125000007,3,\N,2025-04-23 11:36:00,815.66,549.84,265.82,0,0,AUTO,1
LN20250125000007,4,\N,2025-05-25 18:25:00,815.66,556.26,259.41,0,0,MANUAL,1
LN20250125000007,5,\N,2025-06-19 20:05:00,815.66,562.75,252.92,0,0,AUTO,1
LN20250308000021,1,\N,2025-03-31 13:03:00,12886.70,12665.06,221.64,0,0,MANUAL,1
LN20250304000024,1,\N,2025-03-29 11:32:00,714.54,627.87,86.67,0,0,AUTO,1
LN20250304000024,2,\N,2025-05-02 20:25:00,714.54,634.67,79.86,0,0,MANUAL,1
LN20250304000024,3,\N,2025-06-02 10:17:00,714.54,641.55,72.99,0,0,MANUAL,1
LN20250329000010,1,\N,2025-04-28 12:04:00,2651.45,2376.45,275.00,0,0,MANUAL,1
LN20250329000010,2,\N,2025-05-28 19:21:00,2651.45,2398.23,253.22,0,0,MANUAL,1
LN20250329000010,3,\N,2025-06-26 11:07:00,2651.45,2420.22,231.23,0,0,MANUAL,1
LN20250313000021,1,\N,2025-04-12 13:43:00,326.22,238.72,87.50,0,0,MANUAL,1
LN20250313000021,2,\N,2025-05-12 19:25:00,326.22,242.90,83.32,0,0,AUTO,1
LN20250313000021,3,\N,2025-06-11 10:49:00,326.22,247.15,79.07,0,0,MANUAL,1
LN20250425000008,1,\N,2025-05-21 13:44:00,7938.30,7331.85,606.45,0,0,MANUAL,1
LN20250425000008,2,\N,2025-06-24 11:12:00,7938.30,7429.61,508.69,0,0,AUTO,1
LN20250415000005,1,\N,2025-05-12 18:47:00,2887.75,2208.87,678.88,0,0,AUTO,1
LN20250415000005,2,\N,2025-06-10 16:21:00,2887.75,2242.01,645.74,0,0,MANUAL,1
LN20250219000018,1,\N,2025-03-19 14:39:00,877.63,802.63,75.00,0,0,AUTO,1
LN20250219000018,2,\N,2025-04-15 11:20:00,877.63,814.67,62.96,0,0,AUTO,1
LN20250219000018,3,\N,2025-05-18 11:44:00,877.63,826.89,50.74,0,0,AUTO,1
LN20250219000018,4,\N,2025-06-17 16:10:00,877.63,839.29,38.34,0,0,AUTO,1
LN20250214000025,1,\N,2025-03-13 18:44:00,521.96,381.96,140.00,0,0,AUTO,1
LN20250214000025,2,\N,2025-04-13 15:40:00,521.96,388.64,133.32,0,0,MANUAL,1
LN20250214000025,3,\N,2025-05-13 20:45:00,521.96,395.44,126.51,0,0,MANUAL,1
LN20250214000025,4,\N,2025-06-11 10:50:00,521.96,402.37,119.59,0,0,MANUAL,1
LN20250305000013,1,\N,2025-03-31 18:32:00,173.54,161.87,11.67,0,0,AUTO,1
LN20250305000013,2,\N,2025-04-29 11:53:00,173.54,163.76,9.78,0,0,AUTO,1
LN20250305000013,3,\N,2025-06-02 18:36:00,173.54,165.67,7.87,0,0,AUTO,1
LN20250311000014,1,\N,2025-04-06 19:40:00,909.80,501.78,408.02,0,0,MANUAL,1
LN20250311000014,2,\N,2025-05-05 18:54:00,909.80,510.15,399.65,0,0,MANUAL,1
LN20250311000014,3,\N,2025-06-09 13:28:00,909.80,518.65,391.15,0,0,MANUAL,1
LN20250220000020,1,\N,2025-03-22 14:05:00,376.75,201.75,175.00,0,0,MANUAL,1
LN20250220000020,2,\N,2025-04-21 16:45:00,376.75,205.28,171.47,0,0,AUTO,1
LN20250220000020,3,\N,2025-05-21 12:43:00,376.75,208.87,167.88,0,0,MANUAL,1
LN20250220000020,4,\N,2025-06-20 14:37:00,376.75,212.53,164.22,0,0,MANUAL,1
LN20250211000013,1,\N,2025-03-13 18:01:00,210.89,144.65,66.24,0,0,AUTO,1
LN20250211000013,2,\N,2025-04-07 09:20:00,210.89,146.94,63.95,0,0,MANUAL,1
LN20250211000013,3,\N,2025-05-10 15:38:00,210.89,149.27,61.62,0,0,AUTO,1
LN20250211000013,4,\N,2025-06-06 13:02:00,210.89,151.63,59.26,0,0,AUTO,1
LN20250221000018,1,\N,2025-03-21 16:54:00,48.01,36.35,11.67,0,0,AUTO,1
LN20250221000018,2,\N,2025-04-18 20:06:00,48.01,36.77,11.24,0,0,MANUAL,1
LN20250221000018,3,\N,2025-05-22 09:25:00,48.01,37.20,10.81,0,0,AUTO,1
LN20250221000018,4,\N,2025-06-18 15:46:00,48.01,37.63,10.38,0,0,AUTO,1
LN20250210000012,1,\N,2025-03-11 20:00:00,2810.34,2654.75,155.59,0,0,MANUAL,1
LN20250210000012,2,\N,2025-04-08 16:59:00,2810.34,2705.63,104.71,0,0,MANUAL,1
LN20250210000012,3,\N,2025-05-06 17:00:00,2810.34,2757.49,52.85,0,0,AUTO,1
LN20250325000009,1,\N,2025-04-23 17:20:00,249.62,174.62,75.00,0,0,AUTO,1
LN20250325000009,2,\N,2025-05-22 13:22:00,249.62,177.24,72.38,0,0,AUTO,1
LN20250325000009,3,\N,2025-06-21 10:19:00,249.62,179.90,69.72,0,0,AUTO,1
LN20250219000019,1,\N,2025-03-16 18:03:00,281.26,174.59,106.67,0,0,AUTO,1
LN20250219000019,2,\N,2025-04-19 09:36:00,281.26,176.92,104.34,0,0,MANUAL,1
LN20250219000019,3,\N,2025-05-18 09:03:00,281.26,179.28,101.98,0,0,MANUAL,1
LN20250219000019,4,\N,2025-06-19 17:47:00,281.26,181.67,99.59,0,0,AUTO,1
LN20250308000022,1,\N,2025-04-07 12:21:00,928.73,753.73,175.00,0,0,AUTO,1
LN20250308000022,2,\N,2025-05-03 19:58:00,928.73,762.52,166.21,0,0,MANUAL,1
LN20250308000022,3,\N,2025-06-06 18:30:00,928.73,771.42,157.31,0,0,MANUAL,1
LN20250323000012,1,\N,2025-04-18 20:56:00,14544.31,14012.26,532.06,0,0,AUTO,1
LN20250323000012,2,\N,2025-05-17 17:52:00,14544.31,14187.41,356.90,0,0,MANUAL,1
LN20250323000012,3,\N,2025-06-18 19:59:00,14544.31,14364.75,179.56,0,0,AUTO,1
LN20250401000008,1,\N,2025-05-01 11:07:00,1487.23,1360.13,127.10,0,0,MANUAL,1
LN20250401000008,2,\N,2025-05-30 11:22:00,7219.56,7112.87,106.69,0,0,MANUAL,1
LN20250228000022,1,\N,2025-03-30 17:59:00,979.26,712.60,266.67,0,0,AUTO,1
LN20250228000022,2,\N,2025-04-27 14:22:00,979.26,722.10,257.17,0,0,AUTO,1
LN20250228000022,3,\N,2025-05-24 13:15:00,979.26,731.72,247.54,0,0,AUTO,1
LN20250228000022,4,\N,2025-06-27 17:36:00,979.26,741.48,237.78,0,0,AUTO,1
LN20250121000004,1,\N,2025-02-18 11:53:00,845.34,646.61,198.73,0,0,AUTO,1
LN20250121000004,2,\N,2025-03-19 11:12:00,845.34,656.31,189.03,0,0,AUTO,1
LN20250121000004,3,\N,2025-04-18 09:28:00,845.34,666.15,179.19,0,0,AUTO,1
LN20250121000004,4,\N,2025-05-19 10:13:00,845.34,676.14,169.19,0,0,AUTO,1
LN20250121000004,5,\N,2025-06-19 11:39:00,845.34,686.29,159.05,0,0,MANUAL,1
LN20250521000010,1,\N,2025-06-17 16:46:00,882.61,799.28,83.33,0,0,MANUAL,1
LN20250207000015,1,\N,2025-03-07 16:25:00,8701.69,8076.69,625.00,0,0,AUTO,1
LN20250207000015,2,\N,2025-04-06 20:40:00,8701.69,8177.65,524.04,0,0,AUTO,1
LN20250207000015,3,\N,2025-05-08 19:41:00,8701.69,8279.87,421.82,0,0,AUTO,1
LN20250207000015,4,\N,2025-06-03 12:03:00,8701.69,8383.37,318.32,0,0,MANUAL,1
LN20250201000009,1,\N,2025-02-26 14:02:00,60.06,51.72,8.33,0,0,MANUAL,1
LN20250201000009,2,\N,2025-04-02 16:42:00,60.06,52.15,7.90,0,0,MANUAL,1
LN20250201000009,3,\N,2025-05-01 18:20:00,60.06,52.59,7.47,0,0,AUTO,1
LN20250201000009,4,\N,2025-05-27 15:09:00,60.06,53.03,7.03,0,0,AUTO,1
LN20250309000019,1,\N,2025-04-06 12:17:00,9430.84,8930.60,500.24,0,0,MANUAL,1
LN20250309000019,2,\N,2025-05-08 11:05:00,9430.84,9094.33,336.52,0,0,MANUAL,1
LN20250309000019,3,\N,2025-06-06 16:20:00,9430.84,9261.06,169.79,0,0,AUTO,1
LN20250204000012,1,\N,2025-03-06 11:54:00,902.58,777.58,125.00,0,0,MANUAL,1
LN20250204000012,2,\N,2025-04-01 18:15:00,902.58,787.30,115.28,0,0,MANUAL,1
LN20250204000012,3,\N,2025-04-30 17:54:00,902.58,797.14,105.44,0,0,MANUAL,1
LN20250204000012,4,\N,2025-06-04 13:48:00,902.58,807.11,95.47,0,0,AUTO,1
LN20250429000010,1,\N,2025-05-29 16:31:00,1468.89,1068.89,400.00,0,0,AUTO,1
LN20250429000010,2,\N,2025-06-25 12:44:00,1468.89,1083.15,385.75,0,0,AUTO,1
LN20250324000015,1,\N,2025-04-22 14:49:00,286.07,234.60,51.47,0,0,MANUAL,1
LN20250324000015,2,\N,2025-05-18 17:32:00,286.07,238.51,47.56,0,0,AUTO,1
LN20250324000015,3,\N,2025-06-19 17:18:00,286.07,242.48,43.58,0,0,MANUAL,1
LN20250401000009,1,\N,2025-05-01 09:20:00,233.21,144.99,88.22,0,0,AUTO,1
LN20250401000009,2,\N,2025-05-31 11:59:00,233.21,147.89,85.32,0,0,MANUAL,1
LN20250401000009,3,\N,2025-06-27 12:29:00,233.21,150.85,82.36,0,0,AUTO,1
LN20250409000016,1,\N,2025-05-09 15:39:00,491.58,404.91,86.67,0,0,AUTO,1
LN20250409000016,2,\N,2025-06-05 17:12:00,491.58,409.30,82.28,0,0,AUTO,1
LN20250307000024,1,\N,2025-04-02 17:29:00,175.03,160.86,14.17,0,0,AUTO,1
LN20250307000024,2,\N,2025-05-01 13:41:00,175.03,163.14,11.89,0,0,AUTO,1
LN20250307000024,3,\N,2025-06-01 09:45:00,175.03,165.45,9.58,0,0,AUTO,1
LN20250430000010,1,\N,2025-05-30 16:11:00,763.44,513.44,250.00,0,0,AUTO,1
LN20250430000010,2,\N,2025-06-29 11:13:00,763.44,521.99,241.44,0,0,MANUAL,1
LN20250312000020,1,\N,2025-04-08 11:37:00,693.31,443.31,250.00,0,0,MANUAL,1
LN20250312000020,2,\N,2025-05-06 16:57:00,693.31,448.85,244.46,0,0,MANUAL,1
LN20250312000020,3,\N,2025-06-09 11:43:00,693.31,454.46,238.85,0,0,MANUAL,1
LN20250425000009,1,\N,2025-05-24 15:34:00,1322.48,1180.10,142.38,0,0,AUTO,1
LN20250425000009,2,\N,2025-06-21 13:49:00,1322.48,1202.72,119.76,0,0,MANUAL,1
LN20250503000011,1,\N,2025-05-29 20:42:00,507.77,366.14,141.63,0,0,MANUAL,1
LN20250330000007,1,\N,2025-04-24 20:46:00,463.17,379.84,83.33,0,0,AUTO,1
LN20250330000007,2,\N,2025-05-25 13:29:00,463.17,386.17,77.00,0,0,AUTO,1
LN20250330000007,3,\N,2025-06-26 20:56:00,463.17,392.61,70.57,0,0,AUTO,1
LN20250314000016,1,\N,2025-04-10 10:04:00,1814.62,1547.95,266.67,0,0,MANUAL,1
LN20250314000016,2,\N,2025-05-09 10:30:00,1814.62,1568.59,246.03,0,0,MANUAL,1
LN20250314000016,3,\N,2025-06-10 09:23:00,1814.62,1589.50,225.11,0,0,AUTO,1
LN20250212000023,1,\N,2025-03-11 09:06:00,3450.67,3275.67,175.00,0,0,AUTO,1
LN20250212000023,2,\N,2025-04-08 09:40:00,3450.67,3333.00,117.68,0,0,AUTO,1
LN20250212000023,3,\N,2025-05-12 19:04:00,3450.67,3391.33,59.35,0,0,MANUAL,1
LN20250306000020,1,\N,2025-04-04 17:48:00,1553.69,1386.41,167.27,0,0,AUTO,1
LN20250306000020,2,\N,2025-05-05 18:53:00,1553.69,1412.98,140.70,0,0,AUTO,1
LN20250306000020,3,\N,2025-06-01 14:53:00,1553.69,1440.07,113.62,0,0,MANUAL,1
LN20250313000022,1,\N,2025-04-10 20:07:00,6064.77,5435.75,629.02,0,0,MANUAL,1
LN20250313000022,2,\N,2025-05-12 09:33:00,6064.77,5485.58,579.19,0,0,AUTO,1
LN20250313000022,3,\N,2025-06-11 12:58:00,6064.77,5535.86,528.91,0,0,MANUAL,1
LN20250301000020,1,\N,2025-03-26 19:38:00,8406.23,7725.83,680.40,0,0,AUTO,1
LN20250301000020,2,\N,2025-04-25 19:48:00,8406.23,7835.28,570.95,0,0,MANUAL,1
LN20250301000020,3,\N,2025-05-27 19:37:00,8406.23,7946.28,459.95,0,0,AUTO,1
LN20250301000020,4,\N,2025-06-25 12:06:00,8406.23,8058.85,347.38,0,0,MANUAL,1
LN20250327000019,1,\N,2025-04-24 13:17:00,1220.37,870.70,349.67,0,0,MANUAL,1
LN20250327000019,2,\N,2025-05-26 20:06:00,1220.37,883.03,337.34,0,0,MANUAL,1
LN20250327000019,3,\N,2025-06-25 10:31:00,1220.37,895.54,324.83,0,0,AUTO,1
LN20250219000020,1,\N,2025-03-17 12:29:00,340.58,329.75,10.83,0,0,MANUAL,1
LN20250219000020,2,\N,2025-04-15 15:10:00,340.58,333.32,7.26,0,0,AUTO,1
LN20250219000020,3,\N,2025-05-16 17:15:00,340.58,336.93,3.65,0,0,MANUAL,1
LN20250312000021,1,\N,2025-04-11 15:17:00,1528.63,1186.68,341.95,0,0,AUTO,1
LN20250312000021,2,\N,2025-05-11 14:24:00,1528.63,1203.49,325.14,0,0,MANUAL,1
LN20250312000021,3,\N,2025-06-10 19:01:00,1528.63,1220.54,308.09,0,0,MANUAL,1
LN20250314000017,1,\N,2025-04-12 11:36:00,1257.13,990.46,266.67,0,0,MANUAL,1
LN20250314000017,2,\N,2025-05-12 11:20:00,1257.13,1003.67,253.46,0,0,MANUAL,1
LN20250314000017,3,\N,2025-06-12 15:21:00,1257.13,1017.05,240.08,0,0,MANUAL,1
LN20250311000015,1,\N,2025-04-05 19:11:00,2235.69,1795.98,439.71,0,0,AUTO,1
LN20250311000015,2,\N,2025-05-05 12:08:00,2235.69,1812.45,423.24,0,0,MANUAL,1
LN20250311000015,3,\N,2025-06-06 13:14:00,2235.69,1829.06,406.63,0,0,MANUAL,1
LN20250213000023,1,\N,2025-03-10 19:27:00,2006.68,1460.23,546.45,0,0,MANUAL,1
LN20250213000023,2,\N,2025-04-13 15:10:00,2006.68,1479.70,526.98,0,0,MANUAL,1
LN20250213000023,3,\N,2025-05-12 16:31:00,2006.68,1499.43,507.25,0,0,MANUAL,1
LN20250213000023,4,\N,2025-06-10 17:37:00,2006.68,1519.43,487.26,0,0,AUTO,1
LN20250313000023,1,\N,2025-04-09 13:52:00,5161.64,4886.64,275.00,0,0,AUTO,1
LN20250313000023,2,\N,2025-05-08 13:39:00,5161.64,4931.43,230.21,0,0,AUTO,1
LN20250313000023,3,\N,2025-06-07 10:57:00,5161.64,4976.64,185.00,0,0,MANUAL,1
LN20250126000003,1,\N,2025-02-21 18:29:00,504.09,345.75,158.33,0,0,AUTO,1
LN20250126000003,2,\N,2025-03-27 09:43:00,504.09,351.23,152.86,0,0,AUTO,1
LN20250126000003,3,\N,2025-04-26 13:53:00,504.09,356.79,147.30,0,0,AUTO,1
LN20250126000003,4,\N,2025-06-16 13:09:00,514.17,362.44,141.65,0,10.08,COLLECTION,1
LN20250126000003,5,\N,2025-06-24 17:15:00,504.09,368.18,135.91,0,0,AUTO,1
LN20250404000013,1,\N,2025-04-29 18:44:00,1006.86,589.10,417.75,0,0,MANUAL,1
LN20250404000013,2,\N,2025-05-31 13:52:00,1006.86,597.94,408.92,0,0,AUTO,1
LN20250320000009,1,\N,2025-04-14 13:16:00,1399.88,1243.05,156.83,0,0,AUTO,1
LN20250320000009,2,\N,2025-05-15 13:59:00,1399.88,1267.91,131.97,0,0,AUTO,1
LN20250320000009,3,\N,2025-06-14 10:58:00,1399.88,1293.27,106.61,0,0,AUTO,1
LN20250331000010,1,\N,2025-04-30 19:58:00,1513.71,1140.87,372.83,0,0,AUTO,1
LN20250331000010,2,\N,2025-05-26 11:43:00,1513.71,1158.94,354.77,0,0,MANUAL,1
LN20250331000010,3,\N,2025-06-27 13:10:00,1513.71,1177.29,336.42,0,0,AUTO,1
LN20250314000018,1,\N,2025-04-13 18:37:00,4841.48,4108.15,733.33,0,0,MANUAL,1
LN20250314000018,2,\N,2025-05-13 18:05:00,4841.48,4145.81,695.68,0,0,MANUAL,1
LN20250314000018,3,\N,2025-06-12 19:17:00,4841.48,4183.81,657.67,0,0,MANUAL,1
LN20250221000019,1,\N,2025-03-22 15:35:00,38.19,19.86,18.33,0,0,MANUAL,1
LN20250221000019,2,\N,2025-04-17 18:44:00,38.19,20.22,17.97,0,0,AUTO,1
LN20250221000019,3,\N,2025-05-17 18:44:00,38.19,20.59,17.60,0,0,AUTO,1
LN20250221000019,4,\N,2025-06-17 19:56:00,38.19,20.97,17.22,0,0,MANUAL,1
LN20250223000021,1,\N,2025-03-24 15:23:00,380.33,293.67,86.67,0,0,AUTO,1
LN20250223000021,2,\N,2025-04-19 11:09:00,380.33,296.85,83.49,0,0,MANUAL,1
LN20250223000021,3,\N,2025-05-21 16:38:00,380.33,300.07,80.27,0,0,MANUAL,1
LN20250223000021,4,\N,2025-06-23 10:16:00,380.33,303.32,77.02,0,0,MANUAL,1
LN20250228000023,1,\N,2025-03-27 14:14:00,1420.18,1273.52,146.67,0,0,MANUAL,1
LN20250228000023,2,\N,2025-04-25 09:24:00,1420.18,1296.87,123.32,0,0,MANUAL,1
LN20250228000023,3,\N,2025-05-27 12:58:00,1420.18,1320.64,99.54,0,0,AUTO,1
LN20250228000023,4,\N,2025-06-28 13:01:00,1420.18,1344.85,75.33,0,0,MANUAL,1
LN20250223000022,1,\N,2025-03-24 10:38:00,1518.09,1127.42,390.68,0,0,MANUAL,1
LN20250223000022,2,\N,2025-04-22 11:09:00,1518.09,1146.21,371.89,0,0,MANUAL,1
LN20250223000022,3,\N,2025-05-19 11:12:00,1518.09,1165.31,352.78,0,0,AUTO,1
LN20250223000022,4,\N,2025-06-20 18:20:00,1518.09,1184.73,333.36,0,0,AUTO,1
LN20250213000024,1,\N,2025-03-11 16:24:00,199.53,124.05,75.48,0,0,MANUAL,1
LN20250213000024,2,\N,2025-04-13 13:39:00,199.53,126.54,73.00,0,0,AUTO,1
LN20250213000024,3,\N,2025-05-10 16:31:00,199.53,129.07,70.47,0,0,AUTO,1
LN20250213000024,4,\N,2025-06-10 13:40:00,199.53,131.65,67.89,0,0,MANUAL,1
LN20250227000015,1,\N,2025-03-29 18:44:00,916.80,766.80,150.00,0,0,AUTO,1
LN20250227000015,2,\N,2025-04-25 20:14:00,916.80,778.30,138.50,0,0,AUTO,1
LN20250227000015,3,\N,2025-05-28 18:25:00,916.80,789.98,126.82,0,0,MANUAL,1
LN20250227000015,4,\N,2025-06-27 18:29:00,916.80,801.83,114.97,0,0,MANUAL,1
LN20250409000017,1,\N,2025-05-06 11:44:00,1728.15,1636.48,91.67,0,0,MANUAL,1
LN20250409000017,2,\N,2025-06-07 11:54:00,1728.15,1666.48,61.66,0,0,AUTO,1
LN20250407000012,1,\N,2025-05-04 12:45:00,741.08,607.74,133.33,0,0,AUTO,1
LN20250407000012,2,\N,2025-06-03 12:34:00,741.08,617.87,123.20,0,0,MANUAL,1
LN20250523000015,1,\N,2025-06-21 14:11:00,316.65,245.82,70.83,0,0,AUTO,1
LN20250511000017,1,\N,2025-06-09 10:13:00,2798.71,2650.26,148.45,0,0,AUTO,1
LN20250205000013,1,\N,2025-03-06 13:11:00,2179.41,1973.64,205.77,0,0,AUTO,1
LN20250205000013,2,\N,2025-04-05 13:20:00,2179.41,2006.54,172.88,0,0,AUTO,1
LN20250205000013,3,\N,2025-05-06 15:30:00,2179.41,2039.98,139.44,0,0,AUTO,1
LN20250205000013,4,\N,2025-06-02 19:32:00,2179.41,2073.98,105.44,0,0,MANUAL,1
LN20250307000025,1,\N,2025-04-03 20:56:00,11034.10,10343.31,690.79,0,0,AUTO,1
LN20250307000025,2,\N,2025-05-04 16:48:00,11034.10,10455.37,578.74,0,0,MANUAL,1
LN20250307000025,3,\N,2025-06-05 14:51:00,11034.10,10568.63,465.47,0,0,MANUAL,1
LN20250217000015,1,\N,2025-03-15 18:13:00,942.85,742.85,200.00,0,0,AUTO,1
LN20250217000015,2,\N,2025-04-14 19:19:00,942.85,752.75,190.10,0,0,MANUAL,1
LN20250217000015,3,\N,2025-05-16 11:29:00,942.85,762.79,180.06,0,0,AUTO,1
LN20250217000015,4,\N,2025-06-14 09:10:00,942.85,772.96,169.89,0,0,AUTO,1
LN20250305000014,1,\N,2025-04-04 16:32:00,612.69,441.80,170.90,0,0,AUTO,1
LN20250305000014,2,\N,2025-04-30 20:59:00,612.69,449.90,162.80,0,0,MANUAL,1
LN20250305000014,3,\N,2025-06-02 09:18:00,612.69,458.15,154.55,0,0,MANUAL,1
LN20250504000010,1,\N,2025-06-03 19:00:00,5624.41,5352.31,272.10,0,0,AUTO,1
LN20250305000015,1,\N,2025-03-30 10:48:00,2495.06,2148.86,346.21,0,0,AUTO,1
LN20250305000015,2,\N,2025-05-04 20:26:00,2495.06,2166.76,328.30,0,0,AUTO,1
LN20250305000015,3,\N,2025-06-01 15:32:00,2495.06,2184.82,310.24,0,0,AUTO,1
LN20250207000016,1,\N,2025-03-09 13:00:00,10200.66,9900.66,300.00,0,0,MANUAL,1
LN20250207000016,2,\N,2025-04-03 09:46:00,10200.66,9999.67,200.99,0,0,MANUAL,1
LN20250207000016,3,\N,2025-05-03 12:19:00,10200.66,10099.67,101.00,0,0,AUTO,1
LN20250215000022,1,\N,2025-03-12 12:59:00,1262.86,816.58,446.28,0,0,AUTO,1
LN20250215000022,2,\N,2025-04-16 09:12:00,1262.86,831.55,431.31,0,0,AUTO,1
LN20250215000022,3,\N,2025-05-13 14:20:00,1262.86,846.79,416.07,0,0,MANUAL,1
LN20250215000022,4,\N,2025-06-15 11:22:00,1262.86,862.32,400.54,0,0,AUTO,1
LN20250219000021,1,\N,2025-03-21 09:28:00,2632.88,2407.88,225.00,0,0,MANUAL,1
LN20250219000021,2,\N,2025-04-17 17:37:00,2632.88,2444.00,188.88,0,0,AUTO,1
LN20250219000021,3,\N,2025-05-19 14:58:00,2632.88,2480.66,152.22,0,0,MANUAL,1
LN20250219000021,4,\N,2025-06-14 10:45:00,2632.88,2517.87,115.01,0,0,AUTO,1
LN20250320000010,1,\N,2025-04-18 20:40:00,537.05,381.60,155.46,0,0,MANUAL,1
LN20250320000010,2,\N,2025-05-19 19:41:00,537.05,388.91,148.14,0,0,MANUAL,1
LN20250320000010,3,\N,2025-06-14 13:57:00,537.05,396.36,140.69,0,0,MANUAL,1
LN20250131000009,1,\N,2025-02-27 17:42:00,446.59,392.42,54.17,0,0,AUTO,1
LN20250131000009,2,\N,2025-03-31 19:46:00,446.59,396.67,49.92,0,0,MANUAL,1
LN20250131000009,3,\N,2025-04-26 17:53:00,446.59,400.97,45.62,0,0,MANUAL,1
LN20250131000009,4,\N,2025-05-26 18:07:00,446.59,405.31,41.27,0,0,MANUAL,1
LN20250131000009,5,\N,2025-06-26 20:47:00,446.59,409.70,36.88,0,0,MANUAL,1
LN20250205000014,1,\N,2025-03-03 19:17:00,5511.46,5283.71,227.75,0,0,MANUAL,1
LN20250205000014,2,\N,2025-04-06 14:45:00,5511.46,5358.56,152.90,0,0,AUTO,1
LN20250205000014,3,\N,2025-05-02 17:24:00,5511.46,5434.48,76.99,0,0,AUTO,1
LN20250311000016,1,\N,2025-04-09 10:31:00,1755.25,1605.25,150.00,0,0,AUTO,1
LN20250311000016,2,\N,2025-05-05 18:09:00,1755.25,1629.33,125.92,0,0,AUTO,1
LN20250311000016,3,\N,2025-06-06 20:29:00,1755.25,1653.77,101.48,0,0,MANUAL,1
LN20250206000013,1,\N,2025-03-08 17:47:00,512.66,337.66,175.00,0,0,MANUAL,1
LN20250206000013,2,\N,2025-04-07 18:34:00,512.66,341.60,171.06,0,0,MANUAL,1
LN20250206000013,3,\N,2025-05-07 12:40:00,512.66,345.59,167.08,0,0,MANUAL,1
