loan_id,fee_type,fee_amount,charge_time,is_test_data
LN20250208000011,SERVICE_FEE,50.00,2025-02-08 12:41:13,1
LN20250321000021,SERVICE_FEE,100.00,2025-03-21 22:58:50,1
LN20250303000019,SERVICE_FEE,250.00,2025-03-03 16:42:32,1
LN20250526000017,SERVICE_FEE,10.00,2025-05-26 12:18:12,1
LN20250224000023,SERVICE_FEE,200.00,2025-02-24 21:42:25,1
LN20250306000022,SERVICE_FEE,80.00,2025-03-06 13:46:33,1
LN20250126000004,SERVICE_FEE,358.98,2025-01-26 19:04:57,1
LN20250622000012,SERVICE_FEE,10.00,2025-06-22 20:29:44,1
LN20250502000008,SERVICE_FEE,10.00,2025-05-02 19:53:09,1
LN20250131000011,SERVICE_FEE,192.28,2025-01-31 16:35:08,1
LN20250207000018,SERVICE_FEE,831.23,2025-02-07 22:39:58,1
LN20250204000013,SERVICE_FEE,162.97,2025-02-04 15:27:57,1
LN20250218000016,SERVICE_FEE,33.42,2025-02-18 10:43:02,1
LN20250127000004,SERVICE_FEE,428.26,2025-01-27 12:12:54,1
LN20250306000023,SERVICE_FEE,35.25,2025-03-06 13:25:49,1
LN20250302000016,SERVICE_FEE,95.92,2025-03-02 00:11:07,1
LN20250227000017,SERVICE_FEE,663.03,2025-02-27 13:58:34,1
LN20250520000007,SERVICE_FEE,100.00,2025-05-20 16:56:02,1
LN20250411000010,SERVICE_FEE,300.00,2025-04-11 16:24:18,1
LN20250521000011,SERVICE_FEE,423.14,2025-05-21 23:24:01,1
LN20250515000016,SERVICE_FEE,160.00,2025-05-15 12:26:18,1
LN20250507000018,SERVICE_FEE,255.46,2025-05-07 22:55:31,1
LN20250519000008,SERVICE_FEE,150.00,2025-05-19 20:35:12,1
LN20250327000021,SERVICE_FEE,367.46,2025-03-27 11:58:50,1
LN20250313000025,SERVICE_FEE,245.45,2025-03-13 20:32:11,1
LN20250404000014,SERVICE_FEE,200.00,2025-04-04 13:53:36,1
LN20250127000005,SERVICE_FEE,97.20,2025-01-27 13:06:36,1
LN20250112000003,SERVICE_FEE,9.46,2025-01-12 01:27:52,1
LN20250125000008,SERVICE_FEE,22.30,2025-01-25 12:51:24,1
LN20250203000012,SERVICE_FEE,30.00,2025-02-03 13:58:07,1
LN20250519000009,SERVICE_FEE,20.00,2025-05-19 12:47:08,1
LN20250619000012,SERVICE_FEE,300.00,2025-06-19 12:32:26,1
LN20250327000022,SERVICE_FEE,139.32,2025-03-27 14:56:30,1
LN20250307000028,SERVICE_FEE,145.00,2025-03-07 13:34:46,1
LN20250221000020,SERVICE_FEE,160.00,2025-02-21 12:22:31,1
LN20250224000024,SERVICE_FEE,38.25,2025-02-24 17:52:30,1
LN20250224000025,SERVICE_FEE,100.00,2025-02-24 21:20:42,1
LN20250305000016,SERVICE_FEE,200.00,2025-03-05 22:12:14,1
LN20250320000011,SERVICE_FEE,10.00,2025-03-20 11:55:10,1
LN20250404000015,SERVICE_FEE,150.00,2025-04-04 06:08:30,1
LN20250204000014,SERVICE_FEE,25.00,2025-02-04 20:13:26,1
LN20250213000026,SERVICE_FEE,75.00,2025-02-13 13:52:25,1
LN20250306000024,SERVICE_FEE,200.00,2025-03-06 21:45:42,1
LN20250517000021,SERVICE_FEE,473.68,2025-05-17 20:23:09,1
LN20250210000014,SERVICE_FEE,370.95,2025-02-10 21:12:13,1
LN20250527000013,SERVICE_FEE,124.48,2025-05-27 11:44:23,1
LN20250222000018,SERVICE_FEE,200.00,2025-02-22 10:47:34,1
LN20250322000019,SERVICE_FEE,150.00,2025-03-22 21:40:19,1
LN20250629000008,SERVICE_FEE,75.00,2025-06-29 11:12:15,1
LN20250227000018,SERVICE_FEE,150.00,2025-02-27 19:02:09,1
LN20250313000026,SERVICE_FEE,40.00,2025-03-13 16:15:40,1
LN20250327000023,SERVICE_FEE,75.37,2025-03-27 13:58:08,1
LN20250329000011,SERVICE_FEE,10.00,2025-03-29 13:32:01,1
LN20250308000023,SERVICE_FEE,160.00,2025-03-08 12:32:42,1
LN20250214000026,SERVICE_FEE,72.45,2025-02-14 15:37:57,1
LN20250416000010,SERVICE_FEE,589.61,2025-04-16 18:21:26,1
LN20250413000010,SERVICE_FEE,575.52,2025-04-13 22:18:35,1
LN20250413000011,SERVICE_FEE,25.00,2025-04-13 21:37:43,1
LN20250521000012,SERVICE_FEE,20.00,2025-05-21 22:36:49,1
LN20250512000015,SERVICE_FEE,825.62,2025-05-12 20:06:44,1
LN20250519000010,SERVICE_FEE,50.00,2025-05-19 11:51:12,1
LN20250529000014,SERVICE_FEE,50.00,2025-05-29 12:37:38,1
LN20250524000013,SERVICE_FEE,300.00,2025-05-24 16:21:14,1
LN20250511000019,SERVICE_FEE,71.79,2025-05-11 21:28:14,1
LN20250619000013,SERVICE_FEE,847.25,2025-06-19 07:50:25,1
LN20250306000025,SERVICE_FEE,684.62,2025-03-06 13:50:11,1
LN20250215000024,SERVICE_FEE,500.53,2025-02-15 20:32:44,1
LN20250311000018,SERVICE_FEE,200.00,2025-03-11 17:49:33,1
LN20250318000015,SERVICE_FEE,750.39,2025-03-18 20:31:06,1
LN20250315000010,SERVICE_FEE,20.00,2025-03-15 21:55:02,1
LN20250320000012,SERVICE_FEE,300.00,2025-03-20 22:34:31,1
LN20250316000014,SERVICE_FEE,54.97,2025-03-16 06:59:53,1
LN20250213000027,SERVICE_FEE,1576.81,2025-02-13 19:42:57,1
LN20250301000023,SERVICE_FEE,160.00,2025-03-01 18:55:22,1
LN20250301000024,SERVICE_FEE,770.34,2025-03-01 09:29:21,1
LN20250131000012,SERVICE_FEE,160.00,2025-01-31 10:59:21,1
LN20250125000009,SERVICE_FEE,150.00,2025-01-25 12:49:04,1
LN20250420000012,SERVICE_FEE,20.00,2025-04-20 17:10:12,1
LN20250530000012,SERVICE_FEE,373.01,2025-05-30 21:02:10,1
LN20250503000012,SERVICE_FEE,907.72,2025-05-03 22:44:00,1
LN20250615000018,SERVICE_FEE,100.00,2025-06-15 21:12:08,1
LN20250628000010,SERVICE_FEE,81.69,2025-06-28 20:16:17,1
LN20250523000016,SERVICE_FEE,121.02,2025-05-23 20:49:59,1
LN20250521000013,SERVICE_FEE,273.52,2025-05-21 13:40:16,1
LN20250306000026,SERVICE_FEE,500.00,2025-03-06 21:30:20,1
LN20250529000015,SERVICE_FEE,535.66,2025-05-29 06:53:39,1
LN20250415000007,SERVICE_FEE,300.00,2025-04-15 12:35:50,1
LN20250519000011,SERVICE_FEE,200.00,2025-05-19 00:37:34,1
LN20250621000013,SERVICE_FEE,60.00,2025-06-21 21:48:18,1
LN20250217000016,SERVICE_FEE,160.00,2025-02-17 19:29:31,1
LN20250219000022,SERVICE_FEE,290.97,2025-02-19 21:08:12,1
LN20250213000028,SERVICE_FEE,240.00,2025-02-13 12:50:26,1
LN20250524000014,SERVICE_FEE,377.09,2025-05-24 19:54:59,1
LN20250120000005,SERVICE_FEE,33.48,2025-01-20 13:58:44,1
LN20250619000014,SERVICE_FEE,25.00,2025-06-19 22:36:35,1
LN20250506000005,SERVICE_FEE,4.32,2025-05-06 12:30:58,1
LN20250501000010,SERVICE_FEE,794.97,2025-05-01 20:40:51,1
LN20250427000010,SERVICE_FEE,40.00,2025-04-27 13:33:46,1
LN20250424000008,SERVICE_FEE,160.00,2025-04-24 18:39:49,1
LN20250317000026,SERVICE_FEE,10.00,2025-03-17 20:54:39,1
LN20250612000020,SERVICE_FEE,122.42,2025-06-12 22:15:55,1
LN20250501000011,SERVICE_FEE,921.88,2025-05-01 11:17:58,1
LN20250525000010,SERVICE_FEE,20.00,2025-05-25 19:19:43,1
LN20250405000014,SERVICE_FEE,260.78,2025-04-05 22:07:54,1
LN20250311000019,SERVICE_FEE,25.00,2025-03-11 12:30:33,1
LN20250419000010,SERVICE_FEE,445.74,2025-04-19 22:10:03,1
LN20250323000013,SERVICE_FEE,20.00,2025-03-23 20:34:22,1
LN20250322000020,SERVICE_FEE,200.00,2025-03-22 22:55:31,1
LN20250302000017,SERVICE_FEE,8.89,2025-03-02 22:33:47,1
LN20250313000027,SERVICE_FEE,424.10,2025-03-13 16:17:21,1
LN20250415000008,SERVICE_FEE,100.00,2025-04-15 12:21:27,1
LN20250415000009,SERVICE_FEE,248.40,2025-04-15 21:10:04,1
LN20250509000007,SERVICE_FEE,594.20,2025-05-09 19:32:40,1
LN20250313000028,SERVICE_FEE,240.00,2025-03-13 12:04:11,1
LN20250430000012,SERVICE_FEE,80.00,2025-04-30 21:10:37,1
LN20250507000019,SERVICE_FEE,100.00,2025-05-07 12:30:45,1
LN20250419000011,SERVICE_FEE,100.00,2025-04-19 22:35:51,1
LN20250417000012,SERVICE_FEE,769.32,2025-04-17 22:37:44,1
LN20250406000012,SERVICE_FEE,71.37,2025-04-06 20:13:35,1
LN20250609000006,SERVICE_FEE,25.00,2025-06-09 16:42:44,1
LN20250610000010,SERVICE_FEE,746.31,2025-06-10 12:58:42,1
LN20250603000009,SERVICE_FEE,300.00,2025-06-03 13:10:03,1
LN20250626000010,SERVICE_FEE,100.00,2025-06-26 21:54:45,1
LN20250308000024,SERVICE_FEE,75.13,2025-03-08 09:33:15,1
LN20250312000023,SERVICE_FEE,263.19,2025-03-12 16:08:53,1
LN20250309000020,SERVICE_FEE,11.61,2025-03-09 14:14:27,1
LN20250331000011,SERVICE_FEE,900.00,2025-03-31 18:19:05,1
LN20250430000013,SERVICE_FEE,98.87,2025-04-30 13:55:01,1
LN20250422000010,SERVICE_FEE,20.00,2025-04-22 22:12:39,1
LN20250501000012,SERVICE_FEE,245.19,2025-05-01 11:54:26,1
LN20250519000012,SERVICE_FEE,10.00,2025-05-19 22:46:20,1
LN20250519000013,SERVICE_FEE,634.14,2025-05-19 00:55:04,1
LN20250627000008,SERVICE_FEE,100.00,2025-06-27 18:20:48,1
LN20250208000012,SERVICE_FEE,38.81,2025-02-08 13:42:05,1
LN20250131000013,SERVICE_FEE,400.00,2025-01-31 20:48:02,1
LN20250128000010,SERVICE_FEE,40.00,2025-01-28 12:10:56,1
LN20250523000017,SERVICE_FEE,300.00,2025-05-23 13:49:31,1
LN20250602000006,SERVICE_FEE,100.00,2025-06-02 13:01:55,1
LN20250302000018,SERVICE_FEE,80.00,2025-03-02 22:50:56,1
LN20250330000008,SERVICE_FEE,10.00,2025-03-30 01:58:00,1
LN20250215000025,SERVICE_FEE,60.00,2025-02-15 07:26:44,1
LN20250316000015,SERVICE_FEE,183.09,2025-03-16 16:10:05,1
LN20250212000025,SERVICE_FEE,400.00,2025-02-12 20:36:12,1
LN20250522000015,SERVICE_FEE,1629.22,2025-05-22 21:49:12,1
LN20250421000011,SERVICE_FEE,200.00,2025-04-21 12:05:31,1
LN20250209000015,SERVICE_FEE,100.00,2025-02-09 22:30:08,1
LN20250217000017,SERVICE_FEE,100.00,2025-02-17 20:06:28,1
LN20250526000018,SERVICE_FEE,504.76,2025-05-26 16:22:36,1
LN20250609000007,SERVICE_FEE,47.72,2025-06-09 18:02:56,1
LN20250312000024,SERVICE_FEE,100.00,2025-03-12 00:39:21,1
LN20250331000012,SERVICE_FEE,20.00,2025-03-31 01:03:03,1
LN20250326000011,SERVICE_FEE,66.26,2025-03-26 22:24:09,1
LN20250208000013,SERVICE_FEE,20.27,2025-02-08 18:26:51,1
LN20250209000016,SERVICE_FEE,40.00,2025-02-09 22:24:06,1
LN20250227000019,SERVICE_FEE,1401.77,2025-02-27 12:38:17,1
LN20250221000021,SERVICE_FEE,89.72,2025-02-21 01:34:56,1
LN20250422000011,SERVICE_FEE,438.58,2025-04-22 08:20:17,1
LN20250217000018,SERVICE_FEE,20.00,2025-02-17 22:12:37,1
LN20250227000020,SERVICE_FEE,175.16,2025-02-27 12:23:42,1
LN20250208000014,SERVICE_FEE,22.60,2025-02-08 12:37:39,1
LN20250424000009,SERVICE_FEE,50.00,2025-04-24 19:17:49,1
LN20250620000013,SERVICE_FEE,200.00,2025-06-20 20:03:31,1
LN20250221000022,SERVICE_FEE,268.54,2025-02-21 12:22:56,1
LN20250304000025,SERVICE_FEE,25.00,2025-03-04 21:51:45,1
LN20250124000007,SERVICE_FEE,146.82,2025-01-24 12:38:59,1
LN20250128000011,SERVICE_FEE,200.00,2025-01-28 22:45:36,1
LN20250201000010,SERVICE_FEE,33.87,2025-02-01 22:31:02,1
LN20250424000010,SERVICE_FEE,246.49,2025-04-24 20:47:56,1
LN20250215000026,SERVICE_FEE,139.13,2025-02-15 21:58:44,1
LN20250326000012,SERVICE_FEE,100.00,2025-03-26 19:22:26,1
LN20250214000027,SERVICE_FEE,100.00,2025-02-14 11:05:47,1
LN20250201000011,SERVICE_FEE,40.00,2025-02-01 16:15:58,1
LN20250524000015,SERVICE_FEE,185.86,2025-05-24 22:43:05,1
LN20250602000007,SERVICE_FEE,124.52,2025-06-02 12:48:34,1
LN20250519000014,SERVICE_FEE,492.48,2025-05-19 20:06:45,1
LN20250322000021,SERVICE_FEE,300.00,2025-03-22 20:42:52,1
LN20250620000014,SERVICE_FEE,20.00,2025-06-20 12:25:16,1
LN20250516000013,SERVICE_FEE,100.87,2025-05-16 12:00:02,1
LN20250604000016,SERVICE_FEE,65.94,2025-06-04 22:39:25,1
LN20250205000016,SERVICE_FEE,478.26,2025-02-05 20:07:25,1
LN20250609000008,SERVICE_FEE,840.31,2025-06-09 15:27:19,1
LN20250227000021,SERVICE_FEE,228.14,2025-02-27 21:22:58,1
LN20250501000013,SERVICE_FEE,160.00,2025-05-01 07:29:35,1
LN20250627000009,SERVICE_FEE,200.00,2025-06-27 12:08:00,1
LN20250202000006,SERVICE_FEE,99.47,2025-02-02 06:48:59,1
LN20250307000029,SERVICE_FEE,400.00,2025-03-07 20:23:24,1
LN20250412000010,SERVICE_FEE,160.00,2025-04-12 20:36:40,1
LN20250324000017,SERVICE_FEE,132.90,2025-03-24 15:26:43,1
LN20250222000019,SERVICE_FEE,40.00,2025-02-22 20:43:02,1
LN20250122000004,SERVICE_FEE,183.07,2025-01-22 12:11:04,1
LN20250130000013,SERVICE_FEE,200.00,2025-01-30 00:52:32,1
LN20250310000023,SERVICE_FEE,908.23,2025-03-10 22:50:51,1
LN20250225000016,SERVICE_FEE,150.00,2025-02-25 13:12:28,1
LN20250216000018,SERVICE_FEE,10.00,2025-02-16 06:12:13,1
LN20250611000009,SERVICE_FEE,20.60,2025-06-11 21:09:41,1
LN20250629000009,SERVICE_FEE,467.83,2025-06-29 21:55:54,1
LN20250614000012,SERVICE_FEE,80.00,2025-06-14 20:31:22,1
LN20250317000027,SERVICE_FEE,150.00,2025-03-17 18:24:27,1
LN20250214000028,SERVICE_FEE,200.00,2025-02-14 06:24:12,1
LN20250127000006,SERVICE_FEE,40.00,2025-01-27 20:00:37,1
LN20250201000012,SERVICE_FEE,30.00,2025-02-01 13:34:59,1
LN20250206000015,SERVICE_FEE,300.00,2025-02-06 12:07:12,1
LN20250319000017,SERVICE_FEE,8.29,2025-03-19 01:25:35,1
LN20250316000016,SERVICE_FEE,92.11,2025-03-16 20:14:07,1
LN20250519000015,SERVICE_FEE,104.94,2025-05-19 16:17:34,1
LN20250331000013,SERVICE_FEE,40.00,2025-03-31 12:13:40,1
LN20250118000006,SERVICE_FEE,80.00,2025-01-18 20:35:42,1
LN20250131000014,SERVICE_FEE,100.00,2025-01-31 20:04:52,1
LN20250512000016,SERVICE_FEE,283.94,2025-05-12 13:01:23,1
LN20250625000010,SERVICE_FEE,153.21,2025-06-25 20:43:00,1
LN20250206000016,SERVICE_FEE,50.00,2025-02-06 22:27:07,1
LN20250510000012,SERVICE_FEE,40.00,2025-05-10 09:44:02,1
LN20250419000012,SERVICE_FEE,174.18,2025-04-19 12:56:35,1
LN20250528000011,SERVICE_FEE,160.00,2025-05-28 13:49:48,1
LN20250417000013,SERVICE_FEE,75.00,2025-04-17 22:51:44,1
LN20250527000014,SERVICE_FEE,755.88,2025-05-27 09:29:02,1
LN20250607000012,SERVICE_FEE,200.00,2025-06-07 20:45:48,1
LN20250523000018,SERVICE_FEE,145.52,2025-05-23 13:18:52,1
LN20250502000009,SERVICE_FEE,200.00,2025-05-02 21:54:55,1
LN20250304000026,SERVICE_FEE,20.00,2025-03-04 21:51:40,1
LN20250403000007,SERVICE_FEE,100.00,2025-04-03 14:29:51,1
LN20250421000012,SERVICE_FEE,429.37,2025-04-21 02:36:24,1
LN20250210000015,SERVICE_FEE,924.23,2025-02-10 14:56:20,1
LN20250223000024,SERVICE_FEE,10.31,2025-02-23 21:30:54,1
LN20250302000019,SERVICE_FEE,85.13,2025-03-02 10:07:50,1
LN20250224000026,SERVICE_FEE,150.00,2025-02-24 22:03:10,1
LN20250224000027,SERVICE_FEE,80.00,2025-02-24 16:33:23,1
LN20250221000023,SERVICE_FEE,300.00,2025-02-21 21:01:55,1
LN20250316000017,SERVICE_FEE,704.67,2025-03-16 09:35:29,1
LN20250126000005,SERVICE_FEE,491.12,2025-01-26 22:46:43,1
LN20250404000016,SERVICE_FEE,712.13,2025-04-04 13:33:44,1
LN20250404000017,SERVICE_FEE,67.66,2025-04-04 22:19:36,1
LN20250314000019,SERVICE_FEE,49.19,2025-03-14 02:44:13,1
LN20250301000025,SERVICE_FEE,600.00,2025-03-01 07:30:33,1
LN20250226000018,SERVICE_FEE,160.00,2025-02-26 10:47:21,1
LN20250301000026,SERVICE_FEE,50.14,2025-03-01 22:28:39,1
LN20250309000021,SERVICE_FEE,400.00,2025-03-09 21:14:52,1
LN20250306000027,SERVICE_FEE,1500.00,2025-03-06 13:30:02,1
LN20250601000012,SERVICE_FEE,300.00,2025-06-01 20:18:19,1
LN20250605000012,SERVICE_FEE,10.00,2025-06-05 12:55:18,1
LN20250227000022,SERVICE_FEE,20.00,2025-02-27 23:24:15,1
LN20250207000019,SERVICE_FEE,18.35,2025-02-07 16:59:13,1
LN20250221000024,SERVICE_FEE,55.93,2025-02-21 09:40:31,1
LN20250527000015,SERVICE_FEE,100.00,2025-05-27 20:56:36,1
LN20250525000011,SERVICE_FEE,85.79,2025-05-25 10:44:35,1
LN20250630000009,SERVICE_FEE,40.00,2025-06-30 10:22:17,1
LN20250629000010,SERVICE_FEE,600.00,2025-06-29 20:15:00,1
LN20250602000008,SERVICE_FEE,240.00,2025-06-02 20:57:52,1
LN20250522000016,SERVICE_FEE,20.00,2025-05-22 13:07:49,1
LN20250530000013,SERVICE_FEE,200.00,2025-05-30 13:32:49,1
LN20250427000011,SERVICE_FEE,724.35,2025-04-27 21:30:44,1
LN20250411000011,SERVICE_FEE,400.00,2025-04-11 21:21:28,1
LN20250507000020,SERVICE_FEE,295.92,2025-05-07 12:29:21,1
LN20250610000011,SERVICE_FEE,300.00,2025-06-10 22:26:08,1
LN20250222000020,SERVICE_FEE,27.00,2025-02-22 09:09:22,1
LN20250222000021,SERVICE_FEE,461.99,2025-02-22 14:26:58,1
LN20250404000018,SERVICE_FEE,40.00,2025-04-04 22:56:48,1
LN20250329000012,SERVICE_FEE,20.00,2025-03-29 18:25:34,1
LN20250415000010,SERVICE_FEE,40.00,2025-04-15 12:15:05,1
LN20250212000026,SERVICE_FEE,10.00,2025-02-12 00:43:12,1
LN20250227000023,SERVICE_FEE,24.46,2025-02-27 21:24:50,1
LN20250526000019,SERVICE_FEE,900.00,2025-05-26 22:22:28,1
LN20250618000007,SERVICE_FEE,160.00,2025-06-18 15:56:47,1
LN20250518000008,SERVICE_FEE,200.00,2025-05-18 13:58:52,1
LN20250310000024,SERVICE_FEE,20.00,2025-03-10 10:32:38,1
LN20250301000027,SERVICE_FEE,141.78,2025-03-01 18:37:09,1
LN20250304000027,SERVICE_FEE,50.00,2025-03-04 21:09:07,1
LN20250408000012,SERVICE_FEE,712.19,2025-04-08 13:34:33,1
LN20250607000013,SERVICE_FEE,600.00,2025-06-07 14:56:42,1
LN20250608000013,SERVICE_FEE,300.00,2025-06-08 18:32:42,1
LN20250606000008,SERVICE_FEE,20.00,2025-06-06 22:44:10,1
LN20250515000017,SERVICE_FEE,400.00,2025-05-15 12:09:34,1
LN20250507000021,SERVICE_FEE,453.55,2025-05-07 18:04:46,1
LN20250508000014,SERVICE_FEE,275.85,2025-05-08 13:56:06,1
LN20250323000014,SERVICE_FEE,300.00,2025-03-23 22:12:57,1
LN20250311000020,SERVICE_FEE,817.09,2025-03-11 10:09:00,1
LN20250312000025,SERVICE_FEE,150.00,2025-03-12 17:22:13,1
LN20250330000009,SERVICE_FEE,404.11,2025-03-30 13:49:56,1
LN20250120000006,SERVICE_FEE,20.00,2025-01-20 12:25:18,1
LN20250612000021,SERVICE_FEE,100.00,2025-06-12 20:47:13,1
LN20250610000012,SERVICE_FEE,100.00,2025-06-10 21:35:17,1
LN20250515000018,SERVICE_FEE,75.00,2025-05-15 06:05:18,1
LN20250530000014,SERVICE_FEE,145.74,2025-05-30 21:21:43,1
LN20250619000015,SERVICE_FEE,150.00,2025-06-19 12:59:08,1
LN20250308000025,SERVICE_FEE,10.00,2025-03-08 22:17:30,1
LN20250217000019,SERVICE_FEE,200.00,2025-02-17 22:39:50,1
LN20250228000024,SERVICE_FEE,200.00,2025-02-28 13:49:41,1
LN20250309000022,SERVICE_FEE,919.93,2025-03-09 13:18:33,1
LN20250531000011,SERVICE_FEE,100.00,2025-05-31 22:19:11,1
LN20250509000008,SERVICE_FEE,975.59,2025-05-09 13:13:50,1
LN20250310000025,SERVICE_FEE,10.00,2025-03-10 12:36:53,1
LN20250305000017,SERVICE_FEE,395.24,2025-03-05 19:43:08,1
LN20250506000006,SERVICE_FEE,241.72,2025-05-06 15:27:42,1
LN20250614000013,SERVICE_FEE,268.96,2025-06-14 22:15:08,1
LN20250627000010,SERVICE_FEE,20.00,2025-06-27 18:10:38,1
LN20250622000013,SERVICE_FEE,400.00,2025-06-22 20:36:42,1
LN20250322000022,SERVICE_FEE,100.00,2025-03-22 22:29:34,1
LN20250326000013,SERVICE_FEE,100.00,2025-03-26 21:37:27,1
LN20250404000019,SERVICE_FEE,116.48,2025-04-04 06:19:31,1
LN20250123000006,SERVICE_FEE,160.00,2025-01-23 21:42:14,1
LN20250312000026,SERVICE_FEE,100.00,2025-03-12 16:46:12,1
LN20250312000027,SERVICE_FEE,86.53,2025-03-12 20:20:05,1
LN20250322000023,SERVICE_FEE,438.33,2025-03-22 01:59:36,1
LN20250430000014,SERVICE_FEE,83.06,2025-04-30 22:39:38,1
LN20250529000016,SERVICE_FEE,94.73,2025-05-29 17:25:33,1
LN20250524000016,SERVICE_FEE,335.39,2025-05-24 09:36:39,1
LN20250215000027,SERVICE_FEE,752.10,2025-02-15 19:05:24,1
LN20250618000008,SERVICE_FEE,100.00,2025-06-18 19:59:06,1
LN20250413000012,SERVICE_FEE,139.46,2025-04-13 11:30:20,1
LN20250327000024,SERVICE_FEE,146.18,2025-03-27 12:28:47,1
LN20250319000018,SERVICE_FEE,100.00,2025-03-19 06:05:06,1
LN20250303000020,SERVICE_FEE,160.00,2025-03-03 12:47:19,1
LN20250419000013,SERVICE_FEE,400.00,2025-04-19 15:19:36,1
LN20250324000018,SERVICE_FEE,30.00,2025-03-24 15:07:52,1
LN20250316000018,SERVICE_FEE,49.41,2025-03-16 20:52:40,1
LN20250327000025,SERVICE_FEE,250.00,2025-03-27 09:17:29,1
LN20250306000028,SERVICE_FEE,300.00,2025-03-06 12:05:06,1
LN20250318000016,SERVICE_FEE,90.58,2025-03-18 20:21:06,1
LN20250612000022,SERVICE_FEE,456.45,2025-06-12 13:04:26,1
LN20250418000010,SERVICE_FEE,40.00,2025-04-18 20:38:57,1
LN20250413000013,SERVICE_FEE,200.00,2025-04-13 12:45:20,1
LN20250227000024,SERVICE_FEE,294.87,2025-02-27 21:07:32,1
LN20250329000013,SERVICE_FEE,75.00,2025-03-29 12:56:59,1
LN20250122000005,SERVICE_FEE,121.32,2025-01-22 20:42:34,1
LN20250313000029,SERVICE_FEE,40.00,2025-03-13 15:48:23,1
LN20250207000020,SERVICE_FEE,727.54,2025-02-07 18:33:37,1
LN20250307000030,SERVICE_FEE,9.46,2025-03-07 20:18:17,1
LN20250227000025,SERVICE_FEE,163.22,2025-02-27 16:32:04,1
LN20250126000006,SERVICE_FEE,77.54,2025-01-26 20:20:54,1
LN20250318000017,SERVICE_FEE,300.00,2025-03-18 13:09:28,1
LN20250305000018,SERVICE_FEE,5.00,2025-03-05 20:38:05,1
LN20250603000010,SERVICE_FEE,221.04,2025-06-03 12:20:02,1
LN20250414000007,SERVICE_FEE,23.53,2025-04-14 19:09:57,1
LN20250222000022,SERVICE_FEE,20.00,2025-02-22 15:55:06,1
LN20250317000028,SERVICE_FEE,282.35,2025-03-17 14:39:55,1
LN20250224000028,SERVICE_FEE,434.23,2025-02-24 11:38:52,1
LN20250626000011,SERVICE_FEE,15.94,2025-06-26 22:19:14,1
LN20250321000022,SERVICE_FEE,41.71,2025-03-21 10:53:23,1
LN20250210000016,SERVICE_FEE,30.00,2025-02-10 09:30:25,1
LN20250202000007,SERVICE_FEE,600.00,2025-02-02 22:30:02,1
LN20250528000012,SERVICE_FEE,240.00,2025-05-28 19:39:00,1
LN20250404000020,SERVICE_FEE,137.63,2025-04-04 09:51:25,1
LN20250426000006,SERVICE_FEE,500.70,2025-04-26 10:28:50,1
LN20250422000012,SERVICE_FEE,707.12,2025-04-22 13:47:35,1
LN20250317000029,SERVICE_FEE,200.00,2025-03-17 12:40:39,1
LN20250525000012,SERVICE_FEE,160.00,2025-05-25 21:18:23,1
LN20250118000007,SERVICE_FEE,100.00,2025-01-18 10:41:35,1
LN20250503000013,SERVICE_FEE,20.00,2025-05-03 10:51:37,1
LN20250401000010,SERVICE_FEE,50.00,2025-04-01 13:08:24,1
LN20250402000015,SERVICE_FEE,400.00,2025-04-02 14:40:22,1
LN20250424000011,SERVICE_FEE,189.39,2025-04-24 22:34:25,1
LN20250423000005,SERVICE_FEE,20.00,2025-04-23 22:58:07,1
LN20250217000020,SERVICE_FEE,573.77,2025-02-17 20:00:15,1
LN20250313000030,SERVICE_FEE,400.00,2025-03-13 02:51:35,1
LN20250328000014,SERVICE_FEE,20.00,2025-03-28 12:15:08,1
LN20250227000026,SERVICE_FEE,707.88,2025-02-27 20:25:31,1
LN20250201000013,SERVICE_FEE,150.00,2025-02-01 13:32:44,1
LN20250303000021,SERVICE_FEE,834.59,2025-03-03 17:55:18,1
LN20250212000027,SERVICE_FEE,987.82,2025-02-12 00:49:45,1
LN20250307000031,SERVICE_FEE,400.00,2025-03-07 14:08:05,1
LN20250321000023,SERVICE_FEE,200.00,2025-03-21 09:12:16,1
LN20250222000023,SERVICE_FEE,500.00,2025-02-22 14:20:50,1
LN20250410000004,SERVICE_FEE,150.00,2025-04-10 12:49:04,1
LN20250409000018,SERVICE_FEE,200.00,2025-04-09 12:41:59,1
LN20250628000011,SERVICE_FEE,47.76,2025-06-28 22:25:05,1
LN20250614000014,SERVICE_FEE,237.77,2025-06-14 12:26:45,1
LN20250323000015,SERVICE_FEE,80.00,2025-03-23 13:00:28,1
LN20250302000020,SERVICE_FEE,300.00,2025-03-02 12:54:31,1
LN20250326000014,SERVICE_FEE,188.76,2025-03-26 11:01:43,1
LN20250426000007,SERVICE_FEE,245.21,2025-04-26 00:40:16,1
LN20250428000009,SERVICE_FEE,141.49,2025-04-28 15:28:22,1
LN20250423000006,SERVICE_FEE,168.17,2025-04-23 12:14:09,1
LN20250626000012,SERVICE_FEE,100.00,2025-06-26 13:08:09,1
LN20250605000013,SERVICE_FEE,5.01,2025-06-05 13:56:16,1
LN20250505000006,SERVICE_FEE,100.00,2025-05-05 08:18:14,1
LN20250213000029,SERVICE_FEE,537.63,2025-02-13 20:35:32,1
LN20250417000014,SERVICE_FEE,528.63,2025-04-17 12:39:43,1
